,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti11_centroid_x,ti11_centroid_y,ti12_centroid_x,ti12_centroid_y,ti13_centroid_x,ti13_centroid_y,ti15_centroid_x,ti15_centroid_y,ti16_centroid_x,ti16_centroid_y,ti53_centroid_x,ti53_centroid_y,ti56_centroid_x,ti56_centroid_y,ti115_centroid_x,ti115_centroid_y,ti116_centroid_x,ti116_centroid_y,ti154_centroid_x,ti154_centroid_y,ti164_centroid_x,ti164_centroid_y,ti166_centroid_x,ti166_centroid_y,ti167_centroid_x,ti167_centroid_y,ti182_centroid_x,ti182_centroid_y,ti202_centroid_x,ti202_centroid_y,ti199_centroid_x,ti199_centroid_y,ti216_centroid_x,ti216_centroid_y,ti264_centroid_x,ti264_centroid_y,ti267_centroid_x,ti267_centroid_y,ti287_centroid_x,ti287_centroid_y,ti307_centroid_x,ti307_centroid_y,ti308_centroid_x,ti308_centroid_y,ti340_centroid_x,ti340_centroid_y,ti341_centroid_x,ti341_centroid_y,ti348_centroid_x,ti348_centroid_y,ti362_centroid_x,ti362_centroid_y,ti386_centroid_x,ti386_centroid_y,ti382_centroid_x,ti382_centroid_y,ti418_centroid_x,ti418_centroid_y,ti421_centroid_x,ti421_centroid_y,ti422_centroid_x,ti422_centroid_y,ti426_centroid_x,ti426_centroid_y,ti431_centroid_x,ti431_centroid_y,ti424_centroid_x,ti424_centroid_y,ti432_centroid_x,ti432_centroid_y,ti440_centroid_x,ti440_centroid_y,ti445_centroid_x,ti445_centroid_y,ti453_centroid_x,ti453_centroid_y,ti457_centroid_x,ti457_centroid_y,ti459_centroid_x,ti459_centroid_y,ti510_centroid_x,ti510_centroid_y,ti511_centroid_x,ti511_centroid_y,ti512_centroid_x,ti512_centroid_y,ti540_centroid_x,ti540_centroid_y,ti541_centroid_x,ti541_centroid_y,ti545_centroid_x,ti545_centroid_y,ti578_centroid_x,ti578_centroid_y,ti789_centroid_x,ti789_centroid_y,ti790_centroid_x,ti790_centroid_y,ti796_centroid_x,ti796_centroid_y,ti866_centroid_x,ti866_centroid_y
0,558.2884521484375,-2370.39990234375,543.21435546875,-2430.757080078125,539.7134399414061,-2422.256591796875,542.34912109375,-2428.4013671875,538.39404296875,-2419.6982421875,558.7130126953125,-2432.897216796875,537.2767944335939,-2417.66455078125,536.0838012695311,-2415.470947265625,544.0474853515625,-2409.24462890625,547.8926391601561,-2441.7802734375,544.1837768554689,-2433.29443359375,546.5184326171875,-2437.00390625,563.0946044921875,-2421.53173828125,452.4939880371094,-2348.494873046875,585.9912719726562,-2339.697998046875,570.7973022460938,-2373.1494140625,557.2437133789061,-2417.33642578125,547.3785400390625,-2438.938232421875,574.220947265625,-2370.03955078125,502.6437377929688,-2399.254150390625,504.4148254394531,-2398.919677734375,618.1265869140625,-2278.6015625,574.12841796875,-2370.1826171875,596.5062255859375,-2321.136962890625,615.3268432617188,-2272.099609375,572.6331787109375,-2368.622314453125,452.1571960449219,-2348.565185546875,449.6157531738281,-2352.696044921875,591.33154296875,-2317.04833984375,449.5348815917969,-2352.516845703125,602.7671508789062,-2306.837646484375,583.0813598632812,-2343.551025390625,613.7594604492188,-2285.46875,604.9019165039062,-2301.77490234375,592.2755737304688,-2328.8720703125,571.0316772460938,-2477.10205078125,620.1345825195312,-2276.217529296875,570.8961791992188,-2372.42822265625,658.8148193359375,-2206.266845703125,539.73193359375,-2421.87109375,652.4376831054688,-2226.826171875,538.6079711914061,-2419.53564453125,558.3323974609375,-2432.94873046875,538.5830078125,-2416.899169921875,557.0470581054689,-2417.58056640625,537.9766845703125,-2414.592529296875,547.5181274414061,-2436.52197265625,542.5789184570311,-2428.38525390625,613.9553833007812,-2285.4091796875,536.576416015625,-2410.042724609375,594.4332275390625,-2378.0712890625,599.0205078125,-2380.426513671875,603.7218017578125,-2304.576171875,608.0027465820312,-2294.546875,634.2109375,-2406.170166015625,587.6695556640625,-2387.14013671875,579.6383056640625,-2374.325927734375,607.8694458007812,-2373.58837890625,619.5233154296875,-2379.08544921875,596.4276123046875,-2365.93359375,646.1265869140625,-2237.051025390625
1,559.0267944335939,-2369.74462890625,543.0734252929689,-2430.714599609375,540.5715942382811,-2421.680908203125,543.1080932617189,-2427.879150390625,539.4848022460939,-2418.988525390625,558.6185302734375,-2432.657470703125,537.8495483398439,-2417.30126953125,537.0404663085939,-2414.923095703125,543.7557373046875,-2408.777587890625,548.7992553710939,-2440.802978515625,545.6386108398439,-2432.495849609375,547.3469848632811,-2436.409912109375,563.5825805664062,-2420.506591796875,452.49603271484375,-2348.495849609375,586.771484375,-2338.5146484375,570.8980712890625,-2373.26953125,557.3703002929689,-2417.3642578125,547.79150390625,-2438.267333984375,574.2234497070312,-2370.037109375,505.21630859375,-2398.72412109375,506.0986328125,-2398.29345703125,618.5972900390625,-2278.84716796875,574.11083984375,-2369.822021484375,596.798828125,-2320.115966796875,614.6973876953125,-2273.729248046875,572.40185546875,-2368.35693359375,452.1611022949219,-2348.566650390625,449.61846923828125,-2352.69287109375,590.29638671875,-2319.00341796875,449.5325012207031,-2352.5107421875,602.76513671875,-2306.842041015625,583.0800170898438,-2343.555908203125,613.5005493164062,-2285.627197265625,604.8692626953125,-2301.5029296875,592.704833984375,-2327.81396484375,571.2723388671875,-2477.612548828125,618.6788940429688,-2277.907470703125,571.2557983398438,-2372.922607421875,658.8165893554688,-2206.271240234375,540.473388671875,-2421.519287109375,653.2015380859375,-2225.618896484375,539.57421875,-2418.796630859375,558.400634765625,-2433.056640625,538.613525390625,-2417.10107421875,557.397705078125,-2417.60693359375,537.9755249023439,-2414.592529296875,547.571044921875,-2436.56591796875,542.5738525390625,-2428.386474609375,613.85986328125,-2285.245849609375,536.3143920898439,-2410.150634765625,593.8958129882812,-2378.4169921875,598.1887817382812,-2380.959716796875,603.8339233398438,-2304.3056640625,608.0805053710938,-2294.537109375,634.21630859375,-2406.169677734375,587.6449584960938,-2387.20166015625,579.689453125,-2374.35302734375,607.774169921875,-2371.46142578125,619.5243530273438,-2379.08203125,596.6370239257812,-2365.37451171875,646.0516967773438,-2235.500732421875
2,559.3995361328125,-2369.48876953125,543.069580078125,-2430.709716796875,540.610107421875,-2421.611572265625,543.104248046875,-2427.8740234375,539.4642333984375,-2418.996826171875,558.6301879882811,-2432.6806640625,537.861572265625,-2417.3134765625,537.0538330078125,-2414.86572265625,543.6465454101561,-2408.774658203125,548.958740234375,-2440.69677734375,545.6253051757811,-2432.48583984375,547.3432006835939,-2436.405029296875,563.5841674804688,-2420.400634765625,452.4911804199219,-2348.4921875,586.883544921875,-2337.721923828125,570.8758544921875,-2373.318603515625,557.4854736328125,-2417.44970703125,547.795654296875,-2438.259765625,573.7254638671875,-2370.14794921875,506.4224243164063,-2398.348388671875,507.6513977050781,-2397.912841796875,618.7847290039062,-2278.83984375,574.2911376953125,-2370.1796875,597.1056518554688,-2319.29736328125,614.0151977539062,-2274.6796875,572.3226928710938,-2368.318603515625,452.15728759765625,-2348.567626953125,449.6173400878906,-2352.693603515625,589.5523071289062,-2320.6005859375,449.5288696289063,-2352.502685546875,603.2978515625,-2305.902587890625,583.0765991210938,-2343.55908203125,613.2716674804688,-2285.8583984375,604.96630859375,-2301.208740234375,593.15380859375,-2326.98779296875,571.4253540039062,-2477.834716796875,618.862548828125,-2278.02587890625,571.15283203125,-2372.9296875,655.9898071289062,-2210.0234375,540.4895629882811,-2421.526611328125,653.807861328125,-2224.7705078125,539.58349609375,-2418.767578125,558.3985595703125,-2433.0146484375,538.1775512695311,-2417.140869140625,557.4158325195311,-2417.749755859375,538.0199584960939,-2414.640380859375,547.5638427734375,-2436.56982421875,542.562255859375,-2428.386962890625,613.861083984375,-2285.220458984375,536.309814453125,-2410.1865234375,593.7280883789062,-2378.3515625,598.2162475585938,-2380.99658203125,603.7537841796875,-2304.390869140625,608.2261352539062,-2294.44970703125,634.2218627929688,-2406.16357421875,587.616455078125,-2387.255126953125,579.8020629882812,-2374.484619140625,607.77587890625,-2371.466796875,619.526611328125,-2379.086669921875,596.6375732421875,-2365.372802734375,646.9144897460938,-2235.0458984375
3,559.8930053710939,-2368.999267578125,543.0557250976561,-2430.74951171875,540.572265625,-2421.652099609375,543.1054077148439,-2427.842041015625,539.4679565429689,-2419.040283203125,558.550048828125,-2432.6669921875,537.8508911132811,-2417.372802734375,537.0899047851561,-2414.946533203125,543.6856079101561,-2408.9111328125,548.8070678710939,-2440.74755859375,545.6156005859375,-2432.518798828125,547.167724609375,-2436.41357421875,563.5078125,-2420.449462890625,452.49749755859375,-2348.509765625,587.2167358398438,-2337.075439453125,570.8596801757812,-2373.306884765625,557.5010375976561,-2417.537109375,547.7747192382811,-2438.2822265625,573.413818359375,-2370.018310546875,507.5534362792969,-2397.87060546875,508.1144104003906,-2398.0439453125,618.7824096679688,-2278.800537109375,574.3945922851562,-2370.3486328125,597.3358764648438,-2318.55615234375,612.9769897460938,-2275.7802734375,572.3739013671875,-2368.257568359375,452.1552734375,-2348.5615234375,449.61614990234375,-2352.695068359375,588.7857055664062,-2322.11279296875,449.52490234375,-2352.49609375,603.7525634765625,-2305.671875,585.2485961914062,-2340.45947265625,613.1195678710938,-2285.901611328125,604.9991455078125,-2300.96875,593.726806640625,-2325.944580078125,571.6480102539062,-2478.23974609375,618.7507934570312,-2277.826416015625,571.2055053710938,-2372.421142578125,654.93017578125,-2211.39404296875,540.4570922851561,-2421.464111328125,654.4060668945312,-2224.012939453125,539.5877685546875,-2418.760986328125,558.3990478515625,-2433.01416015625,538.166748046875,-2417.0654296875,557.2947998046875,-2417.77392578125,537.6076049804689,-2414.604736328125,547.557861328125,-2436.57177734375,542.7388916015625,-2428.1357421875,613.883056640625,-2285.178955078125,536.1384887695311,-2410.226318359375,593.6583251953125,-2378.4697265625,598.3096923828125,-2381.2119140625,603.9229736328125,-2304.214599609375,608.3081665039062,-2294.449951171875,634.1107177734375,-2406.051025390625,587.5877685546875,-2387.306640625,579.803466796875,-2374.619140625,607.7767944335938,-2371.464111328125,619.5279541015625,-2379.08349609375,596.6397094726562,-2365.370361328125,647.3737182617188,-2234.2607421875
4,560.447265625,-2368.4169921875,543.0576782226561,-2430.7451171875,540.5518798828125,-2421.67138671875,543.1270751953125,-2427.872802734375,539.5001220703125,-2419.04833984375,558.4874877929689,-2432.61181640625,537.9093017578125,-2417.305908203125,537.076171875,-2414.91064453125,543.679931640625,-2408.8154296875,548.824951171875,-2440.72607421875,545.6300048828125,-2432.5302734375,547.3824462890625,-2436.39599609375,563.505126953125,-2420.47900390625,452.4952697753906,-2348.509765625,587.64404296875,-2336.44482421875,570.8619384765625,-2373.32080078125,557.5292358398439,-2417.55322265625,547.8064575195311,-2438.22705078125,573.5952758789062,-2369.83251953125,508.87005615234375,-2397.3740234375,508.6023254394531,-2397.89013671875,618.648681640625,-2278.680419921875,574.501953125,-2370.46435546875,598.2299194335938,-2318.169921875,612.2276611328125,-2277.029296875,572.3045043945312,-2368.2607421875,452.15374755859375,-2348.554931640625,449.6181640625,-2352.69091796875,587.9764404296875,-2323.565185546875,449.5218505859375,-2352.49169921875,604.1165771484375,-2305.34033203125,586.2146606445312,-2339.295166015625,613.0992431640625,-2285.886962890625,605.0795288085938,-2300.74169921875,594.1991577148438,-2325.003173828125,571.8743286132812,-2478.66748046875,618.7584838867188,-2277.691650390625,571.1665649414062,-2372.457275390625,653.8695678710938,-2212.759521484375,540.4484252929689,-2421.4169921875,654.9886474609375,-2223.21630859375,539.552001953125,-2418.73681640625,558.4871826171875,-2433.33740234375,538.1304931640625,-2417.0009765625,557.2908935546875,-2417.77685546875,537.4939575195311,-2414.594482421875,547.5322265625,-2436.560546875,542.7113647460939,-2428.143798828125,613.9639892578125,-2285.218017578125,535.9295654296875,-2410.09521484375,593.833740234375,-2378.7080078125,598.4619750976562,-2381.11181640625,604.014892578125,-2304.066650390625,608.1985473632812,-2294.303466796875,634.091796875,-2405.9580078125,587.537841796875,-2387.38818359375,579.8164672851562,-2374.663330078125,607.7349853515625,-2372.468505859375,619.4805297851562,-2379.45947265625,596.9248046875,-2364.769775390625,647.9569702148438,-2233.602294921875
5,561.1373901367189,-2367.8681640625,543.0576171875,-2430.742919921875,540.540771484375,-2421.666748046875,543.1681518554689,-2427.906982421875,539.5162353515625,-2419.06689453125,558.4754028320311,-2432.64697265625,537.9002075195311,-2417.299560546875,537.1128540039061,-2414.866943359375,543.6356201171875,-2408.7353515625,548.8250122070311,-2440.72412109375,545.6446533203125,-2432.53857421875,547.361083984375,-2436.43603515625,563.524658203125,-2420.4853515625,452.4944763183594,-2348.508544921875,588.052001953125,-2335.791015625,570.8746337890625,-2373.340576171875,557.5512084960939,-2417.575439453125,547.8629760742189,-2438.2392578125,573.9327392578125,-2369.694091796875,509.9922180175781,-2396.92236328125,509.0865478515625,-2397.739501953125,618.554931640625,-2278.60498046875,574.5297241210938,-2370.49853515625,598.4065551757812,-2317.516845703125,611.4414672851562,-2278.254638671875,572.2906494140625,-2368.255126953125,452.15240478515625,-2348.551513671875,449.61749267578125,-2352.69287109375,587.140380859375,-2325.033203125,449.5180969238281,-2352.486328125,604.4862670898438,-2305.017578125,586.7532958984375,-2338.34521484375,613.0619506835938,-2285.8818359375,605.2108154296875,-2300.496337890625,594.5150146484375,-2324.252685546875,571.6629638671875,-2478.55224609375,618.7899780273438,-2277.63671875,571.1874389648438,-2372.54248046875,652.8602294921875,-2214.566162109375,540.56103515625,-2421.43115234375,655.4607543945312,-2222.364501953125,539.5469360351561,-2418.81494140625,558.564697265625,-2433.469970703125,538.1088256835939,-2416.9716796875,557.2857666015625,-2417.779296875,537.3555297851561,-2414.65576171875,547.52099609375,-2436.576171875,542.6238403320311,-2428.255615234375,613.9640502929688,-2285.201416015625,536.1027221679689,-2410.0888671875,594.0215454101562,-2378.522705078125,598.3617553710938,-2381.3349609375,603.9818725585938,-2304.152587890625,608.2408447265625,-2294.27685546875,634.1779174804688,-2406.04150390625,587.9652099609375,-2387.024658203125,579.9983520507812,-2374.6806640625,607.76953125,-2372.8828125,619.4467163085938,-2379.636962890625,596.9180297851562,-2364.7861328125,648.41943359375,-2232.880126953125
6,562.1011962890625,-2367.03466796875,543.0606079101561,-2430.740966796875,540.5592651367189,-2421.692626953125,543.2167358398439,-2427.918701171875,539.53076171875,-2419.066162109375,558.473876953125,-2432.640869140625,537.9645385742189,-2417.289794921875,537.1432495117189,-2414.87646484375,543.65380859375,-2408.650390625,548.7469482421875,-2440.761474609375,545.6846313476561,-2432.5625,547.44091796875,-2436.40576171875,563.6172485351562,-2420.617919921875,452.496826171875,-2348.50732421875,588.4635620117188,-2335.16552734375,570.8875122070312,-2373.28759765625,557.4493408203125,-2417.519287109375,547.7993774414061,-2438.218505859375,574.2493286132812,-2369.879150390625,511.1422424316406,-2396.40625,509.576416015625,-2397.588623046875,618.499267578125,-2278.572998046875,574.5784301757812,-2370.528564453125,598.7178955078125,-2316.703125,610.68798828125,-2279.476806640625,572.2628173828125,-2368.2548828125,452.1456604003906,-2348.5498046875,449.6170959472656,-2352.693603515625,586.325927734375,-2326.471923828125,449.5169982910156,-2352.484375,603.94189453125,-2304.6337890625,587.315673828125,-2337.465087890625,613.0767822265625,-2285.81640625,605.2601318359375,-2300.24853515625,595.0639038085938,-2323.3740234375,571.7611083984375,-2478.824462890625,618.8351440429688,-2277.671875,571.1536254882812,-2372.57373046875,652.2342529296875,-2216.155029296875,540.7451171875,-2421.421142578125,655.793701171875,-2221.387451171875,539.5421142578125,-2418.88671875,558.4146118164061,-2433.0400390625,538.0746459960939,-2417.02685546875,556.8919677734375,-2418.045654296875,537.2418823242189,-2414.623046875,547.52197265625,-2436.597412109375,542.6744995117189,-2428.34130859375,613.9738159179688,-2285.166015625,536.0379028320311,-2410.26708984375,594.01318359375,-2378.640869140625,598.489990234375,-2381.2216796875,604.0030517578125,-2304.2626953125,608.27734375,-2294.25,634.258544921875,-2406.1240234375,587.7940063476562,-2387.20068359375,580.2586669921875,-2374.474609375,607.7323608398438,-2373.15673828125,619.4418334960938,-2379.77294921875,596.9237670898438,-2364.78955078125,648.7780151367188,-2232.164794921875
7,563.1026000976562,-2366.13037109375,543.0645751953125,-2430.733642578125,540.5916748046875,-2421.653076171875,543.2562866210939,-2428.017333984375,539.51416015625,-2419.0244140625,558.5278930664061,-2432.639404296875,537.9925537109375,-2417.2705078125,537.162353515625,-2414.8486328125,543.6307373046875,-2408.597900390625,548.7872924804689,-2440.802490234375,545.671630859375,-2432.549072265625,547.3953857421875,-2436.423583984375,563.672119140625,-2420.552490234375,452.49810791015625,-2348.5029296875,589.029541015625,-2334.242919921875,570.9149780273438,-2373.297607421875,557.4971313476561,-2417.563232421875,547.9525146484375,-2438.128173828125,574.3878173828125,-2369.9609375,512.363037109375,-2395.9296875,510.565185546875,-2397.3837890625,618.5134887695312,-2278.590576171875,574.6784057617188,-2370.616455078125,599.091552734375,-2315.98046875,609.9093017578125,-2280.7138671875,572.2721557617188,-2368.284912109375,452.15130615234375,-2348.5380859375,449.6173400878906,-2352.693115234375,585.4752197265625,-2327.873291015625,449.515380859375,-2352.483642578125,604.1283569335938,-2304.28564453125,587.87109375,-2336.61572265625,613.1508178710938,-2285.842529296875,605.4380493164062,-2299.992431640625,595.5770874023438,-2322.532470703125,571.9360961914062,-2479.186279296875,618.8643798828125,-2277.624755859375,571.0933227539062,-2372.545166015625,651.108154296875,-2217.736328125,540.7001342773439,-2421.44775390625,656.3486328125,-2220.5908203125,539.5336303710939,-2418.8740234375,558.3946533203125,-2433.10400390625,538.0498657226561,-2417.113037109375,556.8831176757811,-2418.052490234375,537.219970703125,-2414.66943359375,547.310546875,-2437.20361328125,542.5560913085939,-2428.287353515625,613.7205200195312,-2285.394287109375,536.1162109375,-2410.31298828125,594.005615234375,-2378.75244140625,598.5196533203125,-2381.296630859375,604.0427856445312,-2304.227783203125,608.2792358398438,-2294.18896484375,634.280029296875,-2406.17236328125,587.7998046875,-2387.19287109375,580.2981567382812,-2374.509521484375,607.7025756835938,-2373.3203125,619.45947265625,-2379.86083984375,596.7683715820312,-2365.029541015625,649.0455932617188,-2231.305908203125
8,563.551513671875,-2365.6494140625,543.071044921875,-2430.7294921875,540.6521606445311,-2421.60595703125,543.2083740234375,-2427.953369140625,539.4972534179689,-2419.010498046875,558.5208740234375,-2432.656982421875,537.9448852539061,-2417.2744140625,537.177978515625,-2414.837890625,543.6002197265625,-2408.52685546875,548.7975463867189,-2440.8125,545.5541381835939,-2432.57373046875,547.5235595703125,-2436.39892578125,563.6336059570312,-2420.483642578125,452.5032043457031,-2348.500244140625,589.319091796875,-2333.661865234375,570.9021606445312,-2373.28857421875,557.52783203125,-2417.542724609375,548.06494140625,-2438.104736328125,574.5208740234375,-2370.046142578125,513.6296997070311,-2395.4248046875,510.9014587402344,-2397.232421875,618.5387573242188,-2278.611572265625,574.7684326171875,-2370.686279296875,599.3546752929688,-2315.221923828125,609.1043090820312,-2281.97021484375,572.3056640625,-2368.28369140625,452.1587524414063,-2348.53515625,449.6165466308594,-2352.695068359375,584.6251831054688,-2329.259765625,449.5171813964844,-2352.5107421875,604.3080444335938,-2303.937255859375,588.3975219726562,-2335.712158203125,613.1378784179688,-2285.868896484375,605.5791625976562,-2299.72607421875,595.8548583984375,-2321.912353515625,572.0916137695312,-2479.44775390625,618.8159790039062,-2277.572021484375,571.04443359375,-2372.566162109375,649.9622802734375,-2219.271484375,540.6284790039061,-2421.42822265625,656.87353515625,-2219.740234375,539.5791015625,-2418.845458984375,558.359130859375,-2433.185546875,538.131591796875,-2417.129150390625,556.8745727539061,-2418.0615234375,537.1712036132811,-2414.709228515625,547.3461303710939,-2437.2548828125,542.2855834960939,-2428.44091796875,613.74365234375,-2285.3642578125,536.033203125,-2410.33984375,593.9505615234375,-2378.467529296875,598.5501708984375,-2381.364990234375,603.9508056640625,-2304.25146484375,608.3338012695312,-2294.206787109375,634.3004760742188,-2406.23046875,587.9171752929688,-2387.28125,580.529052734375,-2374.265380859375,607.683837890625,-2373.375732421875,619.4572143554688,-2379.74462890625,596.6812133789062,-2364.9775390625,649.579833984375,-2230.6240234375
9,563.9171752929688,-2365.189208984375,543.072998046875,-2430.72900390625,540.6261596679689,-2421.613037109375,543.2020874023439,-2427.988525390625,539.5006103515625,-2418.99951171875,558.4561767578125,-2432.5751953125,537.974609375,-2417.26123046875,537.1810302734375,-2414.831298828125,543.5592041015625,-2408.428955078125,548.7730712890625,-2440.8125,545.47216796875,-2432.54638671875,547.5681762695311,-2436.35986328125,563.6153564453125,-2420.460693359375,452.5047302246094,-2348.500244140625,589.6763916015625,-2333.102294921875,570.9515380859375,-2373.315673828125,557.6224975585939,-2417.59033203125,548.0652465820311,-2438.107421875,574.1802368164062,-2370.1318359375,514.8352661132811,-2394.91162109375,511.2357177734375,-2397.08154296875,618.5496826171875,-2278.6171875,574.8284301757812,-2370.775390625,599.6820678710938,-2314.484130859375,608.3088989257812,-2283.25537109375,572.5391845703125,-2368.474365234375,452.1611633300781,-2348.54150390625,449.61724853515625,-2352.693603515625,583.7593994140625,-2330.62451171875,449.5156555175781,-2352.513671875,604.4733276367188,-2303.582275390625,588.925537109375,-2334.939208984375,613.1565551757812,-2285.93212890625,605.7727661132812,-2299.572509765625,596.1846313476562,-2321.234619140625,572.2618408203125,-2479.712646484375,618.8486938476562,-2277.550048828125,571.0075073242188,-2372.564453125,648.9571533203125,-2220.8515625,540.662109375,-2421.501708984375,657.413330078125,-2218.881103515625,539.5921020507811,-2418.835205078125,558.33447265625,-2433.22119140625,538.1826171875,-2417.11328125,556.8751220703125,-2418.064453125,537.1609497070311,-2414.85693359375,547.3829345703125,-2437.31005859375,542.28515625,-2428.435546875,613.8002319335938,-2285.248779296875,536.2479248046875,-2410.286865234375,593.9613647460938,-2378.47021484375,598.58544921875,-2381.4423828125,604.0538330078125,-2304.108642578125,608.6792602539062,-2293.4951171875,634.3241577148438,-2406.274169921875,588.0850219726562,-2387.070068359375,582.1359252929688,-2373.848876953125,607.7177124023438,-2373.3212890625,619.148193359375,-2379.900390625,596.6677856445312,-2365.0771484375,649.9661865234375,-2229.8505859375
