,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti11_centroid_x,ti11_centroid_y,ti185_centroid_x,ti185_centroid_y,ti278_centroid_x,ti278_centroid_y,ti294_centroid_x,ti294_centroid_y,ti463_centroid_x,ti463_centroid_y,ti495_centroid_x,ti495_centroid_y,ti504_centroid_x,ti504_centroid_y,ti516_centroid_x,ti516_centroid_y,ti517_centroid_x,ti517_centroid_y,ti581_centroid_x,ti581_centroid_y,ti582_centroid_x,ti582_centroid_y,ti604_centroid_x,ti604_centroid_y,ti724_centroid_x,ti724_centroid_y,ti826_centroid_x,ti826_centroid_y,ti832_centroid_x,ti832_centroid_y,ti872_centroid_x,ti872_centroid_y,ti881_centroid_x,ti881_centroid_y,ti976_centroid_x,ti976_centroid_y,ti1038_centroid_x,ti1038_centroid_y,ti999_centroid_x,ti999_centroid_y,ti1245_centroid_x,ti1245_centroid_y,ti1247_centroid_x,ti1247_centroid_y,ti1249_centroid_x,ti1249_centroid_y,ti1258_centroid_x,ti1258_centroid_y,ti1259_centroid_x,ti1259_centroid_y,ti1266_centroid_x,ti1266_centroid_y,ti1267_centroid_x,ti1267_centroid_y,ti1284_centroid_x,ti1284_centroid_y,ti1285_centroid_x,ti1285_centroid_y,ti1292_centroid_x,ti1292_centroid_y,ti1293_centroid_x,ti1293_centroid_y,ti1306_centroid_x,ti1306_centroid_y,ti1381_centroid_x,ti1381_centroid_y,ti1454_centroid_x,ti1454_centroid_y,ti1457_centroid_x,ti1457_centroid_y,ti1509_centroid_x,ti1509_centroid_y,ti1604_centroid_x,ti1604_centroid_y,ti1693_centroid_x,ti1693_centroid_y
0,554.2557373046875,-761.89697265625,545.1636962890625,-760.9403686523438,543.2406005859375,-762.97216796875,562.7905883789061,-755.5235595703125,543.237060546875,-777.120361328125,541.309326171875,-765.3304443359375,560.1874389648439,-766.1009521484375,576.1129150390625,-799.388671875,516.4061889648439,-818.4927978515625,545.0617065429689,-760.9840698242188,513.363037109375,-806.4139404296875,460.9308776855469,-902.3915405273438,494.7532043457031,-794.7914428710938,500.823486328125,-827.212890625,464.39202880859375,-774.2994995117188,435.7113952636719,-755.8817138671875,476.97784423828125,-772.6879272460938,501.2010192871094,-827.58154296875,419.4394226074219,-734.3026123046875,450.5197448730469,-755.0142822265625,500.83770751953125,-827.2394409179688,407.8854370117188,-981.1507568359376,591.0292358398438,-720.6176147460938,496.2879943847656,-838.7433471679688,497.07843017578125,-836.6529541015625,447.021728515625,-923.2837524414062,427.8225402832031,-952.6779174804688,464.9938659667969,-877.3704223632812,452.8214111328125,-869.08935546875,434.23876953125,-867.8425903320312,498.2013854980469,-920.0591430664062,457.0064086914063,-873.4304809570312,429.6573486328125,-864.568603515625,410.0937194824219,-851.7245483398438,503.2898254394531,-923.419677734375,413.4421691894531,-974.5811767578124,435.1414794921875,-857.97265625,379.7160034179688,-821.0516967773438,422.7261352539063,-849.8078002929688,518.8380737304689,-928.3671264648438,503.67681884765625,-911.447265625,434.064208984375,-928.0930786132812,484.4313659667969,-939.05712890625,484.2003784179688,-936.2064208984376,465.0987243652344,-956.622802734375,409.09088134765625,-981.3912963867188
1,554.1526489257811,-762.066650390625,545.1536865234375,-760.9381713867188,543.2305908203125,-762.9700317382812,561.7847900390625,-756.885498046875,543.3829956054689,-776.951171875,541.2993774414061,-765.3283081054688,560.50439453125,-765.5968017578125,576.426513671875,-798.131103515625,516.1461181640625,-818.7232666015625,545.064208984375,-760.970458984375,513.3095092773439,-806.3880004882812,460.9639587402344,-902.4271240234376,495.0003356933594,-794.8468627929688,500.8196716308594,-827.2061157226562,464.2392883300781,-774.2017822265625,435.6776428222656,-755.6611328125,476.94720458984375,-772.6281127929688,503.1806640625,-828.34912109375,419.1380615234375,-734.6543579101562,450.4989318847656,-755.0654907226562,500.8485412597656,-827.2515869140625,407.82110595703125,-981.0733032226562,591.6846923828125,-719.8818359375,496.2862548828125,-838.74365234375,497.1064453125,-836.3759765625,447.133544921875,-923.2936401367188,427.838134765625,-952.6795043945312,465.0562744140625,-877.9080200195312,453.2977600097656,-868.8213500976562,434.2381896972656,-867.836669921875,498.1924133300781,-920.0513916015624,458.0135803222656,-874.314208984375,429.55670166015625,-864.55419921875,410.051025390625,-851.8434448242188,503.2890625,-923.421875,413.4211730957031,-974.5709838867188,435.140380859375,-858.0870361328125,379.6476440429688,-821.0101928710938,422.5732727050781,-849.933349609375,519.1409912109375,-928.5770263671876,503.6636657714844,-911.4429321289062,434.0600280761719,-928.0789184570312,483.6000061035156,-938.603515625,484.19537353515625,-936.2064208984376,465.1050720214844,-956.6337280273438,409.5452880859375,-981.20263671875
2,554.1272583007811,-762.0608520507812,545.1493530273439,-760.939453125,543.2263793945311,-762.9713745117188,561.7666625976561,-756.9113159179688,543.470703125,-777.0140991210938,541.2952270507811,-765.3297729492188,561.4680786132811,-764.4365234375,576.5237426757812,-798.0511474609375,516.0782470703125,-818.9920043945312,545.081298828125,-760.97265625,513.2489624023439,-806.39208984375,460.9720458984375,-902.4605712890624,495.0421447753906,-794.8794555664062,503.0452575683594,-828.4595947265625,463.9637451171875,-774.0199584960938,435.69775390625,-755.6309814453125,476.6925659179688,-772.36083984375,503.14337158203125,-828.3252563476562,419.1600646972656,-734.5491333007812,450.5280151367188,-754.8497924804688,500.84381103515625,-827.251953125,407.7791442871094,-981.0169067382812,592.247314453125,-719.0641479492188,496.2902221679688,-838.7534790039062,497.1417846679688,-836.5872802734375,447.1920471191406,-923.3012084960938,427.6263427734375,-952.529541015625,464.9940185546875,-877.8163452148438,453.2868347167969,-868.8153076171875,434.2021789550781,-867.82958984375,498.191650390625,-920.053466796875,457.5649719238281,-873.9456787109375,429.5179443359375,-864.4468383789062,410.33184814453125,-852.0108032226562,503.27178955078125,-923.419189453125,413.363525390625,-974.531494140625,435.15863037109375,-858.1432495117188,379.5890197753906,-821.1041870117188,422.417236328125,-849.7334594726562,519.3683471679689,-928.7223510742188,503.7013854980469,-911.455078125,434.0685729980469,-928.0747680664062,483.59967041015625,-938.6026611328124,484.1888427734375,-936.2059326171876,465.1033630371094,-956.6375732421876,409.6284484863281,-980.9395141601562
3,554.1346435546875,-762.0377197265625,545.1473999023439,-760.9415283203125,543.2245483398439,-762.9735717773438,561.6459350585939,-757.1032104492188,543.4859619140625,-777.0357055664062,541.2936401367189,-765.3321533203125,561.8511962890625,-763.6969604492188,576.60986328125,-797.8826904296875,516.22998046875,-818.869873046875,545.0819091796875,-760.9639282226562,513.0579223632811,-806.3155517578125,460.8911437988281,-902.32666015625,495.06817626953125,-794.877685546875,503.05059814453125,-828.4603881835938,463.7116088867188,-773.9891357421875,435.7287292480469,-755.7260131835938,476.7818603515625,-772.4988403320312,503.1419982910156,-828.3375244140625,419.2634582519531,-734.3538208007812,450.53515625,-754.8983764648438,502.8387756347656,-828.7099609375,407.4549255371094,-980.8844604492188,592.896240234375,-718.3187255859375,495.7158203125,-838.3735961914062,497.1502990722656,-836.6075439453125,447.2523498535156,-923.3126831054688,427.6720275878906,-952.5567016601562,464.8150024414063,-877.6817016601562,453.28662109375,-868.8169555664062,434.2323303222656,-867.8595581054688,498.1743774414063,-920.0508422851562,457.28314208984375,-873.6640014648438,429.5407104492188,-864.4771118164062,410.5719604492188,-852.0580444335938,503.25,-923.4076538085938,413.3738708496094,-974.54736328125,435.1011962890625,-858.1489868164062,379.5564270019531,-821.1104125976562,422.2088623046875,-849.582275390625,519.6199951171875,-928.9304809570312,503.6822509765625,-911.4421997070312,434.06878662109375,-928.0711669921876,483.52392578125,-938.512939453125,484.21978759765625,-936.264404296875,465.0873107910156,-956.6304321289062,409.711181640625,-980.6484375
4,554.1016845703125,-762.0939331054688,545.140380859375,-760.9425659179688,543.217529296875,-762.974609375,561.3287963867189,-757.578857421875,543.4406127929689,-777.016357421875,541.2864990234375,-765.3330688476562,562.3585815429689,-762.9952392578125,576.5181274414062,-797.799560546875,516.2813110351561,-818.7706909179688,545.0819091796875,-760.95849609375,512.8095703125,-806.1915893554688,460.8799133300781,-902.302734375,495.04693603515625,-794.8856811523438,503.0921936035156,-828.737060546875,463.6307067871094,-773.836669921875,435.7808532714844,-755.7156982421875,476.5655822753906,-772.306396484375,503.1326904296875,-828.336669921875,419.322509765625,-734.2049560546875,450.545654296875,-754.8431396484375,502.8261413574219,-828.7021484375,407.2781066894531,-980.79736328125,593.1417846679688,-717.3756713867188,495.7428588867188,-838.3863525390625,497.1593322753906,-836.611083984375,446.9028625488281,-923.2213134765624,427.6041259765625,-952.5166625976562,464.7427673339844,-877.6123046875,453.1871948242188,-869.3511962890625,434.2076110839844,-867.8616333007812,498.402099609375,-920.3161010742188,457.05316162109375,-873.4835205078125,429.5475158691406,-864.4398193359375,410.67413330078125,-852.0850830078125,503.3085632324219,-923.3646240234376,413.3789978027344,-974.5718383789062,435.1026611328125,-858.132568359375,379.5813903808594,-821.1565551757812,422.2749328613281,-849.7052612304688,519.8212890625,-929.1727294921876,503.67218017578125,-911.4150390625,434.0703430175781,-928.0723876953124,483.6619567871094,-938.51025390625,484.23822021484375,-936.1942138671876,465.08349609375,-956.6342163085938,409.5599060058594,-980.8560791015624
5,554.1067504882811,-762.1278686523438,545.1403198242189,-760.9437866210938,543.2174682617189,-762.975830078125,560.2227783203125,-759.544189453125,543.433837890625,-777.041259765625,541.2864990234375,-765.3343505859375,562.8405151367189,-762.32666015625,576.518310546875,-797.800537109375,516.2512817382811,-818.8328247070312,545.0985717773439,-760.9446411132812,512.506103515625,-806.0238647460938,460.89935302734375,-902.3533325195312,495.0743713378906,-794.8893432617188,503.24658203125,-828.6528930664062,463.5164794921875,-773.8196411132812,435.15509033203125,-755.4586181640625,476.42901611328125,-772.1597900390625,503.12017822265625,-828.3355712890625,419.41058349609375,-734.112548828125,450.7071533203125,-754.9217529296875,502.9887390136719,-828.6193237304688,407.6098937988281,-980.9884033203124,593.72412109375,-716.6653442382812,496.09112548828125,-838.5643310546875,497.149169921875,-836.5919189453125,446.9390563964844,-923.1737670898438,427.6985168457031,-952.57421875,464.75714111328125,-877.6025390625,453.27484130859375,-869.5617065429688,434.1591796875,-867.822265625,498.5268249511719,-920.2894897460938,456.9081115722656,-873.340576171875,429.5194091796875,-864.3968505859375,410.9031982421875,-852.203857421875,503.2742919921875,-923.4207153320312,413.309326171875,-974.5457763671876,435.1388549804688,-858.1182250976562,379.5626220703125,-821.1686401367188,422.1366882324219,-849.5513916015625,519.9739990234375,-929.3298950195312,503.783203125,-911.5844116210938,434.0629577636719,-928.07177734375,483.4440307617188,-938.5613403320312,484.24212646484375,-936.107421875,465.0919799804688,-956.6378784179688,409.7403869628906,-980.6044311523438
6,554.1242065429689,-762.1450805664062,545.1495361328125,-760.9502563476562,543.2267456054689,-762.9823608398438,559.7607421875,-760.1474609375,543.353515625,-777.0621337890625,541.2958374023439,-765.3409423828125,563.2643432617188,-761.7054443359375,577.0062255859375,-797.9119262695312,516.2435913085939,-818.7831420898438,546.9788818359375,-761.4130249023438,512.2715454101561,-805.845703125,460.7209167480469,-902.2501220703124,495.107666015625,-794.8600463867188,503.2875061035156,-828.6720581054688,463.476806640625,-773.7632446289062,435.4495544433594,-755.5135498046875,476.2735900878906,-772.0294799804688,503.12054443359375,-828.3360595703125,419.4827880859375,-734.0531616210938,450.8089904785156,-754.9807739257812,502.9479370117188,-828.6908569335938,407.5628967285156,-980.9759521484376,594.2567138671875,-715.8668823242188,495.8632507324219,-838.549560546875,497.159423828125,-836.6013793945312,447.0862121582031,-922.9694213867188,427.6744689941406,-952.5650024414062,464.8173522949219,-877.6317749023438,453.2923583984375,-869.785888671875,434.192138671875,-867.8766479492188,498.5372619628906,-920.2925415039062,456.8374328613281,-873.2703857421875,429.5801086425781,-864.4503784179688,410.9556274414063,-852.1090698242188,503.2580871582031,-923.412841796875,413.271240234375,-974.527099609375,435.1417236328125,-858.0762329101562,379.6217346191406,-821.15966796875,422.1684875488281,-849.4926147460938,520.2496948242189,-929.615234375,503.9744873046875,-911.625732421875,434.0606994628906,-928.0745239257812,483.7430114746094,-938.6570434570312,484.34912109375,-935.9100341796876,465.0868225097656,-956.6465454101562,409.6248779296875,-980.57421875
7,554.1246337890625,-762.13671875,545.1566162109375,-760.94775390625,543.23388671875,-762.97998046875,559.2880249023439,-760.8153686523438,543.2302856445311,-777.0096435546875,541.3030395507811,-765.338623046875,563.8131103515625,-760.9707641601562,576.8665771484375,-797.6549072265625,516.1211547851561,-818.9694213867188,546.9813232421875,-761.405029296875,512.0809326171875,-805.7499389648438,460.6885681152344,-902.23828125,495.12738037109375,-794.8603515625,503.3327331542969,-828.556884765625,463.4517822265625,-773.7708740234375,435.6395263671875,-755.4542846679688,476.11859130859375,-771.927734375,503.1216735839844,-828.3402099609375,419.5120544433594,-734.0299072265625,450.79534912109375,-754.951904296875,502.9476318359375,-828.6939697265625,407.5109558105469,-980.9552612304688,594.7103271484375,-715.0540161132812,496.0308532714844,-838.6862182617188,497.1306457519531,-836.6012573242188,446.9904479980469,-923.1142578125,427.7914123535156,-952.6021118164062,464.8599853515625,-877.6551513671875,452.8548278808594,-869.6874389648438,434.19140625,-867.91455078125,498.4952087402344,-920.2963256835938,456.7945556640625,-873.23583984375,429.5579833984375,-864.4456176757812,410.970947265625,-852.0881958007812,503.2314453125,-923.3858032226562,413.24365234375,-974.49169921875,435.0952453613281,-858.0375366210938,379.59405517578125,-821.15478515625,422.44671630859375,-849.6672973632812,520.486328125,-929.8552856445312,503.9704284667969,-911.6158447265624,434.0615539550781,-928.0726318359376,484.0357055664063,-938.49609375,484.3482055664063,-935.90478515625,465.0783996582031,-956.6506958007812,409.7405700683594,-980.4481201171876
8,554.14990234375,-762.1514282226562,546.717529296875,-761.881103515625,543.2459716796875,-762.9795532226562,558.8140869140625,-761.4762573242188,543.2659912109375,-777.0933837890625,541.3150634765625,-765.3380737304688,564.2937622070312,-760.2706298828125,576.864501953125,-797.75,516.188232421875,-818.8904418945312,546.977783203125,-761.4007568359375,511.96136474609375,-805.6920776367188,460.6600341796875,-902.218505859375,495.22552490234375,-794.9225463867188,503.34912109375,-828.5712890625,463.4093017578125,-773.7073364257812,435.6590881347656,-755.4259643554688,476.322509765625,-772.0809326171875,503.1045837402344,-828.3259887695312,419.5215759277344,-733.9786376953125,450.7475891113281,-754.812255859375,503.0275573730469,-828.865966796875,407.4703369140625,-980.924560546875,595.2220458984375,-714.2080078125,495.9755859375,-838.6539306640625,497.1191711425781,-836.6070556640625,446.9258117675781,-923.260009765625,427.7840576171875,-952.5494995117188,464.8499755859375,-877.628173828125,452.5422668457031,-869.7669677734375,434.43585205078125,-868.1565551757812,498.335693359375,-920.5255737304688,456.787353515625,-873.2090454101562,429.54339599609375,-864.4514770507812,410.8986206054688,-851.9905395507812,503.1730346679688,-923.2715454101562,413.25970458984375,-974.5233764648438,435.1182861328125,-858.048583984375,379.6379699707031,-821.1137084960938,422.3697509765625,-849.6052856445312,520.7825317382811,-930.231201171875,503.9985656738281,-911.6135864257812,434.0704345703125,-928.07861328125,483.8271789550781,-938.4547119140624,484.3337707519531,-935.89697265625,465.0755615234375,-956.6625366210938,409.4245910644531,-980.7485961914062
9,554.1438598632811,-762.1958618164062,546.7171630859375,-761.8831176757812,543.2456665039061,-762.9816284179688,558.3187255859375,-762.1737060546875,543.2554321289061,-777.1903686523438,541.3148193359375,-765.3402709960938,564.6981811523438,-759.7061767578125,576.8530883789062,-797.7935791015625,516.0438232421875,-819.062255859375,546.97314453125,-761.402099609375,511.873779296875,-805.672119140625,460.6136474609375,-902.1888427734376,495.16986083984375,-794.906982421875,503.3117980957031,-828.5474853515625,463.7564697265625,-773.9175415039062,435.6725769042969,-755.3828125,476.1940612792969,-771.9883422851562,503.1147155761719,-828.3176879882812,419.56134033203125,-733.930419921875,450.9908752441406,-754.6817016601562,503.0910949707031,-828.8670043945312,407.430908203125,-980.8909912109376,595.7520751953125,-713.3334350585938,495.91827392578125,-838.6129150390625,497.1091613769531,-836.6153564453125,446.9352722167969,-923.3063354492188,427.8234252929688,-952.5999145507812,464.8770751953125,-877.568115234375,452.4144592285156,-869.7686157226562,434.632080078125,-868.2979125976562,498.31341552734375,-920.085693359375,456.7521362304688,-873.1653442382812,429.5123901367188,-864.43505859375,410.8468017578125,-851.9691162109375,503.3346252441406,-923.0747680664062,413.2623596191406,-974.5021362304688,435.1074523925781,-858.0741577148438,379.6916809082031,-821.10205078125,422.33135986328125,-849.5513916015625,520.7888793945311,-930.0853881835938,503.9987487792969,-911.6113891601562,434.07073974609375,-928.0842895507812,483.7374267578125,-938.5213623046876,484.3290100097656,-935.8840942382812,465.07794189453125,-956.6626586914062,409.5800476074219,-980.5777587890624
