,ti1_centroid_x,ti1_centroid_y,ti3_centroid_x,ti3_centroid_y,ti33_centroid_x,ti33_centroid_y,ti98_centroid_x,ti98_centroid_y,ti106_centroid_x,ti106_centroid_y,ti110_centroid_x,ti110_centroid_y,ti111_centroid_x,ti111_centroid_y,ti120_centroid_x,ti120_centroid_y,ti125_centroid_x,ti125_centroid_y,ti132_centroid_x,ti132_centroid_y,ti158_centroid_x,ti158_centroid_y,ti167_centroid_x,ti167_centroid_y,ti215_centroid_x,ti215_centroid_y,ti220_centroid_x,ti220_centroid_y,ti242_centroid_x,ti242_centroid_y,ti264_centroid_x,ti264_centroid_y,ti284_centroid_x,ti284_centroid_y,ti289_centroid_x,ti289_centroid_y,ti274_centroid_x,ti274_centroid_y,ti303_centroid_x,ti303_centroid_y,ti315_centroid_x,ti315_centroid_y,ti337_centroid_x,ti337_centroid_y,ti375_centroid_x,ti375_centroid_y,ti387_centroid_x,ti387_centroid_y,ti392_centroid_x,ti392_centroid_y,ti397_centroid_x,ti397_centroid_y,ti405_centroid_x,ti405_centroid_y,ti406_centroid_x,ti406_centroid_y,ti428_centroid_x,ti428_centroid_y,ti429_centroid_x,ti429_centroid_y,ti442_centroid_x,ti442_centroid_y,ti449_centroid_x,ti449_centroid_y,ti453_centroid_x,ti453_centroid_y,ti462_centroid_x,ti462_centroid_y,ti479_centroid_x,ti479_centroid_y,ti491_centroid_x,ti491_centroid_y,ti489_centroid_x,ti489_centroid_y,ti538_centroid_x,ti538_centroid_y,ti549_centroid_x,ti549_centroid_y,ti580_centroid_x,ti580_centroid_y,ti588_centroid_x,ti588_centroid_y,ti589_centroid_x,ti589_centroid_y,ti604_centroid_x,ti604_centroid_y,ti620_centroid_x,ti620_centroid_y,ti627_centroid_x,ti627_centroid_y,ti629_centroid_x,ti629_centroid_y,ti633_centroid_x,ti633_centroid_y,ti646_centroid_x,ti646_centroid_y,ti647_centroid_x,ti647_centroid_y,ti668_centroid_x,ti668_centroid_y,ti735_centroid_x,ti735_centroid_y,ti747_centroid_x,ti747_centroid_y,ti786_centroid_x,ti786_centroid_y,ti872_centroid_x,ti872_centroid_y
0,964.5007934570312,-1751.3673095703125,935.9667358398438,-1794.66650390625,908.6806030273438,-1835.828857421875,1053.1094970703123,-1625.40234375,1047.658935546875,-1666.1812744140625,1048.6279296875,-1660.41650390625,1045.65087890625,-1673.1453857421875,1053.87841796875,-1631.01171875,1053.7655029296877,-1617.8895263671875,1040.447021484375,-1686.4688720703125,1031.9500732421877,-1701.3065185546875,1041.36767578125,-1697.862548828125,1050.9312744140623,-1655.6756591796875,1032.538818359375,-1700.2452392578125,931.9332275390624,-1799.84375,1037.4210205078123,-1702.9508056640625,1009.3942260742188,-1590.8193359375,1054.010498046875,-1713.926025390625,1041.8228759765623,-1705.6456298828125,1001.8634033203124,-1580.0201416015625,972.025146484375,-1738.990234375,1005.0369262695312,-1689.7523193359375,1010.8651733398438,-1593.6392822265625,1041.3104248046877,-1707.007568359375,1056.495361328125,-1588.6859130859375,1050.94091796875,-1606.331787109375,1049.5025634765623,-1590.7664794921875,1051.4974365234377,-1611.0926513671875,1040.6605224609377,-1686.3541259765625,1052.373046875,-1608.690185546875,1053.7100830078123,-1614.799560546875,1053.0003662109377,-1618.2552490234375,1041.9149169921877,-1668.1519775390625,1049.1978759765623,-1665.6239013671875,1052.368408203125,-1612.22265625,1061.0540771484377,-1588.1173095703125,1044.191162109375,-1661.916748046875,1040.469970703125,-1579.9697265625,1054.27197265625,-1617.2457275390625,1053.6380615234377,-1614.3668212890625,1047.2955322265623,-1665.7017822265625,1015.642578125,-1656.2215576171875,1053.6849365234377,-1629.616943359375,1050.171875,-1606.1392822265625,1075.2705078125,-1566.2587890625,942.2742309570312,-1543.50048828125,1019.3128051757812,-1664.535400390625,1051.983154296875,-1611.289306640625,1054.06689453125,-1613.84130859375,1052.7677001953123,-1616.9912109375,1047.6209716796877,-1665.7008056640625,1053.209228515625,-1617.10693359375,1039.9666748046877,-1639.4263916015625,1053.7584228515623,-1629.962646484375
1,965.6630249023438,-1749.48828125,936.7592163085938,-1793.7034912109375,910.6573486328124,-1832.8671875,1052.685302734375,-1625.2308349609375,1047.6575927734377,-1666.1776123046875,1048.6375732421877,-1660.4224853515625,1046.2967529296877,-1673.4117431640625,1053.87744140625,-1631.029541015625,1053.7293701171877,-1617.7119140625,1039.925048828125,-1686.2330322265625,1031.9754638671877,-1701.628173828125,1041.3553466796877,-1697.8773193359375,1050.9698486328123,-1655.60791015625,1032.5191650390623,-1700.234375,933.0728759765624,-1797.7684326171875,1037.4189453125,-1702.9541015625,1010.660400390625,-1593.1236572265625,1054.0023193359377,-1713.9300537109375,1041.8218994140623,-1705.6387939453125,1002.5737915039062,-1580.8221435546875,973.8198852539062,-1736.2889404296875,1005.9647216796876,-1688.179443359375,1011.4136962890624,-1594.94384765625,1041.3275146484377,-1707.020751953125,1056.4859619140623,-1588.6878662109375,1050.9326171875,-1606.326171875,1049.5098876953123,-1590.7662353515625,1051.50390625,-1611.092529296875,1040.6519775390623,-1686.351318359375,1052.3662109375,-1608.687744140625,1053.7000732421877,-1614.640625,1053.1217041015623,-1617.9158935546875,1042.0400390625,-1667.2376708984375,1048.8004150390623,-1665.7459716796875,1052.176513671875,-1612.209228515625,1061.1783447265623,-1588.164794921875,1044.08154296875,-1661.5096435546875,1040.0587158203123,-1580.3436279296875,1051.8494873046877,-1617.5452880859375,1053.646484375,-1614.3892822265625,1047.489013671875,-1665.802734375,1015.133544921875,-1658.3043212890625,1053.9471435546877,-1629.607177734375,1050.1292724609377,-1606.4132080078125,1075.5020751953123,-1566.4990234375,942.1820678710938,-1543.2080078125,1019.6279907226562,-1662.2835693359375,1051.8809814453123,-1611.5108642578125,1052.2735595703123,-1614.508544921875,1052.463623046875,-1616.906005859375,1047.6126708984377,-1665.5859375,1053.186279296875,-1617.1026611328125,1039.292236328125,-1639.4971923828125,1053.7528076171877,-1629.8765869140625
2,966.5454711914062,-1748.2647705078125,937.4295654296876,-1792.6112060546875,910.6581420898438,-1832.8885498046875,1052.919189453125,-1625.1795654296875,1047.6187744140623,-1666.2606201171875,1048.6414794921877,-1660.4228515625,1046.216552734375,-1673.34814453125,1053.9390869140623,-1631.01611328125,1053.757568359375,-1617.73291015625,1039.9228515625,-1686.22021484375,1032.020263671875,-1701.58837890625,1040.32861328125,-1697.8853759765625,1050.9932861328123,-1655.6304931640625,1032.517578125,-1700.2408447265625,933.7940063476562,-1796.6790771484375,1037.423828125,-1702.951904296875,1010.9893188476562,-1593.81640625,1054.0010986328123,-1713.9234619140625,1041.933349609375,-1706.14697265625,1003.5568237304688,-1581.8612060546875,975.4632568359376,-1734.1519775390625,1007.1476440429688,-1686.1624755859375,1011.7492065429688,-1595.8037109375,1041.388916015625,-1706.882568359375,1056.505859375,-1588.8427734375,1050.9393310546877,-1606.325927734375,1049.5989990234377,-1590.9041748046875,1051.4805908203123,-1611.9976806640625,1040.43603515625,-1685.89990234375,1052.373291015625,-1608.6822509765625,1053.7049560546877,-1614.638427734375,1053.0408935546877,-1617.886474609375,1042.2745361328123,-1666.728271484375,1048.286865234375,-1665.6888427734375,1052.1356201171877,-1612.2060546875,1061.2088623046877,-1588.16015625,1044.26416015625,-1661.3218994140625,1038.6263427734377,-1580.537109375,1052.0167236328123,-1617.3504638671875,1051.779541015625,-1614.8533935546875,1047.5914306640623,-1665.7606201171875,1014.6826171875,-1659.556884765625,1053.8507080078123,-1629.5877685546875,1050.2254638671877,-1606.552734375,1075.632568359375,-1566.6082763671875,942.10302734375,-1543.16748046875,1020.281982421875,-1661.25244140625,1051.849365234375,-1611.6168212890625,1052.1759033203123,-1614.4415283203125,1052.8497314453123,-1617.1505126953125,1047.7615966796877,-1665.507080078125,1053.1363525390623,-1617.2335205078125,1039.86328125,-1639.46044921875,1053.7899169921877,-1629.95166015625
3,967.3377075195312,-1747.174560546875,938.0081787109376,-1791.4986572265625,911.35693359375,-1831.7042236328125,1053.0731201171877,-1625.2596435546875,1047.6409912109377,-1666.2669677734375,1048.98046875,-1660.7216796875,1045.77783203125,-1673.1142578125,1053.5018310546877,-1630.94580078125,1053.694091796875,-1617.6514892578125,1040.078857421875,-1686.3702392578125,1032.0211181640623,-1701.5780029296875,1039.3994140625,-1696.9130859375,1050.978515625,-1655.8140869140625,1032.527099609375,-1700.2421875,934.5809326171876,-1795.5712890625,1037.2900390625,-1703.0682373046875,1011.0814208984376,-1594.181396484375,1054.1920166015623,-1714.130615234375,1041.862060546875,-1706.08251953125,1003.2843017578124,-1582.2203369140625,975.8875122070312,-1732.8553466796875,1007.90087890625,-1685.1265869140625,1012.0846557617188,-1596.541748046875,1041.2659912109377,-1706.9830322265625,1056.5478515625,-1588.95068359375,1050.9246826171877,-1606.1512451171875,1049.7821044921877,-1591.004638671875,1051.780029296875,-1612.1954345703125,1040.4251708984377,-1685.8858642578125,1052.3675537109377,-1608.6690673828125,1053.7032470703123,-1614.63525390625,1053.1568603515623,-1617.8033447265625,1042.19873046875,-1666.4759521484375,1048.0938720703123,-1665.6009521484375,1052.0302734375,-1612.2171630859375,1061.175537109375,-1588.1312255859375,1044.2867431640623,-1661.1549072265625,1037.8687744140623,-1580.798583984375,1052.056640625,-1617.4110107421875,1051.7738037109377,-1614.846435546875,1047.6944580078123,-1665.7169189453125,1014.3475952148438,-1660.7259521484375,1053.65380859375,-1629.9071044921875,1050.0916748046877,-1606.3885498046875,1075.5838623046877,-1566.7657470703125,941.9799194335938,-1543.2401123046875,1020.5286865234376,-1660.7154541015625,1051.4774169921877,-1611.670166015625,1051.86474609375,-1614.59228515625,1052.89501953125,-1617.1605224609375,1047.7659912109377,-1665.482177734375,1053.150634765625,-1617.228271484375,1039.62353515625,-1639.3602294921875,1053.664306640625,-1630.033203125
4,968.1904296875,-1745.92041015625,938.7374877929688,-1790.445068359375,911.6348876953124,-1831.309326171875,1053.1287841796877,-1625.3150634765625,1047.7733154296877,-1666.410400390625,1048.98974609375,-1660.9129638671875,1045.6829833984377,-1673.034423828125,1053.4993896484377,-1630.927734375,1053.6085205078123,-1617.6959228515625,1040.1358642578123,-1686.3643798828125,1032.0416259765623,-1701.5977783203125,1038.6375732421877,-1696.0391845703125,1051.029052734375,-1655.7767333984375,1032.510009765625,-1700.2510986328125,935.8814086914062,-1794.79345703125,1037.443603515625,-1703.373291015625,1011.5029296875,-1595.0345458984375,1054.329833984375,-1714.360595703125,1041.754638671875,-1706.1219482421875,1003.808837890625,-1582.9722900390625,976.4999389648438,-1731.9796142578125,1008.5513916015624,-1684.0535888671875,1012.5789184570312,-1597.29541015625,1041.2105712890623,-1707.0364990234375,1056.5411376953123,-1588.9779052734375,1051.012451171875,-1606.2064208984375,1049.812255859375,-1590.9879150390625,1051.7728271484377,-1612.287841796875,1040.6116943359377,-1685.9288330078125,1052.37255859375,-1608.6632080078125,1053.697265625,-1614.640380859375,1053.1981201171877,-1617.7236328125,1042.0517578125,-1666.435302734375,1048.2120361328123,-1665.7171630859375,1052.025634765625,-1612.2119140625,1061.2269287109377,-1588.2191162109375,1044.2979736328123,-1661.0147705078125,1037.5576171875,-1580.858642578125,1052.063720703125,-1617.47314453125,1051.7738037109377,-1614.84375,1047.8179931640623,-1665.623779296875,1014.0278930664062,-1661.8204345703125,1053.6658935546877,-1630.03662109375,1050.2318115234377,-1606.16845703125,1075.742919921875,-1566.7796630859375,942.10302734375,-1543.3277587890625,1020.837890625,-1659.958740234375,1051.4066162109377,-1611.8040771484375,1051.8365478515623,-1614.577880859375,1052.8642578125,-1617.2294921875,1047.684814453125,-1665.505615234375,1053.0771484375,-1617.235595703125,1039.44384765625,-1639.2645263671875,1053.742919921875,-1629.917236328125
5,968.9000854492188,-1744.843994140625,939.416015625,-1789.3760986328125,911.90478515625,-1830.8978271484373,1053.072021484375,-1625.299560546875,1047.85400390625,-1666.54443359375,1049.0987548828123,-1660.9580078125,1045.6668701171877,-1672.993408203125,1053.50439453125,-1630.8985595703125,1053.5799560546877,-1617.708984375,1040.1925048828123,-1686.3846435546875,1032.045166015625,-1701.598388671875,1038.2926025390623,-1695.71142578125,1051.0537109375,-1655.8609619140625,1032.5181884765623,-1700.246826171875,936.5907592773438,-1793.7322998046875,1037.287841796875,-1703.6072998046875,1012.1776123046876,-1596.11962890625,1054.26025390625,-1714.2872314453125,1041.5977783203123,-1706.0653076171875,1004.4743041992188,-1583.7950439453125,977.46875,-1730.853515625,1009.2616577148438,-1683.0748291015625,1013.0078125,-1598.198486328125,1041.122802734375,-1707.1282958984375,1056.5157470703123,-1588.877685546875,1051.06884765625,-1606.205810546875,1049.835205078125,-1590.9351806640625,1051.73583984375,-1612.1207275390625,1040.72265625,-1686.052001953125,1050.400146484375,-1609.5416259765625,1053.2801513671877,-1614.6551513671875,1053.1317138671877,-1617.730224609375,1041.9398193359377,-1666.449951171875,1048.146240234375,-1665.7587890625,1051.794921875,-1612.611083984375,1061.3465576171877,-1588.352783203125,1044.381103515625,-1660.6849365234375,1036.800537109375,-1581.0443115234375,1052.095458984375,-1617.51806640625,1051.9130859375,-1614.4510498046875,1047.8563232421877,-1665.6805419921875,1013.6678466796876,-1662.933349609375,1053.650146484375,-1630.1234130859375,1050.2772216796877,-1606.095458984375,1075.8411865234377,-1566.6156005859375,942.0791625976562,-1543.0911865234375,1021.237060546875,-1658.9693603515625,1051.408203125,-1611.6756591796875,1051.7713623046877,-1614.5015869140625,1052.7955322265623,-1617.255615234375,1047.6578369140623,-1665.5623779296875,1053.1455078125,-1617.2564697265625,1039.293212890625,-1639.2523193359375,1053.8438720703123,-1629.939208984375
6,969.64306640625,-1743.658935546875,940.1424560546876,-1788.33740234375,912.10791015625,-1830.455322265625,1053.1278076171877,-1625.3807373046875,1047.9625244140623,-1666.5548095703125,1049.185791015625,-1661.04248046875,1045.652587890625,-1672.9696044921875,1053.5272216796877,-1630.9410400390625,1053.4674072265623,-1617.6396484375,1040.1737060546877,-1686.3682861328125,1031.7786865234377,-1701.8038330078125,1038.0982666015623,-1695.3575439453125,1051.0745849609377,-1655.9708251953125,1032.8634033203123,-1700.1474609375,937.4544067382812,-1792.77197265625,1037.33740234375,-1703.834228515625,1012.6196899414062,-1597.05615234375,1054.14990234375,-1714.19580078125,1041.723876953125,-1706.06494140625,1005.0382080078124,-1584.53515625,978.2761840820312,-1729.65380859375,1009.7659912109376,-1682.22314453125,1013.3565673828124,-1598.9993896484375,1041.17041015625,-1707.0650634765625,1056.51123046875,-1588.794189453125,1051.1065673828123,-1606.2708740234375,1049.8204345703123,-1590.803466796875,1051.547119140625,-1612.4820556640625,1040.90576171875,-1686.157958984375,1050.3980712890623,-1609.53857421875,1053.220703125,-1614.63232421875,1053.4217529296877,-1617.8289794921875,1041.87939453125,-1666.4603271484375,1047.705322265625,-1665.6875,1051.395751953125,-1612.118896484375,1061.369384765625,-1588.3900146484375,1044.4254150390623,-1660.4239501953125,1036.27783203125,-1581.133056640625,1052.1187744140623,-1617.57861328125,1051.894287109375,-1614.4912109375,1047.853759765625,-1665.6141357421875,1013.2451782226562,-1663.9432373046875,1053.783203125,-1630.149658203125,1050.292724609375,-1606.065673828125,1075.681640625,-1566.7066650390625,942.085205078125,-1543.0775146484375,1021.5922241210938,-1658.06396484375,1051.46923828125,-1611.71337890625,1051.5489501953123,-1614.4822998046875,1052.7908935546877,-1617.260498046875,1047.6549072265623,-1665.604736328125,1053.203369140625,-1617.2916259765625,1039.28662109375,-1639.1827392578125,1053.6298828125,-1629.9063720703125
7,970.410400390625,-1742.472412109375,940.7689208984376,-1787.2147216796875,912.4191284179688,-1830.0740966796875,1053.14599609375,-1625.434814453125,1047.908447265625,-1666.4219970703125,1049.177734375,-1660.98828125,1045.6396484375,-1672.923583984375,1053.5118408203123,-1630.864990234375,1053.3626708984377,-1617.56298828125,1040.1773681640623,-1686.3472900390625,1031.6724853515623,-1701.8282470703125,1037.787353515625,-1694.9716796875,1051.0987548828123,-1656.0584716796875,1032.85546875,-1700.1561279296875,937.9652709960938,-1791.5823974609375,1037.25830078125,-1703.816650390625,1012.9934692382812,-1597.97802734375,1054.07470703125,-1714.29931640625,1041.67822265625,-1706.2015380859375,1005.5496826171876,-1585.3857421875,979.10498046875,-1728.5289306640625,1010.3355102539062,-1681.3138427734375,1013.7446899414062,-1599.8818359375,1041.158935546875,-1707.0714111328125,1056.5496826171877,-1588.859375,1051.1002197265623,-1606.268310546875,1049.8572998046877,-1590.7276611328125,1051.9989013671877,-1612.6776123046875,1040.7781982421877,-1686.097900390625,1050.4156494140623,-1609.5247802734375,1053.1614990234377,-1614.618896484375,1053.2227783203123,-1617.8275146484375,1041.951904296875,-1666.658447265625,1047.809326171875,-1665.56884765625,1051.353759765625,-1612.036376953125,1061.3670654296877,-1588.4365234375,1044.5528564453123,-1659.9644775390625,1035.896484375,-1581.1903076171875,1052.15087890625,-1617.6383056640625,1051.89697265625,-1614.5216064453125,1047.9400634765623,-1665.5455322265625,1012.8967895507812,-1665.0072021484375,1053.8275146484377,-1630.158447265625,1050.2860107421877,-1606.057373046875,1075.7640380859377,-1566.61376953125,942.6055297851562,-1543.576416015625,1021.9212036132812,-1657.0728759765625,1051.502685546875,-1611.7388916015625,1051.5528564453123,-1614.4278564453125,1052.9100341796877,-1617.4488525390625,1047.604248046875,-1665.6004638671875,1053.25341796875,-1617.262939453125,1038.7427978515623,-1638.776611328125,1053.593994140625,-1629.8895263671875
8,971.191162109375,-1741.3048095703125,941.2965087890624,-1786.2711181640625,912.7015380859376,-1829.676025390625,1053.1234130859377,-1625.3924560546875,1047.9970703125,-1666.3524169921875,1049.197021484375,-1660.9140625,1045.7181396484377,-1672.9991455078125,1053.5948486328123,-1630.8856201171875,1053.467529296875,-1617.591064453125,1040.1826171875,-1686.3712158203125,1031.6676025390623,-1701.8408203125,1037.4866943359377,-1694.5863037109375,1051.301513671875,-1656.0513916015625,1033.0465087890623,-1700.1834716796875,938.8505249023438,-1790.6561279296875,1037.3087158203123,-1703.837646484375,1013.3712158203124,-1598.7972412109375,1054.1649169921877,-1714.3201904296875,1041.6187744140623,-1706.3626708984375,1006.1450805664062,-1586.250244140625,979.865478515625,-1727.33740234375,1010.8569946289062,-1680.490966796875,1014.041015625,-1600.7823486328125,1041.16455078125,-1707.0838623046875,1056.56298828125,-1589.0001220703125,1051.0771484375,-1606.25439453125,1049.9049072265623,-1590.8118896484375,1051.957275390625,-1612.477294921875,1040.7076416015623,-1686.0694580078125,1050.44287109375,-1609.588134765625,1053.1153564453123,-1614.596435546875,1053.2139892578123,-1617.744140625,1041.849609375,-1666.862548828125,1047.7237548828123,-1665.4951171875,1051.3123779296877,-1611.9393310546875,1061.2265625,-1588.4066162109375,1044.6434326171877,-1659.324462890625,1035.36572265625,-1581.2962646484375,1052.109619140625,-1617.3577880859375,1051.9588623046877,-1614.303955078125,1047.9400634765623,-1665.57568359375,1012.5256958007812,-1665.9453125,1053.9053955078123,-1630.1802978515625,1050.2701416015623,-1606.0487060546875,1075.64013671875,-1566.74853515625,942.84423828125,-1543.76513671875,1022.2777099609376,-1656.09130859375,1051.6246337890623,-1611.8167724609375,1051.5203857421877,-1614.3990478515625,1053.1038818359377,-1617.1727294921875,1047.639404296875,-1665.63037109375,1053.3062744140623,-1617.27978515625,1038.8394775390623,-1638.741455078125,1053.701171875,-1629.8699951171875
9,971.9775390625,-1740.13427734375,941.9815673828124,-1785.313720703125,913.0416870117188,-1829.3126220703125,1053.141845703125,-1625.3302001953125,1047.9661865234377,-1666.2724609375,1049.1087646484377,-1660.84521484375,1045.6973876953123,-1672.9561767578125,1053.67578125,-1630.8070068359375,1053.5406494140623,-1617.57373046875,1040.1854248046877,-1686.3922119140625,1031.53515625,-1701.861572265625,1037.212158203125,-1694.169677734375,1051.311279296875,-1655.9683837890625,1033.3958740234377,-1700.223876953125,939.6385498046876,-1789.6343994140625,1037.3909912109377,-1703.909423828125,1013.7164306640624,-1599.8092041015625,1054.16748046875,-1714.3203125,1041.7296142578123,-1706.376953125,1006.7406005859376,-1587.1136474609375,980.6273803710938,-1726.187744140625,1011.451416015625,-1679.475830078125,1014.3532104492188,-1601.678955078125,1041.1588134765623,-1707.0877685546875,1056.644775390625,-1589.256591796875,1051.0411376953123,-1606.23291015625,1049.916748046875,-1590.8077392578125,1052.1778564453123,-1612.524658203125,1040.580078125,-1686.019287109375,1050.451416015625,-1609.647705078125,1052.5318603515623,-1614.53515625,1053.94921875,-1617.786865234375,1041.7652587890623,-1667.066162109375,1047.876708984375,-1665.5938720703125,1051.050048828125,-1611.8651123046875,1061.3414306640623,-1588.4393310546875,1044.6978759765623,-1658.976806640625,1034.83447265625,-1581.40625,1052.522705078125,-1617.2694091796875,1051.9840087890623,-1614.188232421875,1047.913818359375,-1665.623046875,1011.9861450195312,-1667.1141357421875,1054.0242919921877,-1630.20361328125,1050.210205078125,-1606.075927734375,1075.494384765625,-1566.885009765625,942.8584594726562,-1543.7618408203125,1022.6095581054688,-1655.013427734375,1051.6229248046877,-1611.880615234375,1051.500244140625,-1614.363037109375,1052.89208984375,-1617.3917236328125,1047.734375,-1665.6363525390625,1053.3873291015623,-1617.2255859375,1038.5147705078123,-1638.7713623046875,1053.715576171875,-1629.8656005859375
