,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti12_centroid_x,ti12_centroid_y,ti13_centroid_x,ti13_centroid_y,ti15_centroid_x,ti15_centroid_y,ti18_centroid_x,ti18_centroid_y,ti33_centroid_x,ti33_centroid_y,ti111_centroid_x,ti111_centroid_y,ti113_centroid_x,ti113_centroid_y,ti197_centroid_x,ti197_centroid_y,ti211_centroid_x,ti211_centroid_y,ti230_centroid_x,ti230_centroid_y,ti246_centroid_x,ti246_centroid_y,ti254_centroid_x,ti254_centroid_y,ti261_centroid_x,ti261_centroid_y,ti252_centroid_x,ti252_centroid_y,ti291_centroid_x,ti291_centroid_y,ti355_centroid_x,ti355_centroid_y,ti371_centroid_x,ti371_centroid_y,ti421_centroid_x,ti421_centroid_y,ti454_centroid_x,ti454_centroid_y,ti565_centroid_x,ti565_centroid_y,ti566_centroid_x,ti566_centroid_y,ti568_centroid_x,ti568_centroid_y,ti1036_centroid_x,ti1036_centroid_y,ti1150_centroid_x,ti1150_centroid_y,ti1174_centroid_x,ti1174_centroid_y,ti1221_centroid_x,ti1221_centroid_y,ti1262_centroid_x,ti1262_centroid_y,ti1338_centroid_x,ti1338_centroid_y,ti1375_centroid_x,ti1375_centroid_y,ti1487_centroid_x,ti1487_centroid_y,ti1740_centroid_x,ti1740_centroid_y,ti1806_centroid_x,ti1806_centroid_y,ti1934_centroid_x,ti1934_centroid_y,ti1943_centroid_x,ti1943_centroid_y,ti1986_centroid_x,ti1986_centroid_y,ti2020_centroid_x,ti2020_centroid_y,ti2031_centroid_x,ti2031_centroid_y,ti2032_centroid_x,ti2032_centroid_y,ti2044_centroid_x,ti2044_centroid_y,ti2056_centroid_x,ti2056_centroid_y,ti2115_centroid_x,ti2115_centroid_y,ti2116_centroid_x,ti2116_centroid_y,ti2125_centroid_x,ti2125_centroid_y,ti2128_centroid_x,ti2128_centroid_y,ti2132_centroid_x,ti2132_centroid_y,ti2161_centroid_x,ti2161_centroid_y,ti2172_centroid_x,ti2172_centroid_y,ti2178_centroid_x,ti2178_centroid_y,ti2173_centroid_x,ti2173_centroid_y
0,209.45452880859366,105.28881072998048,197.7717742919922,94.47566986083984,204.9111633300781,92.45250701904295,171.675048828125,118.42034912109376,220.4796295166016,89.6762466430664,188.92921447753903,128.12690734863278,176.9397735595703,122.21624755859376,222.165283203125,97.50041961669922,151.48826599121094,168.46946716308594,154.49795532226562,131.76641845703122,172.95394897460938,143.2058868408203,266.46987915039057,21.450626373291016,259.04638671875,63.19171905517578,211.9362030029297,134.80313110351562,145.29908752441406,181.1907196044922,250.6314392089844,34.07139205932617,172.72274780273438,166.238037109375,218.5307159423828,77.68374633789062,217.9877777099609,73.15153503417969,163.49961853027344,126.6519546508789,267.34573364257807,10.337756156921387,204.6798095703125,92.39356231689452,154.52272033691406,132.1151123046875,202.67166137695312,85.3191146850586,184.51739501953125,103.22492218017578,177.63351440429688,122.24564361572266,162.30311584472656,151.13937377929688,217.8543243408203,95.54645538330078,161.57444763183594,189.2174072265625,158.3182830810547,193.5574951171875,187.9406890869141,111.71126556396484,77.43980407714844,270.84799194335943,145.04949951171875,284.51190185546875,140.48683166503906,272.03875732421875,133.87748718261722,208.76678466796875,147.98275756835938,278.90234375,129.46743774414062,255.1462860107422,151.4091339111328,162.90560913085938,133.7218017578125,209.07876586914062,93.44078826904295,226.60177612304688,-38.06357955932617,363.8836669921875,-14.832356452941895,374.3865661621094,-64.70110321044922,372.0782165527344,-55.29418182373047,362.7546081542969,-24.22558403015137,375.0351257324219,-64.64168548583984,372.1189880371094,-73.24235534667969,382.3097839355469,-38.11775588989258,364.1597595214844,-48.42057418823242,355.4295959472656,-55.16710662841797,362.7519836425781,-43.1827278137207,370.5475158691406,52.43241500854492,276.8515014648437,-11.903143882751465,314.3263854980469,3.0124912261962886,385.3171081542969,-48.48065567016602,375.476318359375,-17.43503189086914,377.3038940429688,47.948997497558594,315.5974426269531,-8.565020561218263,311.1278076171875
1,208.56398010253903,106.26982879638672,199.07254028320312,93.20281219482422,205.8138732910156,91.416015625,173.13442993164062,117.1725845336914,219.1285400390625,91.00032806396484,188.1432342529297,129.04461669921878,178.53146362304688,120.62205505371094,220.59947204589844,99.15345001220705,149.55982971191406,170.42967224121094,154.54859924316406,131.83137512207028,171.40496826171875,145.14540100097656,268.15780639648443,19.7640438079834,258.94781494140625,63.09793090820313,211.86941528320312,134.77651977539062,145.2894744873047,181.1807861328125,251.993408203125,32.638111114501946,172.0304412841797,166.82647705078125,220.1409912109375,75.68186950683594,220.23455810546875,70.54669189453125,164.85633850097656,125.31828308105469,267.34774780273443,10.333572387695312,206.0758056640625,91.0054168701172,154.40985107421875,132.033935546875,204.854248046875,82.5842056274414,186.3023376464844,102.00841522216795,179.99078369140625,120.91680145263672,160.74188232421875,153.22787475585938,217.8487548828125,95.53846740722656,160.95858764648438,188.52517700195312,158.31886291503906,193.56028747558602,187.9405975341797,111.71380615234376,77.51897430419922,270.95523071289057,145.0515899658203,284.5146789550781,140.27023315429688,271.89743041992193,133.94290161132812,208.6898498535156,147.88414001464844,279.02365112304693,129.50418090820312,255.2735290527344,148.81246948242188,165.4429473876953,133.31988525390622,209.2429351806641,91.17539978027344,229.40968322753903,-38.11141586303711,363.9900817871094,-14.89390754699707,373.9971923828125,-64.70175170898439,372.0718688964844,-55.29472732543945,362.75665283203125,-24.3325309753418,375.4986267089844,-64.63850402832031,372.1230163574219,-73.44329833984375,382.7851257324219,-38.13306427001953,364.2464599609375,-48.637657165527344,355.37860107421875,-55.19105911254883,362.7429504394531,-43.20671081542969,370.53851318359375,50.20187377929688,280.03640747070307,-11.920451164245605,314.3250732421875,2.856049060821533,385.3231506347656,-48.54810333251953,375.6198120117188,-17.44266128540039,376.54150390625,47.94377517700195,315.60272216796875,-8.126410484313965,310.6790466308594
2,206.9058380126953,107.98552703857422,201.37417602539062,90.91559600830078,207.72813415527344,89.33551025390625,174.98312377929688,114.9396514892578,216.68179321289062,93.24916076660156,186.687255859375,130.61962890625,180.7134704589844,118.22794342041016,220.5734405517578,99.17576599121094,148.25802612304688,171.88092041015625,154.6450958251953,131.79541015625,170.20387268066406,146.49560546875,269.00112915039057,18.62418365478516,258.9608764648437,63.16312789916992,211.80340576171875,134.74899291992188,142.43765258789062,184.3743438720703,252.6949157714844,31.637529373168945,171.69029235839844,167.28131103515625,221.3471984863281,74.32292175292969,221.66925048828125,69.036376953125,167.15478515625,122.89161682128906,268.2206420898437,9.420414924621582,208.7243804931641,88.23820495605469,154.2677764892578,132.18800354003906,206.2161865234375,81.02936553955078,188.9316253662109,99.18104553222656,180.7872467041016,119.858642578125,158.48263549804688,155.62994384765625,214.1582946777344,99.46414947509766,160.95298767089844,188.52520751953125,156.36033630371094,192.5951385498047,190.3309326171875,108.80844116210938,77.63475799560547,270.88229370117193,145.05755615234375,284.51751708984375,140.39303588867188,271.96368408203125,133.34123229980472,208.47732543945312,147.87814331054688,278.9698486328125,129.46903991699222,255.16114807128903,147.58741760253906,167.0215606689453,133.27018737792972,209.273193359375,88.46376037597656,232.08616638183602,-38.2120475769043,363.9470520019531,-14.5691556930542,374.1578674316406,-65.60708618164061,372.64361572265625,-55.22539138793945,362.5205078125,-24.29717254638672,375.5736389160156,-65.95525360107422,373.97076416015625,-73.55135345458984,382.7679138183594,-38.12176132202149,364.15325927734375,-48.99363708496094,355.76263427734375,-55.16908264160156,362.695068359375,-42.83905029296875,370.09466552734375,48.39116668701172,281.48944091796875,-11.9404878616333,314.3113708496094,2.9980807304382324,385.3471374511719,-48.6773567199707,375.6106872558594,-17.6398983001709,376.6304931640625,47.94490051269531,315.61749267578125,-7.915626525878906,310.41998291015625
3,206.0669708251953,109.0391616821289,202.6226348876953,89.46752166748047,208.71990966796875,88.23570251464844,176.42153930664062,113.46905517578124,215.42361450195312,94.60585021972656,185.6305389404297,131.80972290039062,182.26644897460938,116.57807159423828,220.3369598388672,99.43138885498048,146.86756896972656,173.4799041748047,154.67727661132812,131.77577209472656,169.00909423828125,147.7992706298828,269.90524291992193,17.765676498413086,258.96063232421875,63.13103103637695,211.9867401123047,134.8380126953125,141.30906677246094,185.71142578125,253.53404235839844,30.96532821655273,172.73451232910156,166.1015625,222.45700073242188,73.10396575927734,222.95504760742188,67.5540771484375,168.56320190429688,121.34912109375,268.03182983398443,9.760449409484863,210.2689208984375,86.6180419921875,154.3849639892578,132.59735107421878,207.5649261474609,79.53817749023438,190.337890625,97.41551208496094,181.52183532714844,118.86334228515624,157.34950256347656,156.8704376220703,211.79209899902344,102.4188461303711,160.71554565429688,188.36582946777344,156.35972595214844,192.59649658203125,191.31768798828125,108.23027801513672,77.52518463134766,270.78564453125,145.17575073242188,284.81695556640625,140.47439575195312,272.0589599609375,133.03770446777344,208.30615234375,148.211669921875,279.1932373046875,129.66905212402344,254.98660278320312,146.49156188964844,168.58351135253906,132.80747985839844,209.60430908203125,87.13163757324219,233.3530578613281,-38.21027755737305,364.0064697265625,-14.370481491088867,374.2279968261719,-65.92800140380861,373.0462341308594,-55.338722229003906,362.7962646484375,-24.38330841064453,375.2225341796875,-66.35900115966797,374.3869018554688,-73.77503967285156,382.73223876953125,-38.0449333190918,364.2550659179688,-49.189308166503906,356.1720275878906,-54.99919891357422,362.6792602539063,-42.86857223510742,369.927490234375,46.86713790893555,283.067138671875,-13.12322235107422,315.9198303222656,2.799320936203003,385.246337890625,-48.6480941772461,375.71875,-17.591373443603516,376.4686584472656,47.93716430664063,315.61181640625,-7.7905964851379395,310.26824951171875
4,205.1380615234375,110.0534210205078,203.80984497070312,88.10777282714844,209.76205444335938,87.15642547607422,177.7847900390625,112.0202178955078,214.13526916503903,95.86661529541016,184.5892791748047,132.93582153320312,183.6575927734375,115.15592193603516,219.7650146484375,100.1003646850586,145.6361541748047,174.71559143066406,154.6715850830078,131.81787109375,167.8179168701172,149.20436096191406,270.66311645507807,16.805707931518555,258.96432495117193,63.116943359375,211.977783203125,134.82899475097656,140.06784057617188,186.9109039306641,254.4886474609375,30.15241432189941,173.08038330078125,165.6997833251953,223.61212158203125,71.8497543334961,224.30247497558602,66.07776641845703,169.88548278808594,119.8195571899414,268.538330078125,9.151507377624512,211.5703125,85.06058502197266,154.34310913085938,132.61111450195312,208.79330444335938,78.03974914550781,191.6825714111328,95.82901000976562,182.0143585205078,118.28545379638672,156.31121826171875,157.9958038330078,210.14019775390625,104.0644989013672,160.68206787109375,188.31092834472656,156.34971618652344,192.59022521972656,192.26010131835938,106.76004028320312,77.49011993408203,270.79440307617193,145.14674377441406,284.762939453125,139.84568786621094,271.65896606445307,133.25433349609378,208.56414794921875,148.133056640625,278.93643188476557,129.63893127441406,254.80393981933602,145.28451538085938,170.0314483642578,132.60823059082028,209.8383331298828,85.80851745605469,234.61788940429688,-38.19597244262695,363.9200134277344,-14.536794662475586,374.0917663574219,-66.37581634521484,373.77099609375,-55.023475646972656,362.4092102050781,-24.3839111328125,375.1385192871094,-65.69535827636719,373.5715026855469,-73.64097595214844,382.576904296875,-37.9501838684082,364.25433349609375,-49.05324935913086,355.908447265625,-54.93402862548828,362.3909606933594,-42.947845458984375,369.8667907714844,45.4166488647461,284.544921875,-13.133732795715332,315.9173278808594,3.6534328460693364,385.6521911621094,-48.61352157592773,375.7868347167969,-17.611160278320312,376.5230102539063,47.93105697631836,315.6183166503906,-7.712728023529053,310.1122741699219
5,204.14166259765625,111.0551300048828,205.01834106445312,86.73763275146484,210.1721954345703,86.30773162841797,179.0906219482422,110.59818267822266,212.88291931152344,97.1375732421875,183.57736206054688,134.02854919433594,185.0217742919922,113.67960357666016,217.53005981445312,102.63980102539062,144.4875030517578,176.0299835205078,154.62806701660156,131.80628967285156,166.64572143554688,150.54420471191406,271.51205444335943,15.93382740020752,259.04656982421875,63.17859649658203,211.96841430664062,134.82034301757812,138.8980712890625,188.1261444091797,255.2647857666016,29.226301193237305,173.10658264160156,165.8720245361328,224.72467041015625,70.65150451660156,225.58631896972656,64.66983032226561,171.28073120117188,118.50757598876952,268.2294921875,9.4885835647583,212.9619445800781,83.52796173095703,154.2062530517578,132.51295471191406,210.03704833984366,76.66680908203125,193.01084899902344,94.221923828125,182.49794006347656,117.7037582397461,155.0086669921875,159.45706176757812,208.88800048828125,105.59869384765624,160.60902404785156,188.2277069091797,156.5746612548828,192.6608428955078,193.38304138183602,105.46726989746094,77.48297882080078,270.84207153320307,145.1370391845703,284.7233581542969,139.75645446777344,271.54818725585943,133.18305969238278,208.6562957763672,148.54620361328125,279.1444091796875,129.498779296875,254.6484680175781,144.0731201171875,171.48374938964844,132.905029296875,209.57054138183602,84.48634338378906,235.89048767089844,-38.20230484008789,364.0087890625,-14.469188690185547,374.03155517578125,-66.43014526367189,373.6738586425781,-54.737876892089844,362.07952880859375,-24.418975830078125,375.4230346679688,-65.80509185791016,373.67327880859375,-73.60567474365234,382.6058349609375,-37.97801971435547,364.2912292480469,-48.95804214477539,355.843505859375,-54.90307998657226,362.3250732421875,-43.12224578857422,370.0075378417969,44.00005722045898,286.1610107421875,-12.719626426696776,315.4156188964844,3.686289787292482,385.625244140625,-48.60752487182617,375.88458251953125,-17.69663429260254,376.5262451171875,47.93153381347656,315.6228332519531,-7.694233417510986,310.0284729003906
6,203.20590209960938,112.06878662109376,206.22866821289062,85.379150390625,211.20339965820312,85.1268310546875,180.32823181152344,109.16507720947266,211.57867431640625,98.43729400634766,182.5243988037109,135.1845703125,186.4342041015625,112.17269897460938,216.6926422119141,103.4794921875,143.27635192871094,177.37521362304688,154.55445861816406,131.81927490234378,165.45726013183594,151.96026611328125,272.36618041992193,15.039584159851074,259.822021484375,62.42669677734375,211.96128845214844,134.81983947753906,137.74562072753906,189.3505859375,255.99639892578125,28.49485206604004,173.3515625,165.61131286621094,225.85812377929688,69.40167999267578,226.52713012695312,63.56655883789063,172.53326416015625,117.03943634033205,268.0701904296875,9.73084545135498,214.21945190429688,82.18669128417969,154.1356658935547,132.40640258789062,211.3550262451172,75.26526641845703,194.3270263671875,92.70003509521484,183.6925811767578,116.14392852783205,153.74267578125,160.94900512695312,207.60269165039062,107.12398529052734,160.66021728515625,188.3004608154297,156.59478759765625,192.62728881835938,194.37677001953125,104.32050323486328,77.37276458740234,270.91845703125,144.85833740234375,284.6289978027344,140.01200866699222,271.73934936523443,133.13882446289062,208.6692352294922,148.81935119628906,279.25845336914057,129.52372741699222,254.60826110839844,142.85537719726562,172.9215087890625,132.6968994140625,209.6842041015625,83.1659164428711,237.16043090820312,-38.2201042175293,364.0497131347656,-14.459285736083984,373.9571838378906,-65.70663452148439,373.0849914550781,-54.19379806518555,361.5562133789063,-24.41279220581055,375.5278015136719,-65.20958709716797,373.1089477539063,-73.45791625976562,382.62530517578125,-37.96366882324219,364.2922668457031,-48.87827682495117,355.6105041503906,-54.6927604675293,362.12982177734375,-43.2170524597168,370.1064453125,42.642356872558594,287.728515625,-12.51467227935791,315.193359375,3.7593169212341313,385.8294982910156,-48.59618377685547,375.8635559082031,-17.695415496826172,376.56939697265625,45.891822814941406,314.4156188964844,-7.711686611175537,309.98486328125
7,202.2721099853516,113.06222534179688,207.43783569335938,84.02781677246094,212.093505859375,84.21051788330078,181.5865020751953,107.77587890625,210.3296356201172,99.67742919921876,181.5133209228516,136.27198791503906,187.8533935546875,110.6522979736328,216.00360107421875,104.2855987548828,142.01327514648438,178.74818420410156,154.51980590820312,131.80326843261722,164.34446716308594,153.2451629638672,273.24935913085943,14.165952682495115,259.5401611328125,62.74034118652344,211.9621734619141,134.51815795898438,136.631591796875,190.54705810546875,256.68136596679693,27.73518943786621,173.62644958496094,165.49365234375,226.90843200683602,68.23686218261719,227.94883728027344,62.0080451965332,173.7769012451172,115.57658386230469,268.03152465820307,9.940224647521973,215.64425659179688,80.67335510253906,154.12411499023438,132.39714050292972,212.7637481689453,73.8322982788086,195.6861724853516,91.13636016845705,185.3371734619141,114.2492218017578,152.44027709960938,162.40679931640625,206.1098175048828,108.52877807617188,160.62696838378906,188.2972412109375,156.59788513183594,192.63218688964844,195.3128204345703,103.1797103881836,77.32505798339844,271.00146484375,144.8375244140625,284.5281982421875,139.89079284667972,271.58920288085943,133.17329406738278,208.6981658935547,148.63165283203125,279.14031982421875,129.47708129882812,254.5345764160156,141.63772583007812,174.3505401611328,132.61534118652344,209.84323120117188,81.85031127929688,238.43809509277344,-38.21642684936523,364.0747680664063,-14.544414520263672,373.8310241699219,-65.63239288330078,372.9196166992188,-54.39697647094727,361.6318359375,-24.25630760192871,375.5340576171875,-64.9334716796875,372.8446960449219,-73.56462097167969,382.8176574707031,-37.96150207519531,364.3695983886719,-49.33292007446289,355.9424133300781,-54.62691879272461,361.9751281738281,-43.37813186645508,370.1347961425781,41.31389999389648,289.2629699707031,-12.26231575012207,315.01275634765625,3.921400308609009,385.9377746582031,-48.6153564453125,375.8182678222656,-17.622013092041016,376.6233825683594,45.8826789855957,314.4221496582031,-7.949363231658935,310.36322021484375
8,201.34890747070312,114.07603454589844,208.2391662597656,83.03691864013672,213.132080078125,83.18669128417969,182.705078125,106.5394515991211,209.05430603027344,100.90623474121094,180.42872619628903,137.435791015625,189.34251403808602,109.23719787597656,215.15167236328125,105.1384506225586,140.7470245361328,180.1310577392578,154.52194213867188,131.79376220703122,162.999267578125,154.77915954589844,274.02963256835943,13.20241928100586,259.3424072265625,62.88039016723633,212.05393981933602,134.40507507324222,135.49795532226562,191.7284698486328,257.3951416015625,26.93755340576172,173.82354736328125,165.462646484375,227.941650390625,67.0447998046875,228.8875732421875,60.97659683227539,175.06068420410156,114.11668395996094,268.07546997070307,9.94086456298828,216.93955993652344,79.27946472167969,154.09039306640625,132.36328125,213.560302734375,72.78785705566406,197.06814575195312,89.58089447021484,186.6720428466797,112.76547241210938,151.153564453125,163.8373260498047,204.76182556152344,109.98765563964844,160.49571228027344,188.1415100097656,156.5938720703125,192.63438415527344,196.2060546875,102.05635833740234,77.4256362915039,270.9340209960937,144.8631134033203,284.48065185546875,139.77934265136722,271.56869506835943,133.14291381835938,208.7310485839844,148.47805786132812,278.9261474609375,129.4697265625,254.52713012695312,140.419677734375,175.78643798828125,132.45210266113278,209.93235778808602,80.80353546142578,240.73753356933602,-38.182395935058594,364.0045166015625,-14.584299087524414,374.0804748535156,-65.60781097412111,372.943115234375,-54.35651397705078,361.5310974121094,-24.33990478515625,375.49993896484375,-64.74313354492189,372.7793884277344,-73.58794403076172,382.7935791015625,-38.1165657043457,364.470703125,-49.60450744628906,356.2079772949219,-54.56693649291992,361.8685302734375,-43.42396926879883,370.1620788574219,39.93915939331055,290.80059814453125,-11.988486289978027,314.7416076660156,3.473768711090088,385.29437255859375,-48.66971206665039,375.827880859375,-17.618507385253906,376.78033447265625,45.87565994262695,314.4294738769531,-8.166689872741701,310.6432189941406
9,200.4257049560547,115.0791015625,209.03224182128903,81.91677856445312,214.3861541748047,81.86007690429688,184.010986328125,105.1414794921875,207.79879760742188,102.15347290039062,179.3705596923828,138.57252502441406,190.7014923095703,107.66255950927734,214.3472595214844,105.99605560302734,139.52169799804688,181.4534912109375,154.55130004882812,131.75798034667972,161.95054626464844,156.0196533203125,274.84783935546875,12.271416664123535,259.25436401367193,62.97727584838867,212.15528869628903,134.52633666992188,134.39433288574222,192.9095916748047,258.17999267578125,26.17695617675781,174.1710205078125,165.477783203125,228.5482482910156,66.25759124755861,229.8946685791016,59.75074005126953,176.42047119140625,112.5813980102539,268.11358642578125,9.93839168548584,218.1178741455078,78.01432037353516,154.0686798095703,132.32566833496094,214.6007537841797,71.57827758789062,198.48825073242188,88.0207748413086,187.8322296142578,111.50909423828124,149.8272247314453,165.32550048828125,203.44155883789062,111.38961791992188,160.4959716796875,188.1437530517578,156.8122100830078,192.51995849609366,197.13751220703125,100.9006118774414,77.45692443847656,270.919677734375,144.7483367919922,284.4137268066406,139.98910522460938,271.81954956054693,132.99745178222656,208.6814117431641,148.1670684814453,278.98416137695307,129.4652099609375,254.5277404785156,139.199462890625,177.22787475585938,132.37669372558594,210.00254821777344,79.51844024658203,242.17189025878903,-38.22026824951172,364.0462341308594,-14.601873397827148,374.2424621582031,-65.58341979980469,372.9676818847656,-54.07124328613281,361.1675415039063,-24.284223556518555,375.4819641113281,-64.69191741943361,372.6622924804688,-73.58658599853516,382.99163818359375,-38.08161163330078,364.4459533691406,-49.60940551757813,356.2008361816406,-54.61520004272461,361.82464599609375,-43.43276977539063,370.16583251953125,38.57270050048828,292.3666076660156,-11.858668327331545,314.5227355957031,3.3314731121063232,385.2757873535156,-48.68902206420898,375.8504638671875,-17.61116600036621,376.7398986816406,45.87233352661133,314.4327697753906,-8.248686790466309,310.81329345703125
