,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti11_centroid_x,ti11_centroid_y,ti12_centroid_x,ti12_centroid_y,ti15_centroid_x,ti15_centroid_y,ti16_centroid_x,ti16_centroid_y,ti18_centroid_x,ti18_centroid_y,ti111_centroid_x,ti111_centroid_y,ti318_centroid_x,ti318_centroid_y,ti333_centroid_x,ti333_centroid_y,ti482_centroid_x,ti482_centroid_y,ti501_centroid_x,ti501_centroid_y,ti470_centroid_x,ti470_centroid_y,ti628_centroid_x,ti628_centroid_y,ti810_centroid_x,ti810_centroid_y,ti811_centroid_x,ti811_centroid_y,ti861_centroid_x,ti861_centroid_y,ti897_centroid_x,ti897_centroid_y,ti948_centroid_x,ti948_centroid_y,ti973_centroid_x,ti973_centroid_y,ti985_centroid_x,ti985_centroid_y,ti986_centroid_x,ti986_centroid_y,ti1065_centroid_x,ti1065_centroid_y,ti1105_centroid_x,ti1105_centroid_y,ti1188_centroid_x,ti1188_centroid_y,ti1201_centroid_x,ti1201_centroid_y,ti1208_centroid_x,ti1208_centroid_y,ti1262_centroid_x,ti1262_centroid_y,ti1328_centroid_x,ti1328_centroid_y,ti1323_centroid_x,ti1323_centroid_y,ti1375_centroid_x,ti1375_centroid_y,ti1385_centroid_x,ti1385_centroid_y,ti1441_centroid_x,ti1441_centroid_y,ti1458_centroid_x,ti1458_centroid_y,ti1534_centroid_x,ti1534_centroid_y,ti1518_centroid_x,ti1518_centroid_y,ti1547_centroid_x,ti1547_centroid_y,ti1541_centroid_x,ti1541_centroid_y,ti1569_centroid_x,ti1569_centroid_y,ti1570_centroid_x,ti1570_centroid_y,ti1602_centroid_x,ti1602_centroid_y,ti1649_centroid_x,ti1649_centroid_y,ti1658_centroid_x,ti1658_centroid_y,ti1656_centroid_x,ti1656_centroid_y,ti1662_centroid_x,ti1662_centroid_y,ti1663_centroid_x,ti1663_centroid_y,ti1668_centroid_x,ti1668_centroid_y,ti1669_centroid_x,ti1669_centroid_y,ti1683_centroid_x,ti1683_centroid_y,ti1705_centroid_x,ti1705_centroid_y,ti1712_centroid_x,ti1712_centroid_y,ti1731_centroid_x,ti1731_centroid_y,ti1758_centroid_x,ti1758_centroid_y,ti1768_centroid_x,ti1768_centroid_y,ti1801_centroid_x,ti1801_centroid_y,ti1818_centroid_x,ti1818_centroid_y,ti1862_centroid_x,ti1862_centroid_y,ti1874_centroid_x,ti1874_centroid_y,ti1910_centroid_x,ti1910_centroid_y
0,452.126953125,-879.7504272460938,465.6373901367188,-907.9356689453124,484.3833312988281,-866.5187377929688,454.953857421875,-910.7515258789062,463.5806579589844,-876.7330932617188,451.6098327636719,-868.656005859375,498.20050048828125,-921.4356689453124,493.56817626953125,-852.51708984375,515.3211669921875,-819.9598388671875,447.3700256347656,-922.7437744140624,435.84564208984375,-858.57666015625,431.7550048828125,-866.2009887695312,416.890869140625,-856.109375,406.5906982421875,-848.8391723632812,426.27813720703125,-964.3370971679688,515.50732421875,-819.6990966796875,546.3740234375,-780.3989868164062,511.9454345703125,-825.2916870117188,496.3034973144531,-838.7620239257812,497.11859130859375,-836.4205322265625,553.9583740234375,-763.20361328125,511.5735168457031,-806.0740356445312,546.087646484375,-774.1704711914062,494.39752197265625,-794.7597045898438,453.51068115234375,-758.4549560546875,472.7657470703125,-770.4816284179688,485.5640869140625,-864.720703125,469.7060546875,-777.733642578125,460.0081787109375,-771.3649291992188,584.58740234375,-722.1323852539062,590.0704345703125,-721.7113037109375,572.0850219726562,-806.5528564453125,541.732421875,-765.0159301757812,586.1436157226562,-723.955810546875,552.9876708984375,-748.8291625976562,576.9120483398438,-796.9885864257812,574.7416381835938,-796.466796875,578.852294921875,-799.6719970703125,605.325927734375,-692.20068359375,570.3124389648438,-720.1953735351562,552.98876953125,-748.3447265625,541.7600708007811,-765.0223388671875,566.3925170898438,-728.4813842773438,516.3035888671875,-818.08349609375,557.0443725585939,-711.8756103515625,608.7850341796875,-743.3413696289062,560.258056640625,-724.535400390625,554.5075073242189,-721.3485107421875,615.6151733398438,-748.9841918945312,553.1372680664061,-748.39599609375,550.4686889648439,-707.6971435546875,612.8961791992188,-747.0880126953125,634.4324951171875,-647.6026000976562,544.2097778320311,-703.7828979492188,528.9839477539061,-693.6904296875,509.37158203125,-682.1107788085938,554.7883911132811,-721.0278930664062,532.0551147460939,-706.0348510742188,608.027099609375,-744.1240234375,650.138671875,-760.9849853515625,633.0883178710938,-727.076171875,515.388916015625,-819.8963623046875,625.0626220703125,-753.3822021484375,628.4703369140625,-734.8075561523438,554.6617431640625,-720.1892700195312,643.5823974609375,-626.7608032226562
1,452.4884948730469,-879.9386596679688,466.3361511230469,-906.9055786132812,484.3263854980469,-866.5911254882812,455.1287536621094,-910.654296875,463.6661376953125,-876.9856567382812,452.0744018554688,-869.1466674804688,498.5017395019531,-920.7811889648438,493.596435546875,-852.6276245117188,515.333251953125,-820.2158203125,447.4214782714844,-922.7080078125,436.0070495605469,-858.6715698242188,431.4508361816406,-865.842529296875,413.7430419921875,-854.7556762695312,406.6568603515625,-848.7720336914062,426.5299377441406,-964.2196044921876,515.2111206054689,-820.1271362304688,545.66357421875,-781.6348266601562,512.0477294921875,-825.2848510742188,496.1530151367188,-838.7042236328125,497.1180114746094,-836.4105834960938,554.2256469726561,-762.851806640625,511.6266784667969,-805.9263916015625,546.3333129882811,-774.0165405273438,495.1178894042969,-794.9486694335938,452.8316345214844,-757.5618896484375,472.6492614746094,-769.9790649414062,485.82012939453125,-864.9786376953125,469.7126770019531,-777.7319946289062,460.2941284179688,-771.4413452148438,584.007080078125,-723.9075927734375,589.0836791992188,-721.9967651367188,570.9470825195312,-805.3641967773438,541.7369995117189,-765.0181884765625,585.7809448242188,-724.4005737304688,552.9573974609375,-748.8154907226562,577.11376953125,-797.3539428710938,574.6974487304688,-796.5175170898438,579.4140014648438,-797.8821411132812,603.28662109375,-694.5065307617188,570.0599365234375,-721.3831176757812,552.986328125,-748.3487548828125,541.7601318359375,-765.0265502929688,566.20654296875,-728.3821411132812,516.6990356445311,-818.3546752929688,557.1725463867189,-711.9093627929688,608.7963256835938,-743.3246459960938,560.2628784179689,-724.5245361328125,554.4884033203125,-721.3595581054688,615.6077880859375,-748.9794311523438,553.1304321289061,-748.3878173828125,550.019287109375,-707.4595947265625,612.7925415039062,-746.7369384765625,634.4468383789062,-647.5565185546875,544.21142578125,-703.7767944335938,528.9791259765625,-693.7809448242188,509.3713073730469,-682.11279296875,556.07470703125,-721.2114868164062,532.05712890625,-706.048828125,608.0325927734375,-744.1284790039062,649.8538208007812,-761.3519897460938,633.0015258789062,-727.231689453125,515.3867797851561,-819.897216796875,625.0615844726562,-753.380859375,628.3824462890625,-735.0306396484375,554.6534423828125,-720.190673828125,644.289794921875,-626.803955078125
2,452.50189208984375,-879.8453979492188,466.81298828125,-906.1824951171876,484.3528137207031,-866.44580078125,454.9377746582031,-910.7088012695312,463.7386474609375,-876.8811645507812,452.2032165527344,-869.1041259765625,498.4563293457031,-920.7446899414062,493.5534057617188,-852.5833740234375,515.0176391601561,-819.7608642578125,447.5794372558594,-922.5032348632812,435.9718627929688,-858.6651000976562,432.47210693359375,-866.653076171875,413.36962890625,-854.0408325195312,406.70703125,-848.6802978515625,426.3321838378906,-964.27783203125,514.9817504882811,-820.45654296875,545.0055541992189,-782.3162841796875,512.0894775390625,-825.3067016601562,496.05517578125,-838.64013671875,497.12481689453125,-836.4022216796875,553.885498046875,-762.9736328125,511.51470947265625,-805.93603515625,546.0123901367189,-774.2316284179688,495.3068542480469,-794.680419921875,451.9949035644531,-757.2756958007812,472.5437927246094,-769.7306518554688,485.77423095703125,-865.1325073242188,469.3597412109375,-777.5328369140625,460.15380859375,-771.5494384765625,583.3450927734375,-724.5678100585938,588.797119140625,-721.9783935546875,571.8129272460938,-806.1074829101562,541.7421875,-765.0249633789062,585.3062133789062,-724.7305908203125,552.9611206054689,-748.8118896484375,577.3272094726562,-797.68603515625,574.4354858398438,-796.923828125,579.7041015625,-798.1431884765625,602.62890625,-695.8887329101562,570.0629272460938,-721.3902587890625,552.9824829101561,-748.3429565429688,541.7551879882811,-765.0230102539062,566.1123046875,-728.41796875,516.5662841796875,-818.3194580078125,557.2013549804689,-711.7998046875,608.7915649414062,-743.30419921875,560.2735595703125,-724.5374145507812,554.479736328125,-721.3576049804688,615.60986328125,-748.9747314453125,553.1470336914061,-748.3435668945312,550.065185546875,-707.5134887695312,612.7802734375,-746.7315063476562,632.8391723632812,-650.1719360351562,543.9928588867189,-703.7398071289062,528.9224243164061,-693.9153442382812,509.38232421875,-682.1128540039062,556.0773315429689,-721.2244873046875,532.0114135742189,-706.0701904296875,608.036865234375,-744.1294555664062,650.3297119140625,-761.2957153320312,633.1084594726562,-727.3233642578125,515.3997192382811,-819.8924560546875,625.0673217773438,-753.3746948242188,628.3765258789062,-735.2261962890625,554.655029296875,-720.1948852539062,644.6732788085938,-626.2796020507812
3,452.441162109375,-879.8858642578125,467.3229064941406,-905.4518432617188,484.2884521484375,-866.572265625,455.0825500488281,-910.6854248046876,463.7323913574219,-876.9838256835938,452.3681335449219,-869.2300415039062,498.5245056152344,-920.7449951171876,493.5398254394531,-852.5590209960938,515.0753784179689,-820.1709594726562,447.45123291015625,-922.6775512695312,435.9140625,-858.6297607421875,432.4856872558594,-866.716796875,412.5951843261719,-853.3472290039062,406.7511291503906,-848.7924194335938,426.3310852050781,-964.302490234375,514.9136352539061,-820.3250122070312,544.3433227539061,-782.961181640625,512.1930541992189,-825.2706909179688,496.0189514160156,-838.6109619140625,497.131103515625,-836.4015502929688,553.9073486328125,-763.0687866210938,511.5980529785156,-805.9156494140625,545.9044799804689,-774.4201049804688,495.5565490722656,-794.9230346679688,451.5067138671875,-757.1801147460938,472.4301452636719,-769.4852294921875,485.7301635742188,-865.2147827148438,469.6656494140625,-777.712646484375,459.9556274414063,-771.26220703125,582.7915649414062,-725.4467163085938,588.9066772460938,-722.3462524414062,572.4309692382812,-806.5826416015625,541.739501953125,-765.0119018554688,585.0411376953125,-725.0712280273438,552.962158203125,-748.8155517578125,577.4474487304688,-797.6061401367188,574.4869384765625,-796.8955688476562,579.6693115234375,-798.11865234375,602.0521850585938,-696.8267822265625,570.0599365234375,-721.399169921875,552.9834594726561,-748.346923828125,541.7510375976561,-765.02197265625,566.1961059570312,-728.3522338867188,516.3063354492189,-818.0928344726562,557.1417846679689,-712.0211181640625,608.7972412109375,-743.295166015625,560.2750854492189,-724.5404052734375,554.6107177734375,-721.6748657226562,615.60302734375,-748.9676513671875,553.1488647460939,-748.33740234375,550.0864868164061,-707.5484619140625,612.7965698242188,-746.7485961914062,632.2774658203125,-651.2256469726562,543.9091186523439,-703.6103515625,529.0010986328125,-693.7266235351562,509.3818054199219,-682.1130981445312,555.861572265625,-721.2235107421875,532.0211181640625,-706.1513671875,608.4725952148438,-743.5079956054688,650.386474609375,-761.2771606445312,633.18896484375,-727.3834228515625,515.3973999023439,-819.8889770507812,625.1080932617188,-753.5338134765625,628.3782958984375,-735.4065551757812,554.6406860351561,-720.2341918945312,644.3458251953125,-626.3790283203125
4,452.40765380859375,-879.822265625,467.9179992675781,-904.6107177734376,484.2823791503906,-866.5845336914062,455.1608276367188,-910.5328979492188,464.0241394042969,-876.9661865234375,452.6054992675781,-869.3426513671875,498.5019226074219,-920.7167358398438,493.5538940429688,-852.5419921875,515.131103515625,-820.2048950195312,447.3324890136719,-922.7448120117188,436.1561279296875,-858.8152465820312,432.43560791015625,-866.6685180664062,412.5795593261719,-853.2675170898438,406.6745910644531,-848.883056640625,426.4474182128906,-963.9924926757812,514.9797973632811,-820.4807739257812,543.9510498046875,-784.3185424804688,512.1631469726561,-825.2056884765625,495.9191589355469,-838.512451171875,497.1460266113281,-836.3928833007812,553.8726806640625,-763.0675659179688,511.6271362304688,-805.9432983398438,546.0432739257811,-774.1580200195312,495.6728820800781,-794.8053588867188,453.00433349609375,-757.95166015625,472.3110656738281,-769.2396850585938,485.740478515625,-865.1614379882812,469.9572143554688,-777.8353881835938,460.0470581054688,-771.2711181640625,581.8931274414062,-726.3480224609375,588.9827270507812,-722.3790283203125,572.9414672851562,-806.96875,541.7420043945311,-765.0121459960938,584.4130859375,-725.6265258789062,552.9610595703125,-748.816162109375,577.5779418945312,-797.690185546875,574.4978637695312,-796.9027709960938,579.5133666992188,-798.0608520507812,601.3903198242188,-697.6253051757812,570.0479125976562,-721.4073486328125,552.979736328125,-748.342529296875,541.7446899414061,-765.0208129882812,566.1046752929688,-728.2930908203125,516.4351196289061,-818.1320190429688,556.9419555664061,-712.0806274414062,608.5503540039062,-743.3367919921875,560.2774047851561,-724.55322265625,554.5137939453125,-721.64990234375,615.61962890625,-748.9219970703125,553.1536865234375,-748.34033203125,549.9464721679689,-707.6250610351562,612.8304443359375,-746.6376342773438,631.5104370117188,-652.111572265625,543.9008178710939,-703.5448608398438,528.9681396484375,-693.7181396484375,509.3879089355469,-682.1170043945312,555.7569580078125,-721.2991333007812,532.0462646484375,-706.1301879882812,608.4517822265625,-743.5035400390625,650.2394409179688,-761.129638671875,633.2733764648438,-727.3390502929688,515.4052734375,-819.8863525390625,624.9957885742188,-753.6751708984375,628.4146118164062,-735.4642944335938,554.6602783203125,-720.5169677734375,644.301025390625,-626.3347778320312
5,452.4019775390625,-879.771728515625,468.3793029785156,-903.954345703125,484.3471984863281,-866.5505981445312,455.1231689453125,-910.5823364257812,464.1222839355469,-877.0116577148438,452.7532043457031,-869.3572387695312,498.5578002929688,-920.7005615234376,493.3998107910156,-852.4077758789062,514.9415893554689,-820.5864868164062,447.2475280761719,-922.8779907226562,436.0792236328125,-858.790283203125,432.34417724609375,-866.5924072265625,412.6387939453125,-853.1875610351562,406.2708740234375,-848.5963134765625,427.037353515625,-962.997314453125,515.1127319335939,-820.3309326171875,543.0943603515625,-785.6061401367188,512.2021484375,-825.2110595703125,495.9627990722656,-838.4786376953125,497.1410827636719,-836.3840942382812,553.1161499023439,-762.8294677734375,511.6275939941406,-805.8724975585938,546.2498168945311,-773.931640625,495.6974487304688,-795.0579833984375,452.3807373046875,-757.9739990234375,473.4725036621094,-770.0626220703125,485.781982421875,-865.0582275390625,470.0301513671875,-777.890869140625,460.13702392578125,-771.3732299804688,581.442626953125,-727.3666381835938,588.827392578125,-722.3221435546875,573.2783813476562,-807.26806640625,541.7490234375,-765.0050659179688,583.9996948242188,-726.22119140625,552.95703125,-748.8187255859375,577.5786743164062,-797.7693481445312,574.52734375,-796.984375,579.832275390625,-798.2587280273438,600.8628540039062,-698.438720703125,570.0457763671875,-721.4115600585938,552.9778442382811,-748.3411254882812,541.7457885742189,-765.0228881835938,565.960693359375,-728.2625732421875,516.4344482421875,-818.1421508789062,556.4066772460939,-711.864013671875,608.7388305664062,-743.5625610351562,560.267578125,-724.5611572265625,554.4960327148439,-721.5966796875,615.6213989257812,-748.9155883789062,553.1537475585939,-748.3421020507812,550.1187133789061,-707.5879516601562,612.8405151367188,-746.63916015625,630.8984375,-653.120849609375,543.939697265625,-703.614990234375,529.0035400390625,-693.6948852539062,509.387939453125,-682.1200561523438,555.5343017578125,-721.2000732421875,532.1516723632811,-706.179931640625,608.6873779296875,-743.3015747070312,650.2394409179688,-761.16162109375,633.302490234375,-727.406982421875,515.3971557617189,-819.8829956054688,624.9595947265625,-753.6890869140625,628.4765014648438,-735.5276489257812,554.9656982421875,-720.912353515625,644.7120361328125,-626.1815795898438
6,452.40069580078125,-879.7767944335938,468.9057922363281,-903.115966796875,484.3576965332031,-866.5883178710938,455.0736389160156,-910.6067504882812,464.194580078125,-876.9970092773438,452.9131164550781,-869.4682006835938,498.3131408691406,-920.6480102539062,493.4128112792969,-852.4385375976562,515.1293334960939,-820.2052612304688,447.1570739746094,-922.9866333007812,436.33056640625,-858.873779296875,432.246337890625,-866.4990234375,412.5727233886719,-853.1276245117188,406.5194396972656,-848.757568359375,427.17376708984375,-962.8052978515624,515.2982788085939,-820.0444946289062,542.4920654296875,-786.7498779296875,512.1983642578125,-825.20458984375,495.9757080078125,-838.4588012695312,497.1286926269531,-836.3828125,553.364013671875,-762.9476928710938,511.61065673828125,-805.8616333007812,546.2171020507811,-774.0364379882812,495.6776428222656,-795.0673828125,451.84619140625,-758.1064453125,473.25537109375,-769.9293823242188,485.815185546875,-865.0654907226562,470.0616760253906,-777.8853149414062,460.22845458984375,-771.4156494140625,580.7374267578125,-728.48193359375,588.6381225585938,-722.449951171875,573.8131103515625,-807.66015625,541.7529907226561,-765.0009155273438,583.6758422851562,-726.7109985351562,552.9610595703125,-748.8224487304688,577.724365234375,-797.7769775390625,574.5836791992188,-797.0198974609375,579.6778564453125,-798.111328125,600.3506469726562,-699.1956787109375,570.4662475585938,-721.4996948242188,552.979736328125,-748.3269653320312,541.7440185546875,-765.0191650390625,565.9017333984375,-728.2445068359375,516.4642333984375,-818.1446533203125,556.4028930664061,-711.8418579101562,608.69482421875,-743.4810791015625,560.2470703125,-724.57373046875,554.9271240234375,-721.8150634765625,615.6262817382812,-748.9176025390625,553.1637573242189,-748.3428344726562,550.3140258789061,-707.6297607421875,612.8408203125,-746.6381225585938,630.2739868164062,-654.1271362304688,543.8511962890625,-703.6539306640625,529.0777587890625,-693.7742309570312,509.38897705078125,-682.1348876953125,555.3469848632811,-721.1533813476562,532.1807250976561,-706.1705932617188,608.7460327148438,-743.24609375,650.2294921875,-761.1910400390625,633.3575439453125,-727.41357421875,515.3916015625,-819.8848876953125,624.9169311523438,-753.78466796875,628.504150390625,-735.6068725585938,554.8392944335939,-720.8932495117188,644.6567993164062,-625.98779296875
7,452.3694763183594,-879.7726440429688,469.3349914550781,-902.4597778320312,484.3604736328125,-866.5669555664062,455.19610595703125,-910.39892578125,464.29522705078125,-877.0861206054688,453.0936279296875,-869.4984130859375,497.9071960449219,-920.8444213867188,493.4869995117188,-852.4222412109375,515.220703125,-820.0493774414062,447.12103271484375,-923.0452270507812,436.5056457519531,-858.8411254882812,432.1920776367188,-866.4423217773438,412.5863342285156,-853.15625,406.75225830078125,-848.9270629882812,427.98858642578125,-961.2210083007812,515.19677734375,-820.3085327148438,541.9036865234375,-787.5338134765625,512.1376953125,-825.1666870117188,496.1608276367188,-838.5264892578125,497.1280517578125,-836.3763427734375,553.5803833007811,-762.9462890625,511.6382141113281,-805.8862915039062,546.2405395507811,-773.8628540039062,495.7442932128906,-795.0347290039062,451.7362365722656,-757.9293212890625,473.553466796875,-770.1143188476562,485.8655700683594,-864.9776611328125,470.03057861328125,-777.89990234375,460.3132629394531,-771.477294921875,580.1755981445312,-729.3386840820312,588.1859130859375,-722.8048095703125,573.809326171875,-807.6506958007812,541.7598876953125,-764.9896850585938,583.1434936523438,-727.13916015625,552.9616088867189,-748.83056640625,577.7915649414062,-797.7933349609375,574.5247802734375,-797.1044921875,579.8970947265625,-798.3229370117188,599.8782958984375,-699.977294921875,570.4586791992188,-721.4281616210938,552.9754638671875,-748.3173217773438,541.7450561523439,-765.0189819335938,565.9844360351562,-728.2501220703125,516.439453125,-818.1470947265625,557.1323852539061,-712.1061401367188,608.974609375,-742.9847412109375,560.2318725585939,-724.5972900390625,554.663330078125,-721.5783081054688,615.6263427734375,-748.9191284179688,553.1641235351561,-748.342529296875,550.205078125,-707.7122802734375,612.810546875,-746.6285400390625,629.4822998046875,-655.4549560546875,543.8092041015625,-703.6304931640625,529.0111694335939,-693.756103515625,509.3851013183594,-682.1354370117188,555.25830078125,-721.191650390625,532.1755981445311,-706.1541137695312,608.7105712890625,-743.317138671875,650.56005859375,-761.4434814453125,633.37109375,-727.4096069335938,515.3998413085939,-819.8868408203125,624.7969970703125,-753.8383178710938,628.5504150390625,-735.6585693359375,554.8466186523439,-720.89208984375,644.808349609375,-625.97607421875
8,452.3278198242188,-879.7327270507812,469.8730773925781,-901.6463012695312,484.3580322265625,-866.567138671875,455.2107849121094,-910.3692016601562,464.2333068847656,-877.0621948242188,453.20977783203125,-869.6726684570312,497.8527221679688,-920.8760375976562,493.447021484375,-852.4818115234375,515.2127075195311,-820.086669921875,447.1080017089844,-923.0494384765624,436.50811767578125,-858.799560546875,432.1476135253906,-866.4197998046875,412.6158752441406,-853.091064453125,406.7564086914063,-848.8837280273438,427.2214660644531,-962.5824584960938,515.2531127929689,-820.281494140625,541.2566528320311,-788.4774780273438,512.1155395507811,-825.1331176757812,496.0972290039063,-838.3513793945312,496.7347106933594,-836.5881958007812,553.5481567382811,-763.0059814453125,511.686767578125,-805.8784790039062,546.30419921875,-773.8257446289062,495.8028564453125,-795.0615844726562,452.0426025390625,-758.268798828125,473.4043273925781,-770.0015869140625,485.8935546875,-865.0031127929688,470.0384216308594,-777.88671875,460.3014831542969,-771.4185180664062,579.56884765625,-730.21484375,587.3239135742188,-722.771240234375,573.9425048828125,-807.6808471679688,541.7513427734375,-764.9823608398438,582.6563110351562,-727.5245971679688,552.9580078125,-748.826171875,577.49951171875,-797.6431884765625,574.5098876953125,-797.1243286132812,579.5957641601562,-798.1605834960938,599.4778442382812,-700.7545776367188,570.601318359375,-721.5808715820312,552.9821166992189,-748.3106079101562,541.7499389648439,-765.0161743164062,565.9724731445312,-728.34765625,516.4895629882811,-818.1326293945312,557.20947265625,-712.0975952148438,608.6856079101562,-743.4258422851562,560.2435913085939,-725.0238037109375,555.0955200195311,-721.2677612304688,615.6363525390625,-748.9207153320312,553.170654296875,-748.3461303710938,550.052001953125,-707.6990966796875,612.8097534179688,-746.6329345703125,628.9429931640625,-656.3175659179688,543.8255615234375,-703.726318359375,529.0314331054689,-693.7418212890625,509.3776550292969,-682.1378784179688,555.1871948242189,-721.2042236328125,532.14208984375,-706.0966796875,608.761962890625,-743.283447265625,650.5833740234375,-761.4501342773438,633.26220703125,-727.4223022460938,515.41455078125,-819.8975219726562,624.6618041992188,-753.8596801757812,628.5971069335938,-735.7448120117188,554.8421020507811,-720.8870239257812,644.7703857421875,-625.8397216796875
9,452.3362731933594,-879.7706298828125,470.3952026367188,-900.87109375,484.353759765625,-866.5809936523438,455.1336364746094,-910.4569091796876,464.2253723144531,-877.069091796875,453.2279357910156,-869.6248779296875,497.82135009765625,-920.9360961914062,493.4759521484375,-852.4498901367188,515.252685546875,-820.066162109375,447.1413879394531,-922.9889526367188,436.5098876953125,-858.762451171875,432.13995361328125,-866.4063720703125,412.6994934082031,-853.155029296875,406.6584167480469,-848.9473266601562,426.7398986816406,-963.2808227539062,515.1881103515625,-820.3124389648438,540.59912109375,-789.349853515625,512.05224609375,-825.0928344726562,495.9305419921875,-838.2337036132812,496.7383728027344,-836.5811767578125,553.2500610351561,-763.17822265625,511.7409057617188,-805.8710327148438,546.2822265625,-773.6885375976562,495.81134033203125,-795.0680541992188,452.0334167480469,-758.509765625,473.64947509765625,-770.1593017578125,485.7972717285156,-864.9482421875,469.9675598144531,-777.82666015625,460.21624755859375,-771.3414916992188,578.9417114257812,-731.1113891601562,586.6993408203125,-723.04052734375,574.0842895507812,-807.7604370117188,541.7235717773439,-764.970458984375,582.1572265625,-727.9945068359375,552.9805908203125,-748.8419799804688,577.305908203125,-797.5731811523438,574.5125122070312,-797.1409912109375,579.56787109375,-798.1666870117188,599.178466796875,-701.2553100585938,570.7015991210938,-721.5218505859375,552.9942016601561,-748.2992553710938,541.7496948242189,-765.0123291015625,565.875244140625,-728.2832641601562,516.5096435546875,-818.1406860351562,557.7246704101561,-712.0557861328125,608.7968139648438,-743.537353515625,560.235107421875,-725.0216064453125,555.0794677734375,-721.1874389648438,615.63671875,-748.9196166992188,553.1698608398439,-748.3497314453125,550.1132202148439,-707.747802734375,612.8133544921875,-746.6436767578125,628.4197387695312,-657.2487182617188,543.805419921875,-703.699462890625,529.17822265625,-693.85888671875,509.3808288574219,-682.1398315429688,555.1275024414061,-721.179443359375,532.1033325195311,-706.0535278320312,608.7914428710938,-743.3732299804688,650.2403564453125,-761.3948974609375,633.2930297851562,-727.4710693359375,515.4180908203125,-819.9005737304688,624.5178833007812,-753.9730224609375,628.6578979492188,-735.709716796875,554.8479614257811,-720.89208984375,644.6156005859375,-625.935546875
