,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti11_centroid_x,ti11_centroid_y,ti12_centroid_x,ti12_centroid_y,ti13_centroid_x,ti13_centroid_y,ti17_centroid_x,ti17_centroid_y,ti18_centroid_x,ti18_centroid_y,ti19_centroid_x,ti19_centroid_y,ti29_centroid_x,ti29_centroid_y,ti67_centroid_x,ti67_centroid_y,ti72_centroid_x,ti72_centroid_y,ti74_centroid_x,ti74_centroid_y,ti91_centroid_x,ti91_centroid_y,ti95_centroid_x,ti95_centroid_y,ti98_centroid_x,ti98_centroid_y,ti102_centroid_x,ti102_centroid_y,ti107_centroid_x,ti107_centroid_y,ti109_centroid_x,ti109_centroid_y,ti115_centroid_x,ti115_centroid_y,ti123_centroid_x,ti123_centroid_y,ti130_centroid_x,ti130_centroid_y,ti131_centroid_x,ti131_centroid_y,ti142_centroid_x,ti142_centroid_y,ti149_centroid_x,ti149_centroid_y,ti154_centroid_x,ti154_centroid_y,ti160_centroid_x,ti160_centroid_y,ti162_centroid_x,ti162_centroid_y,ti164_centroid_x,ti164_centroid_y,ti195_centroid_x,ti195_centroid_y,ti197_centroid_x,ti197_centroid_y,ti209_centroid_x,ti209_centroid_y,ti218_centroid_x,ti218_centroid_y,ti219_centroid_x,ti219_centroid_y,ti239_centroid_x,ti239_centroid_y,ti248_centroid_x,ti248_centroid_y,ti255_centroid_x,ti255_centroid_y,ti258_centroid_x,ti258_centroid_y,ti260_centroid_x,ti260_centroid_y,ti281_centroid_x,ti281_centroid_y,ti297_centroid_x,ti297_centroid_y,ti300_centroid_x,ti300_centroid_y
0,483.8139343261719,-196.94728088378903,485.7130432128906,-188.578369140625,490.3548278808594,-193.818115234375,490.71826171875,-199.61407470703125,470.85064697265625,-182.4826812744141,505.1634216308594,-210.7198181152344,473.9311218261719,-191.10499572753903,497.69439697265625,-201.92166137695312,494.2259216308594,-198.0152130126953,477.77349853515625,-190.33575439453125,472.2774353027344,-193.41212463378903,469.3662109375,-185.2696075439453,477.7984619140625,-185.3613739013672,452.4211120605469,-172.8048858642578,502.25775146484375,-250.7266845703125,433.61358642578125,-205.96258544921875,445.3605041503906,-188.73941040039062,409.8761596679688,-147.85220336914062,437.697021484375,-163.1980743408203,487.4790344238281,-224.6983642578125,501.4092712402344,-249.85833740234366,432.1661071777344,-208.12290954589844,452.058837890625,-173.75538635253906,409.8616638183594,-147.81790161132812,437.6165771484375,-163.26937866210938,446.0936279296875,-186.9467010498047,436.1154174804688,-207.1997985839844,452.36993408203125,-173.1331024169922,437.801025390625,-163.15989685058594,409.8989562988281,-147.90184020996094,452.6443176269531,-174.0428009033203,437.7290649414063,-163.13824462890625,455.012939453125,-196.48619079589844,410.8790283203125,-149.07095336914062,437.796630859375,-163.2017364501953,439.8304138183594,-201.2858428955078,459.60260009765625,-196.5409698486328,485.64727783203125,-226.85525512695312,411.1789245605469,-149.34107971191406,510.1997680664063,-226.7053985595703,501.1050415039063,-249.7677154541016,484.1376037597656,-219.75413513183602,533.4017944335939,-258.27902221679693,411.2211608886719,-149.4399871826172,524.8317260742189,-249.5518798828125,501.38482666015625,-249.8714599609375,517.2487182617189,-257.61392211914057,535.3858642578125,-260.38998413085943,524.4154663085939,-242.58477783203125
1,483.86431884765625,-196.7482147216797,485.7629699707031,-188.6005401611328,490.38848876953125,-193.9667053222656,490.4291687011719,-199.30799865722656,470.5014953613281,-182.1068115234375,505.0747985839844,-210.58273315429688,474.6545104980469,-191.9381103515625,497.6186828613281,-201.849853515625,494.2227783203125,-198.00537109375,477.7991638183594,-190.19781494140625,472.7813415527344,-193.61801147460938,469.55377197265625,-185.22869873046875,479.1851806640625,-186.6963653564453,452.9393310546875,-172.65879821777344,502.21197509765625,-250.68397521972656,433.835205078125,-205.7660980224609,445.1871337890625,-188.8512115478516,409.8762512207031,-147.8525390625,437.7380676269531,-163.25306701660156,487.8741760253906,-225.1463928222656,501.4467468261719,-249.94219970703125,432.1666259765625,-208.12371826171875,452.0266418457031,-173.611328125,409.9708557128906,-148.0471649169922,437.7488708496094,-163.21275329589844,446.9109191894531,-186.1186065673828,436.8156433105469,-206.2849884033203,452.205322265625,-172.74978637695312,437.8494567871094,-162.99453735351562,410.1746826171875,-148.23049926757812,452.4209289550781,-173.89910888671875,437.8385009765625,-163.01956176757812,456.901611328125,-197.2280120849609,410.87799072265625,-149.072509765625,437.7862548828125,-163.00575256347656,440.3487548828125,-200.9427032470703,459.2900085449219,-196.46800231933602,486.467529296875,-227.7439422607422,410.72503662109375,-148.8214569091797,509.3123474121094,-224.9257659912109,501.5205078125,-250.0282287597656,484.9373474121094,-221.4752349853516,533.4017944335939,-258.27877807617193,410.9318542480469,-149.0687255859375,522.8118286132811,-247.33502197265625,501.5787353515625,-249.82752990722656,518.79638671875,-259.60720825195307,533.5154418945311,-258.06741333007807,522.6455688476561,-241.0084686279297
2,483.6968078613281,-196.606201171875,485.7662963867188,-188.60641479492188,490.3919677734375,-193.9183349609375,490.4356689453125,-199.30088806152344,470.5010986328125,-182.10867309570312,505.0566711425781,-210.5913848876953,474.6338806152344,-191.9268951416016,497.6808776855469,-201.91851806640625,494.23480224609375,-198.0293273925781,477.7921447753906,-190.18760681152344,472.7694091796875,-193.5958404541016,469.5604553222656,-185.17236328125,479.1944274902344,-186.6684112548828,452.96575927734375,-172.01145935058594,502.3273315429688,-250.67800903320312,433.7084655761719,-205.92002868652344,445.7217712402344,-188.149169921875,409.9064331054688,-147.8119354248047,437.7384033203125,-163.23033142089844,489.43255615234375,-226.92686462402344,501.71319580078125,-250.1739654541016,432.2764587402344,-208.6708526611328,451.80706787109375,-173.5356903076172,409.96966552734375,-147.88929748535156,437.7831115722656,-163.17198181152344,447.4378967285156,-185.13954162597656,437.1518249511719,-205.9938507080078,452.11083984375,-173.56346130371094,437.80889892578125,-163.02627563476562,410.1890258789063,-148.2251434326172,452.2327880859375,-173.76791381835938,437.8213806152344,-163.0826873779297,457.9040222167969,-197.52513122558602,410.4601440429688,-148.42857360839844,437.7641906738281,-163.04953002929688,441.2099914550781,-199.9139862060547,459.5359802246094,-196.4707794189453,488.0055236816406,-229.37200927734366,410.5036315917969,-148.42266845703125,508.9067687988281,-224.4878234863281,501.7750244140625,-250.27212524414062,485.8565368652344,-222.4146423339844,531.6083984375,-256.39559936523443,410.66644287109375,-148.54556274414062,521.447998046875,-246.17405700683602,501.7455139160156,-250.1647491455078,519.5036010742189,-260.47979736328125,532.674560546875,-257.24765014648443,521.9024658203125,-239.8971405029297
3,483.5638427734375,-196.463623046875,485.751708984375,-188.60464477539062,490.3785705566406,-193.9099273681641,490.4332580566406,-199.29054260253903,470.5086669921875,-182.1179351806641,505.0599060058594,-210.5902557373047,474.6368408203125,-191.92889404296875,497.6728515625,-201.9133758544922,494.25714111328125,-198.05848693847656,477.7861633300781,-190.1843719482422,472.73822021484375,-193.5647125244141,469.5428771972656,-185.1859588623047,479.1737365722656,-186.6874237060547,452.92376708984375,-171.5368194580078,502.2892456054688,-250.70611572265625,433.6696472167969,-206.09066772460938,445.7583923339844,-187.75982666015625,409.9076232910156,-147.80648803710938,437.7320861816406,-163.2030029296875,490.3338623046875,-228.01412963867188,501.8757019042969,-250.32313537597656,432.7688293457031,-208.00201416015625,451.6313781738281,-173.01641845703125,409.94970703125,-147.84230041503906,437.7819213867188,-163.14236450195312,447.7879638671875,-184.8300323486328,437.3022155761719,-205.81524658203125,451.9075927734375,-173.34925842285156,437.7772521972656,-163.057373046875,410.1953125,-148.2216033935547,452.3280029296875,-173.2509765625,437.7983703613281,-163.09483337402344,458.2838745117188,-197.7832794189453,410.283203125,-148.17108154296875,437.7637023925781,-163.08753967285156,441.6530456542969,-199.55230712890625,459.450927734375,-196.60711669921875,488.8164978027344,-230.3304443359375,410.3543701171875,-148.1595916748047,508.4171142578125,-223.678466796875,501.95599365234375,-250.4341125488281,486.56243896484375,-223.3722076416016,531.09521484375,-255.83941650390625,410.4568786621094,-148.23507690429688,520.3046264648439,-244.98594665527344,501.92669677734375,-250.3536376953125,520.45068359375,-261.48736572265625,531.5365600585939,-255.9911956787109,521.0369262695311,-238.9269561767578
4,483.5323181152344,-196.43743896484366,485.7559814453125,-188.6021423339844,490.392578125,-193.94053649902344,490.442138671875,-199.27474975585938,470.4927978515625,-182.0976409912109,505.0369873046875,-210.60694885253903,474.63720703125,-191.93235778808602,497.6476440429688,-201.8837432861328,494.2326049804688,-198.0307922363281,477.799072265625,-190.20155334472656,472.7235107421875,-193.5454864501953,469.5320129394531,-185.1742706298828,479.1697082519531,-186.6914520263672,452.9557495117188,-171.07872009277344,502.27056884765625,-250.7151336669922,433.99737548828125,-205.65126037597656,445.7322082519531,-187.7893829345703,409.8871765136719,-147.81707763671875,437.7262878417969,-163.181640625,491.1565856933594,-228.9735565185547,502.0025329589844,-250.4487609863281,433.0799865722656,-207.44065856933602,451.6009826660156,-172.45709228515625,410.0724487304688,-147.9710693359375,437.77679443359375,-163.13853454589844,447.78369140625,-184.44956970214844,437.6084289550781,-205.47976684570312,451.8598937988281,-172.71380615234375,437.7715148925781,-163.09010314941406,410.8507080078125,-149.02285766601562,452.3828125,-172.6786346435547,437.7799987792969,-163.10763549804688,458.7653503417969,-198.12924194335938,410.3244934082031,-148.12689208984375,437.7468566894531,-163.11790466308594,442.3048706054688,-199.0924072265625,459.9584045410156,-196.8162384033203,489.53399658203125,-231.1546630859375,410.1720581054688,-148.03236389160156,507.6157836914063,-222.9498291015625,502.10528564453125,-250.5137176513672,486.4378662109375,-223.7383270263672,530.58056640625,-255.28494262695312,410.5079040527344,-148.21092224121094,519.270751953125,-243.97222900390625,502.05596923828125,-250.47998046875,521.5816040039061,-262.80661010742193,530.3455810546875,-254.79551696777344,520.2176513671875,-237.99191284179688
5,483.5219421386719,-196.4381256103516,485.7115783691406,-188.6212615966797,490.39154052734375,-193.9664306640625,490.4500427246094,-199.2624053955078,470.4911193847656,-182.1006622314453,505.0201110839844,-210.6070251464844,474.634765625,-191.92796325683602,497.6331787109375,-201.87168884277344,494.2236328125,-198.01052856445312,477.8066101074219,-190.21343994140625,472.71026611328125,-193.53501892089844,469.5145568847656,-185.18528747558602,479.1723327636719,-186.69683837890625,452.9491271972656,-170.5415802001953,502.2647705078125,-250.70718383789062,434.23370361328125,-205.3652648925781,445.8199462890625,-187.80079650878903,409.8625793457031,-147.82252502441406,437.74127197265625,-163.18521118164062,492.0184020996094,-229.9096527099609,502.125244140625,-250.54620361328125,433.3197326660156,-207.09336853027344,451.65814208984375,-171.92857360839844,410.0689392089844,-147.97067260742188,437.7599487304688,-163.12689208984375,448.0880432128906,-183.9087371826172,437.9335021972656,-204.9318084716797,451.7890625,-172.5561065673828,437.75909423828125,-163.10137939453125,410.488525390625,-148.5903778076172,452.33477783203125,-172.3045196533203,437.7623596191406,-163.11158752441406,459.1741027832031,-198.41110229492188,410.2804565429688,-148.0674285888672,437.7559814453125,-163.13612365722656,442.6770935058594,-198.6585998535156,460.9375,-197.185791015625,490.39013671875,-232.12301635742188,410.16015625,-148.05393981933594,506.7174072265625,-222.4999847412109,502.17169189453125,-250.586181640625,487.1695861816406,-224.5135498046875,530.0678100585939,-254.72970581054688,410.243408203125,-148.0387725830078,518.3228149414061,-242.93240356445312,502.1363220214844,-250.56495666503903,522.4345092773439,-263.86795043945307,529.3102416992189,-253.6525421142578,519.4733276367189,-237.0531463623047
6,483.5382995605469,-196.4282531738281,485.7306518554688,-188.62045288085938,490.378173828125,-193.92364501953125,490.4524230957031,-199.2681121826172,470.4982299804688,-182.096435546875,505.0592956542969,-210.57644653320312,474.6281127929688,-191.9237823486328,497.63421630859375,-201.87403869628903,494.2499694824219,-198.0359344482422,477.81134033203125,-190.2213592529297,472.64691162109375,-193.56918334960938,469.51470947265625,-185.2055206298828,479.1770324707031,-186.6965484619141,452.7262878417969,-170.04917907714844,502.2820129394531,-250.7283172607422,434.3724365234375,-205.15045166015625,445.8486022949219,-187.51617431640625,409.85498046875,-147.84832763671875,437.7386474609375,-163.1754150390625,492.8373107910156,-230.6710357666016,502.2144470214844,-250.59864807128903,433.5335693359375,-206.77833557128903,451.6830139160156,-171.4086151123047,410.17193603515625,-147.9968719482422,437.7766418457031,-163.16078186035156,448.4410400390625,-183.486083984375,438.2179260253906,-204.50552368164062,451.7265930175781,-171.78125,437.7388916015625,-163.11898803710938,410.2315979003906,-148.28927612304688,452.2595520019531,-171.89173889160156,437.76312255859375,-163.1287078857422,459.6455993652344,-198.72897338867188,410.1671447753906,-147.93887329101562,437.74700927734375,-163.12847900390625,442.8928527832031,-198.4761657714844,461.66217041015625,-197.5925445556641,491.2180480957031,-233.1058349609375,410.1497802734375,-148.0909881591797,506.3753356933594,-222.1074676513672,502.2063293457031,-250.6539764404297,487.9362487792969,-225.1831359863281,529.5570678710939,-254.1735382080078,410.0983581542969,-147.9450225830078,517.2872314453125,-241.87661743164062,502.2066345214844,-250.5886383056641,523.314453125,-264.70965576171875,528.5895385742189,-252.87582397460938,519.2828979492189,-236.8558349609375
7,483.515625,-196.4168701171875,485.75628662109375,-188.6075439453125,490.39483642578125,-193.94259643554688,490.4392395019531,-199.28086853027344,470.4924621582031,-182.10726928710938,505.0654296875,-210.57986450195312,474.63470458984375,-191.9335784912109,497.6332092285156,-201.87094116210938,494.2591857910156,-198.04617309570312,477.81549072265625,-190.2255706787109,472.6160583496094,-193.58143615722656,469.5024108886719,-185.19427490234366,479.18658447265625,-186.6946258544922,452.5023193359375,-169.6656951904297,502.2634582519531,-250.7288818359375,434.50811767578125,-204.88047790527344,445.9433898925781,-187.3572998046875,409.8497924804688,-147.84201049804688,437.7243347167969,-163.1610107421875,493.5654602050781,-231.595703125,502.1967468261719,-250.6521148681641,433.8793640136719,-206.28485107421875,451.7047119140625,-171.06752014160156,410.18341064453125,-148.00100708007812,437.77874755859375,-163.1689453125,448.6748352050781,-183.2951202392578,438.53546142578125,-204.1272125244141,451.66143798828125,-171.2344207763672,437.7478942871094,-163.13333129882812,410.0971374511719,-148.12782287597656,452.31280517578125,-171.356689453125,437.7592468261719,-163.13607788085938,460.12005615234375,-199.09332275390625,410.2111206054688,-147.9521026611328,437.7478332519531,-163.1396026611328,443.2519836425781,-198.15631103515625,462.1570739746094,-197.821044921875,492.0405578613281,-234.0345916748047,410.0811462402344,-147.99276733398438,505.7735290527344,-221.4477081298828,502.2071533203125,-250.6654052734375,488.8237609863281,-226.13558959960938,529.04443359375,-253.6190490722656,410.6796569824219,-148.73199462890625,516.2576293945311,-240.80386352539062,502.2433471679688,-250.6329040527344,524.0411376953125,-265.51150512695307,527.7418823242189,-251.9750061035156,518.2794189453125,-235.6294860839844
8,483.532470703125,-196.3829498291016,485.69439697265625,-188.5459747314453,490.3807373046875,-193.9200134277344,490.4277648925781,-199.2826690673828,470.57452392578125,-182.1990203857422,505.0487365722656,-210.59483337402344,474.6551208496094,-191.9584503173828,497.6329650878906,-201.87625122070312,494.24810791015625,-198.04086303710938,477.8016357421875,-190.2093505859375,472.6440124511719,-193.5641326904297,469.4966735839844,-185.18467712402344,479.1844482421875,-186.6964263916016,452.4583435058594,-169.00762939453125,502.2807312011719,-250.73727416992188,434.62298583984375,-204.7035675048828,446.1737976074219,-187.0888977050781,409.84130859375,-147.82981872558594,437.7317810058594,-163.1552276611328,494.4283142089844,-232.6366424560547,502.2583923339844,-250.6757354736328,434.1177062988281,-205.89205932617188,451.6061706542969,-170.64344787597656,410.0514831542969,-147.92926025390625,437.79425048828125,-163.16029357910156,448.87298583984375,-182.9015350341797,438.7552490234375,-203.6903533935547,451.5516662597656,-170.7519989013672,437.75079345703125,-163.12994384765625,410.0983276367188,-148.13058471679688,452.25238037109375,-170.79904174804688,437.7585754394531,-163.13951110839844,460.6266479492188,-199.47743225097656,410.46002197265625,-148.3670654296875,437.76312255859375,-163.1610565185547,443.6109924316406,-197.8364562988281,462.7558898925781,-198.19189453125,493.0036926269531,-234.90304565429688,410.0894165039063,-148.04322814941406,505.2893981933594,-220.6502990722656,502.23956298828125,-250.6868133544922,489.7245178222656,-227.06961059570312,528.5330200195311,-253.06370544433602,410.3677062988281,-148.41441345214844,515.241943359375,-239.82064819335938,502.2494201660156,-250.6708526611328,524.8949584960939,-266.29150390625,526.8004760742189,-250.8909149169922,517.32373046875,-234.5571746826172
9,483.4767456054688,-196.3227081298828,485.7283935546875,-188.60337829589844,490.377685546875,-193.93243408203125,490.4192199707031,-199.28294372558602,470.5428466796875,-182.1593780517578,505.04046630859375,-210.6004943847656,474.6718444824219,-191.9776306152344,497.6374816894531,-201.87461853027344,494.2347412109375,-198.0274353027344,477.8094177246094,-190.2175445556641,472.6259765625,-193.57345581054688,469.51788330078125,-185.2032928466797,479.1822204589844,-186.6951446533203,452.4150695800781,-168.3487091064453,502.2827758789063,-250.7109375,434.7228088378906,-204.4901123046875,446.2716674804688,-186.6974639892578,409.8577880859375,-147.8421630859375,437.7345581054688,-163.15357971191406,495.2619934082031,-233.64227294921875,502.2495727539063,-250.7069549560547,434.3226013183594,-205.6108245849609,451.6426086425781,-170.2473602294922,410.0685119628906,-148.02151489257812,437.7839660644531,-163.1669158935547,449.0713806152344,-182.5076446533203,439.1097412109375,-203.22254943847656,451.5325927734375,-170.52122497558594,437.7489318847656,-163.1421661376953,410.5621643066406,-148.65277099609375,452.2794189453125,-170.40248107910156,437.7467346191406,-163.1431427001953,461.1774597167969,-199.89663696289062,410.2472229003906,-148.17453002929688,437.7477722167969,-163.14541625976562,443.9702453613281,-197.5161590576172,463.3692932128906,-198.59913635253903,493.8363952636719,-235.74993896484366,410.0091857910156,-147.96229553222656,504.93463134765625,-220.1851501464844,502.2632446289063,-250.6866149902344,490.6333923339844,-228.00511169433602,528.0199584960939,-252.50917053222656,410.16943359375,-148.19400024414062,514.206298828125,-238.7456359863281,502.259521484375,-250.7105712890625,525.8099365234375,-267.18609619140625,525.8021240234375,-249.83294677734366,516.4580688476561,-233.5909118652344
