,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti11_centroid_x,ti11_centroid_y,ti13_centroid_x,ti13_centroid_y,ti15_centroid_x,ti15_centroid_y,ti62_centroid_x,ti62_centroid_y,ti118_centroid_x,ti118_centroid_y,ti138_centroid_x,ti138_centroid_y,ti191_centroid_x,ti191_centroid_y,ti198_centroid_x,ti198_centroid_y,ti209_centroid_x,ti209_centroid_y,ti210_centroid_x,ti210_centroid_y,ti290_centroid_x,ti290_centroid_y,ti291_centroid_x,ti291_centroid_y,ti422_centroid_x,ti422_centroid_y,ti608_centroid_x,ti608_centroid_y,ti622_centroid_x,ti622_centroid_y,ti634_centroid_x,ti634_centroid_y,ti680_centroid_x,ti680_centroid_y,ti722_centroid_x,ti722_centroid_y,ti717_centroid_x,ti717_centroid_y,ti735_centroid_x,ti735_centroid_y,ti954_centroid_x,ti954_centroid_y,ti1060_centroid_x,ti1060_centroid_y,ti1066_centroid_x,ti1066_centroid_y,ti1035_centroid_x,ti1035_centroid_y,ti1090_centroid_x,ti1090_centroid_y,ti1152_centroid_x,ti1152_centroid_y,ti1169_centroid_x,ti1169_centroid_y,ti1363_centroid_x,ti1363_centroid_y,ti1406_centroid_x,ti1406_centroid_y,ti1417_centroid_x,ti1417_centroid_y,ti1438_centroid_x,ti1438_centroid_y,ti1439_centroid_x,ti1439_centroid_y,ti1441_centroid_x,ti1441_centroid_y,ti1477_centroid_x,ti1477_centroid_y,ti1479_centroid_x,ti1479_centroid_y,ti1495_centroid_x,ti1495_centroid_y,ti1507_centroid_x,ti1507_centroid_y,ti1665_centroid_x,ti1665_centroid_y,ti1671_centroid_x,ti1671_centroid_y,ti1685_centroid_x,ti1685_centroid_y,ti1686_centroid_x,ti1686_centroid_y,ti1717_centroid_x,ti1717_centroid_y,ti1722_centroid_x,ti1722_centroid_y,ti1878_centroid_x,ti1878_centroid_y
0,554.6725463867189,-761.5762329101562,574.7157592773438,-743.4260864257812,553.1239624023439,-748.5665893554688,541.9115600585939,-764.9119262695312,486.4786376953125,-863.7868041992188,597.166748046875,-704.08447265625,593.5886840820312,-714.9155883789062,607.0795288085938,-681.4413452148438,636.47802734375,-637.9668579101562,544.5518798828125,-760.5855712890625,485.8179931640625,-877.2857666015625,592.649658203125,-722.3362426757812,568.0740966796875,-726.8333129882812,541.7267456054689,-764.9093017578125,544.8400268554689,-760.5068969726562,578.343994140625,-800.0165405273438,553.0146484375,-748.8208618164062,456.30859375,-909.2547607421876,513.3121948242189,-806.3900146484375,607.6675415039062,-680.6671752929688,456.49688720703125,-909.275390625,508.9107666015625,-793.0313720703125,463.6666870117188,-773.593505859375,451.18927001953125,-755.0594482421875,491.9364318847656,-782.0089721679688,419.7047424316406,-734.1024169921875,500.9523010253906,-827.38037109375,494.544189453125,-837.7842407226562,447.7168273925781,-922.3549194335938,496.84771728515625,-836.6900024414062,494.4590148925781,-837.703369140625,482.8971862792969,-851.9442749023438,457.517822265625,-872.8504028320312,434.0718688964844,-868.0616455078125,429.5269775390625,-864.6256713867188,498.2056884765625,-920.3511962890624,392.9605102539063,-1017.5304565429688,405.5240173339844,-847.9821166992188,436.6582336425781,-859.2329711914062,379.3674011230469,-820.5198974609375,495.6626892089844,-937.8274536132812,451.8551330566406,-869.3236694335938,421.9634094238281,-849.3385620117188,373.1923828125,-1033.3817138671877,484.45452880859375,-939.0360717773438,495.8401794433594,-938.174560546875,487.3622741699219,-934.84765625,483.9219970703125,-936.3363647460938,487.17364501953125,-934.6078491210938,346.6646423339844,-1074.615478515625
1,554.5895385742189,-761.6980590820312,575.1417236328125,-742.6798095703125,553.1182861328125,-748.5541381835938,541.9058227539061,-764.8994140625,486.453125,-863.7628784179688,596.6748046875,-704.8579711914062,594.6620483398438,-713.1942138671875,607.2197265625,-681.2692260742188,636.4727783203125,-637.9547119140625,544.5452880859375,-760.57373046875,486.7297668457031,-875.7037963867188,593.1876220703125,-721.4082641601562,569.3987426757812,-728.1146850585938,541.7162475585939,-764.8983154296875,544.847900390625,-760.5806884765625,577.3699340820312,-800.7048950195312,553.0154418945311,-748.791015625,456.3287048339844,-909.2366333007812,512.9957885742189,-806.2234497070312,607.6708984375,-680.6712646484375,456.4529113769531,-909.2650756835938,508.8292846679688,-792.974365234375,463.5708923339844,-773.6802368164062,450.9864196777344,-754.8399047851562,491.5729675292969,-781.7440185546875,419.57318115234375,-733.9925537109375,500.95880126953125,-827.3804321289062,494.533203125,-837.783935546875,447.6565856933594,-922.6689453125,496.8666076660156,-836.7072143554688,494.47686767578125,-837.7053833007812,482.8925476074219,-851.94091796875,457.5239562988281,-872.8570556640625,434.0595703125,-868.0552978515625,429.56341552734375,-864.5358276367188,498.1897277832031,-920.3510131835938,393.8981018066406,-1016.1891479492188,405.51251220703125,-847.8778686523438,436.6424255371094,-859.2326049804688,379.3121032714844,-820.3840942382812,495.6468505859375,-937.8150634765624,451.5552062988281,-869.6318969726562,422.3057556152344,-849.3782348632812,373.59661865234375,-1033.7523193359377,483.3186340332031,-938.3936767578124,495.813232421875,-937.6426391601562,486.9760437011719,-934.1415405273438,484.32220458984375,-936.5355224609376,487.1624450683594,-934.6075439453124,346.67181396484375,-1074.6622314453123
2,554.5874633789061,-761.6652221679688,576.091796875,-741.19873046875,553.1137084960939,-748.5515747070312,541.90087890625,-764.8966064453125,486.4084167480469,-863.7811889648438,596.0128173828125,-705.6494140625,595.2178344726562,-712.3267211914062,607.3218383789062,-681.0721435546875,636.5399169921875,-637.940673828125,544.5499877929689,-760.5888061523438,487.36749267578125,-874.6978149414062,594.2875366210938,-721.535400390625,569.4805297851562,-728.1630249023438,541.7235717773439,-764.9718017578125,544.8466796875,-760.5872192382812,577.4616088867188,-800.5991821289062,553.0064697265625,-748.7843627929688,456.4474182128906,-909.2816162109376,512.64697265625,-805.9890747070312,606.9260864257812,-682.3612670898438,456.3646545410156,-909.2080078125,508.5660095214844,-793.1192016601562,463.61328125,-773.6845703125,450.9227294921875,-754.9296875,491.3621520996094,-781.560546875,419.594482421875,-733.6747436523438,500.956787109375,-827.3587036132812,494.5429382324219,-837.7884521484375,447.6486511230469,-922.4559326171876,496.8843994140625,-836.7090454101562,495.1675415039063,-838.124755859375,482.8910827636719,-851.9364013671875,457.4886779785156,-872.1182861328125,434.1382751464844,-867.84521484375,429.56005859375,-864.4581298828125,498.19378662109375,-920.3447875976562,394.5227966308594,-1015.3167724609376,405.416748046875,-847.9066162109375,436.6047668457031,-859.2033081054688,379.3357849121094,-820.3292236328125,495.6449890136719,-937.8598022460938,451.6395568847656,-869.52001953125,422.3634643554688,-849.1427001953125,373.4933166503906,-1033.6080322265623,483.3143615722656,-938.4047241210938,496.1450500488281,-937.2097778320312,485.97991943359375,-933.99462890625,484.2468566894531,-936.6023559570312,487.1556701660156,-934.6065063476562,346.6956481933594,-1074.7060546875
3,554.569580078125,-761.62109375,576.6323852539062,-740.4248046875,553.1074829101561,-748.5399780273438,541.8941650390625,-764.8847045898438,486.395263671875,-863.67724609375,595.4719848632812,-706.4904174804688,595.8182983398438,-711.4501342773438,607.1439208984375,-681.1676635742188,636.5093383789062,-637.8030395507812,544.533935546875,-760.580810546875,487.9960632324219,-873.4917602539062,594.6643676757812,-721.1290893554688,569.69384765625,-728.3446044921875,541.7227783203125,-764.978515625,544.8377075195311,-760.5736694335938,577.4376220703125,-800.6171875,553.0092163085939,-748.7898559570312,456.492919921875,-909.2982788085938,512.5479736328125,-805.9326782226562,606.759521484375,-682.2758178710938,456.3760986328125,-909.1951904296876,508.4087524414063,-793.00390625,463.633056640625,-773.6381225585938,450.6962890625,-754.658203125,491.18408203125,-781.5470581054688,419.4756164550781,-733.7182006835938,500.9561462402344,-827.3590698242188,496.35491943359375,-838.8469848632812,447.5757751464844,-922.6746826171876,496.8710632324219,-836.690673828125,495.19512939453125,-838.0970458984375,482.9040222167969,-851.9422607421875,457.5103149414063,-872.1172485351562,434.1525573730469,-867.781494140625,429.5501403808594,-864.4599609375,498.4837951660156,-920.3982543945312,395.2877502441406,-1014.3641967773438,405.43341064453125,-847.9623413085938,436.7022399902344,-859.1622314453125,379.32037353515625,-820.5134887695312,495.7542724609375,-937.7555541992188,451.7188415527344,-869.4957275390625,422.3977966308594,-849.2891845703125,373.6027526855469,-1033.65576171875,483.3166809082031,-938.4057006835938,496.07269287109375,-937.1900634765624,485.528076171875,-933.779296875,484.3688659667969,-936.4667358398438,487.1497497558594,-934.584228515625,346.7305908203125,-1074.7603759765623
4,554.58154296875,-761.6586303710938,577.1782836914062,-739.6817626953125,553.1124267578125,-748.5552368164062,541.8987426757811,-764.8997192382812,486.4000244140625,-863.6737060546875,595.0137939453125,-707.2664794921875,596.3997192382812,-710.6217041015625,606.9993896484375,-681.4698486328125,636.516357421875,-637.6275024414062,544.5408325195311,-760.5905151367188,488.7578430175781,-872.4752197265625,595.2127685546875,-720.7490234375,569.7283935546875,-728.4347534179688,541.7136840820311,-764.9649047851562,544.8619995117189,-760.5779418945312,577.8699951171875,-800.3394165039062,553.012939453125,-748.7852783203125,456.54144287109375,-909.3060302734376,512.3553466796875,-805.8230590820312,606.8421630859375,-682.3257446289062,456.1769714355469,-909.0684204101562,508.4089050292969,-792.9979248046875,463.8628845214844,-773.8424682617188,450.8491821289063,-754.7512817382812,491.0708923339844,-781.54443359375,419.5247497558594,-733.8134765625,500.9639892578125,-827.3546142578125,496.3737487792969,-838.8641967773438,447.6374816894531,-922.5609130859376,496.895751953125,-836.6931762695312,495.18939208984375,-838.1027221679688,482.8949279785156,-851.9411010742188,457.5096740722656,-872.1109008789062,434.2334289550781,-867.6005249023438,429.55645751953125,-864.4285278320312,498.6134033203125,-920.3554077148438,395.9479370117188,-1013.4680786132812,405.469482421875,-847.8839721679688,436.3198852539063,-858.8753662109375,379.2523193359375,-820.453857421875,495.9319152832031,-937.62841796875,451.7399291992188,-869.5317993164062,422.4503173828125,-849.4302978515625,373.7181091308594,-1033.692626953125,483.7986145019531,-938.440673828125,496.03948974609375,-937.1547241210938,485.9679260253906,-933.9554443359376,484.3632507324219,-936.4449462890624,487.1470642089844,-934.591064453125,346.7584533691406,-1074.76953125
5,554.5720825195311,-761.6560668945312,577.7019653320312,-738.9052124023438,553.0965576171875,-748.54736328125,541.8826904296875,-764.8917236328125,486.2501220703125,-863.5708618164062,594.5956420898438,-707.8951416015625,596.8435668945312,-709.9494018554688,606.9158935546875,-681.6341552734375,636.5685424804688,-637.810791015625,544.5393676757811,-760.5855712890625,489.5165710449219,-871.4802856445312,595.7506103515625,-720.3578491210938,569.7855834960938,-728.49267578125,541.7377319335939,-764.9690551757812,544.855712890625,-760.5689697265625,578.0524291992188,-800.2298583984375,553.0224609375,-748.772705078125,456.6531066894531,-909.3998413085938,512.2009887695311,-805.7225952148438,606.7738037109375,-682.291748046875,456.0290222167969,-909.0078125,507.8965148925781,-792.68310546875,463.96905517578125,-773.9126586914062,451.1536560058594,-754.8805541992188,491.0484008789063,-781.4925537109375,419.63128662109375,-733.8082885742188,500.9512939453125,-827.347412109375,496.4295654296875,-838.7916870117188,447.63226318359375,-922.4532470703124,496.9049987792969,-836.6840209960938,495.1678161621094,-838.1194458007812,482.9020385742188,-851.9489135742188,457.88580322265625,-872.3170776367188,434.263427734375,-867.626220703125,429.5693359375,-864.3261108398438,498.64739990234375,-920.4324951171876,396.50628662109375,-1012.1917724609376,405.4771423339844,-847.8875122070312,436.10394287109375,-858.7264404296875,378.9171447753906,-820.210693359375,495.9088134765625,-937.6897583007812,451.78125,-869.4383544921875,422.4205932617188,-849.4629516601562,373.58245849609375,-1033.582763671875,483.6772155761719,-938.52197265625,496.02960205078125,-937.1229248046876,486.5691223144531,-933.7003173828124,484.3605651855469,-936.4518432617188,487.1285705566406,-934.5859375,346.7754211425781,-1074.7818603515623
6,554.5731811523439,-761.6776733398438,578.2218627929688,-738.151611328125,553.1036376953125,-748.5572509765625,541.8894653320311,-764.9013671875,486.35595703125,-863.6372680664062,594.1581420898438,-708.6026000976562,597.4771728515625,-709.0401611328125,607.1136474609375,-681.3311767578125,636.5709228515625,-637.8585205078125,544.5281372070311,-760.5794067382812,490.21868896484375,-870.617919921875,596.2367553710938,-720.046142578125,569.8834838867188,-728.5505981445312,541.7314453125,-764.9600219726562,544.8385009765625,-760.5640258789062,578.30322265625,-800.0223388671875,554.5117797851561,-749.9744262695312,456.614013671875,-909.3753662109376,512.0292358398439,-805.6592407226562,606.8085327148438,-682.2830200195312,456.1023254394531,-909.0390014648438,507.6416320800781,-792.5482788085938,464.0894165039063,-774.0217895507812,451.2879333496094,-754.9144897460938,490.9918823242188,-781.4373168945312,419.6499328613281,-733.9231567382812,500.9679565429688,-827.3560180664062,496.4161071777344,-838.7732543945312,447.5627746582031,-922.6725463867188,496.89923095703125,-836.6892700195312,495.15899658203125,-838.1880493164062,482.8989562988281,-851.9515380859375,457.7434997558594,-872.452392578125,434.26019287109375,-867.6614379882812,429.5538024902344,-864.212158203125,498.67181396484375,-920.5518798828124,397.1571350097656,-1011.2057495117188,405.9974060058594,-848.2576904296875,435.9346618652344,-858.6488647460938,379.0921630859375,-820.3512573242188,495.8728942871094,-937.6962890625,451.8637390136719,-869.4280395507812,422.2579345703125,-849.316162109375,373.6380310058594,-1033.6285400390623,483.4930419921875,-938.3191528320312,496.1132507324219,-937.0301513671876,486.9249267578125,-933.1376342773438,484.5255432128906,-936.1175537109376,487.12701416015625,-934.5807495117188,346.7705993652344,-1074.7650146484377
7,554.5887451171875,-761.6448364257812,578.7197875976562,-737.4473876953125,553.10205078125,-748.5521850585938,541.8880615234375,-764.8964233398438,486.359375,-863.632568359375,593.696533203125,-709.3949584960938,598.0850830078125,-708.1500244140625,606.8928833007812,-681.5668334960938,636.5850219726562,-637.8743896484375,544.5359497070311,-760.5784301757812,490.7671813964844,-869.7142944335938,596.7203369140625,-719.7245483398438,569.9761962890625,-728.5299682617188,541.7142333984375,-764.955078125,544.826904296875,-760.5590209960938,578.3486938476562,-800.00537109375,554.51025390625,-749.9690551757812,456.6847839355469,-909.4384155273438,511.8815002441406,-805.6033935546875,606.8258056640625,-682.2942504882812,456.0695190429688,-909.0087890625,507.4282836914063,-792.4827270507812,464.2275085449219,-774.1112670898438,451.05401611328125,-754.760986328125,490.9163818359375,-781.3731689453125,419.6373596191406,-733.90673828125,500.9565124511719,-827.3556518554688,496.4323425292969,-838.8331298828125,447.5622253417969,-922.5286254882812,496.8951110839844,-836.6968383789062,495.1739807128906,-838.17724609375,482.92083740234375,-851.9508056640625,457.681884765625,-872.5563354492188,434.2060852050781,-867.6884765625,429.5061340332031,-864.2069091796875,498.6792297363281,-920.4244384765624,397.7528076171875,-1010.3046264648438,406.3558349609375,-848.4745483398438,435.8079528808594,-858.5883178710938,378.8740539550781,-820.0653686523438,495.7957763671875,-937.6514892578124,451.8208312988281,-869.43408203125,422.2644348144531,-849.3959350585938,373.646240234375,-1033.6502685546877,483.6087341308594,-938.3516845703124,496.0277404785156,-937.0189208984376,487.0035400390625,-933.035888671875,484.5239562988281,-936.1123657226562,486.9042053222656,-934.9599609375,346.7791442871094,-1074.7529296875
8,554.5786743164061,-761.6608276367188,579.2344970703125,-736.6500244140625,553.0914916992189,-748.5464477539062,541.8766479492189,-764.89013671875,486.38037109375,-863.6727905273438,593.1965942382812,-710.1012573242188,598.5316162109375,-707.4395751953125,606.814453125,-681.7144775390625,636.5780029296875,-637.9182739257812,544.5408325195311,-760.5853881835938,491.5071105957031,-868.5565795898438,597.2061767578125,-719.3994750976562,569.8177490234375,-728.610595703125,541.7025146484375,-764.949951171875,544.8280029296875,-760.5653686523438,578.4699096679688,-799.7186279296875,554.5093383789061,-749.9617919921875,456.7036743164063,-909.4488525390624,511.766357421875,-805.6319580078125,606.8128051757812,-682.27197265625,456.2274475097656,-909.121337890625,507.2336730957031,-792.3660888671875,464.2287902832031,-774.1384887695312,451.0896301269531,-754.7853393554688,491.0284729003906,-781.4197998046875,419.6244201660156,-733.8928833007812,500.9481201171875,-827.3656005859375,496.4142761230469,-838.8352661132812,447.5455017089844,-922.4111938476562,496.8957824707031,-836.6941528320312,495.1782531738281,-838.3058471679688,482.9212951660156,-851.94580078125,457.7301940917969,-872.5848999023438,434.211181640625,-867.6867065429688,429.590087890625,-864.1802368164062,498.7583312988281,-920.2230224609376,398.4037780761719,-1009.4176025390624,406.6046752929688,-848.5482177734375,435.7955932617188,-858.6177978515625,379.0993347167969,-820.2693481445312,495.79296875,-937.6575317382812,451.8271484375,-869.359619140625,422.40557861328125,-849.3956298828125,373.6892395019531,-1033.6796875,483.91485595703125,-938.3929443359376,496.2342224121094,-936.7933349609376,487.1059265136719,-932.848876953125,484.5339660644531,-936.11865234375,486.0016784667969,-934.1691284179688,346.81646728515625,-1074.777099609375
9,554.5941162109375,-761.6568603515625,579.7363891601562,-735.8731689453125,553.09814453125,-748.5447387695312,541.884765625,-764.889404296875,486.4794921875,-863.761962890625,592.6378784179688,-710.9279174804688,598.7915649414062,-707.0761108398438,607.0490112304688,-681.3272705078125,636.6298217773438,-637.9314575195312,544.5344848632811,-760.5849609375,492.2220458984375,-867.43212890625,597.7138061523438,-719.1642456054688,569.890380859375,-728.6099853515625,541.7034301757811,-764.9562377929688,544.8259887695311,-760.5634155273438,578.331298828125,-799.7761840820312,554.4981079101561,-749.949951171875,456.7395935058594,-909.4697265625,511.7332458496094,-805.6187744140625,606.7876586914062,-682.240234375,456.1881408691406,-909.0894775390624,507.0021362304688,-792.2667236328125,464.222900390625,-774.1703491210938,451.12506103515625,-754.8118286132812,491.119873046875,-781.6222534179688,419.6130065917969,-733.8760986328125,500.93682861328125,-827.3775634765625,496.41107177734375,-838.8553466796875,447.6195983886719,-922.4228515625,496.9051818847656,-836.6885986328125,495.1979370117188,-838.28271484375,482.9495544433594,-851.9560546875,457.8285217285156,-872.6416625976562,434.3212890625,-867.75537109375,429.5420837402344,-864.1484375,498.7200012207031,-919.9564819335938,398.9669494628906,-1008.5707397460938,406.57818603515625,-848.5451049804688,435.6761779785156,-858.5555419921875,379.2218933105469,-820.4816284179688,495.98822021484375,-937.7113037109376,451.85546875,-869.3324584960938,422.54766845703125,-849.48681640625,373.70880126953125,-1033.695068359375,483.9866027832031,-938.3881225585938,496.287841796875,-936.72314453125,487.2132263183594,-932.6607055664062,484.710693359375,-935.7615356445312,486.4084167480469,-934.53076171875,346.8544616699219,-1074.810302734375
