,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti11_centroid_x,ti11_centroid_y,ti12_centroid_x,ti12_centroid_y,ti13_centroid_x,ti13_centroid_y,ti15_centroid_x,ti15_centroid_y,ti17_centroid_x,ti17_centroid_y,ti18_centroid_x,ti18_centroid_y,ti19_centroid_x,ti19_centroid_y,ti20_centroid_x,ti20_centroid_y,ti39_centroid_x,ti39_centroid_y,ti65_centroid_x,ti65_centroid_y,ti73_centroid_x,ti73_centroid_y,ti80_centroid_x,ti80_centroid_y,ti88_centroid_x,ti88_centroid_y,ti92_centroid_x,ti92_centroid_y,ti100_centroid_x,ti100_centroid_y,ti97_centroid_x,ti97_centroid_y,ti111_centroid_x,ti111_centroid_y,ti114_centroid_x,ti114_centroid_y,ti119_centroid_x,ti119_centroid_y,ti131_centroid_x,ti131_centroid_y,ti132_centroid_x,ti132_centroid_y,ti135_centroid_x,ti135_centroid_y,ti137_centroid_x,ti137_centroid_y,ti140_centroid_x,ti140_centroid_y,ti154_centroid_x,ti154_centroid_y,ti163_centroid_x,ti163_centroid_y,ti165_centroid_x,ti165_centroid_y,ti171_centroid_x,ti171_centroid_y,ti172_centroid_x,ti172_centroid_y,ti178_centroid_x,ti178_centroid_y,ti177_centroid_x,ti177_centroid_y,ti181_centroid_x,ti181_centroid_y,ti185_centroid_x,ti185_centroid_y,ti186_centroid_x,ti186_centroid_y,ti187_centroid_x,ti187_centroid_y,ti198_centroid_x,ti198_centroid_y,ti201_centroid_x,ti201_centroid_y,ti207_centroid_x,ti207_centroid_y,ti212_centroid_x,ti212_centroid_y,ti214_centroid_x,ti214_centroid_y,ti216_centroid_x,ti216_centroid_y,ti226_centroid_x,ti226_centroid_y,ti236_centroid_x,ti236_centroid_y,ti240_centroid_x,ti240_centroid_y,ti241_centroid_x,ti241_centroid_y,ti248_centroid_x,ti248_centroid_y,ti251_centroid_x,ti251_centroid_y,ti252_centroid_x,ti252_centroid_y,ti263_centroid_x,ti263_centroid_y
0,485.9311218261719,-188.634033203125,487.0390625,-195.5579071044922,490.4356689453125,-193.53765869140625,472.8884582519531,-184.5803375244141,478.19378662109375,-190.33004760742188,505.54888916015625,-210.6322784423828,472.6482238769531,-178.80947875976562,441.9378662109375,-194.3005523681641,466.69915771484375,-221.7758331298828,494.3440246582031,-198.08978271484366,465.871337890625,-185.97982788085938,464.4215087890625,-153.4290771484375,409.8740539550781,-147.92434692382812,396.357666015625,-131.93069458007812,499.28118896484375,-237.6082000732422,434.22900390625,-204.9628143310547,437.4173889160156,-200.5943603515625,429.5381774902344,-212.0704040527344,470.0843505859375,-182.4661102294922,401.6283874511719,-138.06343078613278,397.14093017578125,-127.47904205322266,395.95147705078125,-131.05513000488278,401.4738464355469,-138.35453796386722,409.8708801269531,-148.00511169433594,449.0625,-180.8267059326172,456.60546875,-165.29916381835938,402.5843505859375,-133.91677856445312,410.2252197265625,-148.2745819091797,454.1766357421875,-174.5726776123047,439.6533508300781,-188.96597290039062,401.2115478515625,-137.83682250976562,429.8646240234375,-211.8106689453125,396.736572265625,-132.4847412109375,410.1206970214844,-148.07244873046875,438.0454406738281,-177.92091369628906,424.5938415527344,-219.2062225341797,451.817626953125,-170.56243896484375,401.8097229003906,-138.34095764160156,396.7823486328125,-132.34490966796878,401.9996643066406,-128.7769775390625,438.0128784179688,-190.3978729248047,451.3307800292969,-171.8186492919922,396.73681640625,-132.41647338867188,401.4964294433594,-138.40718078613278,411.03839111328125,-138.94635009765622,452.0667724609375,-173.16400146484375,428.73419189453125,-207.08274841308602,424.26544189453125,-153.3678741455078,397.2615966796875,-132.8602294921875,401.58697509765625,-138.34657287597656,449.119140625,-181.27642822265625,450.7901611328125,-173.34373474121094,410.30810546875,-148.4379425048828,401.4376220703125,-138.38082885742188,396.7384948730469,-132.44606018066406,451.742919921875,-170.4971466064453,401.51055908203125,-138.33197021484378,397.21783447265625,-132.97883605957028,401.4873046875,-138.2906494140625
1,485.9500732421875,-188.6294708251953,486.3809814453125,-194.79705810546875,490.4221496582031,-193.5640106201172,472.8418273925781,-184.47772216796875,478.0972290039063,-190.195556640625,504.8008728027344,-209.7446746826172,474.2660827636719,-180.8477783203125,442.26788330078125,-194.16867065429688,466.9253845214844,-221.4620513916016,494.0065002441406,-198.1099853515625,466.1549072265625,-186.237548828125,464.16827392578125,-153.80340576171875,409.89111328125,-147.901611328125,396.475830078125,-132.16204833984378,500.8846435546875,-239.3839263916016,434.6290893554688,-205.0870361328125,437.4083862304688,-200.3769073486328,429.5769958496094,-211.9559783935547,469.8527526855469,-182.1435852050781,401.401123046875,-137.93244934082028,396.2352294921875,-127.57067108154295,396.0460510253906,-131.2802734375,401.3556823730469,-137.84934997558594,409.8521423339844,-148.0147705078125,450.3334655761719,-181.238525390625,456.3450622558594,-165.2949981689453,403.6392211914063,-135.17237854003906,410.225341796875,-148.2740478515625,454.154052734375,-174.47467041015625,439.86224365234375,-190.2249298095703,401.0373840332031,-137.70613098144528,430.17529296875,-211.2981719970703,396.9518432617188,-132.57231140136722,410.1210632324219,-148.0718231201172,439.25439453125,-178.75955200195312,425.0672302246094,-220.7012176513672,452.3202209472656,-169.75863647460938,401.8842468261719,-138.33761596679688,396.8698120117188,-132.60467529296878,403.1393432617188,-130.29664611816406,437.9519348144531,-190.7905120849609,451.5315856933594,-171.21826171875,396.6151428222656,-132.55281066894528,401.4805908203125,-138.2696533203125,412.2502746582031,-140.17222595214844,451.9660949707031,-172.97276306152344,427.7518615722656,-208.3022918701172,424.9636535644531,-154.18185424804688,397.1280517578125,-132.72929382324222,401.6268615722656,-138.17868041992188,449.0584411621094,-181.4082794189453,450.7942810058594,-173.0304718017578,410.3078308105469,-148.43849182128906,401.39141845703125,-138.28611755371094,396.7243347167969,-132.44668579101562,452.0157165527344,-169.7012939453125,401.2012634277344,-138.5535888671875,397.23126220703125,-132.9530029296875,401.3511962890625,-138.53366088867188
2,485.9483642578125,-188.6213836669922,486.42718505859375,-194.86651611328125,490.4144592285156,-193.56602478027344,472.7829284667969,-184.4215545654297,478.0757446289063,-190.15933227539062,504.9090270996094,-209.8472442626953,474.2222595214844,-180.88079833984366,442.27813720703125,-194.1924133300781,466.9029541015625,-221.5574493408203,494.0190734863281,-198.12249755859366,466.1375732421875,-186.24142456054688,464.3317260742188,-153.59564208984375,409.800048828125,-147.93414306640625,396.58148193359375,-132.25106811523438,501.7802734375,-240.41847229003903,434.4064636230469,-205.0944366455078,437.4349060058594,-200.4478302001953,429.61309814453125,-211.98780822753903,469.9019775390625,-182.1084747314453,401.473388671875,-137.998291015625,395.3048400878906,-127.76669311523438,396.0377502441406,-131.29400634765622,401.3307495117188,-138.11865234375,409.84173583984375,-147.97930908203125,450.3213806152344,-181.4881134033203,456.1665649414063,-165.50228881835938,404.1198425292969,-135.93310546875,409.773681640625,-147.9353485107422,454.1359558105469,-174.27984619140625,439.0316162109375,-191.30029296875,400.9503173828125,-137.80804443359378,430.22503662109375,-211.15663146972656,396.8860778808594,-132.53401184082028,409.935546875,-148.0297393798828,439.34259033203125,-178.92567443847656,426.2037048339844,-218.6614990234375,452.5873107910156,-168.27853393554688,401.72271728515625,-138.37106323242188,397.1065673828125,-132.77847290039062,403.8960571289063,-131.22352600097656,437.88165283203125,-191.55918884277344,451.5173645019531,-169.86569213867188,396.7191467285156,-132.44081115722656,401.4439086914063,-138.44703674316406,412.7780151367188,-140.92991638183594,451.9933776855469,-172.5521697998047,427.03656005859375,-209.31922912597656,425.4274291992188,-154.7139434814453,397.0435791015625,-132.63235473632812,401.90826416015625,-138.03286743164062,448.8620910644531,-180.68695068359366,450.793212890625,-172.8022918701172,410.4292602539063,-148.509521484375,401.5720520019531,-138.1805419921875,396.6030883789063,-132.30523681640622,452.0577697753906,-168.53823852539062,401.2353820800781,-138.27597045898438,397.15948486328125,-133.06816101074222,401.264404296875,-138.50595092773438
3,485.9486083984375,-188.62631225585938,486.46575927734375,-194.9147186279297,490.422607421875,-193.560302734375,472.7369995117188,-184.3917999267578,478.0809631347656,-190.1550750732422,505.0677185058594,-209.96310424804688,474.2350463867188,-180.8526611328125,442.3484802246094,-194.08285522460938,466.86376953125,-221.5443878173828,494.0172119140625,-198.1273956298828,466.1464538574219,-186.22630310058602,464.2349548339844,-153.6317138671875,409.8086242675781,-147.9552459716797,396.548828125,-132.0887451171875,502.67022705078125,-241.4370422363281,434.3600463867188,-205.13156127929688,437.4279479980469,-200.49974060058602,429.6177978515625,-211.98670959472656,469.7932434082031,-181.98948669433602,401.4302673339844,-137.94007873535156,398.9939880371094,-130.23356628417972,396.1471862792969,-131.57147216796878,401.32061767578125,-138.36605834960938,409.8507385253906,-147.9409637451172,450.7281494140625,-181.01731872558602,455.840576171875,-165.77528381347656,404.8988037109375,-136.65351867675778,409.8168640136719,-147.94590759277344,454.1817321777344,-174.12075805664062,438.4068298339844,-192.07730102539062,400.9429016113281,-137.8438720703125,430.39141845703125,-210.92578125,396.6871643066406,-132.35725402832028,409.90521240234375,-147.9477081298828,439.1084289550781,-178.90908813476562,426.6509094238281,-218.01773071289062,452.4866638183594,-167.55494689941406,401.7143859863281,-138.39854431152344,397.084716796875,-132.66828918457028,405.0847473144531,-132.1558837890625,437.6634826660156,-192.0811767578125,451.6470947265625,-168.77500915527344,396.7695007324219,-132.44764709472656,401.1720275878906,-138.34471130371094,413.37445068359375,-141.5918426513672,452.0243225097656,-171.88217163085938,426.3901672363281,-210.2201995849609,425.85589599609375,-155.2180633544922,397.0580749511719,-132.67105102539062,401.48834228515625,-138.40475463867188,448.8369445800781,-180.27333068847656,450.7854919433594,-172.52853393554688,410.2492065429688,-148.26480102539062,401.5239562988281,-138.27877807617188,396.6629638671875,-132.30931091308594,452.0718078613281,-167.60939025878906,401.1518249511719,-138.24380493164062,397.24249267578125,-132.8974609375,400.8957824707031,-138.15957641601562
4,485.9591064453125,-188.6307678222656,486.53228759765625,-194.91038513183602,490.4164733886719,-193.5632781982422,472.79534912109375,-184.45150756835938,478.0863952636719,-190.1980438232422,505.1674499511719,-210.0949859619141,474.2442321777344,-180.85699462890625,442.3775634765625,-194.08834838867188,466.9234924316406,-221.4427795410156,494.0269775390625,-198.14015197753903,466.14068603515625,-186.22320556640625,464.1721496582031,-153.7178955078125,409.8750915527344,-148.2182159423828,396.4601135253906,-132.04251098632812,503.5050048828125,-242.3287811279297,434.26275634765625,-205.1163330078125,437.4443359375,-200.55877685546875,429.6266784667969,-211.9865875244141,469.757568359375,-181.84788513183602,401.41748046875,-137.8170166015625,399.5106201171875,-131.14860534667972,396.6033630371094,-132.16395568847656,401.3313903808594,-138.41444396972656,409.7610168457031,-147.96078491210938,450.74945068359375,-180.8071746826172,455.4809875488281,-166.46392822265625,405.5756530761719,-137.47257995605472,409.8224182128906,-147.97418212890625,454.2416687011719,-173.94680786132812,437.7730712890625,-192.9154357910156,401.1784057617188,-138.06037902832028,430.5213317871094,-210.6794586181641,396.725341796875,-132.35060119628906,409.8348388671875,-147.8601531982422,439.1411437988281,-178.6483612060547,426.773681640625,-217.51266479492188,452.40216064453125,-166.56642150878906,401.7653503417969,-138.50149536132812,396.7549743652344,-132.43798828125,405.8453674316406,-133.16708374023438,437.3482666015625,-192.65997314453125,451.4079895019531,-167.89161682128906,396.9455871582031,-132.59684753417972,401.2396240234375,-138.41571044921878,414.0472412109375,-142.2657928466797,452.0962524414063,-171.09671020507812,425.8263244628906,-211.0572052001953,426.2670593261719,-155.69252014160156,396.6600341796875,-132.38726806640622,401.3505859375,-138.20977783203122,448.976806640625,-180.20724487304688,450.7095031738281,-172.208740234375,409.7947998046875,-147.81846618652344,401.2680358886719,-138.15132141113278,396.7146301269531,-132.3924560546875,451.9992370605469,-166.8504180908203,401.2245178222656,-138.33451843261722,396.9391479492188,-132.53147888183594,400.7781982421875,-138.21612548828122
5,485.9399719238281,-188.60513305664062,486.46514892578125,-194.8511199951172,490.41607666015625,-193.56565856933602,472.8394470214844,-184.4898681640625,478.0933227539063,-190.2007751464844,505.0595703125,-209.96630859375,474.21856689453125,-180.8687896728516,442.4037170410156,-194.0088806152344,466.92083740234375,-221.394775390625,494.0207214355469,-198.13754272460938,466.1528625488281,-186.22348022460938,464.1978149414063,-153.7009735107422,409.83837890625,-148.1275634765625,396.70013427734375,-132.37985229492188,504.3260803222656,-243.23016357421875,434.1585693359375,-205.1397247314453,437.44183349609375,-200.59521484375,429.6461486816406,-211.9278259277344,469.65509033203125,-181.78692626953125,401.4588928222656,-137.95285034179688,400.02618408203125,-132.06471252441406,396.7637023925781,-132.427490234375,401.3699645996094,-138.43775939941406,409.740966796875,-147.97824096679688,450.70391845703125,-180.7900238037109,455.1259765625,-167.0763702392578,406.33050537109375,-138.36236572265622,409.8210144042969,-148.03338623046875,454.3416748046875,-173.7818603515625,437.0541687011719,-193.50379943847656,401.38507080078125,-138.14350891113278,430.60400390625,-210.6330718994141,396.6427917480469,-132.18809509277344,409.87701416015625,-147.90687561035156,438.9799499511719,-178.59378051757812,427.00048828125,-217.08074951171875,452.3965148925781,-165.67674255371094,401.4949035644531,-138.21188354492188,396.737060546875,-132.45576477050778,406.4234313964844,-133.97819519042972,437.0447082519531,-193.2994842529297,451.209716796875,-166.95477294921875,396.9203796386719,-132.53791809082028,401.163330078125,-138.46266174316406,414.79296875,-142.96414184570312,452.1496887207031,-170.28187561035156,425.1963806152344,-211.9141998291016,426.7193603515625,-156.09426879882812,396.70751953125,-132.39395141601562,401.52734375,-138.10421752929688,449.0023193359375,-180.3551788330078,450.8100280761719,-171.93087768554688,409.8271484375,-147.8746337890625,401.3326416015625,-138.23541259765622,396.7208557128906,-132.36787414550778,451.9264526367188,-166.03872680664062,400.9258728027344,-138.03398132324222,396.7383728027344,-132.28912353515622,400.6490783691406,-137.84837341308594
6,485.9395446777344,-188.6125946044922,486.4878234863281,-194.90170288085938,490.4216613769531,-193.56126403808602,472.862548828125,-184.51422119140625,478.0962524414063,-190.2017364501953,505.1238098144531,-210.03504943847656,474.2131042480469,-180.85606384277344,442.4439392089844,-193.94541931152344,466.8788757324219,-221.40280151367188,494.02056884765625,-198.1459045410156,466.14337158203125,-186.22427368164062,464.27081298828125,-153.63316345214844,409.8464050292969,-148.09481811523438,396.5428466796875,-132.27284240722656,505.1805725097656,-244.17198181152344,434.08209228515625,-205.15098571777344,437.4414978027344,-200.61697387695312,429.6697998046875,-211.86700439453125,469.5955505371094,-181.72824096679688,401.39599609375,-137.79496765136722,400.5428466796875,-132.97871398925778,396.6854248046875,-132.36074829101562,401.3987731933594,-138.39202880859378,409.8038330078125,-148.02767944335938,450.81036376953125,-180.6894836425781,454.7633666992188,-167.63243103027344,407.0586853027344,-139.13961791992188,409.7689514160156,-148.01905822753906,454.166748046875,-173.5203399658203,436.5751953125,-193.9758758544922,401.44439697265625,-138.20701599121094,430.6508483886719,-210.7432556152344,396.7237548828125,-132.28182983398438,409.9240417480469,-147.94334411621094,438.9888305664063,-178.78334045410156,426.9840393066406,-216.89308166503903,452.274169921875,-164.8609161376953,401.3570251464844,-138.15971374511722,396.7221374511719,-132.45542907714844,407.35357666015625,-134.99545288085938,436.723876953125,-193.8368682861328,451.0061340332031,-165.99501037597656,396.8690185546875,-132.51356506347656,401.08642578125,-138.260986328125,415.5626525878906,-143.87498474121094,452.1382141113281,-169.45643615722656,424.5921630859375,-212.768310546875,427.0872497558594,-156.57249450683594,396.6779174804688,-132.44465637207028,401.5054626464844,-138.18009948730472,449.0163879394531,-180.09097290039062,450.7673645019531,-171.5768280029297,409.8955383300781,-147.91781616210938,401.1109924316406,-137.8936767578125,396.73345947265625,-132.40631103515622,451.8547668457031,-165.41995239257812,400.7481994628906,-137.83251953125,396.6122131347656,-132.12092590332028,400.8605346679688,-137.77357482910156
7,485.9332580566406,-188.59739685058602,486.541015625,-194.9143524169922,490.42578125,-193.56040954589844,472.8628845214844,-184.5396270751953,478.1033630371094,-190.19541931152344,505.015869140625,-209.8971405029297,474.2039489746094,-180.8516998291016,442.5329895019531,-193.88096618652344,466.857177734375,-221.4126434326172,494.0295715332031,-198.1442413330078,466.14007568359375,-186.22921752929688,464.25982666015625,-153.6891326904297,409.8345947265625,-148.0498809814453,396.6417846679688,-132.36073303222656,506.0474548339844,-245.13677978515625,434.0895690917969,-205.1011657714844,437.4390563964844,-200.61659240722656,429.6727294921875,-211.84115600585938,469.4847412109375,-181.6309051513672,401.5257568359375,-137.86373901367188,401.05902099609375,-133.89292907714844,396.658447265625,-132.26631164550778,401.2087097167969,-138.26144409179688,409.7855529785156,-148.0125274658203,450.83990478515625,-180.6320953369141,454.4057312011719,-168.20892333984375,407.8307495117188,-140.05355834960938,409.7604675292969,-147.95164489746094,454.2055358886719,-173.21572875976562,435.961669921875,-194.4073181152344,401.2658386230469,-138.12887573242188,430.6369934082031,-210.7157440185547,396.58502197265625,-132.17105102539062,409.9394836425781,-148.0138702392578,439.0469970703125,-178.88052368164062,427.3911743164063,-216.2912139892578,452.1560974121094,-163.97323608398438,401.4150085449219,-138.31411743164062,396.57720947265625,-132.29380798339844,408.1237182617188,-135.44561767578122,436.4642333984375,-194.3248443603516,450.7582092285156,-165.08026123046875,396.8507995605469,-132.52458190917972,401.19189453125,-138.30859375,416.12109375,-144.4784393310547,452.1424560546875,-168.66122436523438,424.0555114746094,-213.54808044433602,427.5038757324219,-156.968505859375,396.65948486328125,-132.50018310546878,401.4980163574219,-138.24009704589844,448.8204956054688,-179.99786376953125,450.832275390625,-171.03863525390625,409.91302490234375,-147.92970275878906,401.249267578125,-138.07237243652344,396.57513427734375,-132.27276611328122,451.7377624511719,-164.7050018310547,401.0202026367188,-138.09907531738278,396.5084533691406,-132.08367919921878,400.8056945800781,-137.84072875976562
8,485.9388732910156,-188.6109771728516,486.56884765625,-194.9182586669922,490.3804931640625,-193.5996856689453,472.8860168457031,-184.55670166015625,478.10296630859375,-190.18777465820312,504.94622802734375,-209.8272705078125,474.2261352539063,-180.8392333984375,442.6519470214844,-193.77464294433602,467.0814514160156,-221.2140655517578,494.0138244628906,-198.1376037597656,466.1285095214844,-186.24012756347656,464.2038269042969,-153.74566650390625,409.81817626953125,-148.01966857910156,396.6944580078125,-132.42433166503906,506.8882751464844,-246.073974609375,434.0981750488281,-205.0925445556641,437.4088745117188,-200.6355133056641,429.70355224609375,-211.79269409179688,469.4580993652344,-181.6333312988281,401.408203125,-137.8380126953125,403.73382568359375,-135.07327270507812,396.5935363769531,-132.21589660644528,401.3209838867188,-138.20965576171878,409.8106384277344,-148.02406311035156,450.8651123046875,-180.5823974609375,453.9975280761719,-168.79129028320312,408.5113220214844,-140.78131103515625,409.82623291015625,-147.92282104492188,454.27471923828125,-172.79681396484375,435.3221435546875,-195.2279815673828,401.2867431640625,-138.24325561523438,430.7867736816406,-210.5966644287109,396.6684265136719,-132.23150634765622,409.9653625488281,-148.01806640625,439.1619567871094,-179.03990173339844,427.6345520019531,-215.6656951904297,451.9700927734375,-163.17373657226562,401.2523193359375,-138.19454956054688,396.4765930175781,-132.1630859375,408.94732666015625,-136.37413024902344,436.2783203125,-194.6776123046875,450.5083923339844,-164.2407684326172,396.8581848144531,-132.51609802246094,401.1116943359375,-138.16795349121094,416.7864074707031,-145.15675354003906,452.1534423828125,-167.82012939453125,423.4285888671875,-214.5139617919922,427.9354248046875,-157.40032958984375,396.6566162109375,-132.48941040039062,401.4621887207031,-138.32542419433594,448.80755615234375,-179.90216064453125,450.7485656738281,-170.42227172851562,409.8411865234375,-147.86050415039062,401.3335571289063,-138.18257141113278,396.4967346191406,-132.15199279785156,451.583251953125,-163.9414825439453,401.2120971679688,-138.11720275878906,396.6041870117188,-132.21452331542972,401.02545166015625,-138.10331726074222
9,485.9431457519531,-188.6129608154297,486.50885009765625,-194.93028259277344,490.404541015625,-193.57298278808602,472.9038696289063,-184.5723114013672,478.091796875,-190.17747497558602,505.074951171875,-209.99237060546875,474.2521667480469,-180.82501220703125,442.6658020019531,-193.635009765625,467.0008239746094,-221.33372497558602,494.0267028808594,-198.1368103027344,466.133544921875,-186.24234008789062,464.1711120605469,-153.78561401367188,409.79522705078125,-147.99705505371094,396.6965026855469,-132.43606567382812,507.7730102539063,-247.0381317138672,434.0780334472656,-205.1397857666016,437.4400634765625,-200.6517791748047,429.70550537109375,-211.8731231689453,469.4767150878906,-181.60885620117188,401.77978515625,-137.92236328125,404.8262023925781,-136.15913391113278,396.7135620117188,-132.33555603027344,401.34698486328125,-138.23124694824222,409.7947082519531,-147.99880981445312,451.0135803222656,-180.67498779296875,453.5962829589844,-169.3759307861328,409.183837890625,-141.55348205566406,409.8370971679688,-147.99832153320312,454.2513122558594,-172.27484130859375,434.7668151855469,-196.8712615966797,401.3243103027344,-138.34576416015622,430.9257507324219,-210.4902648925781,396.7016906738281,-132.29814147949222,409.9107360839844,-148.0436553955078,439.0986328125,-179.0693359375,427.9712829589844,-214.9919586181641,451.7781982421875,-162.28170776367188,401.1512145996094,-138.11700439453122,396.42919921875,-132.11715698242188,409.7710876464844,-137.30215454101562,435.9558410644531,-195.0342559814453,450.0898742675781,-163.50421142578125,396.865478515625,-132.50798034667972,401.2083435058594,-138.24220275878906,417.4571228027344,-145.8939208984375,452.17681884765625,-166.9747772216797,422.899169921875,-215.3072204589844,428.2987976074219,-157.7823486328125,396.69122314453125,-132.51432800292972,401.3177795410156,-138.23759460449222,448.7944641113281,-179.8079376220703,450.73150634765625,-169.7567901611328,409.8501892089844,-147.94049072265625,401.2524108886719,-138.04672241210938,396.58599853515625,-132.25724792480472,451.4052429199219,-163.20191955566406,400.936279296875,-137.88371276855472,396.6559448242188,-132.30146789550778,401.1611328125,-137.86782836914062
