,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti13_centroid_x,ti13_centroid_y,ti33_centroid_x,ti33_centroid_y,ti101_centroid_x,ti101_centroid_y,ti130_centroid_x,ti130_centroid_y,ti143_centroid_x,ti143_centroid_y,ti152_centroid_x,ti152_centroid_y,ti104_centroid_x,ti104_centroid_y,ti184_centroid_x,ti184_centroid_y,ti175_centroid_x,ti175_centroid_y,ti189_centroid_x,ti189_centroid_y,ti254_centroid_x,ti254_centroid_y,ti241_centroid_x,ti241_centroid_y,ti263_centroid_x,ti263_centroid_y,ti274_centroid_x,ti274_centroid_y,ti239_centroid_x,ti239_centroid_y,ti341_centroid_x,ti341_centroid_y,ti260_centroid_x,ti260_centroid_y,ti193_centroid_x,ti193_centroid_y,ti362_centroid_x,ti362_centroid_y,ti420_centroid_x,ti420_centroid_y,ti463_centroid_x,ti463_centroid_y,ti468_centroid_x,ti468_centroid_y,ti497_centroid_x,ti497_centroid_y,ti522_centroid_x,ti522_centroid_y,ti525_centroid_x,ti525_centroid_y,ti339_centroid_x,ti339_centroid_y,ti558_centroid_x,ti558_centroid_y,ti543_centroid_x,ti543_centroid_y,ti609_centroid_x,ti609_centroid_y,ti625_centroid_x,ti625_centroid_y,ti651_centroid_x,ti651_centroid_y,ti635_centroid_x,ti635_centroid_y,ti661_centroid_x,ti661_centroid_y,ti726_centroid_x,ti726_centroid_y,ti738_centroid_x,ti738_centroid_y,ti739_centroid_x,ti739_centroid_y,ti756_centroid_x,ti756_centroid_y,ti780_centroid_x,ti780_centroid_y,ti771_centroid_x,ti771_centroid_y,ti808_centroid_x,ti808_centroid_y,ti826_centroid_x,ti826_centroid_y,ti849_centroid_x,ti849_centroid_y,ti854_centroid_x,ti854_centroid_y,ti855_centroid_x,ti855_centroid_y,ti899_centroid_x,ti899_centroid_y,ti919_centroid_x,ti919_centroid_y,ti982_centroid_x,ti982_centroid_y,ti1052_centroid_x,ti1052_centroid_y
0,692.8004760742188,-1370.700927734375,725.8049926757812,-1385.7451171875,689.14599609375,-1375.8143310546875,676.625244140625,-1360.5849609375,647.2783813476562,-1374.63818359375,640.1612548828125,-1378.6475830078125,648.1177368164062,-1367.609375,651.3139038085938,-1349.105712890625,646.028076171875,-1362.8994140625,664.93994140625,-1326.2135009765625,660.5031127929688,-1331.30126953125,762.7362670898438,-1391.010986328125,769.2905883789062,-1381.257568359375,773.4935913085938,-1383.63232421875,648.6122436523438,-1366.83349609375,757.8895874023438,-1389.1607666015625,788.3683471679688,-1408.468994140625,765.0476684570312,-1393.592529296875,762.8280639648438,-1392.2469482421875,682.6183471679688,-1356.81591796875,781.861083984375,-1392.174072265625,781.0078125,-1388.9791259765625,790.6969604492188,-1395.317626953125,779.0144653320312,-1402.5845947265625,788.7803344726562,-1394.112060546875,785.693603515625,-1406.2264404296875,792.8782348632812,-1411.3861083984375,796.3008422851562,-1416.107177734375,806.2852783203125,-1420.6180419921875,800.7147827148438,-1401.88330078125,803.8551635742188,-1404.6640625,676.3958740234375,-1351.2020263671875,821.5011596679688,-1415.3153076171875,813.2816772460938,-1425.3857421875,801.525146484375,-1417.903564453125,817.0955200195312,-1413.6767578125,797.6622314453125,-1402.053466796875,836.6576538085938,-1424.70166015625,815.3419799804688,-1412.15771484375,813.4267578125,-1410.6417236328125,833.48583984375,-1441.3948974609375,810.7051391601562,-1424.2281494140625,683.5226440429688,-1364.622802734375,823.3715209960938,-1416.746337890625,841.3860473632812,-1444.82861328125,821.3740844726562,-1415.4747314453125,832.3419189453125,-1438.2862548828125,838.3486328125,-1444.233154296875,817.0538940429688,-1413.1932373046875,819.2691040039062,-1414.69482421875,816.0700073242188,-1426.8048095703125,829.8912963867188,-1437.15673828125,837.2640991210938,-1442.39453125,872.6243286132812,-1471.9112548828125,874.1174926757812,-1471.1395263671875,890.2980346679688,-1461.257568359375,798.2088012695312,-1444.96240234375
1,692.1725463867188,-1370.3460693359375,724.7490234375,-1385.0372314453125,691.1243896484375,-1377.16845703125,676.770751953125,-1360.694580078125,647.2830200195312,-1374.5987548828125,640.275390625,-1378.4820556640625,648.4349975585938,-1367.0771484375,651.3121337890625,-1349.09716796875,646.109619140625,-1362.9520263671875,664.9629516601562,-1326.096435546875,660.1824340820312,-1332.0361328125,762.7333374023438,-1391.0323486328125,768.9244384765625,-1382.31298828125,773.4966430664062,-1383.6290283203125,648.4819946289062,-1366.9654541015625,757.8905639648438,-1389.1610107421875,788.1946411132812,-1407.2197265625,765.0903930664062,-1393.8250732421875,762.8294067382812,-1392.2464599609375,681.946533203125,-1355.8734130859375,781.8773803710938,-1392.153076171875,780.7678833007812,-1390.57421875,790.6903686523438,-1395.3306884765625,779.0879516601562,-1402.619140625,788.2688598632812,-1395.0687255859375,785.6898193359375,-1406.229736328125,792.871337890625,-1411.3929443359375,796.2976684570312,-1416.111328125,806.2879028320312,-1420.6158447265625,799.5812377929688,-1403.1845703125,803.8533325195312,-1404.6663818359375,676.4007568359375,-1351.20068359375,820.2491455078125,-1416.8984375,813.2843627929688,-1425.3856201171875,801.5421142578125,-1417.9349365234375,816.9605102539062,-1413.6893310546875,797.6708374023438,-1402.04052734375,836.6483764648438,-1424.713134765625,815.403076171875,-1412.135498046875,813.4193115234375,-1410.670166015625,833.55126953125,-1441.41162109375,810.7102661132812,-1424.22216796875,683.5421752929688,-1364.582275390625,823.1172485351562,-1417.4295654296875,841.3721313476562,-1444.8001708984375,820.8433837890625,-1416.5794677734375,831.5148315429688,-1439.7646484375,838.3114624023438,-1444.273681640625,817.7825317382812,-1413.2838134765625,818.8944702148438,-1416.4202880859375,816.0753173828125,-1426.798828125,830.475341796875,-1437.5205078125,837.294189453125,-1442.416259765625,872.584228515625,-1471.640869140625,873.5709228515625,-1471.2177734375,890.332275390625,-1460.9947509765625,799.2565307617188,-1445.6883544921875
2,691.06591796875,-1369.5997314453125,723.0862426757812,-1383.8555908203125,692.1875,-1377.882568359375,676.7239990234375,-1360.736083984375,647.0653076171875,-1374.7564697265625,640.2332763671875,-1378.614501953125,648.2761840820312,-1367.3248291015625,651.3196411132812,-1349.0926513671875,646.0797119140625,-1363.0404052734375,664.8596801757812,-1325.8970947265625,659.9774169921875,-1332.248779296875,762.7371215820312,-1391.031005859375,769.051513671875,-1382.073974609375,772.6548461914062,-1384.6966552734375,648.3944091796875,-1366.9500732421875,758.3779296875,-1388.7706298828125,788.2007446289062,-1407.21630859375,765.0940551757812,-1393.824462890625,762.9224853515625,-1392.14111328125,681.4549560546875,-1355.7142333984375,781.8709106445312,-1392.1656494140625,780.6259765625,-1390.3504638671875,789.836181640625,-1396.0289306640625,779.065185546875,-1402.7342529296875,788.2567749023438,-1395.0758056640625,785.6829223632812,-1406.2366943359375,792.8765258789062,-1411.38916015625,796.2130126953125,-1416.1422119140625,806.2265014648438,-1420.606201171875,799.5860595703125,-1403.1832275390625,803.2452392578125,-1405.500732421875,676.4102783203125,-1351.19482421875,820.2516479492188,-1416.898193359375,813.4437255859375,-1425.3299560546875,801.5398559570312,-1417.9683837890625,816.9603271484375,-1413.6981201171875,797.6698608398438,-1401.8531494140625,836.646484375,-1424.7132568359375,815.3919677734375,-1412.1368408203125,813.4306640625,-1410.6527099609375,833.6347045898438,-1441.2822265625,810.9031982421875,-1424.22900390625,683.5499877929688,-1364.582763671875,823.0407104492188,-1417.319091796875,841.3905639648438,-1444.7779541015625,820.8500366210938,-1416.5638427734375,831.5078735351562,-1439.772216796875,838.4638061523438,-1444.156494140625,817.7869262695312,-1413.2760009765625,818.8788452148438,-1416.433349609375,816.0653686523438,-1426.8125,830.48291015625,-1437.515869140625,837.3662109375,-1442.3515625,873.9515380859375,-1470.2960205078125,873.3720092773438,-1471.3082275390625,890.5770263671875,-1460.6593017578125,800.6357421875,-1446.5797119140625
3,690.3840942382812,-1369.1788330078125,721.9505004882812,-1382.998046875,693.238525390625,-1378.630859375,676.6851806640625,-1360.6529541015625,647.1939086914062,-1374.6444091796875,640.2849731445312,-1378.5191650390625,648.4315795898438,-1367.052978515625,651.3102416992188,-1349.09326171875,646.1093139648438,-1363.008544921875,664.9432373046875,-1325.4334716796875,660.0838623046875,-1332.2110595703125,762.7305297851562,-1391.025146484375,769.0545654296875,-1382.07080078125,772.65576171875,-1384.696533203125,648.2561645507812,-1367.0184326171875,758.3128051757812,-1389.000732421875,788.250732421875,-1407.510009765625,765.2211303710938,-1393.6473388671875,762.927490234375,-1392.1859130859375,681.050537109375,-1355.3609619140625,781.8775634765625,-1392.158935546875,780.671875,-1390.366943359375,789.8212890625,-1396.03076171875,779.0809936523438,-1402.8896484375,788.20068359375,-1395.350341796875,785.6840209960938,-1406.2430419921875,792.7992553710938,-1411.251220703125,796.2140502929688,-1416.141845703125,806.2125244140625,-1420.6505126953125,799.5910034179688,-1403.181640625,803.2501831054688,-1405.4991455078125,676.4083251953125,-1351.1949462890625,820.2635498046875,-1416.8887939453125,813.343505859375,-1425.34814453125,801.49169921875,-1417.981201171875,816.9719848632812,-1413.6998291015625,797.4960327148438,-1401.8284912109375,836.7005004882812,-1424.703125,814.8637084960938,-1413.06103515625,813.4118041992188,-1410.6827392578125,833.718505859375,-1441.1671142578125,810.8341674804688,-1424.1522216796875,683.556640625,-1364.576416015625,823.0029296875,-1417.2940673828125,841.3953247070312,-1444.77001953125,820.8519897460938,-1416.5616455078125,831.433349609375,-1439.7825927734375,838.5762939453125,-1443.990966796875,817.7838745117188,-1413.2890625,818.6141967773438,-1416.3123779296875,816.048828125,-1426.8341064453125,830.4826049804688,-1437.53173828125,837.0490112304688,-1442.5994873046875,874.1582641601562,-1470.005126953125,873.3385009765625,-1471.32861328125,890.595703125,-1460.17529296875,801.9509887695312,-1447.4371337890625
4,689.7902221679688,-1368.8126220703125,720.8004150390625,-1382.176513671875,694.3896484375,-1379.2166748046875,676.924560546875,-1360.7774658203125,647.11767578125,-1374.5899658203125,640.2198486328125,-1378.4222412109375,648.3235473632812,-1367.18603515625,651.3062133789062,-1349.08642578125,646.0244750976562,-1363.15234375,665.1312866210938,-1325.3819580078125,660.0830688476562,-1332.079345703125,762.7219848632812,-1391.0302734375,769.0579833984375,-1382.0738525390625,772.6578979492188,-1384.7041015625,648.5394897460938,-1366.8304443359375,758.3417358398438,-1389.041748046875,788.3031005859375,-1407.4334716796875,765.5512084960938,-1393.6873779296875,762.9585571289062,-1392.0269775390625,680.8148803710938,-1354.95263671875,781.862548828125,-1392.1611328125,780.5521850585938,-1390.29638671875,789.8838500976562,-1396.3101806640625,779.0748901367188,-1402.889404296875,788.23193359375,-1395.3548583984375,785.6807861328125,-1406.2471923828125,792.571533203125,-1411.4862060546875,796.2166748046875,-1416.1395263671875,806.1829833984375,-1420.6712646484375,799.6016845703125,-1403.1729736328125,803.2609252929688,-1405.490478515625,676.4099731445312,-1351.19677734375,820.3741455078125,-1416.8651123046875,813.3744506835938,-1425.392578125,801.5326538085938,-1417.9874267578125,816.9808959960938,-1413.6864013671875,797.4931030273438,-1401.7833251953125,836.6898193359375,-1424.7037353515625,814.8562622070312,-1413.0894775390625,813.4776611328125,-1411.762451171875,833.6160278320312,-1441.1429443359375,810.80322265625,-1424.1199951171875,683.5745849609375,-1364.554931640625,823.0664672851562,-1417.2784423828125,841.4020385742188,-1444.75439453125,820.8569946289062,-1416.5595703125,831.500732421875,-1439.7325439453125,838.6785888671875,-1443.849853515625,817.7682495117188,-1413.302001953125,818.7354125976562,-1416.2044677734375,816.0921020507812,-1426.8582763671875,830.4279174804688,-1437.5718994140625,836.9296875,-1442.634033203125,874.3934326171875,-1469.6158447265625,873.2191772460938,-1471.4697265625,890.6962890625,-1461.69677734375,803.153564453125,-1448.154296875
5,689.2032470703125,-1368.436279296875,719.7346801757812,-1381.4322509765625,695.5081787109375,-1379.9329833984375,677.2462768554688,-1360.9295654296875,647.197509765625,-1374.5908203125,640.2250366210938,-1378.4337158203125,648.21728515625,-1367.3582763671875,651.3158569335938,-1349.0977783203125,646.0704956054688,-1363.08544921875,665.0473022460938,-1325.5267333984375,660.1257934570312,-1331.9840087890625,762.7281494140625,-1391.0263671875,769.058837890625,-1382.07373046875,772.6129150390625,-1385.1385498046875,648.5477294921875,-1366.8441162109375,758.3782958984375,-1388.9979248046875,788.2584838867188,-1407.5169677734375,765.5858764648438,-1393.732666015625,762.9649047851562,-1392.0447998046875,680.3262329101562,-1354.8428955078125,781.864990234375,-1392.159912109375,780.4962158203125,-1390.2906494140625,789.8074951171875,-1396.304443359375,779.10302734375,-1402.6385498046875,788.2099609375,-1395.401123046875,785.597900390625,-1406.2762451171875,792.5769653320312,-1411.7235107421875,796.056396484375,-1415.731689453125,806.1895141601562,-1420.7171630859375,799.6010131835938,-1403.1700439453125,803.2603759765625,-1405.4874267578125,676.4210815429688,-1351.1888427734375,820.3921508789062,-1416.865966796875,813.4764404296875,-1425.4122314453125,801.7337646484375,-1417.8018798828125,816.9716796875,-1413.69775390625,797.4116821289062,-1401.7724609375,836.5986938476562,-1424.917236328125,814.8677368164062,-1413.0718994140625,813.465576171875,-1411.7757568359375,833.6602783203125,-1441.0714111328125,810.8948974609375,-1423.7974853515625,683.5774536132812,-1364.5509033203125,823.0457153320312,-1417.319091796875,841.4043579101562,-1444.751953125,820.849609375,-1416.5672607421875,831.68212890625,-1439.5142822265625,838.7462158203125,-1443.6005859375,817.7586059570312,-1413.308837890625,818.7311401367188,-1416.2171630859375,816.1834716796875,-1426.90576171875,830.3046264648438,-1437.774658203125,836.9755249023438,-1442.457763671875,874.705322265625,-1469.4222412109375,873.1527709960938,-1471.5543212890625,890.1477661132812,-1462.490966796875,804.3348999023438,-1448.9622802734375
6,688.6168823242188,-1368.0592041015625,718.7212524414062,-1380.7843017578125,696.6013793945312,-1380.65771484375,677.0556640625,-1360.8243408203125,647.205322265625,-1374.84423828125,640.3939208984375,-1378.377197265625,648.371826171875,-1367.12646484375,655.8588256835938,-1352.131591796875,646.1761474609375,-1363.0477294921875,664.6532592773438,-1326.1591796875,660.0856323242188,-1331.9716796875,762.9647216796875,-1390.9049072265625,768.9314575195312,-1382.4200439453125,772.6092529296875,-1385.1375732421875,648.345458984375,-1367.149169921875,758.2955932617188,-1388.976806640625,788.2615356445312,-1407.512939453125,765.4961547851562,-1393.5042724609375,763.1531372070312,-1391.7625732421875,679.9331665039062,-1354.5296630859375,781.8588256835938,-1392.15966796875,780.4385375976562,-1390.287841796875,789.9517211914062,-1396.3177490234375,779.2200927734375,-1402.6573486328125,788.0496215820312,-1395.37939453125,785.5987548828125,-1406.276123046875,792.552978515625,-1411.8414306640625,795.9888305664062,-1416.0283203125,806.2694091796875,-1420.5198974609375,799.6527099609375,-1402.83154296875,803.2627563476562,-1405.487548828125,676.4205322265625,-1351.1983642578125,820.2726440429688,-1416.7911376953125,813.3863525390625,-1425.2901611328125,801.7778930664062,-1417.641845703125,816.969482421875,-1413.698486328125,797.3353881835938,-1401.7578125,836.616455078125,-1424.825439453125,814.8489379882812,-1413.1019287109375,813.4631958007812,-1411.7828369140625,833.7186889648438,-1440.988037109375,811.0230712890625,-1423.95263671875,683.5362548828125,-1364.5428466796875,823.0286254882812,-1417.36474609375,841.40966796875,-1444.7496337890625,820.8041381835938,-1416.64697265625,831.8145751953125,-1439.4071044921875,838.62646484375,-1443.42529296875,817.7669067382812,-1413.313232421875,818.6783447265625,-1416.0150146484375,816.2214965820312,-1426.8447265625,830.3997192382812,-1437.53466796875,837.0524291992188,-1442.2503662109375,874.7737426757812,-1469.00439453125,873.0418090820312,-1471.5975341796875,890.1148681640625,-1462.480224609375,805.6094970703125,-1449.8092041015625
7,688.2548828125,-1367.8238525390625,717.6279296875,-1380.2283935546875,697.700927734375,-1381.3587646484375,676.9033203125,-1360.7625732421875,647.255615234375,-1374.67626953125,640.3876342773438,-1378.404052734375,648.4662475585938,-1366.95849609375,656.6962890625,-1352.5863037109375,646.258544921875,-1363.2064208984375,664.469970703125,-1326.3681640625,660.0956420898438,-1331.9034423828125,762.7210693359375,-1391.550537109375,769.0405883789062,-1382.080078125,772.6258544921875,-1385.163330078125,648.34814453125,-1367.17529296875,758.5350952148438,-1388.954833984375,788.2667846679688,-1407.5057373046875,765.130126953125,-1393.58984375,763.152099609375,-1391.9298095703125,679.5307006835938,-1354.2191162109375,781.6832275390625,-1392.135009765625,780.3765869140625,-1390.2896728515625,789.939697265625,-1396.32470703125,779.19384765625,-1402.5577392578125,787.963623046875,-1395.365478515625,785.601318359375,-1406.2738037109375,792.5166625976562,-1411.971923828125,796.2158203125,-1415.619384765625,806.1592407226562,-1420.7989501953125,799.6610107421875,-1402.913818359375,803.2744750976562,-1405.478271484375,676.4315185546875,-1351.20166015625,820.3981323242188,-1416.9483642578125,813.4415893554688,-1425.2021484375,801.6480712890625,-1417.8734130859375,816.829833984375,-1413.9356689453125,797.258056640625,-1401.7734375,836.9209594726562,-1425.0460205078125,814.5211791992188,-1413.1044921875,813.4608154296875,-1411.78662109375,833.7415161132812,-1440.9498291015625,810.9859008789062,-1424.091796875,683.5281372070312,-1364.5462646484375,823.1304321289062,-1417.335693359375,841.61865234375,-1444.5614013671875,820.871337890625,-1416.52783203125,831.8628540039062,-1439.3096923828125,838.5,-1443.5965576171875,817.7387084960938,-1413.5823974609375,818.668212890625,-1416.0286865234375,816.20751953125,-1426.7933349609375,830.2252197265625,-1437.7269287109375,837.1719970703125,-1442.1263427734375,875.1792602539062,-1468.718505859375,872.9562377929688,-1471.7025146484375,890.061767578125,-1461.994140625,806.7474975585938,-1450.5845947265625
8,687.8284912109375,-1367.572509765625,716.6195678710938,-1379.511474609375,698.798583984375,-1382.056884765625,676.8201293945312,-1360.73486328125,647.0319213867188,-1375.2069091796875,640.36865234375,-1378.43994140625,648.4093017578125,-1367.0609130859375,657.7218017578125,-1353.2694091796875,646.2467651367188,-1363.241455078125,664.463134765625,-1326.423583984375,660.0889282226562,-1331.8701171875,762.7247924804688,-1391.5538330078125,769.0368041992188,-1382.0791015625,772.78857421875,-1385.318359375,648.326416015625,-1367.1212158203125,758.578125,-1388.865478515625,788.4205322265625,-1407.28857421875,765.1412353515625,-1393.57666015625,763.1708984375,-1391.74560546875,679.3198852539062,-1354.17822265625,781.6128540039062,-1392.054931640625,780.6424560546875,-1390.346923828125,789.9357299804688,-1396.327880859375,779.1569213867188,-1402.5245361328125,787.8457641601562,-1395.46533203125,785.3717041015625,-1407.267578125,792.5299072265625,-1412.0018310546875,796.1494750976562,-1415.6920166015625,806.2357788085938,-1420.6942138671875,799.7626953125,-1402.7491455078125,803.274169921875,-1405.487060546875,676.4387817382812,-1351.1920166015625,820.4078979492188,-1416.953125,813.3307495117188,-1425.3819580078125,801.641845703125,-1417.82861328125,816.9979858398438,-1413.8140869140625,797.198974609375,-1401.743896484375,836.9022216796875,-1425.0758056640625,814.6415405273438,-1413.116455078125,813.4566650390625,-1411.7850341796875,833.8743896484375,-1440.74658203125,810.8760375976562,-1423.9735107421875,683.4188842773438,-1364.7410888671875,823.153564453125,-1417.3094482421875,841.6588745117188,-1444.479248046875,820.8748779296875,-1416.497802734375,831.9381713867188,-1439.2667236328125,838.3923950195312,-1443.6429443359375,817.8015747070312,-1413.5616455078125,818.6749877929688,-1416.0245361328125,816.2515258789062,-1426.73779296875,830.1012573242188,-1437.946533203125,837.1806030273438,-1442.04248046875,875.2239990234375,-1468.3707275390625,872.83251953125,-1471.8284912109375,890.1065063476562,-1462.0594482421875,807.9037475585938,-1451.333984375
9,687.3460693359375,-1367.2191162109375,715.6367797851562,-1378.76953125,699.891357421875,-1382.73779296875,676.7581787109375,-1360.7015380859375,647.1328125,-1374.960693359375,640.3700561523438,-1378.44921875,648.504638671875,-1366.911865234375,658.4260864257812,-1353.71533203125,646.1957397460938,-1363.10595703125,664.4627685546875,-1326.4100341796875,660.1799926757812,-1331.8580322265625,762.725830078125,-1391.5538330078125,769.0621337890625,-1382.1451416015625,772.7393798828125,-1385.4442138671875,648.302734375,-1367.1529541015625,758.4762573242188,-1388.9134521484375,788.2816772460938,-1407.4990234375,765.1117553710938,-1393.5946044921875,763.1575927734375,-1391.9129638671875,679.0176391601562,-1354.0050048828125,781.5858764648438,-1392.0240478515625,780.5303955078125,-1390.3951416015625,789.5747680664062,-1396.5274658203125,779.1530151367188,-1402.6480712890625,787.8091430664062,-1395.5040283203125,785.4217529296875,-1407.1588134765625,792.3710327148438,-1412.040771484375,796.1591186523438,-1415.80322265625,806.294921875,-1420.6461181640625,799.8322143554688,-1402.5234375,803.2857666015625,-1405.489013671875,676.4298706054688,-1351.20263671875,820.350341796875,-1416.64501953125,813.36767578125,-1425.50341796875,801.6425170898438,-1417.62109375,816.9238891601562,-1413.884033203125,797.1099853515625,-1401.7611083984375,836.8153076171875,-1424.8804931640625,814.3152465820312,-1413.126953125,813.453857421875,-1411.7894287109375,833.8397216796875,-1440.54931640625,810.854248046875,-1423.9486083984375,683.4889526367188,-1364.631103515625,823.1475830078125,-1417.2791748046875,841.5462036132812,-1444.7056884765625,820.8341064453125,-1416.554443359375,831.9436645507812,-1439.26318359375,838.4524536132812,-1443.73828125,817.849365234375,-1413.5604248046875,818.6742553710938,-1416.0406494140625,816.2855224609375,-1426.7105712890625,830.1088256835938,-1437.9415283203125,837.1692504882812,-1442.1390380859375,875.267333984375,-1468.449462890625,872.7252197265625,-1471.9422607421875,889.9984130859375,-1462.0474853515625,809.0866088867188,-1452.0518798828125
