,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti11_centroid_x,ti11_centroid_y,ti12_centroid_x,ti12_centroid_y,ti13_centroid_x,ti13_centroid_y,ti55_centroid_x,ti55_centroid_y,ti79_centroid_x,ti79_centroid_y,ti98_centroid_x,ti98_centroid_y,ti99_centroid_x,ti99_centroid_y,ti109_centroid_x,ti109_centroid_y,ti120_centroid_x,ti120_centroid_y,ti126_centroid_x,ti126_centroid_y,ti132_centroid_x,ti132_centroid_y,ti137_centroid_x,ti137_centroid_y,ti140_centroid_x,ti140_centroid_y,ti157_centroid_x,ti157_centroid_y,ti180_centroid_x,ti180_centroid_y,ti208_centroid_x,ti208_centroid_y,ti222_centroid_x,ti222_centroid_y,ti238_centroid_x,ti238_centroid_y,ti243_centroid_x,ti243_centroid_y,ti252_centroid_x,ti252_centroid_y,ti272_centroid_x,ti272_centroid_y,ti312_centroid_x,ti312_centroid_y,ti328_centroid_x,ti328_centroid_y,ti363_centroid_x,ti363_centroid_y,ti370_centroid_x,ti370_centroid_y,ti387_centroid_x,ti387_centroid_y,ti439_centroid_x,ti439_centroid_y,ti480_centroid_x,ti480_centroid_y,ti482_centroid_x,ti482_centroid_y,ti491_centroid_x,ti491_centroid_y,ti540_centroid_x,ti540_centroid_y,ti565_centroid_x,ti565_centroid_y,ti610_centroid_x,ti610_centroid_y,ti623_centroid_x,ti623_centroid_y,ti674_centroid_x,ti674_centroid_y,ti689_centroid_x,ti689_centroid_y,ti700_centroid_x,ti700_centroid_y,ti702_centroid_x,ti702_centroid_y,ti746_centroid_x,ti746_centroid_y,ti795_centroid_x,ti795_centroid_y,ti813_centroid_x,ti813_centroid_y,ti836_centroid_x,ti836_centroid_y,ti868_centroid_x,ti868_centroid_y,ti1055_centroid_x,ti1055_centroid_y,ti1098_centroid_x,ti1098_centroid_y,ti1105_centroid_x,ti1105_centroid_y,ti1196_centroid_x,ti1196_centroid_y,ti1178_centroid_x,ti1178_centroid_y,ti1240_centroid_x,ti1240_centroid_y,ti1241_centroid_x,ti1241_centroid_y,ti1380_centroid_x,ti1380_centroid_y,ti1447_centroid_x,ti1447_centroid_y,ti1433_centroid_x,ti1433_centroid_y,ti1556_centroid_x,ti1556_centroid_y,ti1592_centroid_x,ti1592_centroid_y,ti1604_centroid_x,ti1604_centroid_y,ti1617_centroid_x,ti1617_centroid_y,ti1640_centroid_x,ti1640_centroid_y,ti1679_centroid_x,ti1679_centroid_y,ti1700_centroid_x,ti1700_centroid_y,ti1750_centroid_x,ti1750_centroid_y,ti1785_centroid_x,ti1785_centroid_y
0,404.3217468261719,-987.5939331054688,398.189453125,-1009.9783935546876,396.5885314941406,-998.8283081054688,412.3319091796875,-975.6032104492188,439.5162963867188,-935.3305053710938,454.9981689453125,-918.8250732421876,493.4676818847656,-860.83447265625,380.80303955078125,-1022.812744140625,373.1294250488281,-1034.3837890625,325.5753173828125,-1105.0186767578123,345.3345031738281,-1075.1422119140623,395.4745788574219,-986.784423828125,433.8924560546875,-928.0702514648438,400.69287109375,-958.609130859375,447.2488708496094,-923.955810546875,392.7300415039063,-943.30322265625,369.5914001464844,-927.9342651367188,433.7905883789063,-927.9696655273438,316.3185119628906,-892.9547119140625,380.2928161621094,-945.054443359375,353.6074523925781,-927.0511474609376,484.4002685546875,-867.1271362304688,393.2555236816406,-943.4556274414062,473.9073486328125,-953.8043212890624,446.7593994140625,-924.49267578125,381.69415283203125,-1021.42236328125,344.2095031738281,-1075.5748291015623,373.1337890625,-1034.2857666015623,474.0543212890625,-953.7457885742188,484.4198913574219,-867.1834106445312,423.11907958984375,-973.8590087890624,426.1145324707031,-969.2576904296876,487.04833984375,-934.75390625,474.44329833984375,-953.59765625,433.6364135742188,-927.8889770507812,483.50103759765625,-938.6439208984376,487.0432434082031,-934.7384033203124,514.4086303710939,-821.8958740234375,485.9075012207031,-937.121826171875,458.5656433105469,-874.9099731445312,455.8511962890625,-872.5009155273438,411.97503662109375,-974.9636840820312,553.0255126953125,-763.8751831054688,440.76153564453125,-861.6953125,444.4423522949219,-874.9978637695312,433.8441467285156,-857.6844482421875,412.593505859375,-844.7689819335938,498.6897277832031,-920.5756225585938,415.5244140625,-854.7849731445312,434.8351440429688,-868.0352783203125,511.8521728515625,-824.7618408203125,553.5916137695311,-763.2400512695312,558.3385620117189,-757.6469116210938,483.4009704589844,-852.5018310546875,495.8898315429688,-835.7201538085938,496.2225646972656,-838.8445434570312,553.5789794921875,-763.1144409179688,539.814208984375,-823.2682495117188,546.375,-814.6755981445312,546.1324462890625,-816.0285034179688,512.5327758789061,-806.5111083984375,469.1427612304688,-777.3931274414062,409.25030517578125,-727.7008056640625,629.9496459960938,-653.6024169921875,451.0889892578125,-755.4524536132812,434.9274597167969,-754.4813232421875,463.8439025878906,-773.191650390625,457.7619018554688,-769.230712890625,560.537109375,-753.1779174804688,542.679443359375,-762.2447509765625
1,404.3870849609375,-987.462158203125,399.36279296875,-1008.2824096679688,396.6270751953125,-998.7372436523438,412.153564453125,-975.6576538085938,439.4527587890625,-935.3479614257812,453.944580078125,-920.2059326171876,492.7221984863281,-861.9946899414062,380.7546691894531,-1022.754638671875,373.163818359375,-1034.5804443359377,325.5900573730469,-1105.020263671875,345.34930419921875,-1075.143798828125,395.4866638183594,-986.7824096679688,433.90997314453125,-928.0789184570312,400.2672729492188,-958.536376953125,446.8787841796875,-924.5169067382812,392.732421875,-943.3128662109376,369.58099365234375,-927.9209594726562,433.7880554199219,-927.9723510742188,316.32342529296875,-892.95703125,380.2254943847656,-945.1863403320312,353.6017150878906,-927.040283203125,484.4090270996094,-867.1331787109375,393.25286865234375,-943.4517211914062,473.91485595703125,-953.7987670898438,445.8923645019531,-925.5007934570312,381.5997924804688,-1021.4402465820312,344.2130432128906,-1075.55322265625,373.1361083984375,-1034.2769775390623,474.0478210449219,-953.7713623046876,484.1815490722656,-867.01806640625,424.4787902832031,-973.0112915039062,427.9783020019531,-967.9718627929688,486.65814208984375,-934.9185791015624,474.44580078125,-953.5961303710938,433.6415100097656,-927.8964233398438,483.5015563964844,-938.626953125,487.0433044433594,-934.7210083007812,514.3426513671875,-821.6240234375,485.9051513671875,-937.1242065429688,458.3914489746094,-874.853271484375,456.0617370605469,-872.8304443359375,411.9894409179688,-974.972900390625,553.0056762695311,-763.8465576171875,440.8538513183594,-861.596923828125,445.70556640625,-875.1029663085938,433.4736328125,-857.6365356445312,412.4231262207031,-845.35205078125,498.7142639160156,-920.0142211914062,415.7679138183594,-855.209228515625,434.8243103027344,-868.0116577148438,511.3842468261719,-825.5429077148438,553.7969360351561,-763.035400390625,558.3429565429689,-757.6521606445312,483.3959655761719,-852.5061645507812,497.2515563964844,-837.1129760742188,496.1160888671875,-838.8929443359375,553.5744018554689,-763.1041870117188,539.7676391601561,-823.3213500976562,545.648681640625,-815.1953735351562,546.134765625,-816.0284423828125,512.2128295898439,-806.3533325195312,469.1466674804688,-777.3877563476562,409.1338806152344,-727.8953247070312,629.9689331054688,-653.6130981445312,451.0236511230469,-755.5008544921875,434.9354553222656,-754.471923828125,463.5901794433594,-773.1625366210938,457.78607177734375,-768.9203491210938,560.7154541015625,-753.2692260742188,542.6803588867189,-762.2520751953125
2,404.386474609375,-987.4586181640624,399.9688720703125,-1007.2881469726562,396.6198425292969,-998.7236938476562,412.1755065917969,-975.6649780273438,439.4420471191406,-935.3922729492188,453.4283142089844,-921.1192016601562,491.7798156738281,-862.6345825195312,380.8088073730469,-1022.7603149414062,373.0561218261719,-1034.7501220703123,325.601318359375,-1105.017822265625,345.3607482910156,-1075.141357421875,395.4984436035156,-986.7887573242188,433.9142150878906,-928.0865478515624,400.311279296875,-958.7451782226562,446.9351806640625,-924.44140625,392.4967651367188,-943.24853515625,369.0715637207031,-927.709228515625,433.79248046875,-927.9761962890624,316.54962158203125,-892.631591796875,380.1808776855469,-945.0729370117188,353.5934143066406,-927.0526123046876,484.5417175292969,-867.0115966796875,393.2481384277344,-943.4575805664062,473.9225158691406,-953.8062744140624,446.0222473144531,-925.0859985351562,381.5815124511719,-1021.4172973632812,346.0459899902344,-1074.314697265625,373.2452392578125,-1034.4285888671877,474.04473876953125,-953.794921875,484.29205322265625,-866.851806640625,425.0202331542969,-972.3453369140624,428.13702392578125,-967.439453125,486.6648254394531,-934.9247436523438,474.4528503417969,-953.601806640625,433.65228271484375,-927.8939208984376,483.5081787109375,-938.6323852539062,485.8108215332031,-933.85302734375,514.4019165039061,-821.8335571289062,485.9068298339844,-937.1241455078124,458.3420104980469,-874.9517822265625,456.1276550292969,-873.0650634765625,412.416015625,-974.9236450195312,552.8759765625,-763.8050537109375,440.6927185058594,-861.6080932617188,445.3671569824219,-874.4857177734375,433.527587890625,-857.6517333984375,412.21563720703125,-845.871337890625,498.7189331054688,-920.011474609375,415.6860961914063,-855.00341796875,434.74560546875,-867.8776245117188,511.2551574707031,-825.7200317382812,553.9981079101561,-763.4778442382812,558.3958129882811,-757.0643310546875,483.3940734863281,-852.5111083984375,497.2654113769531,-837.1141967773438,496.037353515625,-838.8280029296875,553.7323608398439,-763.0511474609375,539.7283325195311,-823.3088989257812,545.3516845703125,-815.0014038085938,546.1507568359375,-816.0142822265625,512.068603515625,-806.2096557617188,469.1392822265625,-777.4136352539062,409.5355224609375,-727.3528442382812,628.0759887695312,-655.555908203125,450.99407958984375,-755.4739990234375,436.5438537597656,-755.408935546875,463.7099304199219,-773.21337890625,457.3911743164063,-769.5060424804688,560.6423950195311,-753.2717895507812,542.6690673828125,-762.2615356445312
3,404.3888854980469,-987.4584350585938,400.5836791992188,-1006.3521728515624,396.5999755859375,-998.7134399414062,412.2134704589844,-975.6386108398438,439.4208068847656,-935.4544677734376,452.96771240234375,-921.9373168945312,491.0697937011719,-863.6627197265625,380.7886352539063,-1022.7638549804688,373.08587646484375,-1034.594482421875,325.61212158203125,-1105.0235595703123,345.3741455078125,-1075.3055419921877,395.5142517089844,-986.7926025390624,433.9235229492188,-928.0949096679688,400.4161682128906,-958.752685546875,446.951171875,-924.3821411132812,392.4007873535156,-943.2291870117188,368.8583679199219,-927.5835571289062,433.78509521484375,-927.9739990234376,316.47711181640625,-892.6775512695312,380.0655212402344,-945.0966186523438,353.5869140625,-927.0618286132812,484.54034423828125,-866.9850463867188,393.18115234375,-943.5313110351562,473.9258728027344,-953.8080444335938,446.0783386230469,-924.8414916992188,381.5133666992188,-1021.4107666015624,346.0649719238281,-1074.3006591796877,373.430419921875,-1034.431396484375,474.04620361328125,-953.7901000976562,484.26275634765625,-866.8970947265625,424.9635925292969,-972.3322143554688,428.4927062988281,-966.8909912109376,486.6741027832031,-934.9277954101562,474.4585876464844,-953.6122436523438,433.66839599609375,-927.8976440429688,483.51373291015625,-938.6339111328124,485.64404296875,-934.2650756835938,514.2269897460939,-821.7584838867188,483.9681701660156,-936.470703125,458.9274291992188,-875.0586547851562,456.1219482421875,-872.9534301757812,412.5112915039063,-974.7899169921876,552.9088134765625,-763.8229370117188,440.7832946777344,-861.5509033203125,445.3538818359375,-874.8681640625,433.5249328613281,-857.6881713867188,412.1733703613281,-845.809326171875,498.7206115722656,-920.0087890625,415.6828002929688,-855.0001831054688,434.6350402832031,-867.8215942382812,511.14208984375,-825.9161987304688,553.7235107421875,-763.4027099609375,558.623046875,-757.1111450195312,483.3941650390625,-852.5197143554688,497.28466796875,-837.122314453125,496.0762023925781,-838.7738037109375,553.822509765625,-762.9986572265625,539.7855834960939,-823.3806762695312,545.4238891601561,-814.7518310546875,546.2196655273439,-816.0187377929688,511.8359375,-806.0948486328125,469.039306640625,-777.5523681640625,409.34210205078125,-727.6033935546875,627.5673828125,-656.6566772460938,451.05474853515625,-755.4133911132812,436.3937683105469,-756.5377197265625,463.6293029785156,-773.3972778320312,457.27423095703125,-769.2613525390625,560.6068725585939,-753.3623657226562,542.68798828125,-762.2752685546875
4,404.4105224609375,-987.45751953125,401.2418518066406,-1005.4461669921876,396.6416320800781,-998.7395629882812,412.21484375,-975.6859741210938,439.4925231933594,-935.4385375976562,452.3742065429688,-922.8153686523438,490.39697265625,-864.86279296875,380.8241271972656,-1022.8002319335938,372.9222717285156,-1034.84130859375,325.6274719238281,-1105.027099609375,345.3861999511719,-1075.2646484375,395.5216674804688,-986.7899169921876,433.9297180175781,-928.0936279296876,400.3330383300781,-958.7565307617188,446.9347839355469,-924.3200073242188,392.4288635253906,-943.1795043945312,368.6336669921875,-927.3855590820312,433.7793884277344,-927.9630737304688,316.4544677734375,-892.74951171875,379.96380615234375,-945.1143188476562,353.5967712402344,-927.0645141601562,484.3441162109375,-866.9893188476562,393.2041015625,-943.5316162109376,473.9278259277344,-953.817138671875,446.4366149902344,-924.2777099609376,381.4917297363281,-1021.4823608398438,346.0649719238281,-1074.2904052734377,373.5177307128906,-1034.2481689453123,474.0605163574219,-953.7828369140624,484.2232055664063,-866.8793334960938,425.0119934082031,-972.091796875,428.9510498046875,-966.0515747070312,485.78302001953125,-935.0835571289062,474.4747619628906,-953.6050415039062,433.6787414550781,-927.8995361328124,483.5256652832031,-938.6467895507812,485.5963439941406,-934.5617065429688,514.2598876953125,-821.7114868164062,483.9674072265625,-936.4736938476562,459.0784912109375,-874.922607421875,455.9120788574219,-872.6284790039062,412.6447448730469,-974.7356567382812,553.0723876953125,-763.9457397460938,440.7337341308594,-861.5933837890625,445.33209228515625,-874.97607421875,433.88916015625,-857.846923828125,412.1936950683594,-845.6564331054688,498.7277221679688,-920.0183715820312,415.4298400878906,-854.8997802734375,434.5974426269531,-867.8115844726562,511.1663818359375,-826.0137329101562,553.5758666992189,-763.5393676757812,558.7616577148439,-757.0350341796875,483.3932800292969,-852.5150146484375,497.2949523925781,-837.1198120117188,495.9176940917969,-838.6917724609375,553.6547241210939,-763.115234375,540.0718994140625,-823.0601196289062,545.4071044921875,-814.7799072265625,546.204345703125,-816.0758056640625,511.7383117675781,-806.023681640625,468.9400329589844,-777.6539306640625,409.3543701171875,-727.626953125,627.1953735351562,-657.544677734375,451.2447204589844,-755.4153442382812,436.4993591308594,-756.1571655273438,463.36309814453125,-773.3317260742188,457.2472839355469,-769.2801513671875,560.537841796875,-753.337158203125,542.690185546875,-762.27783203125
5,404.3890686035156,-987.4596557617188,401.8560485839844,-1004.5204467773438,396.6864013671875,-998.7109375,412.2028198242188,-975.658447265625,439.49066162109375,-935.443359375,451.7436218261719,-923.7177734375,489.7526245117188,-865.95947265625,380.84027099609375,-1022.8124389648438,373.0145568847656,-1034.774658203125,325.635009765625,-1105.0244140625,345.7032470703125,-1074.9822998046877,395.5366516113281,-986.796875,433.94342041015625,-928.0911865234376,400.3287658691406,-958.7605590820312,446.8706970214844,-924.3392333984376,392.2558288574219,-943.0449829101562,368.545166015625,-927.3401489257812,433.7710266113281,-927.978271484375,316.38543701171875,-892.842529296875,379.92718505859375,-945.1077880859376,353.60443115234375,-927.071533203125,484.28564453125,-867.0001831054688,393.1372985839844,-943.5689086914062,473.9350891113281,-953.8123168945312,446.3943176269531,-924.2945556640624,381.50634765625,-1021.4578857421876,346.06146240234375,-1074.2923583984377,373.584228515625,-1034.2938232421877,474.0723876953125,-953.7769775390624,484.3067321777344,-866.6513061523438,425.062255859375,-972.0565185546876,429.29376220703125,-965.2780151367188,485.5561828613281,-935.2275390625,474.4810180664063,-953.6028442382812,433.6886596679688,-927.8904418945312,483.5299987792969,-938.6506958007812,485.71478271484375,-934.3005981445312,514.3158569335939,-821.740966796875,483.971923828125,-936.4724731445312,459.3927307128906,-874.7990112304688,456.2880554199219,-872.948486328125,412.71380615234375,-974.6969604492188,553.1441040039061,-764.0061645507812,440.69622802734375,-861.6041259765625,445.34478759765625,-875.078125,433.8255615234375,-857.7633666992188,412.3258666992188,-845.564208984375,498.6327209472656,-919.9869384765624,415.1140441894531,-854.66259765625,434.4791564941406,-867.8436889648438,511.2223510742188,-825.9082641601562,553.538330078125,-763.351318359375,558.8943481445311,-756.9114990234375,483.3935241699219,-852.5033569335938,497.24755859375,-837.107421875,496.1247863769531,-838.6587524414062,553.5380859375,-763.1638793945312,540.159912109375,-822.9168090820312,545.6248779296875,-814.411376953125,546.2117309570311,-816.081298828125,511.6870422363281,-805.954833984375,469.0220947265625,-777.4949340820312,409.34503173828125,-727.6505126953125,626.7786254882812,-658.6972045898438,451.1529846191406,-755.4747314453125,436.5552368164063,-755.9210205078125,463.06048583984375,-773.2357177734375,457.2709045410156,-769.1661376953125,560.4967651367189,-753.2953491210938,542.6943969726561,-762.28857421875
6,404.42279052734375,-987.4577026367188,402.36077880859375,-1003.72509765625,396.7301330566406,-998.66845703125,412.2710571289063,-975.6395263671876,439.5371398925781,-935.3780517578124,451.193115234375,-924.5328369140624,489.2722473144531,-867.0191040039062,380.9969482421875,-1022.6148071289062,373.13507080078125,-1034.6123046875,325.47149658203125,-1104.9400634765623,345.86041259765625,-1074.7762451171877,395.5400695800781,-986.803955078125,433.95098876953125,-928.0914306640624,400.1111145019531,-958.759521484375,446.7938232421875,-924.3242797851562,392.1278991699219,-942.9482421875,368.4094543457031,-927.2344970703124,433.7645568847656,-927.9854736328124,316.4363098144531,-892.7290649414062,379.9383850097656,-945.0845336914062,353.7276306152344,-927.3351440429688,484.183837890625,-866.9296264648438,393.3894958496094,-943.339599609375,473.9359436035156,-953.822265625,446.2496032714844,-924.44140625,381.5020751953125,-1021.5634155273438,346.0565490722656,-1074.2913818359377,373.64825439453125,-1034.3577880859377,474.076904296875,-953.7798461914062,484.2061767578125,-866.7525634765625,425.1154479980469,-972.0121459960938,429.2931518554688,-964.6614379882812,485.3282470703125,-935.376220703125,474.4862976074219,-953.6099853515624,433.6885681152344,-927.887451171875,483.5340270996094,-938.6632690429688,486.3390808105469,-933.8402709960938,514.3125,-821.6533813476562,483.9747314453125,-936.479248046875,459.5142211914063,-874.8029174804688,456.3528137207031,-873.0595703125,412.6009216308594,-974.9326171875,553.1854858398439,-763.9766235351562,440.6997375488281,-861.6134033203125,445.3935546875,-875.1007080078125,433.757568359375,-857.7557373046875,412.2922668457031,-845.4971923828125,498.56536865234375,-920.101806640625,414.859375,-854.6034545898438,434.4155578613281,-867.8278198242188,511.21612548828125,-826.0332641601562,553.3534545898439,-763.5651245117188,558.986083984375,-756.8333740234375,483.3994140625,-852.4898071289062,497.24224853515625,-837.0966796875,496.2730407714844,-838.7730102539062,553.5411376953125,-763.0742797851562,540.1375122070311,-822.843505859375,545.744873046875,-814.2552490234375,546.1298828125,-816.0791015625,511.6644592285156,-805.9209594726562,468.99786376953125,-777.56640625,409.3149719238281,-727.7307739257812,626.1149291992188,-659.4556884765625,451.0907897949219,-755.3870239257812,436.33343505859375,-755.8126831054688,463.002197265625,-773.1725463867188,457.2274475097656,-769.174072265625,560.4931640625,-753.2822265625,542.69775390625,-762.2952880859375
7,404.4205932617188,-987.4494018554688,402.9369201660156,-1002.90625,396.7112731933594,-998.71435546875,412.2634582519531,-975.6203002929688,439.5499572753906,-935.3685913085938,450.5702209472656,-925.5333251953124,488.6534118652344,-868.02294921875,380.8974304199219,-1022.6475219726562,372.93408203125,-1034.861572265625,325.44342041015625,-1104.936767578125,346.0606384277344,-1074.691162109375,396.441162109375,-988.6148681640624,433.94439697265625,-928.1101684570312,399.9969787597656,-958.782470703125,446.7502136230469,-924.2678833007812,392.0537109375,-942.87939453125,368.4995727539063,-927.3203125,433.7744140625,-927.9876098632812,316.40716552734375,-892.7755737304688,379.9927978515625,-945.1055297851562,353.67425537109375,-927.4032592773438,484.1808471679688,-866.9381103515625,393.4505310058594,-943.4137573242188,473.9124755859375,-953.882080078125,446.46710205078125,-924.0709228515624,381.4971618652344,-1021.6389770507812,346.05694580078125,-1074.28759765625,373.4435729980469,-1034.2880859375,474.0786743164063,-953.7923583984376,484.19268798828125,-866.8392333984375,425.1700439453125,-971.9729614257812,429.5669860839844,-964.4556274414062,485.1090087890625,-935.5060424804688,474.4969177246094,-953.6077270507812,433.6930847167969,-927.8790893554688,483.5374450683594,-938.6737060546876,486.6360168457031,-933.8549194335938,514.3820190429689,-821.59521484375,483.9738464355469,-936.4768676757812,459.4458923339844,-874.8549194335938,456.3726501464844,-873.0817260742188,412.6177978515625,-974.8444213867188,553.0704956054689,-763.8969116210938,440.7635498046875,-861.670654296875,445.4288024902344,-875.1536254882812,433.73175048828125,-857.7384643554688,412.2051086425781,-845.5846557617188,498.5947265625,-919.9732055664062,414.7038879394531,-854.5454711914062,434.35772705078125,-867.8203125,511.428955078125,-825.8512573242188,553.4169311523439,-763.4537963867188,559.266845703125,-756.5692138671875,483.4032897949219,-852.474609375,497.2492980957031,-837.103515625,495.9746398925781,-838.555908203125,553.5262451171875,-763.117919921875,540.3533325195311,-822.6673583984375,545.9179077148439,-813.9483032226562,546.1353149414061,-816.072998046875,511.62445068359375,-805.903076171875,469.088623046875,-777.5302734375,409.2459411621094,-727.6974487304688,625.5185546875,-660.4388427734375,451.0898132324219,-755.3837890625,436.3599548339844,-755.8472290039062,462.9762268066406,-773.2171020507812,457.0789489746094,-769.13818359375,560.5311279296875,-753.3394775390625,542.7009887695311,-762.3076171875
8,404.4429626464844,-987.4219970703124,403.5322265625,-1002.0736083984376,396.7203674316406,-998.724609375,412.2496337890625,-975.6068115234376,439.60833740234375,-935.2893676757812,449.9640808105469,-926.4424438476562,488.1774291992188,-869.077392578125,380.8807678222656,-1022.7271118164062,372.8018493652344,-1035.03515625,325.43902587890625,-1104.9307861328123,346.06597900390625,-1074.566162109375,396.447021484375,-988.6134033203124,433.94732666015625,-928.1212158203124,399.7691650390625,-959.03759765625,446.7037353515625,-924.1986694335938,392.0711975097656,-942.8746337890624,368.86859130859375,-927.5755004882812,433.7820739746094,-927.9939575195312,316.26177978515625,-892.6626586914062,379.9638366699219,-945.1083374023438,353.70257568359375,-927.39892578125,484.2807312011719,-866.92333984375,393.44610595703125,-943.438720703125,473.9178466796875,-953.8793334960938,446.4576110839844,-924.0064697265624,381.4928588867188,-1021.6498413085938,346.0634765625,-1074.286376953125,373.5594787597656,-1034.282470703125,474.079345703125,-953.7919921875,484.0942993164063,-866.8444213867188,425.2166442871094,-971.9308471679688,430.0414733886719,-963.9505004882812,484.88128662109375,-935.6417236328124,474.5123901367188,-953.6124877929688,433.699462890625,-927.8770141601562,483.5396118164063,-938.6728515625,486.9318237304688,-933.8580322265624,514.4751586914061,-821.4720458984375,483.9876403808594,-936.4845581054688,459.5204162597656,-874.9680786132812,456.3736877441406,-873.0621337890625,412.68011474609375,-974.7902221679688,553.137939453125,-763.9237670898438,440.7962951660156,-861.7068481445312,445.4635620117188,-875.1236572265625,433.7052307128906,-857.725830078125,412.2649841308594,-845.7774047851562,498.5385437011719,-920.0140380859376,414.988525390625,-854.7877197265625,434.3163146972656,-867.8352661132812,511.4322509765625,-825.8640747070312,553.3424682617189,-763.6524047851562,559.3800659179689,-756.454833984375,483.4080505371094,-852.4609375,497.2336730957031,-837.0980224609375,496.1836853027344,-838.7111206054688,553.4932861328125,-763.1238403320312,540.5331420898439,-822.4280395507812,545.9976196289061,-813.8519897460938,546.1375122070311,-816.0690307617188,511.6177062988281,-805.89501953125,469.100830078125,-777.5431518554688,409.2190856933594,-727.7234497070312,624.8682250976562,-661.3724975585938,451.0514831542969,-755.3372192382812,436.2525634765625,-756.1688232421875,463.1471862792969,-773.3628540039062,457.0721130371094,-769.135986328125,560.53515625,-753.349853515625,542.705078125,-762.307373046875
9,404.4328002929688,-987.4232177734376,404.1119079589844,-1001.2137451171876,396.6973571777344,-998.7352905273438,412.2543029785156,-975.595458984375,439.6043395996094,-935.3043212890624,449.3685302734375,-927.3574829101562,487.487060546875,-870.0106201171875,380.88970947265625,-1022.7217407226562,372.9769592285156,-1034.8502197265623,325.4470520019531,-1104.9315185546877,346.0593566894531,-1074.4769287109377,396.4585571289063,-988.6095581054688,433.9429016113281,-928.1251220703124,400.2775268554688,-958.7479858398438,446.7370300292969,-924.193359375,391.9987182617188,-942.8131103515624,369.1128234863281,-927.7461547851562,433.7893981933594,-927.998779296875,316.2413635253906,-892.64990234375,379.9351196289063,-945.0758666992188,353.84857177734375,-927.663330078125,484.38671875,-866.7847290039062,393.4331665039063,-943.4518432617188,473.924560546875,-953.8611450195312,446.4848327636719,-923.9573364257812,381.4197692871094,-1021.702392578125,346.0681457519531,-1074.3040771484377,373.51885986328125,-1034.2120361328123,474.0814208984375,-953.7854614257812,484.0749206542969,-866.8742065429688,425.27081298828125,-971.894287109375,430.4850463867188,-963.4170532226562,486.4255676269531,-934.366943359375,474.5221862792969,-953.615234375,433.6986999511719,-927.8660278320312,483.5435485839844,-938.6759033203124,487.2293701171875,-933.8649291992188,514.4762573242189,-821.4483642578125,483.9914245605469,-936.4917602539062,459.7064514160156,-874.7860107421875,456.3777160644531,-873.072021484375,412.7710876464844,-974.8121948242188,553.2021484375,-763.8731079101562,440.8240051269531,-861.7393188476562,445.4617919921875,-875.0675048828125,433.6866149902344,-857.6774291992188,412.1055603027344,-845.9080200195312,498.5373840332031,-920.018798828125,414.9097900390625,-855.184326171875,434.37884521484375,-867.9011840820312,511.3283386230469,-825.9644775390625,553.4578247070311,-763.533203125,559.493896484375,-756.3418579101562,483.405517578125,-852.4479370117188,497.2334289550781,-837.1091918945312,496.17138671875,-838.705322265625,553.4636840820311,-763.1491088867188,540.50830078125,-821.8899536132812,546.0833129882811,-813.6226806640625,546.1511840820311,-816.0790405273438,511.6430969238281,-805.89208984375,469.0499572753906,-777.5029296875,409.2394409179688,-727.7319946289062,624.259033203125,-662.1989135742188,451.0201110839844,-755.3602905273438,436.1392211914063,-756.2940063476562,463.0005493164063,-773.1376342773438,457.0714416503906,-769.1442260742188,560.431396484375,-753.5584716796875,542.7088012695311,-762.3088989257812
