,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti12_centroid_x,ti12_centroid_y,ti13_centroid_x,ti13_centroid_y,ti14_centroid_x,ti14_centroid_y,ti35_centroid_x,ti35_centroid_y,ti46_centroid_x,ti46_centroid_y,ti61_centroid_x,ti61_centroid_y,ti65_centroid_x,ti65_centroid_y,ti69_centroid_x,ti69_centroid_y,ti70_centroid_x,ti70_centroid_y,ti75_centroid_x,ti75_centroid_y,ti77_centroid_x,ti77_centroid_y,ti92_centroid_x,ti92_centroid_y,ti94_centroid_x,ti94_centroid_y,ti97_centroid_x,ti97_centroid_y,ti111_centroid_x,ti111_centroid_y,ti113_centroid_x,ti113_centroid_y,ti117_centroid_x,ti117_centroid_y,ti126_centroid_x,ti126_centroid_y,ti128_centroid_x,ti128_centroid_y,ti131_centroid_x,ti131_centroid_y,ti132_centroid_x,ti132_centroid_y,ti144_centroid_x,ti144_centroid_y,ti162_centroid_x,ti162_centroid_y,ti165_centroid_x,ti165_centroid_y,ti166_centroid_x,ti166_centroid_y,ti168_centroid_x,ti168_centroid_y,ti169_centroid_x,ti169_centroid_y,ti175_centroid_x,ti175_centroid_y,ti177_centroid_x,ti177_centroid_y,ti180_centroid_x,ti180_centroid_y,ti181_centroid_x,ti181_centroid_y,ti182_centroid_x,ti182_centroid_y,ti183_centroid_x,ti183_centroid_y,ti184_centroid_x,ti184_centroid_y,ti187_centroid_x,ti187_centroid_y,ti189_centroid_x,ti189_centroid_y,ti190_centroid_x,ti190_centroid_y,ti199_centroid_x,ti199_centroid_y,ti200_centroid_x,ti200_centroid_y,ti201_centroid_x,ti201_centroid_y,ti215_centroid_x,ti215_centroid_y,ti216_centroid_x,ti216_centroid_y,ti220_centroid_x,ti220_centroid_y,ti222_centroid_x,ti222_centroid_y,ti225_centroid_x,ti225_centroid_y,ti227_centroid_x,ti227_centroid_y
0,695.7609252929688,-1372.14306640625,715.0924072265625,-1377.087158203125,640.385009765625,-1379.30908203125,663.2626953125,-1325.1898193359375,658.9801025390625,-1331.240478515625,648.4424438476562,-1367.615478515625,650.2760620117188,-1332.5242919921875,618.927490234375,-1329.755615234375,518.4849853515625,-1266.7440185546875,742.3905639648438,-1396.6649169921875,772.6171264648438,-1417.97900390625,796.9691772460938,-1435.919189453125,660.722412109375,-1282.7601318359375,518.736083984375,-1267.3775634765625,807.887939453125,-1443.7957763671875,611.0520629882812,-1430.7718505859375,639.4553833007812,-1356.6258544921875,791.9088745117188,-1433.8155517578125,518.857177734375,-1266.9422607421875,604.9262084960938,-1431.606201171875,626.4996337890625,-1384.56005859375,604.3274536132812,-1432.679443359375,598.0902709960938,-1449.7589111328125,726.7220458984375,-1234.068115234375,620.1998291015625,-1408.26220703125,518.603271484375,-1266.5745849609375,644.4166259765625,-1372.966552734375,678.8330688476562,-1295.2452392578125,554.3191528320311,-1285.057861328125,731.8421020507812,-1221.2349853515625,726.9122924804688,-1229.3314208984375,668.0394897460938,-1310.8516845703125,702.4811401367188,-1287.2698974609375,691.5003051757812,-1276.69775390625,662.4927978515625,-1283.3492431640625,629.910400390625,-1394.8809814453125,683.7390747070312,-1287.89013671875,635.7031860351562,-1386.427001953125,581.8796997070312,-1303.1405029296875,690.48388671875,-1289.7371826171875,676.3389892578125,-1299.4210205078125,691.2692260742188,-1309.7801513671875,593.0499877929688,-1310.5155029296875,684.6052856445312,-1298.2408447265625,518.897216796875,-1266.8060302734375,698.5396118164062,-1298.818115234375,656.4674072265625,-1328.098388671875,685.8106079101562,-1285.4193115234375,690.9749755859375,-1283.0955810546875,698.2538452148438,-1299.2579345703125,803.8055419921875,-1440.5560302734375,676.77197265625,-1298.5494384765625,595.6652221679688,-1445.537353515625,680.96728515625,-1298.529296875,610.7547607421875,-1326.7783203125
1,694.7439575195312,-1371.5665283203125,713.6790161132812,-1375.8983154296875,641.33544921875,-1377.7454833984375,663.247802734375,-1325.3243408203125,659.315673828125,-1331.5364990234375,648.5338745117188,-1367.5777587890625,650.0289916992188,-1332.5618896484375,620.2380981445312,-1330.712158203125,518.5509643554689,-1266.52587890625,741.3336181640625,-1395.701171875,771.4883422851562,-1417.0638427734375,795.6302490234375,-1435.02783203125,660.7203369140625,-1282.767333984375,518.8893432617189,-1266.843017578125,806.0799560546875,-1442.73681640625,611.9268188476562,-1428.2103271484375,639.4576416015625,-1356.6197509765625,790.6563720703125,-1432.9779052734375,519.0974731445311,-1266.531982421875,604.9263916015625,-1431.6063232421875,626.4998779296875,-1384.5606689453125,604.3271484375,-1432.67919921875,599.611083984375,-1445.8560791015625,726.7417602539062,-1233.7864990234375,620.9982299804688,-1407.5555419921875,518.4000244140625,-1266.80810546875,644.4659423828125,-1374.2784423828125,678.1857299804688,-1296.4873046875,554.3190307617189,-1285.05810546875,731.8419189453125,-1221.2349853515625,726.3359375,-1230.49609375,668.040283203125,-1310.8515625,702.4808959960938,-1287.269775390625,691.5005493164062,-1276.69775390625,662.4930419921875,-1283.34912109375,630.1629028320312,-1394.427978515625,683.2028198242188,-1288.9783935546875,635.4306030273438,-1386.423583984375,581.880126953125,-1303.1400146484375,690.6370239257812,-1289.6473388671875,675.6248779296875,-1300.337158203125,691.2691040039062,-1309.7801513671875,594.16064453125,-1311.212890625,684.1661376953125,-1299.093017578125,518.9286499023439,-1266.7945556640625,699.2916259765625,-1297.43701171875,656.3351440429688,-1329.04931640625,685.2677001953125,-1286.3017578125,690.5858764648438,-1283.8892822265625,699.1314086914062,-1297.8349609375,803.805419921875,-1440.5562744140625,676.299072265625,-1299.30517578125,595.6666870117188,-1445.53857421875,680.4368896484375,-1299.1898193359375,612.2919311523438,-1327.564453125
2,694.2251586914062,-1371.2325439453125,712.59130859375,-1375.2593994140625,641.114990234375,-1378.083984375,663.0339965820312,-1325.23193359375,659.423583984375,-1331.397216796875,648.4168090820312,-1367.706787109375,649.9086303710938,-1332.60986328125,621.18798828125,-1331.376953125,518.5654907226561,-1266.3626708984375,740.3430786132812,-1395.1202392578125,770.29833984375,-1416.03857421875,794.302734375,-1434.1678466796875,660.7280883789062,-1282.7694091796875,518.6143798828125,-1266.93896484375,804.6146240234375,-1441.7886962890625,613.0903930664062,-1427.0771484375,640.0341186523438,-1357.568115234375,789.35302734375,-1432.145263671875,519.0060424804689,-1266.6885986328125,606.7205810546875,-1428.681396484375,624.8668823242188,-1386.6689453125,605.58984375,-1430.04541015625,600.8675537109375,-1443.768310546875,726.0391845703125,-1234.8936767578125,620.8770751953125,-1407.4345703125,518.418701171875,-1266.8118896484375,644.5120849609375,-1374.30126953125,677.4388427734375,-1297.44677734375,554.318359375,-1285.059326171875,731.840576171875,-1221.234619140625,725.493896484375,-1231.5645751953125,667.6802368164062,-1312.1822509765625,704.1361083984375,-1284.7359619140625,691.4999389648438,-1276.69775390625,662.492919921875,-1283.34912109375,630.1754150390625,-1394.0399169921875,682.721435546875,-1289.7105712890625,635.8132934570312,-1386.3272705078125,581.87939453125,-1303.1409912109375,690.83544921875,-1289.4453125,675.3548583984375,-1300.7747802734375,691.2698364257812,-1309.7803955078125,594.8491821289062,-1311.6168212890625,683.7114868164062,-1299.6060791015625,518.9500732421875,-1266.810302734375,700.04638671875,-1296.244140625,656.4603271484375,-1329.0660400390625,684.7745971679688,-1286.9359130859375,690.256103515625,-1284.521728515625,699.82861328125,-1296.6595458984375,803.8052368164062,-1440.556396484375,675.9713134765625,-1299.7423095703125,596.9583129882812,-1441.837890625,680.1482543945312,-1299.57861328125,613.2823486328125,-1328.0792236328125
3,693.7015380859375,-1370.93603515625,711.6117553710938,-1374.6300048828125,641.1881713867188,-1378.042236328125,663.0992431640625,-1325.2552490234375,659.3812255859375,-1331.4093017578125,648.44189453125,-1367.4996337890625,649.6437377929688,-1332.7501220703125,622.0409545898438,-1332.1160888671875,518.7447509765625,-1266.2313232421875,739.3898315429688,-1394.5009765625,769.0527954101562,-1415.1119384765625,793.1591796875,-1433.2847900390625,661.5428466796875,-1282.8155517578125,518.5628051757811,-1266.9495849609375,803.27392578125,-1440.908935546875,613.9837036132812,-1425.8192138671875,639.8548583984375,-1358.8116455078125,788.0465698242188,-1431.3203125,518.4823608398439,-1266.4132080078125,607.2987060546875,-1427.8682861328125,624.0343627929688,-1387.743408203125,606.5427856445312,-1429.3463134765625,602.83056640625,-1443.0584716796875,725.7562866210938,-1235.186767578125,621.0608520507812,-1407.074462890625,518.4086303710939,-1266.7979736328125,644.4309692382812,-1374.1427001953125,676.9344482421875,-1298.2598876953125,557.45556640625,-1286.82958984375,729.3554077148438,-1225.50341796875,724.821533203125,-1232.1893310546875,666.960205078125,-1313.02587890625,704.7616577148438,-1283.486572265625,689.5331420898438,-1279.653076171875,662.4310302734375,-1283.47509765625,630.2683715820312,-1393.916259765625,682.0565185546875,-1290.5743408203125,635.7350463867188,-1386.2506103515625,581.8793334960938,-1303.14111328125,691.0338134765625,-1289.243408203125,674.9180297851562,-1301.436279296875,692.813232421875,-1307.0511474609375,595.53564453125,-1312.0238037109375,683.2550659179688,-1300.1187744140625,518.9431762695311,-1266.786376953125,700.5827026367188,-1295.10498046875,656.1609497070312,-1329.5526123046875,684.2954711914062,-1287.5982666015625,689.8169555664062,-1285.13916015625,700.43994140625,-1295.5220947265625,798.8733520507812,-1436.9146728515625,675.6729736328125,-1300.2471923828125,597.451416015625,-1440.607666015625,679.9025268554688,-1299.9622802734375,614.125244140625,-1328.7474365234375
4,693.2024536132812,-1370.6279296875,710.626220703125,-1373.970947265625,641.4335327148438,-1377.626708984375,663.1198120117188,-1325.1539306640625,659.3432006835938,-1331.4727783203125,648.4854125976562,-1367.5980224609375,649.44580078125,-1332.81787109375,622.8380126953125,-1332.5489501953125,518.6423950195311,-1266.367431640625,738.4134521484375,-1393.80517578125,767.7859497070312,-1413.9432373046875,791.860107421875,-1432.2965087890625,661.675048828125,-1282.915283203125,518.5797729492189,-1266.7152099609375,801.8682250976562,-1440.043212890625,614.8953857421875,-1424.6109619140625,639.7494506835938,-1359.7569580078125,786.8687133789062,-1430.4261474609375,518.70703125,-1266.6019287109375,608.047119140625,-1426.93701171875,623.2405395507812,-1388.7127685546875,606.9982299804688,-1428.3846435546875,603.5880126953125,-1441.6597900390625,725.4705200195312,-1235.4786376953125,621.2689819335938,-1406.736083984375,518.2366333007811,-1267.0950927734375,644.417236328125,-1374.11669921875,676.3588256835938,-1299.0751953125,557.4561767578125,-1286.8284912109375,729.5506591796875,-1225.721923828125,724.1350708007812,-1233.1409912109375,666.6363525390625,-1313.62890625,705.4214477539062,-1282.300537109375,688.8919067382812,-1280.5123291015625,662.3605346679688,-1283.5350341796875,630.2174072265625,-1393.78369140625,681.5680541992188,-1291.342041015625,635.7044677734375,-1386.0517578125,581.8800048828125,-1303.14013671875,691.2322387695312,-1289.041748046875,674.5487060546875,-1302.0797119140625,693.3566284179688,-1306.20849609375,596.5385131835938,-1312.838623046875,682.8018798828125,-1300.6322021484375,518.943603515625,-1266.7689208984375,701.2103271484375,-1293.9163818359375,656.157958984375,-1329.5458984375,683.8495483398438,-1288.2982177734375,689.4256591796875,-1285.6822509765625,701.0743408203125,-1294.3985595703125,797.7630615234375,-1436.199462890625,675.3968505859375,-1300.699951171875,598.947021484375,-1439.2945556640625,679.6629638671875,-1300.3939208984375,615.0440063476562,-1329.295654296875
5,692.712158203125,-1370.3006591796875,709.6159057617188,-1373.353515625,641.97314453125,-1376.8831787109375,663.1827392578125,-1325.1959228515625,659.4267578125,-1331.5023193359375,648.5418090820312,-1367.53515625,649.2675170898438,-1332.9144287109375,623.74365234375,-1333.1827392578125,518.7391357421875,-1266.6473388671875,737.4288940429688,-1393.1748046875,766.6514892578125,-1413.06298828125,790.5745849609375,-1431.349609375,661.7446899414062,-1282.955078125,518.618896484375,-1266.5394287109375,800.5037231445312,-1439.1729736328125,615.736328125,-1423.3681640625,639.5759887695312,-1360.633544921875,785.568359375,-1429.6412353515625,518.8056030273439,-1266.6953125,608.5265502929688,-1426.1182861328125,622.4893798828125,-1389.68994140625,607.70361328125,-1427.5869140625,604.4432983398438,-1440.3935546875,725.1871948242188,-1235.771240234375,621.5967407226562,-1406.3304443359375,518.3416137695311,-1266.9326171875,644.270263671875,-1373.9700927734375,675.875732421875,-1299.9013671875,557.4562377929689,-1286.8284912109375,729.7675170898438,-1225.7587890625,723.6060180664062,-1233.804931640625,666.3101806640625,-1314.1859130859375,705.6947631835938,-1281.6727294921875,688.2911987304688,-1281.3734130859375,662.49267578125,-1283.421875,630.2200317382812,-1393.662109375,681.1290283203125,-1292.0537109375,635.5283813476562,-1386.3133544921875,587.6752319335938,-1306.925537109375,691.4302978515625,-1288.8399658203125,674.13916015625,-1302.6796875,693.2503662109375,-1305.1851806640625,597.3672485351562,-1313.360595703125,682.3457641601562,-1301.1458740234375,518.9436645507811,-1266.77392578125,701.9277954101562,-1292.7247314453125,655.8941650390625,-1329.9541015625,683.4688110351562,-1288.78857421875,689.0396118164062,-1286.2103271484375,701.7579345703125,-1293.267333984375,796.60498046875,-1435.4598388671875,675.1649169921875,-1301.21044921875,599.5679321289062,-1438.1234130859375,679.3721923828125,-1300.7794189453125,615.914306640625,-1329.924560546875
6,692.2311401367188,-1369.9976806640625,708.63916015625,-1372.775390625,642.355224609375,-1376.3321533203125,663.1924438476562,-1325.2315673828125,659.332275390625,-1331.55908203125,648.4920654296875,-1367.5845947265625,648.9531860351562,-1333.017578125,624.6121215820312,-1333.7852783203125,518.7518920898439,-1266.5589599609375,736.4419555664062,-1392.4986572265625,765.5142211914062,-1412.1697998046875,789.2770385742188,-1430.43603515625,661.8109741210938,-1282.99462890625,518.5980834960939,-1266.5640869140625,799.4201049804688,-1438.46875,616.5240478515625,-1422.3035888671875,639.3355712890625,-1361.5201416015625,784.2418823242188,-1428.811767578125,518.8726806640625,-1266.75439453125,609.23388671875,-1425.22119140625,621.7921142578125,-1390.5760498046875,608.4041137695312,-1426.8521728515625,605.312255859375,-1439.1104736328125,724.9031982421875,-1236.0635986328125,621.851806640625,-1405.927490234375,518.3851318359375,-1266.848876953125,644.3411254882812,-1373.97265625,675.3908081054688,-1300.71923828125,557.456298828125,-1286.8284912109375,729.984130859375,-1225.795654296875,723.2240600585938,-1234.3819580078125,665.9020385742188,-1314.825927734375,706.4462890625,-1280.4124755859375,687.7164916992188,-1282.2657470703125,662.2186889648438,-1283.655029296875,630.2755737304688,-1393.46630859375,680.6351318359375,-1292.754150390625,635.644775390625,-1386.2366943359375,588.6845092773438,-1307.751953125,691.627685546875,-1288.637939453125,673.7056884765625,-1303.233154296875,694.2957153320312,-1303.5693359375,598.1627197265625,-1313.846923828125,681.8887939453125,-1301.6595458984375,518.9456787109375,-1266.767822265625,702.2321166992188,-1291.9788818359375,656.020751953125,-1329.6800537109375,683.2393798828125,-1289.2244873046875,688.6431274414062,-1286.788818359375,702.443603515625,-1292.1605224609375,795.4463500976562,-1434.7249755859375,674.8195190429688,-1301.6943359375,600.5235595703125,-1437.229736328125,679.1181640625,-1301.17138671875,616.4862060546875,-1330.3759765625
7,691.7464599609375,-1369.702880859375,707.662841796875,-1372.1683349609375,642.6759643554688,-1375.8431396484375,663.3004760742188,-1325.0106201171875,659.3605346679688,-1331.5345458984375,648.46142578125,-1367.578125,648.6732177734375,-1333.162353515625,625.4060668945312,-1334.342529296875,518.7402954101561,-1266.50634765625,735.3829956054688,-1391.6898193359375,764.3518676757812,-1411.2105712890625,788.1476440429688,-1429.551025390625,661.5023193359375,-1282.8812255859375,518.5564575195311,-1266.5794677734375,798.1160888671875,-1437.61474609375,617.5381469726562,-1421.12890625,639.045166015625,-1362.3521728515625,782.9617919921875,-1427.9854736328125,518.8946533203125,-1266.77783203125,609.9260864257812,-1424.127197265625,621.2312622070312,-1391.476806640625,608.9686279296875,-1426.011474609375,605.9674682617188,-1437.9490966796875,724.6171875,-1236.3551025390625,622.0875244140625,-1405.475341796875,518.6364135742189,-1266.9105224609375,644.538818359375,-1373.8775634765625,674.8168334960938,-1301.4385986328125,557.4559936523439,-1286.828857421875,730.2001342773438,-1225.8321533203125,722.6181640625,-1235.2431640625,665.5377197265625,-1315.4140625,706.7651977539062,-1279.8111572265625,687.2335205078125,-1283.199462890625,662.1499633789062,-1283.0596923828125,630.3460083007812,-1393.399658203125,680.1555786132812,-1293.4720458984375,635.566162109375,-1386.140869140625,589.3042602539062,-1308.2835693359375,691.826171875,-1288.43603515625,673.3038330078125,-1303.7962646484375,694.7091674804688,-1302.6348876953125,598.9343872070312,-1314.3717041015625,681.4336547851562,-1302.1734619140625,518.6771850585939,-1266.6900634765625,702.8140869140625,-1291.0479736328125,656.1663818359375,-1329.5184326171875,682.79345703125,-1289.7574462890625,688.2051391601562,-1287.440185546875,702.8753051757812,-1291.2261962890625,794.2885131835938,-1434.01025390625,674.4757690429688,-1302.1796875,601.1892700195312,-1436.14501953125,678.8975830078125,-1301.5958251953125,617.4703979492188,-1330.9825439453125
8,691.2949829101562,-1369.427734375,706.65966796875,-1371.5390625,642.9552612304688,-1375.4005126953125,663.2371826171875,-1325.075927734375,659.3424682617188,-1331.535400390625,648.5383911132812,-1367.5772705078125,648.366455078125,-1333.30322265625,626.2290649414062,-1334.8961181640625,518.7770385742189,-1266.46240234375,734.478759765625,-1391.042236328125,763.249755859375,-1410.28564453125,786.8176879882812,-1428.60595703125,661.6270141601562,-1282.7734375,518.7760009765625,-1266.6343994140625,796.8004150390625,-1436.7584228515625,618.0248413085938,-1420.2601318359375,638.76318359375,-1363.2275390625,781.701171875,-1427.1390380859375,518.8997192382811,-1266.8338623046875,610.4868774414062,-1423.350341796875,620.6187744140625,-1392.4814453125,609.5746459960938,-1425.22119140625,606.8359375,-1436.619873046875,724.6107788085938,-1236.693115234375,622.41650390625,-1404.9547119140625,518.7904052734375,-1266.9873046875,644.55908203125,-1373.786865234375,674.23681640625,-1302.1678466796875,557.4556274414061,-1286.8294677734375,730.4158935546875,-1225.8687744140625,721.8776245117188,-1236.30322265625,665.0894775390625,-1315.9837646484375,707.1807861328125,-1279.0528564453125,686.6541137695312,-1284.0545654296875,662.2078857421875,-1283.038818359375,630.4412231445312,-1393.2855224609375,679.6762084960938,-1294.1806640625,635.5585327148438,-1386.0338134765625,589.9238891601562,-1308.8148193359375,692.0244140625,-1288.2340087890625,672.955810546875,-1304.3707275390625,695.1259155273438,-1301.700927734375,599.7699584960938,-1314.9462890625,680.9776611328125,-1302.6878662109375,518.6956787109375,-1266.7587890625,703.3661499023438,-1290.149169921875,656.170654296875,-1329.4239501953125,682.2889404296875,-1290.378173828125,687.74609375,-1288.0726318359375,703.4804077148438,-1290.258056640625,793.1679077148438,-1433.29833984375,674.1506958007812,-1302.668701171875,602.1339721679688,-1435.2667236328125,678.6532592773438,-1301.9989013671875,618.4217529296875,-1331.568115234375
9,690.9608154296875,-1369.237060546875,705.7168579101562,-1370.922119140625,643.1868896484375,-1375.02734375,663.2232666015625,-1325.10546875,659.308837890625,-1331.54638671875,648.5474853515625,-1367.546142578125,648.0321655273438,-1333.40234375,627.13720703125,-1335.571044921875,518.82373046875,-1266.41845703125,733.5524291992188,-1390.3809814453125,762.21923828125,-1409.4041748046875,785.5186767578125,-1427.6551513671875,661.67529296875,-1282.78857421875,518.7282104492189,-1266.6171875,795.481689453125,-1435.9010009765625,618.9808349609375,-1418.9031982421875,638.4679565429688,-1364.044921875,780.4254150390625,-1426.3338623046875,518.8772583007811,-1266.8975830078125,610.9702758789062,-1422.5989990234375,619.747802734375,-1393.708984375,610.1104736328125,-1424.4027099609375,607.6195678710938,-1435.3201904296875,724.5313110351562,-1236.6885986328125,622.6751708984375,-1404.535400390625,518.941162109375,-1266.955322265625,644.5224609375,-1373.9532470703125,673.7534790039062,-1302.927978515625,557.4564208984375,-1286.8282470703125,730.6336059570312,-1225.9061279296875,721.6022338867188,-1236.8697509765625,664.5052490234375,-1317.041259765625,708.091796875,-1277.6357421875,686.0770263671875,-1284.9097900390625,662.2651977539062,-1283.0179443359375,630.429443359375,-1393.173095703125,679.2290649414062,-1294.90869140625,635.5477905273438,-1385.951171875,591.0006103515625,-1309.1173095703125,692.2239379882812,-1288.0322265625,672.6143798828125,-1304.8902587890625,695.5408935546875,-1300.7647705078125,600.5955810546875,-1315.5234375,680.5209350585938,-1303.2025146484375,518.7235107421875,-1266.81640625,703.984619140625,-1289.115966796875,656.2178344726562,-1329.390869140625,681.8436889648438,-1290.977783203125,687.3104248046875,-1288.70947265625,704.254150390625,-1289.0687255859375,792.04638671875,-1432.587646484375,673.8434448242188,-1303.12451171875,602.8518676757812,-1434.156982421875,678.3837890625,-1302.3984375,619.1041870117188,-1331.9775390625
