,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti4_centroid_x,ti4_centroid_y,ti99_centroid_x,ti99_centroid_y,ti158_centroid_x,ti158_centroid_y,ti244_centroid_x,ti244_centroid_y,ti382_centroid_x,ti382_centroid_y,ti746_centroid_x,ti746_centroid_y,ti768_centroid_x,ti768_centroid_y,ti769_centroid_x,ti769_centroid_y,ti886_centroid_x,ti886_centroid_y,ti1000_centroid_x,ti1000_centroid_y,ti1055_centroid_x,ti1055_centroid_y,ti1113_centroid_x,ti1113_centroid_y,ti1134_centroid_x,ti1134_centroid_y,ti1147_centroid_x,ti1147_centroid_y,ti1153_centroid_x,ti1153_centroid_y,ti1233_centroid_x,ti1233_centroid_y,ti1237_centroid_x,ti1237_centroid_y,ti1394_centroid_x,ti1394_centroid_y,ti1415_centroid_x,ti1415_centroid_y
0,822.05712890625,-1956.801025390625,847.3444213867188,-1972.7347412109373,848.4649047851562,-1970.4727783203125,765.7072143554688,-2053.788818359375,844.9077758789062,-1933.4136962890625,848.9341430664062,-1968.208984375,870.19921875,-1967.43603515625,755.7860717773438,-2069.316162109375,746.5841064453125,-2082.520263671875,749.250244140625,-2031.7337646484373,688.193359375,-2172.11865234375,637.3695068359375,-2243.4150390625,638.5729370117188,-2235.4189453125,788.5777587890625,-2158.572509765625,712.5873413085938,-2185.5830078125,708.513671875,-2183.465576171875,728.5990600585938,-2186.107177734375,717.8229370117188,-2173.75732421875,634.998779296875,-2256.246826171875,730.5333251953125,-2180.708740234375,644.3720703125,-2250.949951171875,717.98095703125,-2173.98193359375,672.159912109375,-2185.981689453125,649.7838745117188,-2260.406005859375
1,821.1746215820312,-1957.9078369140625,847.197265625,-1972.8448486328125,848.6150512695312,-1970.413330078125,766.9848022460938,-2052.029052734375,846.0711669921875,-1931.4564208984373,848.9447021484375,-1968.21435546875,870.1476440429688,-1967.121826171875,756.8496704101562,-2067.885986328125,748.3973999023438,-2081.509765625,749.2562255859375,-2031.7274169921875,688.1396484375,-2172.081298828125,637.7570190429688,-2241.41796875,638.0237426757812,-2235.370361328125,788.57275390625,-2158.581787109375,712.5473022460938,-2185.6328125,708.8821411132812,-2182.6318359375,729.0848999023438,-2186.400146484375,717.8245239257812,-2173.75732421875,634.9850463867188,-2256.26025390625,730.376220703125,-2180.586669921875,644.2315063476562,-2249.9892578125,718.0307006835938,-2174.961669921875,671.4555053710938,-2187.322998046875,649.1024169921875,-2259.791259765625
2,820.3993530273438,-1959.186767578125,847.1341552734375,-1973.00244140625,848.6177368164062,-1970.4078369140625,767.66943359375,-2050.71630859375,846.5851440429688,-1930.69921875,848.9450073242188,-1968.212158203125,870.1571655273438,-1967.411865234375,757.51904296875,-2066.6787109375,749.1314086914062,-2080.16748046875,749.2576904296875,-2031.7198486328125,690.2157592773438,-2169.43896484375,639.3185424804688,-2242.058837890625,638.5133056640625,-2235.356201171875,788.595458984375,-2158.502197265625,712.5331420898438,-2185.7177734375,708.8821411132812,-2182.6298828125,729.0956420898438,-2186.29833984375,717.8570556640625,-2173.74267578125,635.596435546875,-2257.297607421875,730.1591796875,-2180.485107421875,643.947021484375,-2249.119140625,718.029541015625,-2174.95166015625,670.5995483398438,-2188.953125,648.3831176757812,-2258.8623046875
3,819.63232421875,-1960.328369140625,847.3540649414062,-1972.891845703125,848.6302490234375,-1970.4149169921875,768.4059448242188,-2049.51513671875,847.4649047851562,-1929.5845947265625,848.9341430664062,-1968.2010498046875,870.0952758789062,-1967.40234375,758.1515502929688,-2065.549072265625,749.6033325195312,-2078.963623046875,749.2455444335938,-2031.716796875,690.8894653320312,-2168.2177734375,638.64794921875,-2241.633056640625,638.396484375,-2235.153564453125,788.6195678710938,-2158.45263671875,712.44580078125,-2185.80908203125,708.6109619140625,-2182.8134765625,729.498291015625,-2186.487060546875,718.0606689453125,-2174.995849609375,636.0352172851562,-2257.77734375,730.0209350585938,-2180.4765625,643.5426635742188,-2248.33056640625,718.0581665039062,-2174.997802734375,669.900390625,-2190.12890625,647.8803100585938,-2258.40673828125
4,818.9156494140625,-1961.4609375,847.2818603515625,-1972.8687744140625,848.6229248046875,-1970.401611328125,769.1089477539062,-2048.300537109375,848.2307739257812,-1928.4744873046875,848.9431762695312,-1968.2076416015625,870.4436645507812,-1967.3660888671875,758.783447265625,-2064.4404296875,750.3026733398438,-2077.931884765625,749.2385864257812,-2031.7176513671875,691.5065307617188,-2167.049560546875,638.5269165039062,-2241.597412109375,638.3364868164062,-2235.119873046875,788.6056518554688,-2158.69580078125,712.4201049804688,-2185.914306640625,708.4806518554688,-2183.0107421875,729.3377075195312,-2186.445556640625,718.0789794921875,-2175.02197265625,636.2752075195312,-2258.400634765625,730.0123291015625,-2180.54541015625,643.6644287109375,-2247.705322265625,718.02978515625,-2174.993896484375,669.0714721679688,-2191.146484375,647.3681640625,-2257.765869140625
5,818.3356323242188,-1962.446533203125,847.3251342773438,-1972.8636474609373,848.63330078125,-1970.406982421875,769.9616088867188,-2047.1630859375,848.763671875,-1927.6123046875,848.9656372070312,-1968.2249755859373,870.2406616210938,-1967.650390625,759.49365234375,-2063.383056640625,751.1224365234375,-2076.923583984375,749.2395629882812,-2031.7242431640625,692.2962036132812,-2165.957763671875,638.5142211914062,-2241.62841796875,638.3440551757812,-2235.111572265625,788.71630859375,-2158.52978515625,712.4061889648438,-2185.930908203125,708.3904418945312,-2183.1259765625,729.1304931640625,-2186.294189453125,718.0888671875,-2175.01318359375,636.7882690429688,-2258.90771484375,729.9536743164062,-2180.693359375,643.7225952148438,-2247.116455078125,718.0240478515625,-2174.99267578125,668.395263671875,-2192.429443359375,646.938232421875,-2257.267333984375
6,817.6407470703125,-1963.518798828125,847.338134765625,-1972.8194580078125,848.6336669921875,-1970.40478515625,770.7940063476562,-2045.9859619140625,849.5398559570312,-1926.4495849609373,848.9627075195312,-1968.23681640625,870.4091796875,-1967.270263671875,760.1366577148438,-2062.271728515625,751.7725219726562,-2075.769287109375,749.2369995117188,-2031.7205810546875,693.0234375,-2164.7783203125,638.5430908203125,-2241.673828125,638.3687744140625,-2235.136474609375,788.78564453125,-2158.476318359375,712.3925170898438,-2185.921142578125,708.351806640625,-2183.18701171875,729.4793090820312,-2186.47998046875,718.0721435546875,-2175.010986328125,637.0863037109375,-2259.49609375,729.9180297851562,-2180.680908203125,643.7709350585938,-2246.47705078125,718.0123291015625,-2174.9775390625,667.5563354492188,-2193.62548828125,646.5648803710938,-2256.744873046875
7,816.8876953125,-1964.6712646484373,847.1102905273438,-1972.8292236328125,848.623291015625,-1970.393798828125,771.6241455078125,-2044.7906494140625,850.2592163085938,-1925.314453125,848.9556274414062,-1968.2291259765625,870.3912963867188,-1967.26953125,760.8544311523438,-2061.227783203125,752.399169921875,-2074.577880859375,749.2120971679688,-2031.7386474609373,693.7982177734375,-2163.63525390625,638.3911743164062,-2241.57470703125,638.4440307617188,-2235.163330078125,788.6971435546875,-2158.55029296875,712.4328002929688,-2185.865478515625,708.344482421875,-2183.2548828125,729.0955200195312,-2186.31982421875,718.0859985351562,-2175.034423828125,637.442626953125,-2260.09765625,729.9358520507812,-2180.687255859375,643.6177978515625,-2245.910400390625,718.0177001953125,-2174.988037109375,666.6029663085938,-2195.1904296875,646.127197265625,-2256.201416015625
8,816.1752319335938,-1965.8040771484373,847.0586547851562,-1972.7320556640625,848.6317749023438,-1970.4002685546875,772.45556640625,-2043.6234130859373,851.0087890625,-1924.220703125,848.9391479492188,-1968.214599609375,870.3921508789062,-1967.1944580078125,761.5051879882812,-2060.12890625,752.8485107421875,-2073.72705078125,750.1982421875,-2031.2686767578125,694.5867919921875,-2162.50146484375,638.1947021484375,-2241.918701171875,638.4833374023438,-2235.197998046875,788.6831665039062,-2158.5205078125,712.5421752929688,-2185.656982421875,708.316162109375,-2183.26708984375,729.0338134765625,-2186.30224609375,718.1815185546875,-2175.10107421875,637.810791015625,-2260.568603515625,729.9426879882812,-2180.6689453125,643.6314086914062,-2245.1875,718.0057373046875,-2174.99853515625,665.7766723632812,-2196.601806640625,645.7489624023438,-2255.71875
9,815.5054321289062,-1966.9041748046875,847.1055297851562,-1972.717041015625,848.65380859375,-1970.41748046875,773.263671875,-2042.4027099609373,851.7775268554688,-1923.0946044921875,848.9421997070312,-1968.1995849609373,870.3963012695312,-1967.1937255859373,762.233642578125,-2059.0830078125,753.6224975585938,-2072.49169921875,750.18896484375,-2031.2723388671875,695.3516235351562,-2161.35107421875,638.2230224609375,-2241.806396484375,638.490966796875,-2235.222412109375,788.7977905273438,-2158.4892578125,712.7116088867188,-2185.391845703125,708.2861328125,-2183.298095703125,729.3302001953125,-2186.506591796875,718.2544555664062,-2175.1513671875,638.2244873046875,-2261.054443359375,729.9324340820312,-2180.6640625,643.6112060546875,-2244.527099609375,718.0030517578125,-2175.02001953125,664.8435668945312,-2197.8798828125,645.3667602539062,-2255.118408203125
