,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti102_centroid_x,ti102_centroid_y,ti103_centroid_x,ti103_centroid_y,ti117_centroid_x,ti117_centroid_y,ti138_centroid_x,ti138_centroid_y,ti152_centroid_x,ti152_centroid_y,ti157_centroid_x,ti157_centroid_y,ti158_centroid_x,ti158_centroid_y,ti225_centroid_x,ti225_centroid_y,ti233_centroid_x,ti233_centroid_y,ti242_centroid_x,ti242_centroid_y,ti265_centroid_x,ti265_centroid_y,ti266_centroid_x,ti266_centroid_y,ti291_centroid_x,ti291_centroid_y,ti293_centroid_x,ti293_centroid_y,ti342_centroid_x,ti342_centroid_y,ti353_centroid_x,ti353_centroid_y,ti357_centroid_x,ti357_centroid_y,ti364_centroid_x,ti364_centroid_y,ti372_centroid_x,ti372_centroid_y,ti373_centroid_x,ti373_centroid_y,ti374_centroid_x,ti374_centroid_y,ti386_centroid_x,ti386_centroid_y,ti387_centroid_x,ti387_centroid_y,ti392_centroid_x,ti392_centroid_y,ti409_centroid_x,ti409_centroid_y,ti420_centroid_x,ti420_centroid_y,ti431_centroid_x,ti431_centroid_y,ti484_centroid_x,ti484_centroid_y,ti485_centroid_x,ti485_centroid_y,ti501_centroid_x,ti501_centroid_y,ti515_centroid_x,ti515_centroid_y,ti520_centroid_x,ti520_centroid_y,ti528_centroid_x,ti528_centroid_y,ti531_centroid_x,ti531_centroid_y,ti559_centroid_x,ti559_centroid_y,ti565_centroid_x,ti565_centroid_y,ti581_centroid_x,ti581_centroid_y,ti587_centroid_x,ti587_centroid_y,ti598_centroid_x,ti598_centroid_y,ti708_centroid_x,ti708_centroid_y
0,977.735107421875,-1725.3905029296875,977.267822265625,-1732.4093017578125,986.6867065429688,-1711.7154541015625,1017.9774169921876,-1645.638671875,1012.9407348632812,-1662.7806396484375,1047.3226318359377,-1670.958251953125,1039.7677001953123,-1686.0989990234375,1048.2005615234377,-1694.641845703125,1022.72021484375,-1630.5859375,1048.6240234375,-1666.113525390625,1054.793212890625,-1627.7508544921875,1076.6688232421877,-1715.422119140625,1040.9700927734377,-1707.8817138671875,1050.4344482421877,-1658.1624755859375,1053.4752197265623,-1617.23486328125,1056.1915283203123,-1716.2188720703125,1053.3099365234377,-1624.720947265625,1046.081298828125,-1710.4151611328125,1003.864501953125,-1692.069580078125,1053.54052734375,-1624.7818603515625,1053.537109375,-1617.445556640625,1047.2481689453123,-1670.6268310546875,1054.111572265625,-1627.523681640625,1052.5206298828123,-1608.9615478515625,1040.9576416015623,-1707.6148681640625,1059.2393798828123,-1587.564697265625,985.2467651367188,-1714.0904541015625,1052.0869140625,-1605.77685546875,1053.3209228515623,-1614.7327880859375,985.140380859375,-1714.3277587890625,1050.6124267578123,-1658.1885986328125,1053.8359375,-1627.178955078125,1043.3135986328123,-1652.3250732421875,989.8640747070312,-1567.823974609375,1053.354736328125,-1614.5538330078125,1175.6512451171875,-1551.27490234375,1053.373779296875,-1617.2711181640625,899.35107421875,-1508.2147216796875,1048.5306396484377,-1666.128173828125,1053.6075439453123,-1617.299560546875,891.4573364257812,-1502.7371826171875,913.3504028320312,-1516.7509765625,844.7311401367188,-1474.4130859375,740.5006103515625,-1406.3743896484375
1,977.7922973632812,-1725.48291015625,978.3740234375,-1730.999267578125,987.9230346679688,-1709.9188232421875,1017.654541015625,-1647.2401123046875,1012.1851196289062,-1664.2977294921875,1047.303466796875,-1670.928955078125,1039.7891845703123,-1686.14501953125,1048.1964111328123,-1694.7894287109375,1022.4970092773438,-1631.3236083984375,1048.5670166015623,-1666.0374755859375,1054.6666259765623,-1627.66357421875,1076.59765625,-1715.59521484375,1040.985107421875,-1707.86572265625,1050.4742431640623,-1658.223876953125,1053.4786376953123,-1617.2396240234375,1056.1895751953123,-1716.2237548828125,1053.3270263671877,-1624.7197265625,1046.103759765625,-1710.4144287109375,1004.5084838867188,-1690.22021484375,1053.5384521484377,-1624.7742919921875,1053.52294921875,-1617.4329833984375,1047.267822265625,-1670.6221923828125,1054.109130859375,-1627.523193359375,1052.515625,-1608.961181640625,1040.9659423828123,-1707.6160888671875,1059.2412109375,-1587.5633544921875,985.0447998046876,-1713.9332275390625,1052.0931396484377,-1605.775146484375,1053.3302001953123,-1614.7344970703125,985.1466674804688,-1714.3292236328125,1050.605224609375,-1658.18994140625,1053.8387451171877,-1627.1883544921875,1043.3128662109377,-1652.3331298828125,991.9580078125,-1569.7288818359375,1053.3612060546877,-1614.55029296875,1175.646484375,-1551.2840576171875,1053.3525390625,-1617.2816162109375,901.1055908203124,-1509.5892333984375,1048.5396728515623,-1666.1168212890625,1053.6068115234377,-1617.2972412109375,893.1035766601562,-1503.6932373046875,915.195556640625,-1517.93310546875,844.6993408203125,-1474.4765625,743.327880859375,-1407.95751953125
2,977.6940307617188,-1725.34912109375,978.9237060546876,-1730.1099853515625,987.8619995117188,-1709.9830322265625,1017.2489013671876,-1648.08056640625,1011.5393676757812,-1665.5579833984375,1047.255615234375,-1670.8536376953125,1039.7801513671877,-1686.1085205078125,1048.16943359375,-1694.5560302734375,1022.5738525390624,-1631.8692626953125,1048.5472412109377,-1666.0025634765625,1054.610595703125,-1627.6229248046875,1076.6165771484377,-1715.56103515625,1040.9593505859377,-1707.9146728515625,1050.479736328125,-1658.244384765625,1053.544921875,-1617.2718505859375,1056.17041015625,-1716.2584228515625,1053.341552734375,-1624.7362060546875,1046.122314453125,-1710.4312744140625,1005.5248413085938,-1688.021484375,1053.5244140625,-1624.76171875,1053.54345703125,-1617.428466796875,1047.268310546875,-1670.6143798828125,1054.113525390625,-1627.5350341796875,1052.5216064453123,-1608.9730224609375,1040.963623046875,-1707.626953125,1059.2467041015623,-1587.5614013671875,985.0548706054688,-1713.97509765625,1052.07666015625,-1605.770263671875,1053.30078125,-1614.728515625,984.8458862304688,-1714.106201171875,1050.60107421875,-1658.1971435546875,1053.8348388671877,-1627.1865234375,1043.3076171875,-1652.3306884765625,993.9866943359376,-1571.421142578125,1053.3604736328123,-1614.5438232421875,1175.64306640625,-1551.30419921875,1053.349609375,-1617.278076171875,902.4140625,-1510.5955810546875,1048.540771484375,-1666.0928955078125,1053.6048583984377,-1617.2967529296875,894.3822631835938,-1504.6346435546875,916.424072265625,-1518.775146484375,847.6690673828125,-1476.841552734375,745.02392578125,-1409.18212890625
3,977.7220458984376,-1725.352294921875,979.46875,-1729.179443359375,987.9083862304688,-1709.90771484375,1017.1965942382812,-1648.769775390625,1011.0252685546876,-1666.7646484375,1047.2711181640623,-1670.8717041015625,1039.7481689453123,-1686.06884765625,1048.201904296875,-1694.7835693359375,1022.4691772460938,-1632.452880859375,1048.58447265625,-1666.0655517578125,1054.707275390625,-1627.6953125,1076.58056640625,-1715.6568603515625,1040.92333984375,-1707.92724609375,1050.4422607421877,-1658.177001953125,1053.56396484375,-1617.2840576171875,1056.1556396484377,-1716.271484375,1053.333984375,-1624.742919921875,1046.1151123046877,-1710.43798828125,1006.2967529296876,-1687.07421875,1053.544921875,-1624.7572021484375,1053.541015625,-1617.4202880859375,1047.2716064453123,-1670.61474609375,1054.10595703125,-1627.533935546875,1052.5152587890623,-1608.9716796875,1040.9503173828123,-1707.624755859375,1059.2293701171877,-1587.5562744140625,984.9324951171876,-1713.9547119140625,1052.079345703125,-1605.7720947265625,1053.3140869140623,-1614.7305908203125,984.5762329101562,-1713.787109375,1050.5887451171877,-1658.1865234375,1053.8350830078123,-1627.1849365234375,1043.3082275390623,-1652.3292236328125,995.06201171875,-1572.6728515625,1053.353515625,-1614.548583984375,1175.654296875,-1551.3031005859375,1053.3485107421877,-1617.2818603515625,903.7905883789062,-1511.364990234375,1048.518310546875,-1666.09130859375,1053.603515625,-1617.296142578125,895.6396484375,-1505.391845703125,917.649658203125,-1519.646728515625,849.0261840820312,-1477.4884033203125,745.9765625,-1409.86865234375
4,977.78662109375,-1725.4298095703125,980.1397705078124,-1728.2091064453125,987.9993896484376,-1709.8878173828125,1016.8699951171876,-1649.50048828125,1010.4943237304688,-1667.7279052734375,1047.232177734375,-1670.8017578125,1039.757568359375,-1686.0677490234375,1048.1705322265623,-1694.7882080078125,1022.748046875,-1633.08984375,1048.5399169921877,-1665.9842529296875,1054.59033203125,-1627.6026611328125,1076.5382080078123,-1715.69921875,1040.96826171875,-1707.8756103515625,1050.4095458984377,-1658.118408203125,1053.55517578125,-1617.2733154296875,1056.153076171875,-1716.260498046875,1053.3297119140623,-1624.749267578125,1046.11181640625,-1710.4444580078125,1007.0883178710938,-1686.093017578125,1053.5428466796877,-1624.7490234375,1053.5372314453123,-1617.4197998046875,1047.2724609375,-1670.6260986328125,1054.09912109375,-1627.529052734375,1052.509033203125,-1608.966796875,1040.940673828125,-1707.6195068359375,1059.23095703125,-1587.5576171875,984.9432983398438,-1713.9256591796875,1052.0836181640623,-1605.781982421875,1053.3311767578123,-1614.729736328125,984.8762817382812,-1713.55322265625,1050.5887451171877,-1658.1939697265625,1053.8428955078123,-1627.18701171875,1043.3162841796877,-1652.3314208984375,996.306396484375,-1573.845458984375,1053.345703125,-1614.5599365234375,1175.6259765625,-1551.298095703125,1053.33642578125,-1617.2890625,905.2125854492188,-1511.994384765625,1048.5255126953123,-1666.0810546875,1053.5970458984377,-1617.3070068359375,896.9922485351562,-1506.1507568359375,918.835205078125,-1520.5155029296875,850.3801879882812,-1478.1986083984375,747.4224853515625,-1410.6949462890625
5,977.777587890625,-1725.4505615234375,980.6420288085938,-1727.4163818359375,988.0254516601562,-1709.8099365234375,1016.505615234375,-1650.2158203125,1010.063232421875,-1668.7744140625,1047.270751953125,-1670.856201171875,1039.779296875,-1686.18994140625,1048.16552734375,-1694.712890625,1022.8192138671876,-1633.695068359375,1048.5264892578123,-1665.94921875,1054.535400390625,-1627.56103515625,1076.5958251953123,-1715.588623046875,1041.0074462890623,-1707.8306884765625,1050.4107666015623,-1658.123046875,1053.57861328125,-1617.288330078125,1056.1695556640623,-1716.2757568359375,1053.3270263671877,-1624.7552490234375,1046.110107421875,-1710.450439453125,1007.6506958007812,-1685.2940673828125,1053.5400390625,-1624.74853515625,1053.54248046875,-1617.431640625,1047.26171875,-1670.6243896484375,1054.0989990234377,-1627.5274658203125,1052.5098876953123,-1608.9652099609375,1040.936767578125,-1707.6173095703125,1059.23681640625,-1587.568115234375,984.907470703125,-1713.93994140625,1052.0693359375,-1605.783447265625,1053.3409423828123,-1614.7279052734375,984.5443115234376,-1713.8465576171875,1050.5865478515623,-1658.19873046875,1053.833251953125,-1627.1484375,1043.3121337890623,-1652.2950439453125,997.3998413085938,-1574.851806640625,1053.3544921875,-1614.554443359375,1175.615234375,-1551.328125,1053.3487548828123,-1617.280517578125,906.4631958007812,-1512.8843994140625,1048.5224609375,-1666.0784912109375,1053.605224609375,-1617.295654296875,898.1607666015625,-1506.9215087890625,920.0946044921876,-1521.2701416015625,851.6948852539062,-1478.9718017578125,748.4691772460938,-1411.2200927734375
6,977.7711791992188,-1725.47265625,981.3024291992188,-1726.4676513671875,988.0394287109376,-1709.815673828125,1016.1424560546876,-1650.9349365234375,1009.371826171875,-1669.9990234375,1047.25341796875,-1670.815673828125,1039.7109375,-1685.9971923828125,1048.1729736328123,-1694.6783447265625,1022.9163208007812,-1634.2947998046875,1048.534912109375,-1665.952392578125,1054.5433349609377,-1627.5640869140625,1076.646240234375,-1715.4920654296875,1041.0059814453123,-1707.834716796875,1050.441650390625,-1658.152587890625,1053.578369140625,-1617.293212890625,1056.1669921875,-1716.2806396484375,1053.32373046875,-1624.7542724609375,1046.1048583984377,-1710.4493408203125,1008.2437744140624,-1684.5048828125,1053.544677734375,-1624.7603759765625,1053.5355224609377,-1617.430419921875,1047.25341796875,-1670.619384765625,1054.106201171875,-1627.5257568359375,1052.5162353515623,-1608.9635009765625,1040.9473876953123,-1707.6162109375,1059.2220458984377,-1587.5693359375,985.1762084960938,-1713.5914306640625,1052.0789794921877,-1605.7850341796875,1053.35546875,-1614.7208251953125,984.4967041015624,-1713.8685302734375,1050.591796875,-1658.20458984375,1053.8436279296877,-1627.153564453125,1043.319091796875,-1652.298828125,998.5176391601562,-1575.8868408203125,1053.348876953125,-1614.59326171875,1175.6103515625,-1551.321044921875,1053.337158203125,-1617.288330078125,907.76513671875,-1513.702880859375,1048.524658203125,-1666.07861328125,1053.6103515625,-1617.2939453125,899.320068359375,-1507.7703857421875,921.2860107421876,-1522.1331787109375,852.968994140625,-1479.794921875,749.6983032226562,-1411.8787841796875
7,977.7823486328124,-1725.488037109375,981.8854370117188,-1725.6199951171875,988.0590209960938,-1709.806640625,1015.7876586914062,-1651.655029296875,1008.7740478515624,-1670.9947509765625,1047.211669921875,-1670.7711181640625,1039.782470703125,-1686.1864013671875,1048.1658935546877,-1694.74072265625,1023.1051635742188,-1634.9019775390625,1048.5556640625,-1666.1053466796875,1054.6959228515623,-1627.738037109375,1076.644287109375,-1715.4981689453125,1040.9940185546877,-1707.856201171875,1050.44677734375,-1658.163818359375,1053.5950927734377,-1617.2919921875,1056.1898193359377,-1716.279296875,1053.332763671875,-1624.755615234375,1046.1129150390623,-1710.4505615234375,1008.722900390625,-1683.78271484375,1053.5372314453123,-1624.7591552734375,1053.529052734375,-1617.4256591796875,1047.2513427734377,-1670.617431640625,1054.0906982421877,-1627.520751953125,1052.5,-1608.9586181640625,1040.9351806640623,-1707.6116943359375,1059.232421875,-1587.5712890625,985.1340942382812,-1713.545654296875,1052.0482177734377,-1605.779296875,1053.3592529296877,-1614.7205810546875,984.0971069335938,-1714.402587890625,1050.5887451171877,-1658.2034912109375,1053.84619140625,-1627.1722412109375,1043.31982421875,-1652.3167724609375,999.5350952148438,-1576.9794921875,1053.328125,-1614.603759765625,1175.6163330078125,-1551.3380126953125,1053.3394775390623,-1617.2833251953125,908.9190673828124,-1514.263427734375,1048.5245361328123,-1666.0780029296875,1053.598388671875,-1617.28125,900.5009765625,-1508.5535888671875,922.521240234375,-1522.935791015625,854.2749633789062,-1480.5341796875,750.8521728515625,-1412.67138671875
8,977.7743530273438,-1725.4765625,982.5352172851562,-1724.6776123046875,988.082763671875,-1709.786865234375,1015.413818359375,-1652.3414306640625,1008.1842041015624,-1672.0811767578125,1047.2215576171877,-1670.7703857421875,1039.755859375,-1686.1865234375,1048.1754150390623,-1694.6602783203125,1023.1956176757812,-1635.482666015625,1048.48388671875,-1665.9718017578125,1054.5084228515623,-1627.5860595703125,1076.625732421875,-1715.55029296875,1040.982177734375,-1707.8642578125,1050.4405517578123,-1658.1531982421875,1053.6092529296877,-1617.3084716796875,1056.2086181640623,-1716.295654296875,1053.32958984375,-1624.7515869140625,1046.114013671875,-1710.4468994140625,1009.4066772460938,-1682.7994384765625,1053.530517578125,-1624.75439453125,1053.529541015625,-1617.4239501953125,1047.2603759765623,-1670.6160888671875,1054.0947265625,-1627.5224609375,1052.5028076171877,-1608.96044921875,1040.944580078125,-1707.6142578125,1059.1988525390623,-1587.564453125,985.0078125,-1713.9033203125,1052.06298828125,-1605.7811279296875,1053.3701171875,-1614.724365234375,984.03759765625,-1714.4793701171875,1050.5941162109377,-1658.209228515625,1053.8394775390623,-1627.18603515625,1043.3072509765623,-1652.328125,1000.58056640625,-1578.1072998046875,1053.324951171875,-1614.6002197265625,1175.59765625,-1551.3328857421875,1053.3486328125,-1617.2711181640625,910.2589111328124,-1515.192626953125,1048.5150146484377,-1666.0885009765625,1053.593994140625,-1617.283203125,901.7770385742188,-1509.4259033203125,923.75341796875,-1523.7025146484375,855.5162963867188,-1481.3802490234375,752.0115356445312,-1413.369384765625
9,977.7656860351562,-1725.459228515625,983.1546020507812,-1723.757080078125,988.1096801757812,-1709.777099609375,1015.0907592773438,-1653.056884765625,1007.5696411132812,-1673.1651611328125,1047.2894287109377,-1670.9150390625,1039.7352294921877,-1686.12646484375,1048.19287109375,-1694.62548828125,1023.135498046875,-1635.999755859375,1048.4918212890623,-1665.9432373046875,1054.4818115234377,-1627.5521240234375,1076.6112060546877,-1715.5704345703125,1040.9791259765623,-1707.8541259765625,1050.4610595703123,-1658.1680908203125,1053.6015625,-1617.315185546875,1056.2015380859377,-1716.3023681640625,1053.328369140625,-1624.746826171875,1046.1204833984377,-1710.4427490234375,1009.8772583007812,-1681.9844970703125,1053.530517578125,-1624.752685546875,1053.5362548828123,-1617.4222412109375,1047.24658203125,-1670.611328125,1054.096923828125,-1627.532470703125,1052.5067138671877,-1608.9703369140625,1040.9393310546877,-1707.623046875,1059.2164306640623,-1587.5673828125,984.8530883789062,-1714.075927734375,1052.080322265625,-1605.7802734375,1053.3629150390623,-1614.7279052734375,983.98779296875,-1714.5716552734375,1050.615966796875,-1658.1942138671875,1053.833251953125,-1627.18408203125,1043.3111572265623,-1652.330322265625,1001.5894165039062,-1579.2344970703125,1053.32421875,-1614.60400390625,1175.6134033203125,-1551.33056640625,1053.356689453125,-1617.2545166015625,911.6190795898438,-1516.0418701171875,1048.522705078125,-1666.0771484375,1053.591552734375,-1617.287841796875,902.8999633789062,-1510.303466796875,924.6800537109376,-1524.32470703125,856.8731079101562,-1482.0689697265625,753.07373046875,-1414.169189453125
