,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti6_centroid_x,ti6_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti10_centroid_x,ti10_centroid_y,ti12_centroid_x,ti12_centroid_y,ti60_centroid_x,ti60_centroid_y,ti73_centroid_x,ti73_centroid_y,ti74_centroid_x,ti74_centroid_y,ti82_centroid_x,ti82_centroid_y,ti83_centroid_x,ti83_centroid_y,ti117_centroid_x,ti117_centroid_y,ti130_centroid_x,ti130_centroid_y,ti139_centroid_x,ti139_centroid_y,ti186_centroid_x,ti186_centroid_y,ti219_centroid_x,ti219_centroid_y,ti226_centroid_x,ti226_centroid_y,ti233_centroid_x,ti233_centroid_y,ti261_centroid_x,ti261_centroid_y,ti308_centroid_x,ti308_centroid_y,ti355_centroid_x,ti355_centroid_y,ti413_centroid_x,ti413_centroid_y,ti451_centroid_x,ti451_centroid_y,ti456_centroid_x,ti456_centroid_y,ti467_centroid_x,ti467_centroid_y,ti470_centroid_x,ti470_centroid_y,ti498_centroid_x,ti498_centroid_y,ti500_centroid_x,ti500_centroid_y,ti520_centroid_x,ti520_centroid_y,ti543_centroid_x,ti543_centroid_y,ti573_centroid_x,ti573_centroid_y,ti574_centroid_x,ti574_centroid_y,ti604_centroid_x,ti604_centroid_y,ti679_centroid_x,ti679_centroid_y,ti660_centroid_x,ti660_centroid_y,ti706_centroid_x,ti706_centroid_y,ti598_centroid_x,ti598_centroid_y,ti751_centroid_x,ti751_centroid_y,ti798_centroid_x,ti798_centroid_y,ti806_centroid_x,ti806_centroid_y,ti796_centroid_x,ti796_centroid_y,ti835_centroid_x,ti835_centroid_y,ti898_centroid_x,ti898_centroid_y,ti903_centroid_x,ti903_centroid_y,ti936_centroid_x,ti936_centroid_y,ti927_centroid_x,ti927_centroid_y,ti956_centroid_x,ti956_centroid_y,ti987_centroid_x,ti987_centroid_y,ti996_centroid_x,ti996_centroid_y,ti1004_centroid_x,ti1004_centroid_y,ti1023_centroid_x,ti1023_centroid_y,ti863_centroid_x,ti863_centroid_y,ti1027_centroid_x,ti1027_centroid_y,ti1092_centroid_x,ti1092_centroid_y,ti1060_centroid_x,ti1060_centroid_y,ti1184_centroid_x,ti1184_centroid_y,ti1267_centroid_x,ti1267_centroid_y
0,659.4039306640625,-1330.66943359375,661.145263671875,-1334.093994140625,634.3634643554688,-1338.0731201171875,655.1459350585938,-1330.3846435546875,632.0245361328125,-1340.810302734375,638.3058471679688,-1348.0325927734375,644.3316040039062,-1365.861328125,663.50830078125,-1351.4761962890625,629.146484375,-1334.22314453125,659.123291015625,-1324.496826171875,663.382568359375,-1318.0211181640625,575.4639282226562,-1298.86181640625,670.8811645507812,-1318.8607177734375,681.2548828125,-1290.6363525390625,667.658447265625,-1311.5489501953125,692.8173217773438,-1272.675048828125,671.0855102539062,-1305.1768798828125,667.4564208984375,-1324.219970703125,670.3759765625,-1314.809326171875,671.117919921875,-1319.005126953125,637.1263427734375,-1358.2291259765625,642.6963500976562,-1366.2999267578125,636.9195556640625,-1349.2750244140625,636.9347534179688,-1353.64404296875,464.2019958496094,-1225.9742431640625,484.0623474121094,-1238.8421630859375,561.6188354492189,-1250.2344970703125,629.1788940429688,-1334.3914794921875,566.232421875,-1260.111083984375,496.44732666015625,-1248.1124267578125,560.2630004882811,-1251.56982421875,568.9685668945312,-1258.359130859375,581.3767700195312,-1260.65576171875,516.2044067382811,-1299.8177490234375,560.8401489257811,-1242.668212890625,570.2220458984375,-1255.482177734375,511.8938293457031,-1308.151611328125,619.4301147460938,-1328.1602783203125,634.3340454101562,-1338.2880859375,573.4733276367188,-1248.9486083984375,486.83343505859375,-1269.954833984375,571.5220336914062,-1250.7398681640625,473.7609252929688,-1279.79833984375,506.7037353515625,-1205.5074462890625,621.1832885742188,-1329.4840087890625,489.8435363769531,-1277.51025390625,489.0518798828125,-1278.9071044921875,471.1488952636719,-1261.8115234375,486.225341796875,-1261.7506103515625,463.1636047363281,-1275.14599609375,499.4433288574219,-1216.057861328125,474.5050659179688,-1279.6788330078125,479.2913513183594,-1272.26416015625,483.0582275390625,-1265.9039306640625,480.58990478515625,-1269.70654296875,459.9781188964844,-1299.81298828125,496.7710876464844,-1214.7972412109375,477.0995788574219,-1274.37890625,504.6727294921875,-1204.6002197265625,499.9532775878906,-1212.7366943359375,592.9926147460938,-1310.3331298828125,390.8568420410156,-1198.6409912109375
1,659.408203125,-1330.6011962890625,661.157470703125,-1334.0997314453125,634.4863891601562,-1338.0906982421875,655.0534057617188,-1330.3905029296875,632.5228271484375,-1341.222412109375,638.3112182617188,-1348.468994140625,644.4702758789062,-1365.59619140625,662.4594116210938,-1350.8955078125,629.3726196289062,-1334.1336669921875,658.8582763671875,-1324.695556640625,663.430908203125,-1317.7855224609375,576.5975341796875,-1299.7882080078125,670.447021484375,-1319.8707275390625,681.43896484375,-1291.1082763671875,667.4234008789062,-1311.1865234375,692.7376098632812,-1273.52734375,671.4659423828125,-1304.9925537109375,666.6177368164062,-1324.8570556640625,670.1798706054688,-1315.155517578125,671.2608642578125,-1317.6070556640625,637.0733032226562,-1357.7342529296875,643.0044555664062,-1365.8504638671875,636.5870971679688,-1348.643798828125,637.08935546875,-1353.54541015625,464.205078125,-1225.98828125,487.4868469238281,-1240.98046875,560.9874267578125,-1252.1282958984375,629.1758422851562,-1334.383544921875,566.22900390625,-1260.102294921875,495.9140319824219,-1248.4539794921875,560.4981079101561,-1251.5205078125,568.965576171875,-1258.3619384765625,581.2316284179688,-1260.9156494140625,516.2301635742189,-1300.1783447265625,560.8406372070311,-1242.6549072265625,568.6263427734375,-1254.947265625,512.0235595703125,-1308.0457763671875,619.539794921875,-1328.235107421875,634.3280639648438,-1338.289794921875,573.3253784179688,-1248.7613525390625,486.834228515625,-1269.96044921875,571.6451416015625,-1250.849853515625,473.0034790039063,-1279.1455078125,506.5893249511719,-1205.5762939453125,621.1898803710938,-1329.4798583984375,490.15753173828125,-1277.812744140625,489.94134521484375,-1277.75048828125,471.6204528808594,-1262.1422119140625,485.8990783691406,-1261.47705078125,463.1722412109375,-1275.1492919921875,499.52239990234375,-1216.01904296875,474.5121765136719,-1279.679931640625,478.4483337402344,-1270.9869384765625,482.2285461425781,-1264.7998046875,479.4320373535156,-1268.80419921875,459.382080078125,-1300.388671875,496.5072326660156,-1214.5206298828125,476.4229431152344,-1273.466796875,504.97900390625,-1204.6695556640625,499.7855224609375,-1212.5489501953125,594.0160522460938,-1311.1209716796875,391.74267578125,-1199.0916748046875
2,659.2709350585938,-1330.5401611328125,661.1364135742188,-1334.1383056640625,634.4642333984375,-1338.0751953125,655.0087280273438,-1330.40576171875,632.7897338867188,-1341.5313720703125,638.645751953125,-1348.983642578125,644.181884765625,-1365.52978515625,661.6578979492188,-1350.384765625,629.3043212890625,-1334.1739501953125,658.8494262695312,-1324.8905029296875,663.4096069335938,-1317.894775390625,577.4496459960938,-1300.505859375,670.58935546875,-1319.9029541015625,681.0993041992188,-1291.21826171875,667.6040649414062,-1311.2586669921875,692.2815551757812,-1273.9495849609375,671.8526611328125,-1304.987060546875,666.6359252929688,-1324.977294921875,670.0416259765625,-1315.4246826171875,671.2249145507812,-1318.0828857421875,636.996826171875,-1358.150634765625,643.4432983398438,-1365.7220458984375,636.8882446289062,-1349.6829833984375,637.093505859375,-1353.5479736328125,468.2893981933594,-1228.0496826171875,489.7314758300781,-1242.3868408203125,561.0283203125,-1251.9197998046875,629.221923828125,-1334.39892578125,566.6755981445312,-1260.277099609375,496.025146484375,-1248.4151611328125,560.6678466796875,-1251.5428466796875,568.9608764648438,-1258.3653564453125,581.1163330078125,-1261.1524658203125,516.2533569335939,-1300.0213623046875,560.81689453125,-1242.672607421875,568.618408203125,-1254.9481201171875,511.7427368164063,-1308.31005859375,619.587646484375,-1328.1832275390625,634.84912109375,-1338.6929931640625,573.3156127929688,-1248.69873046875,486.82806396484375,-1269.967529296875,571.7886352539062,-1250.935791015625,472.4726867675781,-1278.7991943359375,506.6968383789063,-1205.6375732421875,621.7472534179688,-1329.4501953125,490.05670166015625,-1277.8955078125,489.9332885742188,-1277.7525634765625,471.864990234375,-1262.27978515625,485.89678955078125,-1261.4886474609375,463.0574035644531,-1274.9913330078125,499.6595458984375,-1216.1207275390625,474.5079345703125,-1279.683349609375,478.40771484375,-1270.971435546875,482.3287963867188,-1264.8043212890625,479.515625,-1268.8118896484375,459.952880859375,-1300.25927734375,497.31396484375,-1215.0357666015625,476.1680603027344,-1273.3421630859375,505.1974792480469,-1204.987060546875,499.8808288574219,-1212.6204833984375,595.0540161132812,-1311.9207763671875,391.73919677734375,-1199.090087890625
3,659.3570556640625,-1330.6156005859375,661.1351318359375,-1334.1090087890625,634.4462280273438,-1338.10302734375,655.0331420898438,-1330.3929443359375,633.1088256835938,-1341.7796630859375,638.8309936523438,-1349.4608154296875,644.3544921875,-1365.4705810546875,660.7197265625,-1349.7042236328125,629.2534790039062,-1334.1689453125,658.7628173828125,-1324.89794921875,663.3973388671875,-1317.872314453125,578.2886962890625,-1301.090087890625,670.9905395507812,-1319.559326171875,680.924560546875,-1291.41015625,667.591796875,-1311.3189697265625,692.1019287109375,-1274.440185546875,672.0164794921875,-1304.953369140625,666.8072509765625,-1324.8619384765625,670.06884765625,-1315.72802734375,671.0877075195312,-1318.0067138671875,636.82666015625,-1358.734375,643.711181640625,-1365.5035400390625,637.069580078125,-1350.48486328125,637.08740234375,-1353.5521240234375,469.79107666015625,-1228.99658203125,491.3295593261719,-1243.4434814453125,561.1474609375,-1251.6529541015625,629.2227172851562,-1334.387939453125,566.6393432617188,-1260.2056884765625,496.8928527832031,-1248.2821044921875,560.9225463867189,-1251.306640625,568.6491088867188,-1258.1795654296875,580.9844970703125,-1261.4041748046875,516.2269287109375,-1299.9703369140625,560.8372192382811,-1242.65673828125,568.5839233398438,-1254.81201171875,511.8132629394531,-1308.441650390625,619.6289672851562,-1328.3070068359375,635.2055053710938,-1338.7904052734375,573.4695434570312,-1248.7745361328125,486.766845703125,-1269.9580078125,571.7500610351562,-1250.8917236328125,471.9306335449219,-1278.45751953125,506.6708679199219,-1205.6002197265625,621.97021484375,-1329.640380859375,490.7566223144531,-1278.819580078125,490.1275024414063,-1277.711181640625,471.59454345703125,-1262.2608642578125,485.9439392089844,-1261.4820556640625,463.0283508300781,-1275.0477294921875,499.75335693359375,-1216.1339111328125,474.50677490234375,-1279.6861572265625,478.5000915527344,-1271.060791015625,482.3998718261719,-1264.8260498046875,479.7186584472656,-1268.9482421875,459.7162170410156,-1300.0140380859375,497.0738830566406,-1214.8043212890625,476.453369140625,-1273.345947265625,505.40325927734375,-1205.09814453125,499.9990234375,-1212.64111328125,596.06982421875,-1312.693603515625,391.6789245605469,-1198.980224609375
4,659.3226318359375,-1330.5665283203125,661.1222534179688,-1334.100830078125,634.49560546875,-1338.0938720703125,655.0811767578125,-1330.3857421875,633.3357543945312,-1342.0318603515625,638.8583984375,-1349.7955322265625,644.2833862304688,-1365.4268798828125,659.8474731445312,-1349.076416015625,629.2698974609375,-1334.1864013671875,658.5203857421875,-1325.25,663.4288940429688,-1317.8753662109375,579.1512451171875,-1301.5279541015625,670.91943359375,-1319.64404296875,680.8433227539062,-1291.62353515625,667.446044921875,-1311.251220703125,691.8356323242188,-1274.9365234375,671.9790649414062,-1305.04833984375,666.73828125,-1324.73046875,669.7797241210938,-1316.13330078125,670.7633666992188,-1318.3233642578125,636.585693359375,-1359.33740234375,643.8638916015625,-1365.4466552734375,637.3015747070312,-1351.140869140625,636.9755249023438,-1356.0660400390625,471.3139343261719,-1229.933837890625,492.8670654296875,-1244.492919921875,561.3499755859375,-1251.1534423828125,629.2218627929688,-1334.376953125,566.637451171875,-1260.2060546875,497.44873046875,-1248.482666015625,561.1932983398439,-1251.0347900390625,568.6392822265625,-1258.203857421875,580.8903198242188,-1261.689208984375,516.1841430664061,-1299.8699951171875,560.8277587890625,-1242.660888671875,568.5526123046875,-1254.77685546875,511.83203125,-1308.5780029296875,619.7029418945312,-1328.2606201171875,635.519775390625,-1338.929443359375,573.5729370117188,-1248.885009765625,486.6984558105469,-1270.0299072265625,571.8287963867188,-1250.929443359375,473.4022216796875,-1279.419921875,506.66802978515625,-1205.728271484375,622.1358032226562,-1329.7841796875,490.9303283691406,-1279.070556640625,490.0751647949219,-1278.08984375,471.3724670410156,-1262.177734375,485.95257568359375,-1261.492431640625,463.0443420410156,-1275.0540771484375,499.77581787109375,-1216.10205078125,474.4972534179688,-1279.6903076171875,478.5150451660156,-1271.1536865234375,482.3218688964844,-1264.7791748046875,479.7916259765625,-1269.11376953125,459.6881408691406,-1300.31396484375,497.0401611328125,-1214.7471923828125,476.51849365234375,-1273.3531494140625,505.4181518554688,-1205.0528564453125,499.9519958496094,-1212.64306640625,597.0845336914062,-1313.463623046875,391.6898193359375,-1199.0166015625
5,659.3720092773438,-1330.5992431640625,661.09912109375,-1334.0831298828125,634.4617309570312,-1338.0899658203125,655.0859375,-1330.3857421875,633.5656127929688,-1342.2508544921875,638.9002685546875,-1350.1842041015625,644.3447875976562,-1365.4630126953125,658.9327392578125,-1348.472900390625,629.2518920898438,-1334.195068359375,658.421630859375,-1325.3658447265625,663.4654541015625,-1317.902587890625,580.0014038085938,-1302.0545654296875,671.239013671875,-1319.148193359375,680.7246704101562,-1291.8565673828125,667.4271240234375,-1311.302734375,691.5454711914062,-1275.3807373046875,672.0629272460938,-1305.0360107421875,666.7926635742188,-1324.7325439453125,669.8421630859375,-1316.5743408203125,670.8226318359375,-1318.701904296875,636.3189086914062,-1359.8519287109375,644.0392456054688,-1365.3883056640625,637.5050659179688,-1351.6259765625,636.8617553710938,-1356.6610107421875,472.8548889160156,-1230.8521728515625,494.43499755859375,-1245.52685546875,561.5181884765625,-1250.85595703125,629.2216796875,-1334.3643798828125,566.629638671875,-1260.2113037109375,498.02178955078125,-1248.819091796875,561.1854248046875,-1251.0048828125,568.6312255859375,-1258.2315673828125,580.7549438476562,-1261.97265625,516.0008544921875,-1299.42333984375,560.8140258789061,-1242.662109375,568.6516723632812,-1254.7344970703125,511.8373107910156,-1308.703125,619.7554321289062,-1328.3447265625,635.8258056640625,-1339.086669921875,573.6282958984375,-1248.946044921875,486.737060546875,-1270.0452880859375,571.9234008789062,-1250.9705810546875,473.6494140625,-1279.392578125,506.7127380371094,-1205.7391357421875,622.352294921875,-1329.952392578125,491.108154296875,-1279.472412109375,490.037109375,-1278.111328125,471.2840576171875,-1262.24072265625,486.191650390625,-1261.4185791015625,463.16845703125,-1275.171630859375,499.917724609375,-1216.1268310546875,474.4966735839844,-1279.69482421875,478.5404052734375,-1271.1650390625,482.3966979980469,-1264.95703125,479.8412170410156,-1269.1712646484375,459.7297668457031,-1300.2828369140625,497.7242431640625,-1214.9666748046875,476.36077880859375,-1273.339599609375,505.5727844238281,-1205.1104736328125,499.8863525390625,-1212.8394775390625,598.2529296875,-1314.28369140625,391.7222595214844,-1198.97021484375
6,659.3339233398438,-1330.58056640625,661.084228515625,-1334.1068115234375,634.471923828125,-1338.0499267578125,655.0762329101562,-1330.3809814453125,633.7796630859375,-1342.4837646484375,638.9869995117188,-1350.590576171875,644.2957763671875,-1365.416748046875,658.0419921875,-1347.861572265625,629.2494506835938,-1334.210205078125,658.426513671875,-1325.3778076171875,663.4503173828125,-1317.8857421875,580.7701416015625,-1302.6597900390625,671.4149780273438,-1319.0006103515625,680.5487060546875,-1292.23095703125,667.4700317382812,-1311.3477783203125,691.5615844726562,-1275.5108642578125,672.0938720703125,-1305.09033203125,666.8392944335938,-1324.670654296875,669.4375610351562,-1317.0220947265625,670.6100463867188,-1318.77587890625,636.0032348632812,-1360.450439453125,644.2769165039062,-1365.232421875,637.7021484375,-1352.118896484375,636.745849609375,-1357.2789306640625,474.3490905761719,-1232.1605224609375,495.9278564453125,-1246.6572265625,561.2914428710939,-1251.027099609375,632.8171997070312,-1337.09912109375,566.40625,-1259.7962646484375,498.4436340332031,-1249.20654296875,561.363525390625,-1250.791015625,567.8172607421875,-1257.7855224609375,580.5791625976562,-1262.1663818359375,516.14306640625,-1299.179931640625,560.8062133789061,-1242.662841796875,568.679931640625,-1254.75732421875,511.8754577636719,-1308.944580078125,619.7164306640625,-1328.3487548828125,636.2269287109375,-1339.328857421875,573.4671630859375,-1248.9915771484375,486.642822265625,-1270.1495361328125,571.8685913085938,-1251.1143798828125,473.6393737792969,-1279.3797607421875,506.7112731933594,-1205.755126953125,622.6193237304688,-1330.11572265625,491.1299133300781,-1280.336669921875,490.0151672363281,-1278.1829833984375,471.2038879394531,-1262.283203125,486.1939392089844,-1261.424560546875,463.2169189453125,-1275.1834716796875,500.0583801269531,-1216.3389892578125,473.8164367675781,-1279.23046875,478.5133666992188,-1271.1922607421875,482.4028625488281,-1265.0753173828125,479.8332824707031,-1269.1842041015625,459.7810974121094,-1300.3011474609375,498.0596618652344,-1214.871337890625,476.3744812011719,-1273.43017578125,505.6554565429688,-1205.1156005859375,499.8089294433594,-1212.885498046875,599.316162109375,-1315.060302734375,391.7253112792969,-1198.9869384765625
7,659.3900146484375,-1330.62109375,661.0684204101562,-1334.127685546875,634.5026245117188,-1338.029541015625,655.083251953125,-1330.3494873046875,634.0017700195312,-1342.7474365234375,639.0537109375,-1351.002685546875,644.2614135742188,-1365.4561767578125,657.2925415039062,-1347.3944091796875,629.2379150390625,-1334.213134765625,658.482177734375,-1325.3497314453125,663.4325561523438,-1317.8546142578125,581.5606689453125,-1303.2158203125,671.9419555664062,-1319.1253662109375,680.3932495117188,-1292.4276123046875,667.4857788085938,-1311.431640625,691.1934814453125,-1276.07568359375,672.1415405273438,-1305.0797119140625,666.6087036132812,-1324.734130859375,669.2545166015625,-1317.4041748046875,670.67529296875,-1319.0904541015625,635.6956787109375,-1360.9771728515625,644.3082275390625,-1365.2327880859375,637.9027099609375,-1352.61767578125,636.6016845703125,-1357.915771484375,475.8697814941406,-1233.1444091796875,497.4710388183594,-1247.578369140625,561.225830078125,-1251.1458740234375,632.8184814453125,-1337.0968017578125,566.010498046875,-1259.7425537109375,498.9384460449219,-1249.4202880859375,561.331298828125,-1250.8538818359375,567.9608154296875,-1257.8773193359375,580.6445922851562,-1262.134033203125,516.1484375,-1299.3795166015625,560.7998657226561,-1242.65380859375,568.7037353515625,-1254.8502197265625,511.9024353027344,-1309.0660400390625,619.6950073242188,-1328.373291015625,636.62060546875,-1339.5799560546875,573.4814453125,-1248.9986572265625,486.87200927734375,-1269.9615478515625,571.6658935546875,-1251.21875,474.0639953613281,-1279.565185546875,506.6988830566406,-1205.6793212890625,622.9049682617188,-1330.1805419921875,491.48223876953125,-1280.2991943359375,489.964599609375,-1278.410400390625,471.1461791992188,-1262.27685546875,486.201171875,-1261.4259033203125,463.2586364746094,-1275.1583251953125,499.7017822265625,-1216.2509765625,473.7502746582031,-1279.167724609375,478.49908447265625,-1271.2457275390625,482.51959228515625,-1265.204345703125,479.9551696777344,-1269.21240234375,459.7991943359375,-1300.3726806640625,498.17681884765625,-1214.96728515625,476.3916320800781,-1273.4442138671875,505.5376281738281,-1205.02587890625,499.5514831542969,-1212.6605224609375,600.0955810546875,-1315.67529296875,391.6976623535156,-1198.9810791015625
8,659.4322509765625,-1330.6466064453125,661.076904296875,-1334.12841796875,634.5086059570312,-1337.9957275390625,655.0568237304688,-1330.33984375,634.2076416015625,-1343.0068359375,639.0667114257812,-1351.390869140625,644.232177734375,-1365.450927734375,656.490234375,-1346.8873291015625,629.2216796875,-1334.1978759765625,658.5021362304688,-1325.3587646484375,663.4471435546875,-1317.8829345703125,582.3712158203125,-1303.7669677734375,671.9326171875,-1319.390380859375,680.16650390625,-1292.574951171875,667.6279907226562,-1311.5037841796875,691.0681762695312,-1276.2845458984375,672.1784057617188,-1305.0718994140625,666.5288696289062,-1324.9796142578125,669.557861328125,-1317.1123046875,670.4542236328125,-1319.2012939453125,635.341796875,-1361.5941162109375,644.3194580078125,-1365.2864990234375,638.0978393554688,-1353.1175537109375,636.244140625,-1358.4693603515625,477.38818359375,-1234.3165283203125,499.0167846679688,-1248.6260986328125,561.2720336914061,-1251.0418701171875,632.8109741210938,-1337.101806640625,566.0904541015625,-1259.63134765625,499.322265625,-1249.625244140625,561.4780883789061,-1250.6710205078125,567.8861694335938,-1257.8485107421875,580.930908203125,-1261.737060546875,516.1014404296875,-1299.5225830078125,560.7962036132811,-1242.6529541015625,568.79052734375,-1254.855224609375,511.9273681640625,-1309.2325439453125,619.7599487304688,-1328.4193115234375,636.9204711914062,-1339.776611328125,573.4816284179688,-1248.9896240234375,486.8706970214844,-1269.875244140625,571.7077026367188,-1251.259033203125,473.8942565917969,-1279.4716796875,506.62310791015625,-1205.8419189453125,623.1238403320312,-1330.3411865234375,491.7125244140625,-1280.2392578125,489.9791259765625,-1278.5181884765625,471.1463623046875,-1262.262451171875,486.4579772949219,-1261.390625,463.039306640625,-1275.29296875,499.3460693359375,-1215.994140625,473.72882080078125,-1279.169189453125,478.41973876953125,-1271.26025390625,482.6631774902344,-1265.3294677734375,479.923828125,-1269.2113037109375,459.8196716308594,-1300.19775390625,498.0018615722656,-1214.7349853515625,476.3588562011719,-1273.43701171875,505.2991027832031,-1204.9400634765625,499.5968627929688,-1212.5130615234375,601.13916015625,-1316.4564208984375,391.7310791015625,-1198.958251953125
9,659.4663696289062,-1330.678466796875,661.0578002929688,-1334.148681640625,634.4805297851562,-1337.9671630859375,655.0718994140625,-1330.3267822265625,634.4590454101562,-1343.191650390625,639.0904541015625,-1351.8531494140625,644.2986450195312,-1365.5018310546875,655.651123046875,-1346.3565673828125,629.2070922851562,-1334.1937255859375,658.5294799804688,-1325.333740234375,663.4847412109375,-1317.8780517578125,583.18701171875,-1304.281005859375,672.2014770507812,-1319.446044921875,680.0455932617188,-1292.827392578125,667.7238159179688,-1311.52392578125,690.9172973632812,-1276.5718994140625,672.0647583007812,-1304.970458984375,666.5077514648438,-1325.0721435546875,669.6113891601562,-1317.2694091796875,670.37060546875,-1319.3590087890625,634.9749145507812,-1362.197021484375,644.3748779296875,-1365.2861328125,638.2999877929688,-1353.6148681640625,635.94873046875,-1359.0706787109375,478.9125671386719,-1235.3245849609375,500.5454406738281,-1249.677734375,561.6241455078125,-1250.70556640625,632.8074340820312,-1337.1129150390625,566.1702270507812,-1259.7711181640625,499.8568420410156,-1249.82763671875,561.4972534179689,-1250.6285400390625,567.8538208007812,-1257.786865234375,580.5836791992188,-1262.2088623046875,516.1273193359375,-1299.5811767578125,560.7903442382811,-1242.6588134765625,568.8108520507812,-1254.882568359375,511.9574890136719,-1309.413330078125,619.7802124023438,-1328.4500732421875,637.2406616210938,-1340.0025634765625,573.48046875,-1248.98583984375,487.1466674804688,-1269.5123291015625,571.7544555664062,-1251.290283203125,474.1510925292969,-1279.6297607421875,506.6403503417969,-1205.8541259765625,623.3919677734375,-1330.48388671875,491.6044616699219,-1280.29541015625,490.0105285644531,-1278.6107177734375,471.11993408203125,-1262.2618408203125,486.62982177734375,-1261.4520263671875,463.0481262207031,-1275.307861328125,499.1393737792969,-1215.6600341796875,473.6961975097656,-1279.19970703125,478.4490661621094,-1271.26220703125,482.7428894042969,-1265.377685546875,479.8948974609375,-1269.223388671875,459.81158447265625,-1300.031982421875,497.9312438964844,-1214.6312255859375,476.3771667480469,-1273.5003662109375,505.3699645996094,-1204.9979248046875,499.6475830078125,-1212.626220703125,602.234619140625,-1317.1844482421875,391.7154846191406,-1198.9609375
