,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti351_centroid_x,ti351_centroid_y,ti426_centroid_x,ti426_centroid_y,ti427_centroid_x,ti427_centroid_y,ti479_centroid_x,ti479_centroid_y,ti517_centroid_x,ti517_centroid_y,ti550_centroid_x,ti550_centroid_y,ti570_centroid_x,ti570_centroid_y,ti599_centroid_x,ti599_centroid_y,ti601_centroid_x,ti601_centroid_y,ti619_centroid_x,ti619_centroid_y,ti625_centroid_x,ti625_centroid_y,ti667_centroid_x,ti667_centroid_y,ti668_centroid_x,ti668_centroid_y,ti676_centroid_x,ti676_centroid_y,ti726_centroid_x,ti726_centroid_y,ti736_centroid_x,ti736_centroid_y,ti748_centroid_x,ti748_centroid_y,ti762_centroid_x,ti762_centroid_y,ti773_centroid_x,ti773_centroid_y,ti782_centroid_x,ti782_centroid_y,ti785_centroid_x,ti785_centroid_y,ti838_centroid_x,ti838_centroid_y,ti860_centroid_x,ti860_centroid_y,ti861_centroid_x,ti861_centroid_y,ti877_centroid_x,ti877_centroid_y,ti880_centroid_x,ti880_centroid_y,ti881_centroid_x,ti881_centroid_y,ti885_centroid_x,ti885_centroid_y,ti903_centroid_x,ti903_centroid_y,ti882_centroid_x,ti882_centroid_y,ti950_centroid_x,ti950_centroid_y,ti959_centroid_x,ti959_centroid_y,ti977_centroid_x,ti977_centroid_y,ti978_centroid_x,ti978_centroid_y,ti1001_centroid_x,ti1001_centroid_y,ti1033_centroid_x,ti1033_centroid_y,ti1056_centroid_x,ti1056_centroid_y,ti1034_centroid_x,ti1034_centroid_y,ti1086_centroid_x,ti1086_centroid_y
0,827.2232666015625,-1463.0892333984375,890.8577270507812,-1461.861083984375,789.9174194335938,-1430.909423828125,1052.31982421875,-1611.23095703125,1052.2628173828123,-1611.5582275390625,932.33056640625,-1592.8035888671875,1051.7740478515623,-1605.5072021484375,1052.3226318359377,-1624.1036376953125,1052.3621826171877,-1611.4879150390625,970.9434814453124,-1553.9244384765625,1078.3394775390623,-1567.552734375,1053.7779541015623,-1621.5743408203125,1052.2762451171877,-1617.473876953125,1047.7459716796877,-1659.96484375,1052.9530029296877,-1614.7410888671875,1047.9454345703123,-1665.6563720703125,1043.422119140625,-1593.9937744140625,1054.7041015625,-1627.459228515625,993.7945556640624,-1705.7666015625,1051.9271240234377,-1605.763916015625,1049.7176513671877,-1591.5391845703125,1053.4371337890623,-1624.5714111328125,1048.07861328125,-1665.7449951171875,1049.330810546875,-1660.1875,1044.9393310546877,-1674.6744384765625,1054.659912109375,-1589.030517578125,1052.080810546875,-1612.51025390625,1058.87158203125,-1588.9593505859375,1046.1162109375,-1670.218505859375,1049.8446044921877,-1590.1988525390625,1048.645751953125,-1666.0556640625,1051.3712158203123,-1607.2017822265625,1046.380859375,-1668.186279296875,911.5528564453124,-1831.6072998046875,952.4176635742188,-1763.112548828125,1043.4190673828123,-1693.5045166015625,1043.1884765625,-1708.3277587890625,1058.1529541015623,-1717.4951171875,1049.98291015625,-1695.34765625,1054.53271484375,-1627.6376953125,1046.726318359375,-1667.904541015625,925.042724609375,-1815.814453125
1,828.681884765625,-1463.9676513671875,891.3777465820312,-1460.682861328125,787.3995971679688,-1429.0206298828125,1052.0660400390623,-1611.383056640625,1052.25146484375,-1611.650390625,932.3233642578124,-1592.7947998046875,1052.1993408203123,-1606.1458740234375,1052.3297119140623,-1624.095703125,1052.270263671875,-1611.3143310546875,971.9779663085938,-1554.5789794921875,1078.47412109375,-1567.447998046875,1053.93212890625,-1621.2344970703125,1052.25537109375,-1617.47900390625,1047.6759033203123,-1659.92529296875,1052.102783203125,-1614.521728515625,1047.8701171875,-1665.6689453125,1043.4923095703123,-1593.81298828125,1053.18798828125,-1627.4786376953125,994.8602905273438,-1704.412353515625,1051.9312744140623,-1605.780517578125,1049.7257080078123,-1591.5369873046875,1053.3365478515623,-1624.6484375,1048.1534423828123,-1665.6573486328125,1049.2227783203123,-1660.2275390625,1044.73193359375,-1674.7540283203125,1054.7371826171877,-1589.621337890625,1052.1558837890623,-1612.620361328125,1058.8929443359377,-1588.968017578125,1045.6669921875,-1670.21337890625,1049.830078125,-1590.1966552734375,1047.2037353515623,-1665.4632568359375,1051.20458984375,-1606.677734375,1046.39404296875,-1668.380126953125,912.228271484375,-1831.9305419921875,952.4142456054688,-1763.26611328125,1043.2242431640623,-1691.710693359375,1043.1845703125,-1708.330322265625,1058.084716796875,-1717.625,1049.988525390625,-1695.3416748046875,1054.546142578125,-1627.6339111328125,1047.2471923828123,-1667.8878173828125,925.0665283203124,-1815.8135986328125
2,829.8685302734375,-1464.6368408203125,891.3941650390625,-1460.680908203125,786.6723022460938,-1428.38330078125,1051.9385986328123,-1611.453857421875,1052.2314453125,-1611.5860595703125,932.3273315429688,-1592.80615234375,1052.0987548828123,-1606.0947265625,1052.28369140625,-1624.3328857421875,1052.420654296875,-1611.3765869140625,972.9293212890624,-1555.185302734375,1078.528076171875,-1567.54638671875,1053.699462890625,-1621.586181640625,1052.2471923828123,-1617.424072265625,1047.6802978515623,-1659.91943359375,1052.188232421875,-1614.5911865234375,1047.7431640625,-1665.6585693359375,1043.4173583984377,-1593.4688720703125,1053.0703125,-1627.2574462890625,995.5784301757812,-1703.479248046875,1051.9453125,-1605.789306640625,1049.7303466796877,-1591.5489501953125,1053.203369140625,-1624.565673828125,1048.1710205078123,-1665.5992431640625,1049.121337890625,-1660.1669921875,1044.9539794921877,-1674.6622314453125,1054.7274169921877,-1589.6357421875,1052.444580078125,-1612.1806640625,1058.842041015625,-1588.8768310546875,1045.4932861328123,-1670.1571044921875,1049.92333984375,-1590.63916015625,1047.31494140625,-1665.4989013671875,1051.22265625,-1606.4251708984375,1046.2889404296877,-1668.42822265625,911.854248046875,-1831.4072265625,952.664794921875,-1762.8465576171875,1043.2119140625,-1691.70849609375,1043.1998291015623,-1708.2095947265625,1058.064208984375,-1717.646484375,1049.998046875,-1695.3419189453125,1054.4837646484377,-1627.6890869140625,1046.9974365234377,-1667.931640625,925.0462036132812,-1815.801025390625
3,831.0772094726562,-1465.376220703125,891.3883056640625,-1460.6796875,785.1243896484375,-1427.3916015625,1052.0360107421877,-1611.5220947265625,1052.2811279296877,-1611.5377197265625,932.3264770507812,-1592.81201171875,1052.118408203125,-1605.805908203125,1052.165771484375,-1624.303955078125,1052.4530029296877,-1611.3292236328125,973.8963623046876,-1555.812255859375,1078.4744873046877,-1567.6510009765625,1053.6942138671877,-1621.529296875,1052.54052734375,-1617.43310546875,1047.67431640625,-1659.9100341796875,1052.13037109375,-1614.516845703125,1047.9256591796877,-1665.7171630859375,1043.547119140625,-1593.704345703125,1052.8797607421877,-1627.1302490234375,996.2551879882812,-1702.4835205078125,1051.9415283203123,-1605.8092041015625,1049.820068359375,-1591.4969482421875,1053.22021484375,-1624.5704345703125,1048.1954345703123,-1665.7806396484375,1049.199462890625,-1660.263671875,1044.9454345703123,-1674.6959228515625,1054.7281494140623,-1589.6363525390625,1052.4381103515623,-1612.0150146484375,1058.7445068359377,-1588.7720947265625,1045.546630859375,-1670.0057373046875,1049.9310302734377,-1590.7637939453125,1047.4862060546877,-1665.4739990234375,1051.7325439453123,-1606.3236083984375,1046.38134765625,-1668.2666015625,911.738525390625,-1830.929443359375,952.72607421875,-1762.7803955078125,1043.2183837890623,-1691.70654296875,1043.15625,-1708.329833984375,1058.21923828125,-1717.7685546875,1049.9874267578123,-1695.3343505859375,1054.4644775390623,-1627.7353515625,1046.88720703125,-1668.0159912109375,924.3501586914062,-1817.409912109375
4,832.1861572265625,-1466.0537109375,891.3753662109375,-1460.67138671875,784.2332763671875,-1426.736328125,1051.73876953125,-1611.6004638671875,1052.225341796875,-1611.4962158203125,932.3300170898438,-1592.807373046875,1051.8787841796877,-1605.8333740234375,1052.5921630859377,-1624.492919921875,1052.4805908203123,-1611.3516845703125,974.8715209960938,-1556.452880859375,1078.52685546875,-1567.6470947265625,1053.74267578125,-1621.5634765625,1052.734619140625,-1617.398681640625,1047.90380859375,-1659.828369140625,1052.11181640625,-1614.4794921875,1047.875732421875,-1665.6834716796875,1043.75732421875,-1593.7481689453125,1053.6488037109377,-1627.08349609375,997.0083618164062,-1701.367919921875,1051.949462890625,-1605.8070068359375,1049.9534912109377,-1591.5599365234375,1053.2381591796877,-1624.58740234375,1048.238037109375,-1665.754150390625,1049.1973876953123,-1660.2703857421875,1044.9774169921877,-1674.751953125,1054.7950439453123,-1589.503662109375,1052.2265625,-1611.8382568359375,1058.7608642578123,-1588.748046875,1045.5986328125,-1670.0115966796875,1049.900634765625,-1590.734619140625,1047.690673828125,-1665.5909423828125,1051.4168701171877,-1606.3238525390625,1046.357177734375,-1668.26220703125,911.773681640625,-1830.69970703125,952.4191284179688,-1763.1754150390625,1043.401611328125,-1691.6368408203125,1043.158203125,-1708.330322265625,1058.382080078125,-1717.9017333984375,1050.01318359375,-1695.335693359375,1054.534423828125,-1627.71484375,1047.2421875,-1667.9581298828125,924.4403076171876,-1816.682373046875
5,833.3245239257812,-1466.76904296875,891.3698120117188,-1460.65966796875,783.193359375,-1425.996826171875,1052.0465087890623,-1611.5252685546875,1052.3271484375,-1611.47705078125,932.3204956054688,-1592.8115234375,1051.7821044921877,-1605.641357421875,1052.6209716796877,-1624.4984130859375,1052.5560302734377,-1611.36328125,975.8208618164062,-1557.111572265625,1078.5418701171877,-1567.625244140625,1053.796630859375,-1621.5679931640625,1052.9765625,-1617.4598388671875,1047.7703857421877,-1659.8590087890625,1052.328369140625,-1614.4267578125,1047.9029541015623,-1665.6591796875,1043.69287109375,-1593.793212890625,1053.3228759765623,-1627.441650390625,997.8623657226562,-1700.1727294921875,1051.06103515625,-1606.0467529296875,1049.9630126953123,-1591.3128662109375,1053.3302001953123,-1624.792724609375,1048.2581787109377,-1665.7490234375,1049.18408203125,-1660.3231201171875,1044.953125,-1674.8116455078125,1054.8533935546877,-1589.501708984375,1052.03955078125,-1611.81591796875,1058.708740234375,-1588.7044677734375,1045.43115234375,-1669.9542236328125,1049.8834228515623,-1590.5416259765625,1047.693115234375,-1665.61083984375,1051.467529296875,-1606.3272705078125,1046.85400390625,-1668.360107421875,911.6986083984376,-1830.98876953125,952.4558715820312,-1763.052001953125,1043.016357421875,-1692.3145751953125,1043.1474609375,-1708.361572265625,1058.5318603515623,-1717.836669921875,1050.0169677734377,-1695.334716796875,1054.637939453125,-1627.6903076171875,1047.0238037109377,-1668.01806640625,924.3416137695312,-1816.8773193359373
6,834.5192260742188,-1467.50634765625,891.377685546875,-1460.663330078125,782.1349487304688,-1425.12353515625,1052.0369873046877,-1611.4503173828125,1052.31591796875,-1611.486083984375,932.3201293945312,-1592.7987060546875,1051.7647705078123,-1605.6134033203125,1052.361083984375,-1624.351318359375,1052.62158203125,-1611.400390625,976.8622436523438,-1557.7784423828125,1078.558349609375,-1567.52734375,1053.8392333984377,-1621.5833740234375,1053.1658935546877,-1617.4254150390625,1047.7791748046877,-1659.8702392578125,1052.6536865234377,-1614.498779296875,1047.9049072265623,-1665.67041015625,1043.5699462890623,-1593.5377197265625,1053.3408203125,-1627.437744140625,998.4097900390624,-1699.2874755859375,1051.055419921875,-1606.0634765625,1049.8829345703123,-1591.1451416015625,1053.0858154296877,-1624.8377685546875,1048.27587890625,-1665.5853271484375,1049.14111328125,-1660.3310546875,1044.9481201171877,-1674.8564453125,1054.902099609375,-1589.898681640625,1051.9334716796877,-1611.80322265625,1058.773193359375,-1588.7618408203125,1045.3612060546877,-1669.97216796875,1049.931884765625,-1590.5391845703125,1047.685302734375,-1665.6363525390625,1051.6683349609377,-1606.31005859375,1046.6597900390623,-1668.2703857421875,911.5634155273438,-1831.1251220703125,952.6401977539062,-1762.8162841796875,1043.3076171875,-1692.338623046875,1043.07275390625,-1708.250732421875,1058.486083984375,-1717.9403076171875,1050.0164794921877,-1695.3284912109375,1054.4549560546877,-1627.675537109375,1047.330810546875,-1668.067626953125,924.2623291015624,-1816.8941650390625
7,835.60888671875,-1468.1978759765625,890.819091796875,-1461.1851806640625,781.0633544921875,-1424.2730712890625,1052.189453125,-1611.3323974609375,1052.2447509765623,-1611.517578125,932.3099365234376,-1592.7913818359375,1051.6796875,-1605.4892578125,1052.3504638671877,-1624.1688232421875,1052.6484375,-1611.4417724609375,977.8740844726562,-1558.400390625,1078.615478515625,-1567.4613037109375,1053.893310546875,-1621.5660400390625,1053.2789306640623,-1617.421142578125,1047.7840576171877,-1659.831298828125,1052.6751708984377,-1614.449951171875,1047.93896484375,-1665.6671142578125,1043.57666015625,-1593.397216796875,1053.4019775390623,-1627.4088134765625,998.9437866210938,-1698.3780517578125,1051.3292236328123,-1606.7548828125,1049.8675537109377,-1591.1485595703125,1053.3685302734377,-1624.722412109375,1048.282958984375,-1665.69140625,1049.1639404296877,-1660.35400390625,1044.9619140625,-1674.8436279296875,1054.900146484375,-1589.7484130859375,1051.9051513671877,-1611.7996826171875,1058.7601318359377,-1588.826416015625,1045.284912109375,-1669.990966796875,1049.9498291015623,-1590.5279541015625,1047.6710205078123,-1665.6712646484375,1051.690185546875,-1606.262451171875,1046.5721435546877,-1668.2244873046875,911.0216064453124,-1832.06298828125,952.8121948242188,-1762.6954345703125,1043.4005126953123,-1692.203369140625,1043.171875,-1708.251953125,1058.5057373046877,-1717.962158203125,1050.027587890625,-1695.3323974609375,1054.4600830078123,-1627.7022705078125,1047.086669921875,-1668.036376953125,924.3660888671876,-1816.7352294921875
8,836.761474609375,-1468.8973388671875,891.0159301757812,-1460.8902587890625,779.8838500976562,-1423.301025390625,1052.1353759765623,-1611.30810546875,1052.3074951171877,-1611.4180908203125,932.3103637695312,-1592.7803955078125,1051.67724609375,-1605.5740966796875,1052.0296630859377,-1624.240478515625,1052.7000732421877,-1611.434326171875,978.8948364257812,-1559.05712890625,1078.5780029296877,-1567.432861328125,1053.826171875,-1621.552490234375,1053.255126953125,-1617.4259033203125,1047.7913818359377,-1659.828369140625,1052.692626953125,-1614.4324951171875,1047.907958984375,-1665.63427734375,1043.6104736328123,-1593.2491455078125,1053.518798828125,-1627.41162109375,999.844970703125,-1697.2235107421875,1050.89892578125,-1606.719482421875,1049.8330078125,-1591.1534423828125,1052.953857421875,-1624.8604736328125,1048.214111328125,-1665.7197265625,1049.1573486328123,-1660.3203125,1044.93359375,-1674.849853515625,1054.724853515625,-1589.8154296875,1051.944091796875,-1611.7867431640625,1058.7962646484377,-1588.77587890625,1045.2567138671877,-1670.0087890625,1049.9385986328123,-1590.4866943359375,1047.6329345703123,-1665.666259765625,1051.5850830078123,-1606.2796630859375,1046.643310546875,-1668.1510009765625,911.2838134765624,-1831.816162109375,952.8226928710938,-1762.69970703125,1043.3543701171877,-1692.30712890625,1043.1083984375,-1708.2283935546875,1058.5291748046877,-1717.7891845703125,1050.0360107421877,-1695.3365478515625,1054.3753662109377,-1627.7410888671875,1047.091064453125,-1668.04296875,924.536865234375,-1816.3819580078125
9,837.8963012695312,-1469.6318359375,891.022216796875,-1460.8836669921875,778.7468872070312,-1422.3690185546875,1052.083740234375,-1611.2939453125,1052.4764404296877,-1611.4034423828125,932.3053588867188,-1592.7763671875,1051.711669921875,-1605.629150390625,1051.7799072265623,-1624.4747314453125,1052.68310546875,-1611.470703125,979.9172973632812,-1559.74853515625,1078.65283203125,-1567.3873291015625,1053.948974609375,-1621.5457763671875,1053.0126953125,-1617.437744140625,1048.28564453125,-1659.94384765625,1052.7373046875,-1614.3992919921875,1047.9993896484377,-1665.6107177734375,1043.52099609375,-1593.04248046875,1053.4691162109377,-1627.47021484375,1000.4168090820312,-1696.31298828125,1050.7943115234377,-1606.664306640625,1050.1705322265623,-1591.4891357421875,1052.6107177734377,-1624.8333740234375,1048.2098388671877,-1665.700439453125,1049.1201171875,-1660.285888671875,1044.6929931640623,-1674.810791015625,1054.7222900390623,-1589.7213134765625,1051.975341796875,-1611.7821044921875,1058.822265625,-1588.7916259765625,1045.2427978515623,-1670.0721435546875,1049.9364013671877,-1590.4769287109375,1047.5888671875,-1665.6510009765625,1051.666259765625,-1606.2667236328125,1046.698974609375,-1668.1239013671875,911.3609008789062,-1831.783203125,953.649169921875,-1761.628173828125,1043.404052734375,-1692.3326416015625,1043.099365234375,-1708.3463134765625,1058.521484375,-1717.798095703125,1050.0555419921877,-1695.331298828125,1054.331298828125,-1627.801513671875,1046.8839111328123,-1667.9937744140625,924.5101318359376,-1816.699951171875
