,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti8_centroid_x,ti8_centroid_y,ti80_centroid_x,ti80_centroid_y,ti102_centroid_x,ti102_centroid_y,ti182_centroid_x,ti182_centroid_y,ti216_centroid_x,ti216_centroid_y,ti239_centroid_x,ti239_centroid_y,ti261_centroid_x,ti261_centroid_y,ti275_centroid_x,ti275_centroid_y,ti307_centroid_x,ti307_centroid_y,ti195_centroid_x,ti195_centroid_y,ti250_centroid_x,ti250_centroid_y,ti454_centroid_x,ti454_centroid_y,ti475_centroid_x,ti475_centroid_y,ti516_centroid_x,ti516_centroid_y,ti567_centroid_x,ti567_centroid_y,ti577_centroid_x,ti577_centroid_y,ti598_centroid_x,ti598_centroid_y,ti608_centroid_x,ti608_centroid_y,ti631_centroid_x,ti631_centroid_y,ti643_centroid_x,ti643_centroid_y,ti660_centroid_x,ti660_centroid_y,ti672_centroid_x,ti672_centroid_y,ti673_centroid_x,ti673_centroid_y,ti685_centroid_x,ti685_centroid_y,ti706_centroid_x,ti706_centroid_y,ti736_centroid_x,ti736_centroid_y,ti746_centroid_x,ti746_centroid_y,ti768_centroid_x,ti768_centroid_y,ti775_centroid_x,ti775_centroid_y,ti789_centroid_x,ti789_centroid_y,ti797_centroid_x,ti797_centroid_y,ti806_centroid_x,ti806_centroid_y,ti811_centroid_x,ti811_centroid_y,ti820_centroid_x,ti820_centroid_y,ti828_centroid_x,ti828_centroid_y,ti844_centroid_x,ti844_centroid_y,ti846_centroid_x,ti846_centroid_y,ti852_centroid_x,ti852_centroid_y,ti866_centroid_x,ti866_centroid_y,ti877_centroid_x,ti877_centroid_y,ti878_centroid_x,ti878_centroid_y,ti884_centroid_x,ti884_centroid_y,ti890_centroid_x,ti890_centroid_y,ti892_centroid_x,ti892_centroid_y,ti908_centroid_x,ti908_centroid_y,ti909_centroid_x,ti909_centroid_y,ti910_centroid_x,ti910_centroid_y,ti925_centroid_x,ti925_centroid_y,ti929_centroid_x,ti929_centroid_y,ti937_centroid_x,ti937_centroid_y,ti948_centroid_x,ti948_centroid_y,ti952_centroid_x,ti952_centroid_y,ti979_centroid_x,ti979_centroid_y,ti995_centroid_x,ti995_centroid_y,ti996_centroid_x,ti996_centroid_y,ti999_centroid_x,ti999_centroid_y,ti1022_centroid_x,ti1022_centroid_y,ti1026_centroid_x,ti1026_centroid_y,ti1032_centroid_x,ti1032_centroid_y,ti1034_centroid_x,ti1034_centroid_y,ti1036_centroid_x,ti1036_centroid_y,ti1041_centroid_x,ti1041_centroid_y,ti1046_centroid_x,ti1046_centroid_y,ti1047_centroid_x,ti1047_centroid_y,ti1056_centroid_x,ti1056_centroid_y,ti1064_centroid_x,ti1064_centroid_y,ti1071_centroid_x,ti1071_centroid_y,ti1089_centroid_x,ti1089_centroid_y
0,393.1696472167969,-1011.0333251953124,373.7763671875,-1033.6339111328123,345.71722412109375,-1075.4798583984377,322.0301513671875,-1110.725830078125,402.5920104980469,-990.162353515625,299.7384338378906,-1144.7073974609375,431.9660034179688,-1058.4100341796877,310.39892578125,-1146.5858154296875,345.8672180175781,-1035.8731689453123,348.22845458984375,-1027.9833984375,335.8863830566406,-1029.5313720703123,296.1855773925781,-1002.7010498046876,331.409423828125,-1016.6214599609376,345.6387023925781,-1066.9395751953123,342.9052734375,-1069.045166015625,321.1794738769531,-1095.1318359375,294.18670654296875,-1169.060791015625,268.54403686523443,-1198.1927490234375,328.9586486816406,-1081.3492431640623,331.72125244140625,-1080.3514404296877,264.23779296875,-1210.3697509765625,320.1192932128906,-1097.3358154296877,307.1523132324219,-1151.598388671875,301.9246826171875,-1158.4921875,401.0920715332031,-991.586181640625,245.9405670166016,-1230.8839111328125,302.3287048339844,-1157.198486328125,295.4664611816406,-1167.4447021484375,242.35693359375,-1236.3089599609375,239.15809631347656,-1241.1126708984375,298.5665283203125,-1163.0152587890625,320.1879577636719,-1097.629638671875,271.4542236328125,-1100.0947265625,232.6983184814453,-1250.5386962890625,264.12448120117193,-1094.85595703125,385.5361328125,-1168.136962890625,229.3926696777344,-1255.2828369140625,244.00428771972656,-1246.4417724609375,225.9629211425781,-1260.4271240234375,272.80877685546875,-1201.4893798828125,243.96299743652344,-1246.3526611328125,222.1942138671875,-1266.512451171875,272.94659423828125,-1201.6214599609375,281.40982055664057,-1188.52783203125,276.78292846679693,-1093.5245361328123,247.78433227539062,-1084.5247802734377,218.70298767089844,-1271.4517822265625,294.6159362792969,-1168.6739501953125,241.7461242675781,-1079.5655517578123,273.16934204101557,-1201.05517578125,298.3113098144531,-1163.626220703125,334.0705261230469,-1101.5296630859377,305.9447937011719,-1153.558837890625,338.23199462890625,-1093.5689697265623,385.8391418457031,-1023.1851196289062,353.7750549316406,-1070.66357421875,271.20672607421875,-1099.91796875,263.415283203125,-1093.825927734375,407.2249450683594,-980.7752075195312,310.3695373535156,-1147.00048828125,275.554931640625,-1092.437255859375,215.9074249267578,-1052.8656005859377,262.75506591796875,-1084.3094482421877,373.6246948242188,-1033.93359375,345.29962158203125,-1077.09228515625,248.4835205078125,-1084.51513671875,331.2476501464844,-1081.154052734375,405.869140625,-1143.1168212890625,297.4620666503906,-1166.180419921875,303.10272216796875,-1158.735107421875,292.3942565917969,-1175.315673828125,295.7492370605469,-1169.759765625
1,391.87286376953125,-1012.797607421875,373.9281005859375,-1033.4339599609377,345.8104248046875,-1075.437744140625,321.9656066894531,-1110.7269287109377,401.6393432617188,-991.4445190429688,299.54522705078125,-1144.427490234375,431.961181640625,-1058.44775390625,310.32196044921875,-1146.5343017578125,346.52764892578125,-1036.34423828125,348.28155517578125,-1027.8603515625,335.8512268066406,-1029.557861328125,296.241943359375,-1002.5917358398438,331.57958984375,-1016.654541015625,345.626708984375,-1066.9569091796877,343.1274108886719,-1069.3134765625,321.0529479980469,-1095.000244140625,294.1546630859375,-1169.0390625,268.03836059570307,-1199.160400390625,328.9485778808594,-1081.3330078125,331.70477294921875,-1080.36279296875,264.11721801757807,-1210.2947998046875,320.1380920410156,-1097.3382568359377,306.53887939453125,-1151.90478515625,302.4013671875,-1157.1231689453125,401.0285949707031,-991.5421142578124,246.25267028808602,-1231.096435546875,302.2114562988281,-1157.061767578125,295.5480651855469,-1167.3883056640625,242.32888793945312,-1236.3001708984375,239.1551971435547,-1241.1190185546875,298.4464416503906,-1163.255615234375,320.1858215332031,-1097.63720703125,271.4527587890625,-1100.0931396484377,232.7035369873047,-1250.5263671875,264.13009643554693,-1094.8450927734377,383.4468994140625,-1167.2318115234375,229.3882751464844,-1255.28271484375,244.00396728515625,-1246.446533203125,225.96597290039062,-1260.421142578125,272.80673217773443,-1201.496337890625,243.95635986328125,-1246.3468017578125,222.1537628173828,-1266.5079345703125,272.86993408203125,-1201.29443359375,281.06005859375,-1188.578369140625,276.77572631835943,-1093.5177001953123,247.7854156494141,-1084.524658203125,218.7124786376953,-1271.45849609375,294.45709228515625,-1168.6636962890625,241.7423858642578,-1079.5643310546877,273.16494750976557,-1201.052734375,298.4494323730469,-1163.2816162109375,333.8429870605469,-1101.9537353515623,305.8634033203125,-1153.1185302734375,337.86871337890625,-1095.712890625,384.6019592285156,-1025.2689208984377,352.6331787109375,-1072.2655029296877,271.2001953125,-1099.9193115234377,263.419921875,-1093.8270263671877,407.228271484375,-980.7745971679688,310.3099670410156,-1147.154541015625,275.91094970703125,-1092.684326171875,215.62838745117188,-1053.32666015625,263.42352294921875,-1084.722900390625,372.603515625,-1035.658447265625,345.2213439941406,-1077.03955078125,248.4861602783203,-1084.51171875,331.2559509277344,-1081.1563720703123,405.8776245117188,-1143.118896484375,300.1089782714844,-1163.49609375,303.069580078125,-1158.77392578125,292.9491271972656,-1174.046875,295.2585144042969,-1170.70166015625
2,391.3906555175781,-1013.6329345703124,373.9277648925781,-1033.4571533203123,345.7692565917969,-1075.5565185546877,321.923095703125,-1111.16259765625,401.671142578125,-991.3562622070312,299.8441162109375,-1144.631591796875,432.0072937011719,-1058.3660888671877,310.5515441894531,-1146.617431640625,346.3122863769531,-1036.192626953125,349.827880859375,-1029.2188720703123,335.87091064453125,-1029.502685546875,296.2863464355469,-1002.7998657226562,331.4650573730469,-1016.5968017578124,345.5625915527344,-1066.9395751953123,342.8797607421875,-1069.0738525390623,321.1279602050781,-1095.06640625,294.15289306640625,-1169.0421142578125,267.35568237304693,-1199.9852294921875,328.96282958984375,-1081.3223876953123,331.7091064453125,-1080.34326171875,264.50845336914057,-1210.5428466796875,320.1279602050781,-1097.307861328125,305.92095947265625,-1153.156494140625,302.4068603515625,-1157.13134765625,401.18341064453125,-991.6415405273438,246.0005187988281,-1230.9344482421875,302.320068359375,-1157.2410888671875,295.6378173828125,-1167.38427734375,242.07997131347656,-1236.12109375,239.16244506835938,-1241.1026611328125,298.4840087890625,-1163.2200927734375,320.1828918457031,-1097.640869140625,271.4454345703125,-1100.10107421875,232.71124267578125,-1250.5164794921875,263.79098510742193,-1094.5738525390623,382.4632263183594,-1166.247314453125,229.37918090820312,-1255.28662109375,244.0102081298828,-1246.4512939453125,225.96743774414062,-1260.4100341796875,272.72320556640625,-1201.4339599609375,243.91958618164062,-1246.3165283203125,222.14874267578125,-1266.509765625,272.88638305664057,-1201.287109375,280.74810791015625,-1188.64501953125,276.76934814453125,-1093.513427734375,247.7907867431641,-1084.5272216796877,218.71214294433602,-1271.45703125,294.51470947265625,-1168.61376953125,241.73904418945312,-1079.5616455078123,273.15768432617193,-1201.0491943359375,298.5163269042969,-1163.1490478515625,333.5224914550781,-1102.0062255859377,305.7256774902344,-1153.26806640625,337.8653869628906,-1095.715087890625,383.4917297363281,-1026.1038818359377,352.0958557128906,-1073.03857421875,271.19107055664057,-1099.9161376953123,263.42208862304693,-1093.8365478515623,407.3102111816406,-980.8494262695312,310.1868591308594,-1147.25537109375,276.30514526367193,-1092.83935546875,215.80441284179688,-1053.095458984375,263.25946044921875,-1084.5938720703123,372.563720703125,-1035.47216796875,345.21099853515625,-1076.97119140625,248.4262237548828,-1084.378173828125,331.25299072265625,-1081.16015625,405.87548828125,-1143.1217041015625,299.96661376953125,-1163.55712890625,303.08001708984375,-1158.8067626953125,292.78076171875,-1174.152099609375,295.8705749511719,-1169.911376953125
3,390.8654174804688,-1014.4676513671876,373.951171875,-1033.501953125,345.6787109375,-1075.699951171875,322.0411682128906,-1111.1461181640623,401.8957824707031,-990.94677734375,299.90008544921875,-1144.6806640625,431.9825439453125,-1058.4093017578123,310.2274475097656,-1146.6368408203125,346.2388610839844,-1036.0853271484377,349.9373474121094,-1029.0941162109377,335.24761962890625,-1028.9609375,296.1965637207031,-1002.8117065429688,331.6584777832031,-1016.6018676757812,345.5306091308594,-1066.9566650390623,342.8818359375,-1069.075927734375,321.1320495605469,-1095.074462890625,294.1744079589844,-1169.044677734375,266.83938598632807,-1200.6697998046875,328.94775390625,-1081.3380126953123,331.7209777832031,-1080.3470458984377,264.19384765625,-1210.3323974609375,320.1489562988281,-1097.3543701171877,305.7304992675781,-1154.076416015625,302.328125,-1157.0992431640625,401.0095520019531,-992.0843505859376,246.14813232421875,-1231.02197265625,302.4195556640625,-1157.2755126953125,295.55279541015625,-1167.3592529296875,242.1693115234375,-1236.1851806640625,239.15985107421875,-1241.092041015625,298.4176330566406,-1163.658447265625,320.181396484375,-1097.639404296875,271.1934814453125,-1099.837646484375,232.715576171875,-1250.50537109375,263.46160888671875,-1094.4522705078123,381.6109313964844,-1165.4775390625,229.3702087402344,-1255.295654296875,244.0133514404297,-1246.452880859375,225.96897888183602,-1260.398681640625,272.64532470703125,-1201.3724365234375,243.9882049560547,-1246.3553466796875,222.1429901123047,-1266.518310546875,272.840576171875,-1201.279052734375,281.37429809570307,-1188.5482177734375,276.77035522460943,-1093.513671875,247.92930603027344,-1084.6641845703123,218.71627807617188,-1271.454345703125,294.4761047363281,-1168.5791015625,241.90185546875,-1079.5352783203123,272.7645874023437,-1201.3941650390625,298.6293640136719,-1162.942138671875,333.4043273925781,-1102.439453125,305.76641845703125,-1153.1180419921875,337.863037109375,-1095.720947265625,382.88214111328125,-1027.387939453125,351.6742248535156,-1073.6865234375,271.19265747070307,-1099.9149169921877,263.4150390625,-1093.8450927734377,407.3768310546875,-980.9096069335938,310.078857421875,-1147.311279296875,276.13723754882807,-1092.7562255859377,215.83425903320312,-1053.078369140625,263.55181884765625,-1084.820068359375,372.5343322753906,-1035.33056640625,345.09576416015625,-1076.94482421875,248.41921997070312,-1084.3819580078123,331.2478332519531,-1081.1612548828123,405.8686828613281,-1143.124755859375,300.0065002441406,-1163.4908447265625,302.9741516113281,-1158.8258056640625,292.6783142089844,-1174.2451171875,295.9164123535156,-1169.798095703125
4,390.3675537109375,-1015.3131103515624,373.9424133300781,-1033.49169921875,345.6527404785156,-1075.717041015625,322.0444030761719,-1111.00244140625,402.0631408691406,-990.81005859375,299.7780456542969,-1144.6207275390625,432.0,-1058.39453125,310.1745910644531,-1146.58837890625,346.1893005371094,-1035.976806640625,349.76849365234375,-1029.3629150390623,335.0166931152344,-1028.7606201171877,296.2099304199219,-1002.772705078125,331.6659851074219,-1016.5518798828124,345.5845947265625,-1067.0001220703123,343.0209655761719,-1069.4761962890623,321.1096496582031,-1095.0377197265623,294.23095703125,-1169.0670166015625,266.21115112304693,-1201.26904296875,328.9508056640625,-1081.314697265625,331.7276916503906,-1080.3477783203123,264.2545166015625,-1210.3555908203125,320.14349365234375,-1097.3369140625,305.7441711425781,-1152.7801513671875,302.28363037109375,-1157.0869140625,401.2163391113281,-992.22021484375,246.166259765625,-1231.0274658203125,302.3489685058594,-1157.2117919921875,295.50079345703125,-1167.407470703125,242.17300415039062,-1236.1934814453125,239.16688537597656,-1241.0909423828125,298.23052978515625,-1163.7567138671875,320.174072265625,-1097.647216796875,271.0133056640625,-1099.65576171875,232.71820068359366,-1250.497802734375,263.31118774414057,-1094.2130126953123,380.7853393554688,-1164.774658203125,229.36749267578125,-1255.3031005859375,244.0174102783203,-1246.456787109375,225.96974182128903,-1260.38818359375,272.87203979492193,-1201.50439453125,243.9929962158203,-1246.35986328125,222.1404571533203,-1266.53271484375,272.85064697265625,-1201.1876220703125,281.4490966796875,-1188.6011962890625,276.8231811523437,-1093.294677734375,247.9335174560547,-1084.663330078125,218.71307373046875,-1271.4505615234375,294.81744384765625,-1168.51513671875,241.8359680175781,-1079.631103515625,272.77151489257807,-1201.396484375,298.23638916015625,-1163.4044189453125,333.3193054199219,-1102.766357421875,305.85565185546875,-1152.944580078125,337.8101501464844,-1095.6043701171877,382.0027770996094,-1028.394287109375,351.2603454589844,-1074.3399658203123,271.05783081054693,-1099.7479248046877,263.3710327148437,-1093.85400390625,407.04327392578125,-980.7122192382812,309.90557861328125,-1147.382080078125,276.05245971679693,-1092.674560546875,215.8007354736328,-1053.1392822265623,263.3519897460937,-1084.59130859375,372.586181640625,-1035.4649658203123,344.98883056640625,-1077.0498046875,248.4010009765625,-1084.3880615234377,331.2416076660156,-1081.162841796875,405.7522888183594,-1142.5504150390625,299.89764404296875,-1163.2908935546875,303.11785888671875,-1158.661376953125,292.6637878417969,-1174.265380859375,295.91082763671875,-1169.7908935546875
5,389.7751770019531,-1016.0853271484376,373.9554748535156,-1033.512939453125,345.6246337890625,-1075.85888671875,321.957763671875,-1111.3741455078123,402.1466369628906,-990.6805419921876,299.59735107421875,-1144.48388671875,432.0111389160156,-1058.330322265625,310.22509765625,-1146.5926513671875,346.0940856933594,-1035.96630859375,349.18231201171875,-1029.0552978515623,335.0660095214844,-1028.719970703125,296.0874938964844,-1002.982666015625,331.7257385253906,-1016.683349609375,345.5517578125,-1067.043212890625,343.05908203125,-1069.63720703125,321.1178894042969,-1095.0621337890623,294.11151123046875,-1168.9930419921875,265.59860229492193,-1201.8624267578125,328.9627685546875,-1081.31884765625,331.7320251464844,-1080.3394775390623,264.14352416992193,-1210.2752685546875,320.141845703125,-1097.3267822265623,306.1175842285156,-1152.152099609375,302.25482177734375,-1157.0872802734375,400.9124450683594,-992.0906982421876,245.8076629638672,-1230.808349609375,302.2890930175781,-1157.1707763671875,295.5185546875,-1167.4097900390625,242.3990020751953,-1236.3782958984375,239.16065979003903,-1241.0855712890625,298.3345642089844,-1163.491455078125,320.1732482910156,-1097.6466064453123,270.95779418945307,-1099.5186767578123,232.71966552734366,-1250.49169921875,263.2437744140625,-1094.1571044921877,379.6406555175781,-1164.0091552734375,229.36708068847656,-1255.3077392578125,244.02133178710938,-1246.4583740234375,225.97044372558602,-1260.3865966796875,273.05502319335943,-1201.3369140625,243.9564666748047,-1246.359619140625,222.1366424560547,-1266.544189453125,272.84817504882807,-1201.3397216796875,281.4905090332031,-1188.6510009765625,276.9150390625,-1093.14892578125,247.9346618652344,-1084.6602783203123,218.7098388671875,-1271.4498291015625,294.77374267578125,-1168.5084228515625,241.8451385498047,-1079.644287109375,272.7694702148437,-1201.3890380859375,298.1263427734375,-1163.5328369140625,333.2519226074219,-1102.795654296875,305.92987060546875,-1152.843505859375,337.7065734863281,-1095.53564453125,381.1673278808594,-1029.393798828125,350.7889709472656,-1074.9652099609377,271.00698852539057,-1099.614501953125,263.25555419921875,-1093.8941650390623,406.8763122558594,-980.6157836914062,309.8549499511719,-1147.4200439453125,275.99981689453125,-1092.71875,215.7332763671875,-1052.951171875,263.15713500976557,-1084.5111083984377,372.4126892089844,-1035.439208984375,344.91766357421875,-1077.0162353515623,248.87196350097656,-1084.69091796875,331.2239685058594,-1081.1666259765623,405.6994323730469,-1142.5240478515625,299.8649597167969,-1163.558837890625,303.03448486328125,-1158.6351318359375,292.7137145996094,-1174.3682861328125,295.8974609375,-1169.749267578125
6,389.2746276855469,-1016.9208374023438,373.9482727050781,-1033.56591796875,345.54736328125,-1075.9139404296877,321.9464416503906,-1111.1695556640623,402.2164306640625,-990.6541748046876,299.60308837890625,-1144.4869384765625,432.009033203125,-1058.382080078125,310.4060974121094,-1146.703857421875,346.0733947753906,-1035.9105224609377,348.8393859863281,-1028.771728515625,335.0163879394531,-1028.7349853515623,296.5039978027344,-1003.1629028320312,331.7850341796875,-1016.6766967773438,345.52911376953125,-1067.0203857421877,343.25238037109375,-1069.47119140625,321.1090393066406,-1095.048828125,295.4661865234375,-1167.2349853515625,265.17160034179693,-1202.573486328125,328.96954345703125,-1081.3197021484377,331.732421875,-1080.3369140625,267.33718872070307,-1205.45703125,320.15228271484375,-1097.3350830078123,306.24139404296875,-1152.077392578125,302.40155029296875,-1157.109130859375,400.935791015625,-992.0982666015624,246.10150146484366,-1231.0091552734375,302.409912109375,-1157.2032470703125,295.4942932128906,-1167.4136962890625,242.22607421875,-1236.2574462890625,239.15768432617188,-1241.08154296875,298.434814453125,-1163.339111328125,320.18365478515625,-1097.65087890625,270.89364624023443,-1099.4176025390623,232.7203369140625,-1250.4852294921875,263.19424438476557,-1094.1041259765623,378.92169189453125,-1163.403076171875,229.3734588623047,-1255.3126220703125,244.0245056152344,-1246.45263671875,225.97091674804688,-1260.3931884765625,273.05438232421875,-1201.3505859375,243.95172119140625,-1246.3616943359375,222.1341094970703,-1266.546875,272.7577514648437,-1201.445556640625,281.499267578125,-1188.605712890625,276.98171997070307,-1093.0980224609377,248.1742706298828,-1084.2987060546877,218.72183227539062,-1271.4554443359375,294.9932861328125,-1168.21875,241.85728454589844,-1079.586669921875,272.84786987304693,-1201.5079345703125,298.1223449707031,-1163.4498291015625,333.1819152832031,-1102.9278564453123,305.94183349609375,-1152.9207763671875,337.0370788574219,-1096.0491943359377,380.5130615234375,-1030.4833984375,350.4501953125,-1075.4830322265623,270.94540405273443,-1099.619873046875,263.21096801757807,-1093.9647216796877,406.7684020996094,-980.6007690429688,309.81365966796875,-1147.4439697265625,276.3280639648437,-1092.970703125,215.77828979492188,-1052.9625244140623,263.08334350585943,-1084.4801025390623,372.3160705566406,-1035.4024658203123,344.71337890625,-1077.2059326171877,248.7456512451172,-1084.489501953125,331.2192077636719,-1081.1614990234377,405.8574523925781,-1142.44775390625,299.9394836425781,-1163.4210205078125,302.989990234375,-1158.6182861328125,292.7312316894531,-1174.2869873046875,295.88433837890625,-1169.721923828125
7,388.73760986328125,-1017.7734985351562,373.94476318359375,-1033.6248779296877,345.5558776855469,-1075.88232421875,322.0467834472656,-1111.147216796875,402.0559387207031,-990.89990234375,299.78314208984375,-1144.6131591796875,432.0103454589844,-1058.3590087890623,310.1744384765625,-1146.5185546875,346.0580749511719,-1035.8997802734377,348.64764404296875,-1028.61181640625,334.9187927246094,-1028.5736083984377,296.89544677734375,-1003.3958740234376,331.7781066894531,-1016.634033203125,345.5865173339844,-1066.9915771484377,342.7866516113281,-1069.2193603515623,321.1039123535156,-1095.050537109375,295.35198974609375,-1167.2115478515625,264.55044555664057,-1203.16015625,328.97344970703125,-1081.3101806640623,331.7437438964844,-1080.33056640625,267.81253051757807,-1204.7452392578125,320.1455993652344,-1097.3162841796877,306.0775451660156,-1151.942626953125,302.3728332519531,-1157.127685546875,401.2321166992188,-992.3040771484376,246.00033569335938,-1230.9400634765625,302.4517822265625,-1157.1495361328125,295.409423828125,-1167.362060546875,242.2587432861328,-1236.2620849609375,239.1582794189453,-1241.0872802734375,298.2439270019531,-1163.5682373046875,320.1947021484375,-1097.641845703125,270.87991333007807,-1099.3936767578123,232.7212219238281,-1250.4837646484375,263.15621948242193,-1094.075927734375,378.3521118164063,-1162.87353515625,229.37648010253903,-1255.3140869140625,244.02606201171875,-1246.4415283203125,225.9691162109375,-1260.3946533203125,272.93301391601557,-1201.4744873046875,243.94613647460938,-1246.3704833984375,222.13888549804688,-1266.55029296875,272.885986328125,-1201.3067626953125,281.48394775390625,-1188.628173828125,276.95724487304693,-1093.051513671875,248.11090087890625,-1084.2918701171877,218.71556091308602,-1271.44775390625,294.7912902832031,-1168.451416015625,241.7491455078125,-1079.694091796875,272.8028564453125,-1201.5447998046875,298.07220458984375,-1163.60693359375,332.9185485839844,-1103.223876953125,305.9378356933594,-1152.8360595703125,336.8309631347656,-1096.3203125,379.7929382324219,-1031.5352783203123,349.9351806640625,-1076.2186279296877,270.88449096679693,-1099.6124267578123,263.15997314453125,-1093.96142578125,406.6864318847656,-980.57666015625,309.77203369140625,-1147.45849609375,276.05361938476557,-1092.8170166015623,215.78399658203125,-1053.0555419921877,263.42300415039057,-1084.7618408203123,372.26556396484375,-1035.3807373046877,344.78118896484375,-1077.0626220703123,248.67340087890625,-1084.3939208984377,331.2151794433594,-1081.162353515625,405.7270202636719,-1142.3978271484375,299.9139709472656,-1163.36181640625,302.9374694824219,-1158.5826416015625,292.7418212890625,-1174.2252197265625,295.8544006347656,-1169.691650390625
8,388.13232421875,-1018.630859375,373.9198303222656,-1033.69140625,345.52789306640625,-1075.919189453125,322.1066589355469,-1111.0555419921877,402.1319885253906,-990.8290405273438,299.7723083496094,-1144.6171875,431.9722290039063,-1058.4381103515623,310.4952697753906,-1146.7059326171875,346.0285339355469,-1035.93505859375,348.55072021484375,-1028.539794921875,335.11761474609375,-1028.431640625,296.82672119140625,-1003.4951171875,331.74383544921875,-1016.6773071289062,345.4958801269531,-1067.0826416015623,342.51007080078125,-1068.9830322265623,321.1179504394531,-1095.0504150390623,295.468994140625,-1167.316162109375,264.07135009765625,-1203.876220703125,328.9738464355469,-1081.3076171875,331.7218322753906,-1080.3643798828123,268.29742431640625,-1204.0765380859375,320.1372985839844,-1097.3197021484377,306.14031982421875,-1152.0242919921875,302.3908996582031,-1157.1512451171875,401.0970458984375,-992.2114868164062,246.0023651123047,-1230.9493408203125,302.2427673339844,-1157.4271240234375,295.169677734375,-1167.8394775390625,242.26710510253903,-1236.2490234375,239.1536407470703,-1241.0963134765625,298.24627685546875,-1163.586181640625,320.19775390625,-1097.6282958984377,270.87289428710943,-1099.364990234375,232.72055053710938,-1250.484619140625,263.14389038085943,-1094.0543212890623,377.5335693359375,-1162.388427734375,229.3805389404297,-1255.3179931640625,244.02752685546875,-1246.4300537109375,225.9724273681641,-1260.3951416015625,272.89874267578125,-1201.556640625,243.9433441162109,-1246.3846435546875,222.1439971923828,-1266.5499267578125,272.8656616210937,-1201.341064453125,281.46780395507807,-1188.6260986328125,276.98004150390625,-1093.1099853515623,248.1165008544922,-1084.212646484375,218.7177734375,-1271.447265625,294.9651794433594,-1168.24755859375,241.77764892578125,-1079.6619873046877,272.8319702148437,-1201.584716796875,298.21435546875,-1163.3934326171875,332.7831115722656,-1103.30859375,306.1126403808594,-1152.78173828125,336.45001220703125,-1096.79248046875,379.1291809082031,-1032.4173583984377,349.5620422363281,-1076.7503662109377,270.8348388671875,-1099.5823974609377,263.19708251953125,-1094.016845703125,406.6103820800781,-980.539306640625,309.75823974609375,-1147.4925537109375,275.88980102539057,-1092.75927734375,215.76454162597656,-1053.1220703125,263.16232299804693,-1084.5640869140623,372.2296447753906,-1035.4063720703123,344.7376403808594,-1077.1419677734377,248.61880493164062,-1084.321044921875,331.21820068359375,-1081.16357421875,405.8928527832031,-1142.274658203125,299.8941650390625,-1163.302978515625,303.0555114746094,-1158.550537109375,292.61004638671875,-1174.3114013671875,295.7508239746094,-1169.6070556640625
9,387.5992126464844,-1019.4998779296876,373.8734436035156,-1033.738525390625,345.52313232421875,-1075.930908203125,322.0735168457031,-1110.9327392578123,402.19915771484375,-990.8373413085938,299.8661193847656,-1144.7080078125,431.9875793457031,-1058.386962890625,310.4500732421875,-1146.678955078125,346.0796813964844,-1035.9952392578123,348.4344787597656,-1028.3978271484377,335.1229553222656,-1028.506103515625,296.8115539550781,-1003.4114990234376,331.8945617675781,-1016.8740844726562,345.5565185546875,-1067.0145263671877,342.27606201171875,-1068.7384033203123,321.1264343261719,-1095.055419921875,295.408935546875,-1167.34765625,263.64556884765625,-1204.63330078125,328.98419189453125,-1081.2984619140623,331.73138427734375,-1080.3218994140623,268.74725341796875,-1203.3179931640625,320.1356201171875,-1097.3145751953123,306.08935546875,-1152.1727294921875,302.4367370605469,-1157.1795654296875,401.202392578125,-992.2852172851562,246.1482696533203,-1231.0694580078125,302.3079833984375,-1157.4434814453125,295.2368469238281,-1167.72802734375,242.2642059326172,-1236.25537109375,239.1483917236328,-1241.1021728515625,297.91748046875,-1164.0787353515625,320.2041015625,-1097.61767578125,270.85299682617193,-1099.34716796875,232.7162628173828,-1250.4844970703125,263.1724853515625,-1094.15087890625,376.4476013183594,-1161.714111328125,229.384521484375,-1255.319580078125,244.02838134765625,-1246.419677734375,225.9703826904297,-1260.3941650390625,272.86376953125,-1201.5400390625,243.93942260742188,-1246.39599609375,222.1385498046875,-1266.54248046875,272.85263061523443,-1201.4085693359375,281.47418212890625,-1188.65087890625,276.84963989257807,-1093.016845703125,248.12342834472656,-1084.1689453125,218.7127685546875,-1271.4443359375,294.7911376953125,-1168.484375,241.8206024169922,-1079.6512451171877,272.85452270507807,-1201.612548828125,298.13543701171875,-1163.5601806640625,332.7274169921875,-1103.2943115234377,306.0655517578125,-1152.822509765625,336.331787109375,-1096.9200439453123,378.4918518066406,-1033.3695068359377,349.1448059082031,-1077.3392333984377,270.8724975585937,-1099.5794677734377,263.1756591796875,-1093.9752197265623,406.5308532714844,-980.4956665039062,309.7781066894531,-1147.5228271484375,275.8553466796875,-1092.7547607421877,215.72982788085938,-1053.18408203125,263.45870971679693,-1084.778076171875,372.2960815429688,-1035.4671630859377,344.42144775390625,-1076.9385986328123,248.6068572998047,-1084.2794189453123,331.22918701171875,-1081.1661376953123,405.861083984375,-1142.0718994140625,299.9264831542969,-1163.2869873046875,302.9841613769531,-1158.5291748046875,292.6844177246094,-1174.3558349609375,295.76702880859375,-1169.5657958984375
