,ti1_centroid_x,ti1_centroid_y,ti2_centroid_x,ti2_centroid_y,ti3_centroid_x,ti3_centroid_y,ti4_centroid_x,ti4_centroid_y,ti5_centroid_x,ti5_centroid_y,ti7_centroid_x,ti7_centroid_y,ti8_centroid_x,ti8_centroid_y,ti9_centroid_x,ti9_centroid_y,ti50_centroid_x,ti50_centroid_y,ti72_centroid_x,ti72_centroid_y,ti128_centroid_x,ti128_centroid_y,ti168_centroid_x,ti168_centroid_y,ti178_centroid_x,ti178_centroid_y,ti199_centroid_x,ti199_centroid_y,ti213_centroid_x,ti213_centroid_y,ti236_centroid_x,ti236_centroid_y,ti340_centroid_x,ti340_centroid_y,ti363_centroid_x,ti363_centroid_y,ti365_centroid_x,ti365_centroid_y,ti454_centroid_x,ti454_centroid_y,ti623_centroid_x,ti623_centroid_y,ti646_centroid_x,ti646_centroid_y,ti830_centroid_x,ti830_centroid_y,ti836_centroid_x,ti836_centroid_y,ti861_centroid_x,ti861_centroid_y,ti947_centroid_x,ti947_centroid_y,ti974_centroid_x,ti974_centroid_y,ti983_centroid_x,ti983_centroid_y,ti996_centroid_x,ti996_centroid_y,ti1012_centroid_x,ti1012_centroid_y,ti1101_centroid_x,ti1101_centroid_y,ti1153_centroid_x,ti1153_centroid_y,ti1173_centroid_x,ti1173_centroid_y,ti1179_centroid_x,ti1179_centroid_y,ti1194_centroid_x,ti1194_centroid_y,ti1246_centroid_x,ti1246_centroid_y,ti1252_centroid_x,ti1252_centroid_y,ti1253_centroid_x,ti1253_centroid_y,ti1266_centroid_x,ti1266_centroid_y,ti1267_centroid_x,ti1267_centroid_y,ti1272_centroid_x,ti1272_centroid_y,ti1294_centroid_x,ti1294_centroid_y,ti1332_centroid_x,ti1332_centroid_y
0,-984.8026733398438,1362.5780029296875,-983.9509887695312,1385.7340087890625,-981.1347045898438,1383.16259765625,-1003.7317504882812,1337.093994140625,-975.5855102539062,1394.5311279296875,-978.1529541015624,1405.1524658203125,-1047.10791015625,1422.7669677734375,-971.4415893554688,1403.8768310546875,-886.340576171875,1267.0767822265625,-976.6689453125,1392.6025390625,-1046.1136474609377,1421.957763671875,-992.0428466796876,1374.40478515625,-853.7484741210938,1296.9453125,-983.2606201171876,1376.2215576171875,-997.471435546875,1360.1834716796875,-894.2315673828125,1344.8289794921875,-907.0697021484376,1363.3291015625,-847.1298828125,1269.130126953125,-983.4116821289062,1370.28515625,-854.7924194335938,1296.2587890625,-854.9493408203125,1298.341552734375,-884.1444091796875,1310.176025390625,-822.2308349609375,1238.59521484375,-770.6526489257812,1147.89794921875,-798.3504028320312,1213.457763671875,-803.2371215820312,1219.3837890625,-853.7257080078125,1296.425537109375,-751.7555541992188,1150.1964111328125,-810.0908203125,1225.829833984375,-861.6828002929688,1147.2774658203125,-760.9058837890625,1215.7381591796875,-760.9551391601562,1215.8504638671875,-733.7257690429688,1226.0262451171875,-774.9024047851562,1219.0855712890625,-709.3751831054688,1237.8736572265625,-768.5505981445312,1163.5914306640625,-762.7144775390625,1214.89697265625,-748.9473266601562,1228.220947265625,-767.9695434570312,1220.9964599609375,-762.1231689453125,1222.86962890625,-753.416015625,1226.3885498046875,-751.718505859375,1150.525146484375,-725.9466552734375,1155.9453125
1,-984.290771484375,1361.6739501953125,-984.8981323242188,1383.6744384765625,-981.1885986328124,1382.57470703125,-1004.0130004882812,1335.7515869140625,-976.2096557617188,1392.679443359375,-979.16796875,1403.031005859375,-1047.0843505859377,1422.786376953125,-971.726806640625,1403.1280517578125,-884.7477416992188,1265.8377685546875,-976.7613525390624,1391.5330810546875,-1046.11279296875,1421.9569091796875,-992.9412841796876,1372.1546630859375,-854.11376953125,1297.1810302734375,-983.5951538085938,1375.1131591796875,-998.031494140625,1359.2113037109375,-896.02197265625,1347.395263671875,-908.7861938476562,1365.906982421875,-848.809814453125,1271.1744384765625,-983.4036254882812,1370.2877197265625,-854.4641723632812,1296.5181884765625,-854.5443115234375,1297.5074462890625,-885.9957275390625,1312.2979736328125,-823.9465942382812,1240.2034912109375,-769.2228393554688,1146.646728515625,-799.6497802734375,1214.990966796875,-803.1406860351562,1219.11083984375,-853.5100708007812,1296.6031494140625,-751.65771484375,1150.3702392578125,-810.966796875,1226.448486328125,-861.6817016601562,1147.2763671875,-760.9103393554688,1215.732666015625,-761.089111328125,1216.1651611328125,-734.0878295898438,1226.1181640625,-774.6887817382812,1219.1759033203125,-710.923583984375,1237.20263671875,-768.5409545898438,1163.5887451171875,-762.6552124023438,1214.9659423828125,-748.9453735351562,1228.2041015625,-767.8187866210938,1220.726806640625,-762.2152709960938,1222.94287109375,-753.4114990234375,1226.384765625,-751.957763671875,1150.4354248046875,-725.85986328125,1156.0635986328125
2,-983.8506469726562,1360.2962646484375,-986.1966552734376,1380.710693359375,-981.6142578125,1381.6636962890625,-1004.4537353515624,1334.0528564453125,-976.587646484375,1392.2066650390625,-979.6624755859376,1401.86328125,-1047.076171875,1422.8067626953125,-971.9192504882812,1402.70849609375,-883.8200073242188,1265.0633544921875,-977.1630249023438,1390.9034423828125,-1046.1143798828123,1421.944580078125,-993.3191528320312,1371.1866455078125,-853.9813842773438,1296.977783203125,-983.8065795898438,1374.3824462890625,-998.4067993164062,1358.1087646484375,-897.0567626953125,1348.751708984375,-909.8036499023438,1367.3638916015625,-849.7946166992188,1272.345947265625,-983.0177001953124,1370.9915771484375,-854.579833984375,1297.3577880859375,-854.5916748046875,1297.3958740234375,-887.1932373046875,1313.72607421875,-824.8701782226562,1240.9749755859375,-768.304931640625,1145.83056640625,-800.6600341796875,1216.049072265625,-803.0313720703125,1218.8477783203125,-853.5000610351562,1296.6173095703125,-751.7767944335938,1150.088623046875,-811.99951171875,1227.532470703125,-861.679931640625,1147.2783203125,-760.8494262695312,1215.90283203125,-761.0742797851562,1216.0045166015625,-734.4410400390625,1226.0706787109375,-774.63720703125,1219.4871826171875,-710.9268798828125,1237.187255859375,-768.5405883789062,1163.5723876953125,-762.623291015625,1214.968994140625,-748.8215942382812,1228.0098876953125,-767.9437255859375,1220.991455078125,-762.1895751953125,1222.8955078125,-753.515869140625,1226.3284912109375,-751.9568481445312,1150.4146728515625,-725.9384765625,1155.92529296875
3,-983.5308837890624,1359.6671142578125,-987.0194702148438,1378.9208984375,-981.7838134765624,1381.183349609375,-1004.814453125,1332.4359130859375,-976.6808471679688,1391.4317626953125,-980.2894287109376,1400.5274658203125,-1047.0782470703123,1422.8118896484375,-972.028076171875,1402.2454833984375,-882.5906372070312,1264.0262451171875,-977.436279296875,1390.2930908203125,-1046.1109619140623,1421.94775390625,-993.7327270507812,1370.1495361328125,-853.8635864257812,1296.9786376953125,-983.9592895507812,1373.8916015625,-998.7213745117188,1357.002197265625,-897.9324340820312,1349.9375,-910.7269287109376,1368.7523193359375,-850.7901611328125,1273.5362548828125,-983.051025390625,1369.9903564453125,-854.6586303710938,1297.5860595703125,-854.4608154296875,1297.3477783203125,-888.3269653320312,1315.2034912109375,-825.8475341796875,1241.9332275390625,-767.3786010742188,1145.0233154296875,-801.5172119140625,1216.9935302734375,-804.714111328125,1220.3497314453125,-853.376220703125,1296.4658203125,-751.5565185546875,1150.3636474609375,-812.7921752929688,1228.389892578125,-861.677490234375,1147.2730712890625,-760.7793579101562,1215.944091796875,-761.1005249023438,1215.843505859375,-734.5606689453125,1226.016357421875,-774.5519409179688,1219.5155029296875,-713.5093994140625,1236.6492919921875,-765.9306640625,1160.7672119140625,-762.3053588867188,1215.014892578125,-748.8931274414062,1228.087646484375,-767.8358764648438,1221.0084228515625,-762.1124877929688,1222.8511962890625,-753.5059204101562,1226.4007568359375,-752.00390625,1150.353271484375,-725.9462280273438,1155.90234375
4,-983.351806640625,1359.258544921875,-987.7089233398438,1377.3411865234375,-981.9797973632812,1380.7171630859375,-1005.1189575195312,1330.899658203125,-976.8838500976562,1390.8924560546875,-980.7308959960938,1399.4576416015625,-1047.078125,1422.82421875,-972.2329711914062,1401.8739013671875,-881.3032836914062,1263.1463623046875,-977.558349609375,1389.8818359375,-1046.10498046875,1421.9482421875,-993.9855346679688,1369.17431640625,-853.9166259765625,1297.0538330078125,-984.0009155273438,1373.44140625,-999.0796508789062,1355.8544921875,-898.8782348632812,1351.387939453125,-911.5518798828124,1369.795166015625,-851.9071044921875,1274.7269287109375,-982.9619750976562,1370.045166015625,-854.7311401367188,1297.799560546875,-854.54248046875,1297.385986328125,-889.4647216796875,1316.510009765625,-826.972900390625,1243.416748046875,-766.4703979492188,1144.2039794921875,-802.4116821289062,1217.974365234375,-805.1260986328125,1220.5997314453125,-853.4156494140625,1296.4554443359375,-751.743896484375,1150.2080078125,-813.5241088867188,1229.2257080078125,-861.5884399414062,1147.32421875,-761.3823852539062,1215.4642333984375,-761.0441284179688,1215.7655029296875,-734.3588256835938,1226.151611328125,-774.494873046875,1219.5413818359375,-714.5023193359375,1236.5299072265625,-765.2611694335938,1160.0108642578125,-761.8338012695312,1215.0736083984375,-748.8147583007812,1228.05029296875,-767.8722534179688,1221.153076171875,-762.740478515625,1222.7230224609375,-753.4868774414062,1226.4254150390625,-751.9989624023438,1150.2845458984375,-725.8976440429688,1156.0341796875
5,-983.0391845703124,1358.6689453125,-988.4608154296876,1375.6563720703125,-982.3011474609376,1380.2237548828125,-1005.494384765625,1329.3104248046875,-977.0819702148438,1390.4725341796875,-981.2625732421876,1398.3515625,-1047.0771484375,1422.8316650390625,-972.5095825195312,1401.2396240234375,-880.2320556640625,1262.204833984375,-977.8486328125,1389.4942626953125,-1046.1123046875,1421.9315185546875,-994.2548828125,1368.1888427734375,-854.113037109375,1297.2620849609375,-984.0553588867188,1372.9561767578125,-999.525146484375,1354.75390625,-899.8599853515625,1352.8455810546875,-912.6061401367188,1371.314453125,-853.0021362304688,1275.993896484375,-982.8782348632812,1370.1103515625,-854.679443359375,1297.74365234375,-854.3021850585938,1297.2144775390625,-890.64453125,1317.777099609375,-827.9791870117188,1244.294677734375,-766.070556640625,1142.1214599609375,-803.3140869140625,1218.978759765625,-805.5335693359375,1220.8507080078125,-853.6611938476562,1296.47216796875,-751.7579345703125,1150.1932373046875,-814.2907104492188,1230.01611328125,-861.6095581054688,1147.3228759765625,-761.797119140625,1215.270751953125,-761.0248413085938,1215.7220458984375,-734.5046997070312,1226.3814697265625,-774.19482421875,1219.5052490234375,-714.9638061523438,1236.260986328125,-764.6602172851562,1159.2041015625,-762.05029296875,1214.9725341796875,-748.7944946289062,1227.95849609375,-767.8877563476562,1221.2255859375,-762.5623779296875,1222.763916015625,-753.9625854492188,1226.37060546875,-752.0194702148438,1150.2672119140625,-725.814453125,1156.0172119140625
6,-982.7130126953124,1357.99267578125,-989.1610717773438,1374.01953125,-982.5272827148438,1379.72705078125,-1005.848388671875,1327.7279052734375,-977.1410522460938,1390.1585693359375,-981.8203735351562,1397.263916015625,-1047.0753173828123,1422.83935546875,-972.61328125,1400.94384765625,-879.0841064453125,1261.425048828125,-978.1151123046876,1388.9442138671875,-1045.954833984375,1422.048828125,-994.7138671875,1367.06201171875,-854.6554565429688,1297.5372314453125,-984.1500854492188,1372.449951171875,-999.9324340820312,1353.686279296875,-900.8462524414062,1354.2835693359375,-913.5651245117188,1372.642333984375,-854.0601806640625,1277.17724609375,-982.7847290039062,1370.1707763671875,-854.7981567382812,1297.9505615234375,-854.1613159179688,1297.060302734375,-891.7063598632812,1318.9852294921875,-829.0098876953125,1245.5755615234375,-765.1483154296875,1141.1875,-804.1912841796875,1219.9044189453125,-805.9373779296875,1221.111328125,-853.60302734375,1296.351806640625,-751.77490234375,1150.2098388671875,-815.0560302734375,1230.918701171875,-861.6316528320312,1147.315673828125,-761.821533203125,1215.239013671875,-761.0335083007812,1215.7276611328125,-734.5269165039062,1226.4501953125,-774.1969604492188,1219.5010986328125,-715.7380981445312,1236.111572265625,-764.0426635742188,1158.4503173828125,-761.969482421875,1215.0123291015625,-748.7263793945312,1227.9713134765625,-767.8944702148438,1221.203369140625,-762.40380859375,1222.79248046875,-754.3797607421875,1226.330322265625,-751.9992065429688,1150.2685546875,-725.8352661132812,1156.1007080078125
7,-982.400390625,1357.3431396484375,-989.80224609375,1372.35498046875,-982.7044677734376,1379.2203369140625,-1006.16845703125,1326.1783447265625,-977.4306640625,1389.7008056640625,-982.3482666015624,1396.130126953125,-1047.0654296875,1422.8369140625,-972.8046264648438,1400.521728515625,-877.9575805664062,1260.5050048828125,-978.3792724609376,1388.41064453125,-1045.988525390625,1422.0208740234375,-994.7659301757812,1366.927734375,-854.6585083007812,1297.565673828125,-984.2275390625,1371.9293212890625,-1000.3902587890624,1352.4288330078125,-901.8517456054688,1355.6822509765625,-914.4518432617188,1373.9376220703125,-855.1309204101562,1278.34912109375,-982.7006225585938,1370.236328125,-854.5260009765625,1297.736572265625,-854.1389770507812,1296.981201171875,-893.0419921875,1320.3148193359375,-830.0220947265625,1246.6982421875,-764.3397216796875,1140.0943603515625,-805.0742797851562,1220.8731689453125,-806.3582763671875,1221.3323974609375,-853.5887451171875,1296.2967529296875,-751.7171630859375,1150.2589111328125,-815.8384399414062,1231.72509765625,-861.6417236328125,1147.3125,-761.6326293945312,1215.5146484375,-760.9661254882812,1215.7037353515625,-734.475830078125,1226.321533203125,-774.2603759765625,1219.526123046875,-716.2388305664062,1235.716064453125,-763.3817749023438,1157.7166748046875,-761.6841430664062,1215.17919921875,-748.7752685546875,1228.0595703125,-767.871826171875,1221.240966796875,-762.3383178710938,1222.8126220703125,-754.47412109375,1226.330322265625,-751.9838256835938,1150.2037353515625,-725.7197875976562,1156.0506591796875
8,-981.963134765625,1356.57763671875,-990.3886108398438,1370.6885986328125,-982.8850708007812,1378.6573486328125,-1006.481689453125,1324.6036376953125,-977.592529296875,1389.30712890625,-982.8765258789062,1395.0374755859375,-1047.0740966796877,1422.832763671875,-972.9971313476562,1400.124267578125,-876.9133911132812,1259.537841796875,-978.5988159179688,1388.0059814453125,-1046.0213623046877,1421.984619140625,-995.181640625,1365.99560546875,-855.3410034179688,1298.4527587890625,-984.306884765625,1371.31787109375,-1000.8151245117188,1351.19921875,-902.8046875,1357.0064697265625,-915.2930908203124,1375.219970703125,-856.1197509765625,1279.4627685546875,-982.619140625,1370.2916259765625,-854.6096801757812,1297.5653076171875,-854.173828125,1296.971435546875,-894.1231079101562,1321.537353515625,-831.5128784179688,1248.3453369140625,-763.5159912109375,1139.0196533203125,-805.9718017578125,1221.833740234375,-806.765869140625,1221.5751953125,-853.54638671875,1296.3963623046875,-751.6991577148438,1150.3291015625,-816.631591796875,1232.47412109375,-861.6724243164062,1147.312255859375,-761.4423217773438,1215.76171875,-760.9542846679688,1215.71923828125,-734.2813110351562,1226.24658203125,-774.2932739257812,1219.5050048828125,-716.8958129882812,1235.546875,-762.7577514648438,1157.0042724609375,-762.0443115234375,1215.1263427734375,-748.6871337890625,1228.0260009765625,-767.8868408203125,1221.20947265625,-762.3464965820312,1222.81201171875,-754.5199584960938,1226.3101806640625,-751.9373168945312,1150.115966796875,-725.9224853515625,1155.874267578125
9,-981.5148315429688,1355.8282470703125,-990.869140625,1369.0826416015625,-983.0153198242188,1378.1783447265625,-1006.8168334960938,1323.0218505859375,-977.72998046875,1388.9263916015625,-983.3876342773438,1393.933349609375,-1047.0545654296877,1422.8489990234375,-973.1640625,1399.7392578125,-875.8472900390625,1258.582275390625,-978.8037719726562,1387.6136474609375,-1046.037353515625,1421.9759521484375,-995.582275390625,1365.062255859375,-855.3525390625,1298.4443359375,-984.319580078125,1370.6748046875,-1001.2144775390624,1349.951416015625,-903.7027587890624,1358.4217529296875,-916.24267578125,1376.569091796875,-857.1893920898438,1280.656982421875,-982.5341186523438,1370.3402099609375,-854.8961181640625,1297.482421875,-854.3893432617188,1297.2381591796875,-895.3612060546875,1322.8544921875,-832.7406616210938,1249.841796875,-762.5328979492188,1138.240478515625,-806.9130859375,1222.798583984375,-807.1710815429688,1221.83154296875,-853.6419067382812,1296.3931884765625,-751.7112426757812,1150.317138671875,-817.3818969726562,1233.3404541015625,-861.6744995117188,1147.315673828125,-761.451171875,1215.6949462890625,-761.0250244140625,1215.666748046875,-734.486083984375,1226.1524658203125,-774.3056640625,1219.4981689453125,-717.90869140625,1235.1104736328125,-762.2523803710938,1156.41064453125,-761.6835327148438,1215.2158203125,-748.7733764648438,1227.9156494140625,-767.87255859375,1221.255126953125,-762.2825317382812,1222.8111572265625,-754.1806030273438,1226.4451904296875,-751.8491821289062,1150.0101318359375,-725.8056030273438,1155.9296875
